"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"4154-AQUGT","Male",1,"Yes","No",13,"Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.05,1169.35,1
"7037-MTYVW","Male",0,"Yes","Yes",38,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.4,3297,0
"2452-KDRRH","Male",1,"No","No",67,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",101.4,6841.05,0
"5872-OEQNH","Female",0,"No","No",60,"No","No phone service","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Electronic check",44.45,2773.9,0
"0536-ESJEP","Male",0,"Yes","No",54,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",74.55,4191.45,0
"3500-RMZLT","Female",1,"No","No",15,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Mailed check",96.3,1426.75,1
"1169-WCVAK","Male",0,"Yes","No",19,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",88.8,1672.35,0
"4397-FRLTA","Female",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.15,84.5,0
"0746-JTRFU","Male",0,"No","No",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.05,56.35,1
"7586-ZATGZ","Male",0,"No","No",40,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.9,3369.05,0
"4671-VJLCL","Female",0,"No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",79.85,4861.45,0
"5989-PGKJB","Female",0,"No","No",16,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.25,1340.1,0
"7926-IJOOU","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.3,19.3,0
"5318-IXUZF","Female",0,"No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",87.15,183.75,1
"9488-FVZCC","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",79.5,5661.7,0
"0096-BXERS","Female",0,"Yes","No",6,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",50.35,314.55,0
"1045-LTCYT","Female",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",21.05,139.75,0
"1423-BMPBQ","Female",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19,19,0
"2379-GYFLQ","Male",0,"No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",94.9,4422.95,0
"5944-UGLLK","Male",0,"No","No",53,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",54.9,3045.75,0
"8979-CAMGB","Male",1,"No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",102.1,6688.1,0
"4698-KVLLG","Female",1,"No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.6,967.9,0
"7892-POOKP","Female",0,"Yes","No",28,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.8,3046.05,1
"2931-SVLTV","Male",0,"Yes","Yes",40,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",110.1,4469.1,0
"6108-OQZDQ","Female",0,"Yes","Yes",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.95,384.5,1
"7998-ZLXWN","Female",0,"Yes","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",20.45,330.8,0
"2725-IWWBA","Male",0,"Yes","Yes",46,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","No","Mailed check",56.9,2560.1,0
"7105-BENQF","Male",0,"No","Yes",15,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","One year","No","Mailed check",64.85,950.75,0
"5884-GCYMI","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",69.4,69.4,1
"6339-TBELP","Male",0,"No","No",71,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",86.4,6172,0
"2608-BHKFN","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70.05,266.9,1
"9089-UOWJG","Female",0,"Yes","Yes",12,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",58.35,740.55,0
"2212-LYASK","Male",0,"Yes","Yes",27,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",45.85,1246.4,0
"6897-UUBNU","Male",0,"No","No",29,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",89.65,2623.65,0
"9620-ENEJV","Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70.55,433.95,0
"4188-FRABG","Male",0,"Yes","No",57,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",103.05,5925.75,0
"9822-WMWVG","Female",0,"No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",106.5,4282.4,0
"0420-TXVSG","Male",0,"Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Credit card (automatic)",66.1,4428.45,0
"2485-ITVKB","Female",0,"Yes","No",2,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",35.1,68.75,1
"4558-FANTW","Female",0,"Yes","Yes",17,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",91.85,1574.45,1
"0871-OPBXW","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.05,39.25,0
"9782-LGXMC","Female",0,"Yes","Yes",49,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",61.75,3024.15,0
"0988-JRWWP","Female",0,"No","No",3,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",54.2,140.4,0
"5438-QMDDL","Female",0,"Yes","No",19,"Yes","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",59.8,1130.85,0
"5505-OVWQW","Female",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.15,353.65,0
"0486-LGCCH","Male",0,"Yes","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.65,225.75,0
"5202-IVJNU","Female",0,"No","Yes",39,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",30.1,1131.3,1
"5349-IECLD","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",94.95,178.1,1
"6769-DYBQN","Male",1,"No","No",46,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Electronic check",85,3969.4,1
"6198-ZFIOJ","Female",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.6,402.5,0
"2068-WWXQZ","Male",0,"No","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.05,902,0
"0742-NXBGR","Female",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",82.3,82.3,1
"5609-IMCGG","Female",0,"No","No",15,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.35,1302.65,0
"5329-KRDTM","Male",1,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",77.35,5396.25,0
"1746-TGTWV","Male",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",75.35,75.35,0
"6990-YNRIO","Male",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",108.65,6937.95,1
"6621-NRZAK","Female",0,"Yes","Yes",63,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20,1209.25,0
"5197-PYEPU","Female",0,"Yes","Yes",42,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)",94.45,3923.8,0
"6082-GLJIX","Male",0,"No","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.25,331.35,0
"2164-SOQXL","Female",0,"Yes","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,406.05,0
"5996-NRVXR","Male",1,"Yes","No",40,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",98.15,4116.8,0
"8439-LTUGF","Male",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20,198.6,0
"0877-SDMBN","Female",0,"No","No",54,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.95,5639.05,1
"0730-KOAVE","Male",0,"No","No",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.3,2679.7,0
"3070-DVEYC","Male",1,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",73.75,545.15,1
"4717-GHADL","Female",0,"No","No",50,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",79.6,4024.2,0
"6631-HMANX","Male",0,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.45,6227.5,0
"7569-NMZYQ","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",118.75,8672.45,0
"1877-HKBQX","Female",0,"No","No",11,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",54.6,617.85,0
"6715-OFDBP","Male",0,"No","No",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",70.05,346.4,1
"0480-BIXDE","Female",0,"Yes","No",19,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.8,1743.05,0
"5161-XEUVX","Male",0,"Yes","No",37,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","No","Mailed check",94.3,3460.95,0
"6712-OAWRH","Female",1,"No","No",26,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.25,2351.8,1
"6434-TTGJP","Male",0,"Yes","Yes",10,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",53.7,521,0
"8706-HRADD","Male",0,"No","No",21,"No","No phone service","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",43.55,1011.5,0
"2232-DMLXU","Female",0,"Yes","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",55.2,55.2,1
"4906-ZHGPK","Male",0,"Yes","Yes",54,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",70.7,3770,0
"2868-SNELZ","Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",80.6,155.8,1
"8402-OOOHJ","Female",0,"No","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.65,835.15,0
"9391-TTOYH","Female",0,"No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.5,470.2,0
"2074-GKOWZ","Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.55,185.55,1
"4501-EQDRN","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.7,69.7,1
"9909-DFRJA","Female",0,"No","No",26,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",95.85,2475.35,0
"3067-SVMTC","Female",0,"Yes","No",68,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",55.9,3848.8,0
"1697-NVVGY","Male",1,"Yes","No",19,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",66.4,1286.05,0
"7554-AKDQF","Female",0,"Yes","No",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,323.45,0
"8874-EJNSR","Male",0,"Yes","Yes",39,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.2,987.95,0
"3207-OYBWH","Male",1,"Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.25,5427.05,1
"4957-SREEC","Male",0,"Yes","Yes",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.35,1458.1,0
"0134-XWXCE","Female",1,"No","No",44,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",74.85,3268.05,0
"1401-FTHFQ","Male",0,"Yes","Yes",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20,445.3,0
"6175-IRFIT","Male",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",78.75,426.35,0
"3810-DVDQQ","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",117.6,8308.9,0
"2359-QWQUL","Female",0,"Yes","No",39,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.7,4134.85,1
"8007-YYPWD","Female",0,"No","No",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.05,369.1,0
"0784-GTUUK","Male",0,"Yes","No",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",23.75,1446.8,0
"4390-KYULV","Male",0,"Yes","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.55,51.15,1
"9208-OLGAQ","Female",1,"No","No",18,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",84.95,1443.65,0
"1661-CZBAU","Male",0,"No","No",48,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",70.95,3629.2,0
"5311-IHLEI","Male",0,"No","No",12,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",50.95,605.75,0
"2530-ENDWQ","Female",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",93.7,6585.35,1
"0725-CXOTM","Female",0,"No","No",36,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",89.65,3348.1,0
"9971-ZWPBF","Male",1,"Yes","Yes",34,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",108.9,3625.2,0
"7096-UCLNH","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,20.05,0
"6252-DFGTK","Female",0,"Yes","No",37,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",68.1,2479.25,0
"7581-EBBOU","Female",0,"No","No",60,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,4224.7,0
"4086-YQSNZ","Female",1,"Yes","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.4,224.05,1
"8166-ZZTFS","Female",1,"Yes","No",66,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.55,5265.1,1
"1376-HHBDV","Female",0,"No","No",30,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",48.8,1536.75,0
"3208-YPIOE","Male",0,"No","No",39,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.25,3017.65,1
"2683-BPJSO","Male",0,"Yes","No",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",84.45,2467.1,1
"9974-JFBHQ","Male",0,"No","Yes",64,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.15,6171.2,0
"4709-LKHYG","Female",0,"Yes","Yes",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",20,540.05,0
"1101-SSWAG","Female",0,"Yes","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.1,711.15,0
"0603-TPMIB","Female",0,"Yes","Yes",59,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.45,1534.05,0
"5524-KHNJP","Male",0,"Yes","Yes",33,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",74.75,2453.3,0
"3865-ZYKAD","Male",1,"Yes","No",69,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.9,5785.65,0
"4115-BNPJY","Male",0,"Yes","Yes",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check",75.55,2054.4,0
"9530-GRMJG","Male",0,"Yes","Yes",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.1,5979.7,0
"2043-WVTQJ","Male",0,"Yes","No",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",55.7,55.7,0
"8917-FAEMR","Female",0,"No","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.85,784.25,0
"7602-DBTOU","Female",0,"Yes","No",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.6,1416.5,0
"1849-RJYIG","Female",0,"No","No",8,"Yes","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",60,487.75,0
"8133-ANHHJ","Female",1,"No","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",103,5166.2,0
"3842-QTGDL","Male",0,"Yes","No",16,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",80.75,1321.3,0
"2402-TAIRZ","Female",0,"No","No",37,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Electronic check",80.05,3019.1,0
"8778-LMWTJ","Female",0,"No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,708.2,0
"3038-PQIUY","Female",0,"No","No",38,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",66.15,2522.4,0
"0655-YDGFJ","Male",0,"No","No",29,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",48.95,1323.7,0
"9396-ZSFLL","Female",0,"No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",48.85,631.4,0
"5028-HTLJB","Male",1,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,20.05,1
"4990-ALDGW","Male",0,"No","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.75,1118.8,0
"7746-QYVCO","Male",0,"Yes","Yes",16,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check",55.85,857.8,0
"0133-BMFZO","Female",0,"No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",86.25,181.65,1
"7758-UJWYS","Male",0,"Yes","Yes",34,"No","No phone service","DSL","No","No","No","Yes","Yes","No","Two year","Yes","Electronic check",40.55,1325.85,0
"9730-DRTMJ","Male",0,"Yes","No",32,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",72.8,2333.05,0
"8515-OCTJS","Female",0,"No","No",25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.75,692.1,1
"2454-RPBRZ","Female",1,"Yes","No",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",98.1,1060.2,1
"3756-VNWDH","Male",1,"Yes","No",65,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Electronic check",100.75,6674.65,0
"3397-AVTKU","Male",0,"No","No",43,"Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Electronic check",60,2548.55,0
"5948-UJZLF","Male",0,"No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",49.25,97,0
"0508-SQWPL","Female",0,"Yes","Yes",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.1,1087.7,0
"1122-YJBCS","Male",0,"Yes","No",69,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",53.65,3804.4,0
"0147-ESWWR","Female",1,"Yes","No",39,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,3949.15,0
"5320-BRKGK","Female",0,"Yes","Yes",58,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Mailed check",75.8,4415.75,0
"3896-ZVNET","Female",0,"Yes","Yes",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.7,571.75,0
"9500-IWPXQ","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Electronic check",79.4,4820.55,0
"4077-HWUYD","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",87.55,6463.15,0
"2040-VZIKE","Female",0,"Yes","No",49,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",100.85,4847.35,0
"1866-DIOQZ","Female",0,"Yes","No",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",66.8,4689.15,0
"1406-PUQVY","Male",0,"No","Yes",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,0
"3765-JXVKY","Female",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.7,74.7,1
"0447-RXSGD","Male",0,"No","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.65,2404.85,0
"4587-NUKOX","Female",0,"No","No",3,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.1,246.5,1
"2533-QVMSK","Male",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","Yes","Electronic check",94.1,5638.3,1
"8896-BQTTI","Male",0,"No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",25,25,0
"8634-CILSZ","Male",0,"No","No",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.7,7220.35,1
"6591-QGOYB","Male",0,"No","No",17,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",106.65,1672.1,0
"4785-QRJHC","Male",1,"Yes","No",46,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",59.9,2816.65,1
"9903-LYSAB","Male",0,"Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.15,1305.95,0
"2072-ZVJJX","Male",0,"Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.25,1728.2,0
"1352-VHKAJ","Male",0,"Yes","Yes",27,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",71.6,1957.1,0
"3621-CEOVK","Female",1,"Yes","No",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,1369.8,1
"8565-WUXZU","Male",1,"Yes","No",72,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",84.8,6141.65,0
"9076-AXYIK","Male",1,"Yes","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",102.1,6538.45,0
