,user_id,signup_month,month,spend,treatment
16582,1381,0,11,345,False
16583,1381,0,12,359,False
16584,1382,0,1,485,False
16585,1382,0,2,471,False
16586,1382,0,3,494,False
16587,1382,0,4,450,False
16588,1382,0,5,493,False
16589,1382,0,6,412,False
16590,1382,0,7,444,False
16591,1382,0,8,458,False
16592,1382,0,9,401,False
16593,1382,0,10,361,False
16594,1382,0,11,404,False
16595,1382,0,12,379,False
16596,1383,3,1,470,True
16597,1383,3,2,457,True
16598,1383,3,3,453,True
16599,1383,3,4,533,True
16600,1383,3,5,563,True
16601,1383,3,6,534,True
16602,1383,3,7,530,True
16603,1383,3,8,507,True
16604,1383,3,9,530,True
16605,1383,3,10,485,True
16606,1383,3,11,477,True
16607,1383,3,12,494,True
16608,1384,0,1,501,False
16609,1384,0,2,515,False
16610,1384,0,3,487,False
16611,1384,0,4,462,False
16612,1384,0,5,468,False
16613,1384,0,6,437,False
16614,1384,0,7,412,False
16615,1384,0,8,398,False
16616,1384,0,9,415,False
16617,1384,0,10,402,False
16618,1384,0,11,407,False
16619,1384,0,12,398,False
16620,1385,6,1,483,True
16621,1385,6,2,439,True
16622,1385,6,3,472,True
16623,1385,6,4,483,True
16624,1385,6,5,403,True
16625,1385,6,6,426,True
16626,1385,6,7,521,True
16627,1385,6,8,502,True
16628,1385,6,9,508,True
16629,1385,6,10,459,True
16630,1385,6,11,523,True
16631,1385,6,12,494,True
16632,1386,8,1,489,True
16633,1386,8,2,486,True
16634,1386,8,3,458,True
16635,1386,8,4,475,True
16636,1386,8,5,437,True
16637,1386,8,6,416,True
16638,1386,8,7,419,True
16639,1386,8,8,448,True
16640,1386,8,9,526,True
16641,1386,8,10,537,True
16642,1386,8,11,472,True
16643,1386,8,12,475,True
16644,1387,6,1,489,True
16645,1387,6,2,455,True
16646,1387,6,3,522,True
16647,1387,6,4,462,True
16648,1387,6,5,483,True
16649,1387,6,6,418,True
16650,1387,6,7,540,True
16651,1387,6,8,484,True
16652,1387,6,9,492,True
16653,1387,6,10,511,True
16654,1387,6,11,506,True
16655,1387,6,12,487,True
16656,1388,2,1,486,True
16657,1388,2,2,456,True
16658,1388,2,3,566,True
16659,1388,2,4,531,True
16660,1388,2,5,541,True
16661,1388,2,6,560,True
16662,1388,2,7,530,True
16663,1388,2,8,499,True
16664,1388,2,9,519,True
16665,1388,2,10,507,True
16666,1388,2,11,510,True
16667,1388,2,12,487,True
16668,1389,0,1,472,False
16669,1389,0,2,447,False
16670,1389,0,3,499,False
16671,1389,0,4,418,False
16672,1389,0,5,453,False
16673,1389,0,6,413,False
16674,1389,0,7,434,False
16675,1389,0,8,429,False
16676,1389,0,9,410,False
16677,1389,0,10,392,False
16678,1389,0,11,332,False
16679,1389,0,12,372,False
16680,1390,0,1,491,False
16681,1390,0,2,488,False
16682,1390,0,3,446,False
16683,1390,0,4,461,False
16684,1390,0,5,449,False
16685,1390,0,6,451,False
16686,1390,0,7,480,False
16687,1390,0,8,384,False
16688,1390,0,9,386,False
16689,1390,0,10,373,False
16690,1390,0,11,389,False
16691,1390,0,12,374,False
16692,1391,0,1,490,False
16693,1391,0,2,486,False
16694,1391,0,3,464,False
16695,1391,0,4,430,False
16696,1391,0,5,430,False
16697,1391,0,6,424,False
16698,1391,0,7,414,False
16699,1391,0,8,392,False
16700,1391,0,9,416,False
16701,1391,0,10,426,False
16702,1391,0,11,382,False
16703,1391,0,12,344,False
16704,1392,0,1,470,False
16705,1392,0,2,468,False
16706,1392,0,3,465,False
16707,1392,0,4,475,False
16708,1392,0,5,424,False
16709,1392,0,6,440,False
16710,1392,0,7,422,False
16711,1392,0,8,392,False
16712,1392,0,9,370,False
16713,1392,0,10,425,False
16714,1392,0,11,383,False
16715,1392,0,12,340,False
16716,1393,4,1,465,True
16717,1393,4,2,526,True
16718,1393,4,3,441,True
16719,1393,4,4,479,True
16720,1393,4,5,548,True
16721,1393,4,6,490,True
16722,1393,4,7,502,True
16723,1393,4,8,572,True
16724,1393,4,9,503,True
16725,1393,4,10,555,True
16726,1393,4,11,483,True
16727,1393,4,12,476,True
16728,1394,3,1,469,True
16729,1394,3,2,494,True
16730,1394,3,3,438,True
16731,1394,3,4,562,True
16732,1394,3,5,561,True
16733,1394,3,6,574,True
16734,1394,3,7,534,True
16735,1394,3,8,463,True
16736,1394,3,9,510,True
16737,1394,3,10,455,True
16738,1394,3,11,465,True
16739,1394,3,12,523,True
16740,1395,0,1,492,False
16741,1395,0,2,460,False
16742,1395,0,3,493,False
16743,1395,0,4,433,False
16744,1395,0,5,404,False
16745,1395,0,6,439,False
16746,1395,0,7,427,False
16747,1395,0,8,442,False
16748,1395,0,9,413,False
16749,1395,0,10,429,False
16750,1395,0,11,426,False
16751,1395,0,12,372,False
16752,1396,4,1,465,True
16753,1396,4,2,462,True
16754,1396,4,3,430,True
16755,1396,4,4,475,True
16756,1396,4,5,526,True
16757,1396,4,6,542,True
16758,1396,4,7,482,True
16759,1396,4,8,482,True
16760,1396,4,9,485,True
16761,1396,4,10,486,True
16762,1396,4,11,515,True
16763,1396,4,12,523,True
16764,1397,0,1,503,False
16765,1397,0,2,481,False
16766,1397,0,3,455,False
16767,1397,0,4,443,False
16768,1397,0,5,446,False
16769,1397,0,6,436,False
16770,1397,0,7,452,False
16771,1397,0,8,370,False
16772,1397,0,9,398,False
16773,1397,0,10,426,False
16774,1397,0,11,382,False
16775,1397,0,12,410,False
16776,1398,0,1,517,False
16777,1398,0,2,475,False
16778,1398,0,3,433,False
16779,1398,0,4,445,False
16780,1398,0,5,423,False
16781,1398,0,6,422,False
16782,1398,0,7,400,False
16783,1398,0,8,420,False
16784,1398,0,9,396,False
16785,1398,0,10,391,False
16786,1398,0,11,422,False
16787,1398,0,12,403,False
16788,1399,0,1,462,False
16789,1399,0,2,472,False
16790,1399,0,3,479,False
16791,1399,0,4,463,False
16792,1399,0,5,444,False
16793,1399,0,6,397,False
16794,1399,0,7,460,False
16795,1399,0,8,423,False
16796,1399,0,9,387,False
16797,1399,0,10,397,False
16798,1399,0,11,384,False
16799,1399,0,12,373,False
16800,1400,0,1,481,False
16801,1400,0,2,463,False
16802,1400,0,3,465,False
16803,1400,0,4,472,False
16804,1400,0,5,439,False
16805,1400,0,6,451,False
16806,1400,0,7,379,False
16807,1400,0,8,434,False
16808,1400,0,9,440,False
16809,1400,0,10,393,False
16810,1400,0,11,407,False
16811,1400,0,12,353,False
16812,1401,3,1,503,True
16813,1401,3,2,446,True
16814,1401,3,3,471,True
16815,1401,3,4,542,True
16816,1401,3,5,558,True
16817,1401,3,6,563,True
16818,1401,3,7,542,True
16819,1401,3,8,519,True
16820,1401,3,9,473,True
16821,1401,3,10,509,True
16822,1401,3,11,514,True
16823,1401,3,12,509,True
16824,1402,3,1,509,True
16825,1402,3,2,471,True
16826,1402,3,3,481,True
16827,1402,3,4,575,True
16828,1402,3,5,557,True
16829,1402,3,6,499,True
16830,1402,3,7,538,True
16831,1402,3,8,514,True
16832,1402,3,9,507,True
16833,1402,3,10,476,True
16834,1402,3,11,476,True
16835,1402,3,12,514,True
16836,1403,4,1,491,True
16837,1403,4,2,513,True
16838,1403,4,3,468,True
16839,1403,4,4,462,True
16840,1403,4,5,511,True
16841,1403,4,6,541,True
16842,1403,4,7,495,True
16843,1403,4,8,539,True
16844,1403,4,9,544,True
16845,1403,4,10,488,True
16846,1403,4,11,473,True
16847,1403,4,12,462,True
16848,1404,0,1,507,False
16849,1404,0,2,475,False
16850,1404,0,3,468,False
16851,1404,0,4,464,False
16852,1404,0,5,458,False
16853,1404,0,6,460,False
16854,1404,0,7,417,False
16855,1404,0,8,449,False
16856,1404,0,9,405,False
16857,1404,0,10,401,False
16858,1404,0,11,393,False
16859,1404,0,12,356,False
16860,1405,0,1,485,False
16861,1405,0,2,446,False
16862,1405,0,3,510,False
16863,1405,0,4,463,False
16864,1405,0,5,445,False
16865,1405,0,6,429,False
16866,1405,0,7,415,False
16867,1405,0,8,426,False
16868,1405,0,9,404,False
16869,1405,0,10,423,False
16870,1405,0,11,382,False
16871,1405,0,12,372,False
16872,1406,9,1,452,True
16873,1406,9,2,489,True
16874,1406,9,3,465,True
16875,1406,9,4,470,True
16876,1406,9,5,451,True
16877,1406,9,6,468,True
16878,1406,9,7,403,True
16879,1406,9,8,430,True
16880,1406,9,9,420,True
16881,1406,9,10,519,True
16882,1406,9,11,491,True
16883,1406,9,12,494,True
16884,1407,7,1,514,True
16885,1407,7,2,444,True
16886,1407,7,3,436,True
16887,1407,7,4,468,True
16888,1407,7,5,444,True
16889,1407,7,6,428,True
16890,1407,7,7,427,True
16891,1407,7,8,534,True
16892,1407,7,9,510,True
16893,1407,7,10,516,True
16894,1407,7,11,536,True
16895,1407,7,12,430,True
16896,1408,0,1,467,False
16897,1408,0,2,447,False
16898,1408,0,3,492,False
16899,1408,0,4,493,False
16900,1408,0,5,439,False
16901,1408,0,6,408,False
16902,1408,0,7,451,False
16903,1408,0,8,396,False
16904,1408,0,9,371,False
16905,1408,0,10,415,False
16906,1408,0,11,400,False
16907,1408,0,12,384,False
16908,1409,0,1,469,False
16909,1409,0,2,487,False
16910,1409,0,3,485,False
16911,1409,0,4,430,False
16912,1409,0,5,441,False
16913,1409,0,6,460,False
16914,1409,0,7,448,False
16915,1409,0,8,388,False
16916,1409,0,9,459,False
16917,1409,0,10,412,False
16918,1409,0,11,405,False
16919,1409,0,12,406,False
16920,1410,0,1,541,False
16921,1410,0,2,493,False
16922,1410,0,3,453,False
16923,1410,0,4,444,False
16924,1410,0,5,463,False
16925,1410,0,6,431,False
16926,1410,0,7,437,False
16927,1410,0,8,412,False
16928,1410,0,9,410,False
16929,1410,0,10,379,False
16930,1410,0,11,374,False
16931,1410,0,12,404,False
16932,1411,0,1,543,False
16933,1411,0,2,451,False
16934,1411,0,3,459,False
16935,1411,0,4,462,False
16936,1411,0,5,464,False
16937,1411,0,6,398,False
16938,1411,0,7,398,False
16939,1411,0,8,435,False
16940,1411,0,9,399,False
16941,1411,0,10,390,False
16942,1411,0,11,404,False
16943,1411,0,12,364,False
16944,1412,11,1,493,True
16945,1412,11,2,467,True
16946,1412,11,3,468,True
16947,1412,11,4,459,True
16948,1412,11,5,445,True
16949,1412,11,6,439,True
16950,1412,11,7,456,True
16951,1412,11,8,439,True
16952,1412,11,9,409,True
16953,1412,11,10,364,True
16954,1412,11,11,404,True
16955,1412,11,12,524,True
16956,1413,6,1,536,True
16957,1413,6,2,509,True
16958,1413,6,3,523,True
16959,1413,6,4,440,True
16960,1413,6,5,489,True
16961,1413,6,6,411,True
16962,1413,6,7,511,True
16963,1413,6,8,507,True
16964,1413,6,9,489,True
16965,1413,6,10,501,True
16966,1413,6,11,465,True
16967,1413,6,12,511,True
16968,1414,0,1,486,False
16969,1414,0,2,493,False
16970,1414,0,3,492,False
16971,1414,0,4,430,False
16972,1414,0,5,461,False
16973,1414,0,6,456,False
16974,1414,0,7,431,False
16975,1414,0,8,444,False
16976,1414,0,9,390,False
16977,1414,0,10,411,False
16978,1414,0,11,401,False
16979,1414,0,12,413,False
16980,1415,5,1,468,True
16981,1415,5,2,463,True
16982,1415,5,3,465,True
16983,1415,5,4,432,True
16984,1415,5,5,438,True
16985,1415,5,6,527,True
16986,1415,5,7,523,True
16987,1415,5,8,538,True
16988,1415,5,9,534,True
16989,1415,5,10,506,True
16990,1415,5,11,475,True
16991,1415,5,12,539,True
16992,1416,8,1,489,True
16993,1416,8,2,439,True
16994,1416,8,3,479,True
16995,1416,8,4,475,True
16996,1416,8,5,439,True
16997,1416,8,6,434,True
16998,1416,8,7,413,True
16999,1416,8,8,409,True
17000,1416,8,9,498,True
17001,1416,8,10,490,True
17002,1416,8,11,548,True
17003,1416,8,12,480,True
17004,1417,8,1,499,True
17005,1417,8,2,459,True
17006,1417,8,3,489,True
17007,1417,8,4,438,True
17008,1417,8,5,448,True
17009,1417,8,6,455,True
17010,1417,8,7,389,True
17011,1417,8,8,400,True
17012,1417,8,9,499,True
17013,1417,8,10,478,True
17014,1417,8,11,510,True
17015,1417,8,12,469,True
17016,1418,10,1,483,True
17017,1418,10,2,466,True
17018,1418,10,3,482,True
17019,1418,10,4,418,True
17020,1418,10,5,486,True
17021,1418,10,6,419,True
17022,1418,10,7,388,True
17023,1418,10,8,387,True
17024,1418,10,9,414,True
17025,1418,10,10,445,True
17026,1418,10,11,484,True
17027,1418,10,12,499,True
17028,1419,0,1,488,False
17029,1419,0,2,459,False
17030,1419,0,3,515,False
17031,1419,0,4,475,False
17032,1419,0,5,410,False
17033,1419,0,6,459,False
17034,1419,0,7,410,False
17035,1419,0,8,435,False
17036,1419,0,9,397,False
17037,1419,0,10,405,False
17038,1419,0,11,368,False
17039,1419,0,12,402,False
17040,1420,0,1,489,False
17041,1420,0,2,489,False
17042,1420,0,3,431,False
17043,1420,0,4,489,False
17044,1420,0,5,465,False
17045,1420,0,6,417,False
17046,1420,0,7,422,False
17047,1420,0,8,385,False
17048,1420,0,9,436,False
17049,1420,0,10,423,False
17050,1420,0,11,375,False
17051,1420,0,12,341,False
17052,1421,0,1,521,False
17053,1421,0,2,496,False
17054,1421,0,3,444,False
17055,1421,0,4,448,False
17056,1421,0,5,456,False
17057,1421,0,6,406,False
17058,1421,0,7,450,False
17059,1421,0,8,450,False
17060,1421,0,9,410,False
17061,1421,0,10,401,False
17062,1421,0,11,341,False
17063,1421,0,12,356,False
17064,1422,0,1,485,False
17065,1422,0,2,481,False
17066,1422,0,3,496,False
17067,1422,0,4,468,False
17068,1422,0,5,495,False
17069,1422,0,6,440,False
17070,1422,0,7,421,False
17071,1422,0,8,385,False
17072,1422,0,9,412,False
17073,1422,0,10,372,False
17074,1422,0,11,381,False
17075,1422,0,12,374,False
17076,1423,6,1,536,True
17077,1423,6,2,479,True
17078,1423,6,3,470,True
17079,1423,6,4,469,True
17080,1423,6,5,437,True
17081,1423,6,6,388,True
17082,1423,6,7,515,True
17083,1423,6,8,518,True
17084,1423,6,9,510,True
17085,1423,6,10,473,True
17086,1423,6,11,487,True
17087,1423,6,12,489,True
17088,1424,9,1,511,True
17089,1424,9,2,493,True
17090,1424,9,3,455,True
17091,1424,9,4,444,True
17092,1424,9,5,402,True
17093,1424,9,6,439,True
17094,1424,9,7,455,True
17095,1424,9,8,367,True
17096,1424,9,9,421,True
17097,1424,9,10,521,True
17098,1424,9,11,502,True
17099,1424,9,12,480,True
17100,1425,3,1,495,True
17101,1425,3,2,504,True
17102,1425,3,3,472,True
17103,1425,3,4,568,True
17104,1425,3,5,595,True
17105,1425,3,6,557,True
17106,1425,3,7,528,True
17107,1425,3,8,501,True
17108,1425,3,9,560,True
17109,1425,3,10,472,True
17110,1425,3,11,463,True
17111,1425,3,12,446,True
17112,1426,5,1,455,True
17113,1426,5,2,458,True
17114,1426,5,3,494,True
17115,1426,5,4,426,True
17116,1426,5,5,452,True
17117,1426,5,6,520,True
17118,1426,5,7,549,True
17119,1426,5,8,488,True
17120,1426,5,9,503,True
17121,1426,5,10,466,True
17122,1426,5,11,499,True
17123,1426,5,12,478,True
17124,1427,10,1,469,True
17125,1427,10,2,513,True
17126,1427,10,3,479,True
17127,1427,10,4,468,True
17128,1427,10,5,481,True
17129,1427,10,6,447,True
17130,1427,10,7,427,True
17131,1427,10,8,404,True
17132,1427,10,9,415,True
17133,1427,10,10,420,True
17134,1427,10,11,519,True
17135,1427,10,12,482,True
17136,1428,5,1,460,True
17137,1428,5,2,478,True
17138,1428,5,3,474,True
17139,1428,5,4,458,True
17140,1428,5,5,430,True
17141,1428,5,6,548,True
17142,1428,5,7,534,True
17143,1428,5,8,535,True
17144,1428,5,9,519,True
17145,1428,5,10,496,True
17146,1428,5,11,500,True
17147,1428,5,12,475,True
17148,1429,0,1,457,False
17149,1429,0,2,489,False
17150,1429,0,3,509,False
17151,1429,0,4,486,False
17152,1429,0,5,504,False
17153,1429,0,6,431,False
17154,1429,0,7,440,False
17155,1429,0,8,446,False
17156,1429,0,9,403,False
17157,1429,0,10,381,False
17158,1429,0,11,391,False
17159,1429,0,12,376,False
17160,1430,5,1,521,True
17161,1430,5,2,488,True
17162,1430,5,3,452,True
17163,1430,5,4,501,True
17164,1430,5,5,498,True
17165,1430,5,6,517,True
17166,1430,5,7,508,True
17167,1430,5,8,518,True
17168,1430,5,9,542,True
17169,1430,5,10,476,True
17170,1430,5,11,479,True
17171,1430,5,12,479,True
17172,1431,0,1,494,False
17173,1431,0,2,487,False
17174,1431,0,3,494,False
17175,1431,0,4,478,False
17176,1431,0,5,461,False
17177,1431,0,6,453,False
17178,1431,0,7,452,False
17179,1431,0,8,430,False
17180,1431,0,9,410,False
17181,1431,0,10,423,False
17182,1431,0,11,390,False
17183,1431,0,12,395,False
17184,1432,0,1,490,False
17185,1432,0,2,462,False
17186,1432,0,3,460,False
17187,1432,0,4,472,False
17188,1432,0,5,427,False
17189,1432,0,6,447,False
17190,1432,0,7,407,False
17191,1432,0,8,410,False
17192,1432,0,9,401,False
17193,1432,0,10,383,False
17194,1432,0,11,411,False
17195,1432,0,12,398,False
17196,1433,8,1,488,True
17197,1433,8,2,497,True
17198,1433,8,3,458,True
17199,1433,8,4,466,True
17200,1433,8,5,480,True
17201,1433,8,6,506,True
17202,1433,8,7,428,True
17203,1433,8,8,446,True
17204,1433,8,9,533,True
17205,1433,8,10,524,True
17206,1433,8,11,535,True
17207,1433,8,12,484,True
17208,1434,4,1,483,True
17209,1434,4,2,472,True
17210,1434,4,3,464,True
17211,1434,4,4,479,True
17212,1434,4,5,535,True
17213,1434,4,6,525,True
17214,1434,4,7,513,True
17215,1434,4,8,571,True
17216,1434,4,9,495,True
17217,1434,4,10,537,True
17218,1434,4,11,513,True
17219,1434,4,12,437,True
17220,1435,1,1,508,True
17221,1435,1,2,503,True
17222,1435,1,3,576,True
17223,1435,1,4,557,True
17224,1435,1,5,565,True
17225,1435,1,6,539,True
17226,1435,1,7,544,True
17227,1435,1,8,510,True
17228,1435,1,9,487,True
17229,1435,1,10,486,True
17230,1435,1,11,529,True
17231,1435,1,12,479,True
17232,1436,0,1,479,False
17233,1436,0,2,471,False
17234,1436,0,3,445,False
17235,1436,0,4,425,False
17236,1436,0,5,448,False
17237,1436,0,6,409,False
17238,1436,0,7,467,False
17239,1436,0,8,432,False
17240,1436,0,9,378,False
17241,1436,0,10,426,False
17242,1436,0,11,385,False
17243,1436,0,12,379,False
17244,1437,5,1,512,True
17245,1437,5,2,446,True
17246,1437,5,3,465,True
17247,1437,5,4,470,True
17248,1437,5,5,458,True
17249,1437,5,6,572,True
17250,1437,5,7,545,True
17251,1437,5,8,513,True
17252,1437,5,9,470,True
17253,1437,5,10,532,True
17254,1437,5,11,508,True
17255,1437,5,12,516,True
17256,1438,0,1,505,False
17257,1438,0,2,476,False
17258,1438,0,3,481,False
17259,1438,0,4,476,False
17260,1438,0,5,423,False
17261,1438,0,6,419,False
17262,1438,0,7,409,False
17263,1438,0,8,393,False
17264,1438,0,9,414,False
17265,1438,0,10,370,False
17266,1438,0,11,343,False
17267,1438,0,12,357,False
17268,1439,0,1,494,False
17269,1439,0,2,491,False
17270,1439,0,3,474,False
17271,1439,0,4,456,False
17272,1439,0,5,482,False
17273,1439,0,6,414,False
17274,1439,0,7,412,False
17275,1439,0,8,411,False
17276,1439,0,9,425,False
17277,1439,0,10,470,False
17278,1439,0,11,429,False
17279,1439,0,12,383,False
17280,1440,0,1,472,False
17281,1440,0,2,473,False
17282,1440,0,3,472,False
17283,1440,0,4,421,False
17284,1440,0,5,472,False
17285,1440,0,6,466,False
17286,1440,0,7,446,False
17287,1440,0,8,390,False
17288,1440,0,9,389,False
17289,1440,0,10,372,False
17290,1440,0,11,403,False
17291,1440,0,12,400,False
17292,1441,0,1,485,False
17293,1441,0,2,479,False
17294,1441,0,3,469,False
17295,1441,0,4,487,False
17296,1441,0,5,451,False
17297,1441,0,6,430,False
17298,1441,0,7,425,False
17299,1441,0,8,413,False
17300,1441,0,9,435,False
17301,1441,0,10,371,False
17302,1441,0,11,379,False
17303,1441,0,12,390,False
17304,1442,0,1,490,False
17305,1442,0,2,508,False
17306,1442,0,3,472,False
17307,1442,0,4,456,False
17308,1442,0,5,473,False
17309,1442,0,6,452,False
17310,1442,0,7,434,False
17311,1442,0,8,418,False
17312,1442,0,9,444,False
17313,1442,0,10,389,False
17314,1442,0,11,384,False
17315,1442,0,12,385,False
17316,1443,0,1,501,False
17317,1443,0,2,472,False
17318,1443,0,3,511,False
17319,1443,0,4,459,False
17320,1443,0,5,462,False
17321,1443,0,6,447,False
17322,1443,0,7,414,False
17323,1443,0,8,422,False
17324,1443,0,9,370,False
17325,1443,0,10,400,False
17326,1443,0,11,409,False
17327,1443,0,12,395,False
17328,1444,5,1,510,True
17329,1444,5,2,463,True
17330,1444,5,3,466,True
17331,1444,5,4,444,True
17332,1444,5,5,466,True
17333,1444,5,6,539,True
17334,1444,5,7,499,True
17335,1444,5,8,541,True
17336,1444,5,9,544,True
17337,1444,5,10,487,True
17338,1444,5,11,516,True
17339,1444,5,12,471,True
17340,1445,0,1,497,False
17341,1445,0,2,452,False
17342,1445,0,3,451,False
17343,1445,0,4,477,False
17344,1445,0,5,410,False
17345,1445,0,6,450,False
17346,1445,0,7,426,False
17347,1445,0,8,401,False
17348,1445,0,9,402,False
17349,1445,0,10,424,False
17350,1445,0,11,406,False
17351,1445,0,12,384,False
17352,1446,0,1,481,False
17353,1446,0,2,469,False
17354,1446,0,3,416,False
17355,1446,0,4,449,False
17356,1446,0,5,448,False
17357,1446,0,6,463,False
17358,1446,0,7,450,False
17359,1446,0,8,401,False
17360,1446,0,9,447,False
17361,1446,0,10,399,False
17362,1446,0,11,389,False
17363,1446,0,12,352,False
17364,1447,0,1,500,False
17365,1447,0,2,477,False
17366,1447,0,3,463,False
17367,1447,0,4,494,False
17368,1447,0,5,499,False
17369,1447,0,6,459,False
17370,1447,0,7,457,False
17371,1447,0,8,400,False
17372,1447,0,9,385,False
17373,1447,0,10,422,False
17374,1447,0,11,434,False
17375,1447,0,12,366,False
17376,1448,0,1,502,False
17377,1448,0,2,469,False
17378,1448,0,3,443,False
17379,1448,0,4,472,False
17380,1448,0,5,422,False
17381,1448,0,6,427,False
17382,1448,0,7,403,False
17383,1448,0,8,439,False
17384,1448,0,9,432,False
17385,1448,0,10,411,False
17386,1448,0,11,400,False
17387,1448,0,12,394,False
17388,1449,0,1,493,False
17389,1449,0,2,443,False
17390,1449,0,3,498,False
17391,1449,0,4,442,False
17392,1449,0,5,456,False
17393,1449,0,6,435,False
17394,1449,0,7,416,False
17395,1449,0,8,450,False
17396,1449,0,9,393,False
17397,1449,0,10,379,False
17398,1449,0,11,411,False
17399,1449,0,12,379,False
17400,1450,10,1,479,True
17401,1450,10,2,477,True
17402,1450,10,3,496,True
17403,1450,10,4,475,True
17404,1450,10,5,422,True
17405,1450,10,6,393,True
17406,1450,10,7,461,True
17407,1450,10,8,411,True
17408,1450,10,9,392,True
17409,1450,10,10,392,True
17410,1450,10,11,465,True
17411,1450,10,12,512,True
17412,1451,0,1,438,False
17413,1451,0,2,506,False
17414,1451,0,3,491,False
17415,1451,0,4,476,False
17416,1451,0,5,418,False
17417,1451,0,6,400,False
17418,1451,0,7,404,False
17419,1451,0,8,441,False
17420,1451,0,9,444,False
17421,1451,0,10,402,False
17422,1451,0,11,377,False
17423,1451,0,12,349,False
17424,1452,0,1,483,False
17425,1452,0,2,473,False
17426,1452,0,3,500,False
17427,1452,0,4,466,False
17428,1452,0,5,450,False
17429,1452,0,6,457,False
17430,1452,0,7,418,False
17431,1452,0,8,426,False
17432,1452,0,9,388,False
17433,1452,0,10,356,False
17434,1452,0,11,374,False
17435,1452,0,12,403,False
17436,1453,11,1,520,True
17437,1453,11,2,488,True
17438,1453,11,3,497,True
17439,1453,11,4,504,True
17440,1453,11,5,456,True
17441,1453,11,6,435,True
17442,1453,11,7,400,True
17443,1453,11,8,406,True
17444,1453,11,9,397,True
17445,1453,11,10,413,True
17446,1453,11,11,375,True
17447,1453,11,12,422,True
17448,1454,0,1,498,False
17449,1454,0,2,480,False
17450,1454,0,3,483,False
17451,1454,0,4,444,False
17452,1454,0,5,448,False
17453,1454,0,6,446,False
17454,1454,0,7,431,False
17455,1454,0,8,452,False
17456,1454,0,9,417,False
17457,1454,0,10,407,False
17458,1454,0,11,341,False
17459,1454,0,12,372,False
17460,1455,10,1,472,True
17461,1455,10,2,467,True
17462,1455,10,3,475,True
17463,1455,10,4,477,True
17464,1455,10,5,459,True
17465,1455,10,6,427,True
17466,1455,10,7,446,True
17467,1455,10,8,409,True
17468,1455,10,9,421,True
17469,1455,10,10,423,True
17470,1455,10,11,497,True
17471,1455,10,12,486,True
17472,1456,3,1,482,True
17473,1456,3,2,483,True
17474,1456,3,3,490,True
17475,1456,3,4,606,True
17476,1456,3,5,559,True
17477,1456,3,6,511,True
17478,1456,3,7,516,True
17479,1456,3,8,528,True
17480,1456,3,9,546,True
17481,1456,3,10,524,True
17482,1456,3,11,486,True
17483,1456,3,12,478,True
17484,1457,0,1,498,False
17485,1457,0,2,494,False
17486,1457,0,3,493,False
17487,1457,0,4,424,False
17488,1457,0,5,418,False
17489,1457,0,6,441,False
17490,1457,0,7,415,False
17491,1457,0,8,446,False
17492,1457,0,9,413,False
17493,1457,0,10,423,False
17494,1457,0,11,405,False
17495,1457,0,12,383,False
17496,1458,0,1,447,False
17497,1458,0,2,483,False
17498,1458,0,3,454,False
17499,1458,0,4,520,False
17500,1458,0,5,454,False
17501,1458,0,6,459,False
17502,1458,0,7,399,False
17503,1458,0,8,460,False
17504,1458,0,9,430,False
17505,1458,0,10,372,False
17506,1458,0,11,384,False
17507,1458,0,12,404,False
17508,1459,0,1,530,False
17509,1459,0,2,490,False
17510,1459,0,3,495,False
17511,1459,0,4,462,False
17512,1459,0,5,491,False
17513,1459,0,6,412,False
17514,1459,0,7,421,False
17515,1459,0,8,466,False
17516,1459,0,9,384,False
17517,1459,0,10,434,False
17518,1459,0,11,394,False
17519,1459,0,12,400,False
17520,1460,11,1,471,True
17521,1460,11,2,501,True
17522,1460,11,3,470,True
17523,1460,11,4,459,True
17524,1460,11,5,424,True
17525,1460,11,6,457,True
17526,1460,11,7,410,True
17527,1460,11,8,355,True
17528,1460,11,9,401,True
17529,1460,11,10,398,True
17530,1460,11,11,412,True
17531,1460,11,12,479,True
17532,1461,11,1,484,True
17533,1461,11,2,460,True
17534,1461,11,3,508,True
17535,1461,11,4,469,True
17536,1461,11,5,451,True
17537,1461,11,6,458,True
17538,1461,11,7,465,True
17539,1461,11,8,415,True
17540,1461,11,9,429,True
17541,1461,11,10,410,True
17542,1461,11,11,381,True
17543,1461,11,12,464,True
17544,1462,10,1,523,True
17545,1462,10,2,489,True
17546,1462,10,3,488,True
17547,1462,10,4,460,True
17548,1462,10,5,468,True
17549,1462,10,6,434,True
17550,1462,10,7,443,True
17551,1462,10,8,421,True
17552,1462,10,9,410,True
17553,1462,10,10,412,True
17554,1462,10,11,466,True
17555,1462,10,12,509,True
17556,1463,5,1,503,True
17557,1463,5,2,481,True
17558,1463,5,3,467,True
17559,1463,5,4,453,True
17560,1463,5,5,486,True
17561,1463,5,6,544,True
17562,1463,5,7,544,True
17563,1463,5,8,505,True
17564,1463,5,9,465,True
17565,1463,5,10,516,True
17566,1463,5,11,488,True
17567,1463,5,12,473,True
17568,1464,0,1,502,False
17569,1464,0,2,521,False
17570,1464,0,3,446,False
17571,1464,0,4,448,False
17572,1464,0,5,473,False
17573,1464,0,6,465,False
17574,1464,0,7,415,False
17575,1464,0,8,394,False
17576,1464,0,9,442,False
17577,1464,0,10,387,False
17578,1464,0,11,414,False
17579,1464,0,12,406,False
