data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
CPS1,0,33,10,0,0,1,1,11107.08,18200.42,12968.53
CPS1,0,53,8,0,0,1,1,13493.47,12256.55,15233.88
CPS1,0,29,14,0,0,1,0,19096.971,17967.68,7734.4209
CPS1,0,55,8,0,0,1,1,1191.234,25243.551,12754.26
CPS1,0,21,12,0,0,0,0,5815.104,3168.8711,14830.46
CPS1,0,32,7,0,0,0,1,8846.0898,8616.8232,6376.3901
CPS1,0,34,14,0,0,1,0,14890.43,14286.77,13456.18
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,17,10,0,0,0,1,0,0,10249.51
CPS1,0,38,12,0,0,1,0,22541.359,21917.131,22853.039
CPS1,0,19,12,0,0,1,0,10037.32,14949.19,25564.67
CPS1,0,49,18,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,17,11,0,0,0,1,0,98.467743,3363.3059
CPS1,0,27,16,0,0,0,0,2302.1379,19476.92,24584.939
CPS1,0,30,16,0,0,0,0,19741.57,22771.109,25564.67
CPS1,0,35,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,41,8,0,0,1,1,24896.4,15044.08,15053.6
CPS1,0,21,12,0,0,0,0,7382.5171,9186.1445,14231.98
CPS1,0,51,12,0,0,1,0,23908.93,23261.66,25564.67
CPS1,0,49,18,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,39,12,0,0,1,0,25039.43,25243.551,25564.67
CPS1,0,17,11,0,0,0,1,3769.6289,5315.4678,4694.7368
CPS1,0,34,13,0,0,1,0,24163.641,25243.551,24855.359
CPS1,0,38,12,0,0,1,0,0,0,14793.52
CPS1,0,53,12,0,0,1,0,19383.029,1203.097,25564.67
CPS1,0,27,12,0,0,1,0,13875.53,14295.73,15100.89
CPS1,0,20,14,0,0,1,0,0,2384.71,14407.83
CPS1,0,21,12,0,0,1,0,12259.13,14881.16,19860.65
CPS1,0,47,8,0,0,1,1,14183.13,14571.44,14740.32
CPS1,0,25,18,0,0,0,0,2597.988,6216,1947.644
CPS1,0,24,17,0,0,1,0,10783.8,4907.2739,20510.84
CPS1,0,26,16,0,0,0,0,6234.3872,8332.1611,14911.74
CPS1,0,19,12,1,0,0,0,1816.24,9338.3232,2.9554529
CPS1,0,28,12,1,0,1,0,16567.561,15076.31,13504.94
CPS1,0,18,11,0,0,0,1,3934.208,3919.0161,0
CPS1,0,23,17,0,0,1,0,5581.9512,9619.4033,20284.75
CPS1,0,28,10,1,0,1,1,20593.85,18889.689,17989.84
CPS1,0,43,12,0,1,1,0,2020.004,1713.339,1557.524
CPS1,0,48,12,0,1,1,0,25862.32,25243.551,0
CPS1,0,24,14,0,1,0,0,10141.16,10385.66,106.3963
CPS1,0,25,14,0,1,1,0,13530.7,11501.03,16250.56
CPS1,0,40,8,0,0,0,1,0,7902.4839,2046.651
CPS1,0,43,12,0,0,1,0,19610.301,19251.34,23049.58
CPS1,0,19,12,0,0,0,0,8949.9307,10093.84,0
CPS1,0,27,15,0,1,1,0,10495.79,13185.73,0
CPS1,0,26,12,0,0,1,0,13822.63,15590.13,16557.93
CPS1,0,24,13,1,0,1,0,5619.1768,13473.97,20791.609
CPS1,0,55,12,0,1,1,0,14892.39,14607.24,13809.35
CPS1,0,22,12,0,1,0,0,8099.6089,20313,20803.43
CPS1,0,27,12,0,0,1,0,20413.6,19827.82,7239.3818
CPS1,0,28,12,0,0,1,0,19484.91,20076.68,24577.551
CPS1,0,52,12,0,0,0,0,5458.5171,1831.5,629.51147
CPS1,0,49,11,0,0,1,1,14073.41,16698.34,25564.67
CPS1,0,31,12,0,0,1,0,7014.1748,13835.61,24443.08
CPS1,0,49,12,1,0,1,0,0,0,0
CPS1,0,52,15,1,0,1,0,14269.34,12349.65,12207.5
CPS1,0,32,14,0,0,0,0,0,5566.1128,16116.09
CPS1,0,30,17,0,0,0,0,0,873.67743,0
CPS1,0,25,18,1,0,1,0,24271.4,25243.551,25564.67
CPS1,0,25,12,1,0,1,0,6908.375,13176.77,3917.4529
CPS1,0,29,16,0,0,0,0,2292.342,8862.0967,0
CPS1,0,29,16,0,0,0,0,25862.32,21535.789,25564.67
CPS1,0,33,18,0,0,0,0,25862.32,9904.0654,25564.67
CPS1,0,34,11,0,0,1,1,24437.93,22554.48,23371.721
CPS1,0,46,12,1,0,1,0,23460.26,23598.24,25564.67
CPS1,0,19,11,1,0,0,1,5607.4219,3054.29,94.574501
CPS1,0,36,12,1,0,1,0,1199.071,0,0
CPS1,0,42,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,20,13,0,0,0,0,2059.189,3004.1609,16088.01
CPS1,0,19,12,0,0,0,0,1677.132,3312.0969,11600.15
CPS1,0,37,12,0,0,1,0,19624.02,19263.869,25245.48
CPS1,0,21,12,0,0,1,0,0,0,7591.0811
CPS1,0,29,12,0,0,1,0,17288.57,16039.5,16484.039
CPS1,0,53,10,0,0,1,1,7462.8472,6183.7739,0
CPS1,0,36,10,0,0,1,1,22923.42,10204.84,25564.67
CPS1,0,31,12,0,0,1,0,3526.6799,17469.971,18368.141
CPS1,0,33,14,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,25,13,0,0,1,0,21334.461,25243.551,25564.67
CPS1,0,32,9,0,0,1,1,20546.83,23050.4,25564.67
CPS1,0,27,12,0,0,1,0,13973.49,13414.89,15295.95
CPS1,0,26,17,0,0,0,0,18840.311,20219.9,25564.67
CPS1,0,53,3,1,0,1,1,21005.301,20096.369,21465.461
CPS1,0,22,14,1,0,0,0,12300.28,4588.5972,23837.211
CPS1,0,52,3,1,0,1,1,25862.32,25243.551,25564.67
CPS1,0,37,13,0,0,1,0,16273.67,18388.4,20286.23
CPS1,0,34,16,0,0,1,0,25862.32,22545.529,25564.67
CPS1,0,53,12,0,0,1,0,2978.0859,0,0
CPS1,0,28,16,0,0,1,0,18526.83,18622.939,22288.551
CPS1,0,29,9,0,0,1,1,17703.93,18331.109,19374.471
CPS1,0,25,18,0,0,0,0,0,7707.3389,25564.67
CPS1,0,34,15,0,0,1,0,24445.77,24011.811,17120.939
CPS1,0,28,12,0,0,1,0,19641.65,21279.77,25564.67
CPS1,0,36,18,0,0,1,0,22414.01,12979.84,2045.174
CPS1,0,47,11,0,0,0,1,8060.4238,4232.3232,3358.873
CPS1,0,28,9,0,1,1,1,20013.91,16327.74,24051.48
CPS1,0,53,10,0,0,1,1,20603.65,18137.76,7394.5439
CPS1,0,53,12,0,0,0,0,17104.4,5775.5811,19965.561
CPS1,0,55,17,0,0,0,0,25862.32,25243.551,25564.67
CPS1,0,18,8,0,0,0,1,1873.059,2468.855,0
CPS1,0,43,12,0,0,1,0,25862.32,21824.029,25564.67
CPS1,0,24,12,0,0,1,0,146.94501,4921.5972,11507.06
CPS1,0,20,9,0,0,0,1,7690.1221,11907.44,21418.17
CPS1,0,43,6,0,0,1,1,22202.41,18844.939,25564.67
CPS1,0,28,11,0,0,1,1,12901.77,14775.53,0
CPS1,0,49,12,0,0,1,0,0,0,0
CPS1,0,34,8,0,0,1,1,14537.76,15534.63,7342.8232
CPS1,0,36,12,0,0,1,0,25815.301,25243.551,25564.67
CPS1,0,41,7,0,0,1,1,19573.08,565.74188,0
CPS1,0,32,10,1,0,1,1,25862.32,25243.551,25564.67
CPS1,0,25,16,0,0,1,0,21732.189,19364.131,25564.67
CPS1,0,30,16,0,0,1,0,25862.32,15346.65,15216.15
CPS1,0,50,14,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,28,12,0,0,0,0,11063.98,8595.3389,7333.957
CPS1,0,41,12,0,0,1,0,0,0,0
CPS1,0,30,8,0,0,1,1,3050.5779,5329.79,13664.54
CPS1,0,16,9,0,0,0,1,0,2293.4031,5594.6729
CPS1,0,47,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,29,12,0,0,1,0,24404.631,20277.189,0
CPS1,0,30,14,0,0,1,0,356.58661,0,25564.67
CPS1,0,44,16,0,0,1,0,0,0,4499.6768
CPS1,0,16,10,0,0,0,1,0,2839.4519,12522.25
CPS1,0,31,15,0,0,1,0,0,0,0
CPS1,0,28,13,0,0,1,0,5154.8311,6735.1938,4629.7168
CPS1,0,29,16,0,0,1,0,24204.779,23988.529,25564.67
CPS1,0,16,7,0,1,0,1,289.9715,0,7515.7168
CPS1,0,26,6,0,1,1,1,18127.141,17743.891,23402.76
CPS1,0,32,8,0,1,1,1,17582.461,17088.631,20602.461
CPS1,0,36,8,0,1,1,1,22999.83,22919.711,25297.199
CPS1,0,49,8,0,0,0,1,13391.59,13262.71,10769.67
CPS1,0,50,17,0,0,0,0,25862.32,9458.2744,25564.67
CPS1,0,52,8,0,0,1,1,25862.32,25243.551,25564.67
CPS1,0,28,12,1,0,1,0,12960.55,15283.98,10345.56
CPS1,0,47,12,1,0,1,0,0,0,0
CPS1,0,35,12,1,0,1,0,25862.32,24998.27,25564.67
CPS1,0,46,16,1,0,1,0,5207.731,461.9032,1359.5081
CPS1,0,39,13,0,0,1,0,21477.48,25243.551,25564.67
CPS1,0,43,12,0,0,1,0,25862.32,25241.76,25564.67
CPS1,0,33,13,0,0,1,0,25860.359,25243.551,25564.67
CPS1,0,29,14,0,0,0,0,10515.38,3645.0969,15430.42
CPS1,0,27,12,0,0,0,0,14204.68,13713.87,23340.689
CPS1,0,32,14,0,1,0,0,6481.2549,10450.11,9806.1943
CPS1,0,26,17,0,0,1,0,7055.3198,8500.4521,9849.0479
CPS1,0,38,5,0,1,1,1,21977.1,22960.891,21576.289
CPS1,0,47,11,0,0,0,1,19863.051,22801.551,15966.84
CPS1,0,20,8,0,0,1,1,209.64149,13139.18,4883.8862
CPS1,0,28,13,1,0,0,0,0,0,96.052231
CPS1,0,29,12,0,0,1,0,14059.7,12088.26,17939.6
CPS1,0,38,6,1,0,0,1,7995.7681,9311.4678,9515.0811
CPS1,0,31,14,1,0,0,0,7962.46,8219.3711,8378.71
CPS1,0,23,12,1,0,0,0,2482.3911,0,12538.51
CPS1,0,54,7,1,0,1,1,16726.26,14111.32,15705.28
CPS1,0,38,10,0,0,1,1,17884.189,18076.891,20428.09
CPS1,0,20,12,0,0,0,0,17284.65,15350.23,18459.76
CPS1,0,21,12,0,0,1,0,7278.6758,7616.0322,14527.53
CPS1,0,23,12,0,0,1,0,18415.15,19211.949,19968.52
CPS1,0,24,12,0,0,0,0,25862.32,25243.551,25564.67
CPS1,0,34,9,0,0,1,1,16992.721,14754.05,20428.09
CPS1,0,32,14,0,0,1,0,1183.397,528.1452,478.78339
CPS1,0,18,8,0,0,1,1,8906.8271,9171.8232,2883.0449
CPS1,0,27,17,0,0,1,0,0,0,0
CPS1,0,43,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,21,10,1,0,0,1,8038.8721,13769.37,16312.62
CPS1,0,23,12,1,0,1,0,10558.49,524.56451,3734.2151
CPS1,0,42,12,0,0,1,0,25862.32,23401.311,25564.67
CPS1,0,46,14,0,0,1,0,19776.84,25243.551,25564.67
CPS1,0,51,8,0,0,1,1,20693.779,23141.711,25564.67
CPS1,0,41,10,0,0,1,1,22355.23,23143.5,25564.67
CPS1,0,22,16,0,0,1,0,577.9837,1312.306,0
CPS1,0,26,12,0,0,1,0,1422.428,556.79028,0
CPS1,0,27,12,0,0,1,0,18991.17,18791.23,18739.051
CPS1,0,24,12,0,0,1,0,22886.199,19616.561,25564.67
CPS1,0,42,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,24,12,0,0,1,0,22229.84,17246.18,25564.67
CPS1,0,31,6,0,0,0,1,2666.562,1321.2581,0
CPS1,0,29,16,0,0,0,0,0,0,19223.75
CPS1,0,29,12,0,0,1,0,2151.2749,25243.551,0
CPS1,0,26,12,0,0,1,0,8032.9941,9406.3555,4709.5151
CPS1,0,36,4,0,0,1,1,17535.439,17187.1,20147.32
CPS1,0,29,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,51,12,0,0,1,0,2615.6211,3808.0161,2079.1609
CPS1,0,21,13,0,1,0,0,5640.729,7660.79,7090.1318
CPS1,0,50,10,0,1,1,1,0,0,0
CPS1,0,20,11,0,1,0,1,2239.4419,3002.3711,9917.0234
CPS1,0,20,11,0,1,1,1,8822.5781,9621.1943,13286.24
CPS1,0,28,13,0,1,1,0,5368.3911,9023.2256,4839.5552
CPS1,0,46,14,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,23,13,0,0,1,0,11538.12,13169.61,18393.26
CPS1,0,41,16,0,0,0,0,0,0,288.15671
CPS1,0,29,17,0,0,1,0,12639.23,19100.949,21088.641
CPS1,0,27,14,0,0,1,0,25862.32,20187.68,24567.199
CPS1,0,29,18,0,0,1,0,22253.35,25243.551,25564.67
CPS1,0,52,16,0,0,1,0,15911.21,13778.32,737.38562
CPS1,0,37,12,0,0,1,0,17270.939,16494.24,16349.57
CPS1,0,28,18,0,0,1,0,4143.8491,0,5002.104
CPS1,0,30,14,0,0,1,0,16500.949,18660.529,15748.13
CPS1,0,27,15,0,0,1,0,17819.529,14890.11,19377.43
CPS1,0,25,12,0,0,1,0,7143.4868,10204.84,9194.415
CPS1,0,19,10,0,0,1,1,9453.4619,10849.35,11706.55
CPS1,0,33,12,0,0,1,0,7025.9312,9114.5322,9187.0264
CPS1,0,30,12,0,0,1,0,11867.28,6319.8389,7797.9629
CPS1,0,22,12,0,0,1,0,636.76172,517.4032,0
CPS1,0,25,11,0,0,1,1,0,0,0
CPS1,0,30,12,0,0,1,0,14459.39,71.6129,25564.67
CPS1,0,24,16,0,0,1,0,0,5431.8389,16089.49
CPS1,0,21,12,1,0,0,0,9567.0996,7053.8711,585.17969
CPS1,0,38,16,0,0,1,0,0,0,0
CPS1,0,20,14,0,0,0,0,2866.407,1983.677,10457.87
CPS1,0,45,14,0,0,1,0,9143.8984,14764.79,14642.79
CPS1,0,28,16,0,0,1,0,11792.83,18316.789,22225.01
CPS1,0,34,12,0,0,1,0,21855.619,22260.869,25150.91
CPS1,0,30,18,0,0,1,0,12114.15,25243.551,0
CPS1,0,49,8,0,0,1,1,23850.15,21568.02,24929.25
CPS1,0,23,14,0,0,0,0,2966.3301,2117.9519,1968.332
CPS1,0,24,17,0,0,0,0,0,0,10682.49
CPS1,0,21,13,0,0,1,0,1628.151,6618.8232,8272.3135
CPS1,0,25,18,0,0,1,0,0,7213.21,6465.0542
CPS1,0,16,9,1,0,0,1,0,961.4032,0
CPS1,0,24,10,0,0,1,1,15198.03,15131.81,7056.144
CPS1,0,37,12,0,0,0,0,23765.91,25243.551,23246.119
CPS1,0,27,12,0,0,1,0,23548.43,20860.84,22235.35
CPS1,0,19,12,0,0,0,0,1820.1591,2135.855,11484.89
CPS1,0,39,12,0,0,1,0,18705.119,20726.561,25564.67
CPS1,0,55,10,0,0,1,1,25862.32,25243.551,25564.67
CPS1,0,30,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,20,14,0,0,0,0,3930.2891,5217,11518.88
CPS1,0,17,11,0,0,0,1,429.07941,2538.677,14483.2
CPS1,0,49,8,0,0,1,1,21124.811,25243.551,25564.67
CPS1,0,27,7,0,0,1,1,9447.585,8421.6768,25564.67
CPS1,0,53,12,0,0,0,0,15376.33,16857.68,16543.15
CPS1,0,35,12,0,0,1,0,25862.32,19417.84,0
CPS1,0,33,9,0,0,1,1,16916.311,14745.1,0
CPS1,0,28,11,0,0,0,1,4892.2891,0,424.10751
CPS1,0,27,10,0,0,0,1,6444.0288,0,1102.384
CPS1,0,26,9,0,0,1,1,8554.1592,9302.5156,8041.7881
CPS1,0,16,9,0,1,0,1,0,0,0
CPS1,0,19,8,0,1,0,1,368.34219,300.7742,18510
CPS1,0,17,8,0,1,0,1,391.85339,300.7742,18891.26
CPS1,0,47,2,0,1,1,1,5094.0942,4654.8389,183.2381
CPS1,0,22,12,0,1,0,0,6604.688,11091.05,10078.1
CPS1,0,29,12,1,0,1,0,11739.93,10929.92,14833.42
CPS1,0,38,12,0,0,1,0,23957.91,23936.609,25564.67
CPS1,0,40,7,0,0,0,1,25862.32,25243.551,20097.08
CPS1,0,45,12,0,0,1,0,21753.74,20859.051,17725.33
CPS1,0,47,4,0,0,1,1,13873.57,13690.6,14152.19
CPS1,0,30,10,0,0,1,1,15292.08,11789.27,10685.44
CPS1,0,30,17,0,0,0,0,0,0,0
CPS1,0,22,12,0,0,1,0,21783.131,23761.16,25564.67
CPS1,0,28,18,0,0,1,0,135.18941,0,0
CPS1,0,45,6,0,1,1,1,0,0,0
CPS1,0,17,10,0,1,0,1,0,635.56451,6649.77
CPS1,0,17,11,0,0,0,1,0,3308.5161,0
CPS1,0,26,14,0,0,0,0,1579.1689,0,0
CPS1,0,24,10,0,0,1,1,8630.5703,5091.6768,18647.43
CPS1,0,22,12,0,0,0,0,6996.542,8724.2422,2724.928
CPS1,0,20,7,0,0,0,1,1902.448,2792.9031,6098.5781
CPS1,0,18,11,0,0,0,1,2400.1021,5310.0972,1063.963
CPS1,0,19,11,1,0,0,1,811.13647,859.3548,8222.0713
CPS1,0,47,12,0,0,1,0,1565.454,0,0
CPS1,0,54,10,0,0,1,1,25862.32,20415.051,25564.67
CPS1,0,36,17,0,1,1,0,25862.32,25243.551,25564.67
CPS1,0,27,13,0,0,0,0,25862.32,14596.5,25564.67
CPS1,0,45,14,0,0,0,0,24549.609,17054.609,25564.67
CPS1,0,30,16,0,0,1,0,25862.32,25241.76,25564.67
CPS1,0,30,15,0,0,0,0,25102.131,23347.6,24983.92
CPS1,0,24,13,0,0,1,0,14053.82,19079.471,4731.6802
CPS1,0,48,8,0,0,1,1,16050.31,2116.1609,11600.15
CPS1,0,32,13,0,0,1,0,0,0,0
CPS1,0,54,12,0,0,1,0,21058.199,21303.051,22508.73
CPS1,0,18,11,0,0,0,1,950.24438,11911.02,0
CPS1,0,29,12,0,0,0,0,12980.14,0,0
CPS1,0,28,12,0,0,0,0,8640.3672,10706.13,10048.54
CPS1,0,16,10,0,0,0,1,0,0,13535.98
CPS1,0,27,16,0,0,0,0,476.10181,213.0484,0
CPS1,0,37,15,0,0,0,0,25862.32,25243.551,25564.67
CPS1,0,45,16,0,0,1,0,25703.619,5564.3232,15702.32
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,18,11,0,0,0,1,1059.963,2300.5649,4199.6992
CPS1,0,52,12,0,0,1,0,2645.01,0,0
CPS1,0,34,12,0,0,1,0,0,0,0
CPS1,0,34,5,0,0,1,1,25862.32,25243.551,25564.67
CPS1,0,53,12,0,0,1,0,20533.119,18263.08,18072.6
CPS1,0,27,16,0,0,0,0,14335.96,11134.02,0
CPS1,0,37,8,1,0,1,1,13916.67,18302.471,11613.45
CPS1,0,41,7,1,0,0,1,1606.599,350.9032,0
CPS1,0,32,10,0,0,1,1,9580.8154,322.25809,0
CPS1,0,44,10,0,0,1,1,18712.961,17650.789,18770.08
CPS1,0,43,12,0,0,1,0,25862.32,25243.551,0
CPS1,0,31,12,0,0,1,0,20392.051,21752.42,21894
CPS1,0,23,14,0,0,1,0,10205.82,11549.37,15464.41
CPS1,0,36,12,0,0,1,0,21736.109,25243.551,25564.67
CPS1,0,38,12,0,0,1,0,8885.2754,7449.5322,8488.0605
CPS1,0,31,12,0,0,1,0,16977.051,14361.97,19296.15
CPS1,0,48,12,0,0,1,0,21755.699,25243.551,0
CPS1,0,40,12,0,0,1,0,15429.23,17507.561,14669.39
CPS1,0,17,10,0,0,0,1,0,1118.952,2215.1121
CPS1,0,45,12,0,0,1,0,19639.689,16621.35,20838.9
CPS1,0,17,10,0,0,0,1,0,1443,9110.1836
CPS1,0,53,12,0,0,1,0,0,0,0
CPS1,0,54,17,0,0,0,0,25862.32,25243.551,0
CPS1,0,25,12,0,0,0,0,13530.7,13244.81,25564.67
CPS1,0,25,5,0,0,1,1,491.776,0,0
CPS1,0,18,10,1,0,0,1,0,0,2281.6101
CPS1,0,52,15,0,0,1,0,7974.2158,10276.45,7995.978
CPS1,0,28,11,0,0,1,1,456.50919,3775.79,500.94931
CPS1,0,17,11,0,0,0,1,0,114.5806,2222.501
CPS1,0,51,12,0,0,1,0,20870.109,22275.189,25564.67
CPS1,0,32,12,0,1,1,0,20360.699,21303.051,25208.539
CPS1,0,29,12,0,0,1,0,7276.7168,3591.387,7313.269
CPS1,0,50,11,0,0,1,1,13497.39,25243.551,25564.67
CPS1,0,42,12,0,0,0,0,8959.7266,2246.855,0
CPS1,0,23,12,0,0,1,0,10053,9805.5967,0
CPS1,0,32,12,0,0,1,0,9288.8838,20907.391,16096.88
CPS1,0,28,12,0,0,0,0,940.44812,6803.2261,0
CPS1,0,26,11,0,1,1,1,9782.6191,0,542.32568
CPS1,0,23,12,0,1,1,0,9480.8916,25243.551,0
CPS1,0,20,12,0,0,0,0,0,862.93549,4316.439
CPS1,0,28,12,0,0,1,0,2388.3459,3082.9351,12882.82
CPS1,0,35,12,0,1,1,0,12929.2,12372.92,17354.42
CPS1,0,47,8,1,0,0,1,16967.25,0,10364.77
CPS1,0,44,6,1,0,1,1,12878.26,11971.89,19989.211
CPS1,0,37,15,1,0,1,0,22294.5,7367.1768,12203.07
CPS1,0,55,12,0,0,1,0,9614.1221,9809.1768,8916.6016
CPS1,0,35,12,0,0,1,0,0,0,0
CPS1,0,26,7,0,1,1,1,9275.1689,10437.58,11996.18
CPS1,0,26,5,0,1,1,1,4847.2261,1459.113,769.89551
CPS1,0,20,13,0,1,0,0,0,5156.1289,8548.6484
CPS1,0,18,9,0,1,0,1,626.96539,7019.855,762.5069
CPS1,0,17,10,0,1,0,1,697.49902,2696.2261,13583.26
CPS1,0,46,9,0,0,1,1,3775.5071,8006.3232,0
CPS1,0,45,12,0,0,1,0,0,20934.24,11631.19
CPS1,0,37,12,0,0,1,0,11216.8,12218.95,12146.91
CPS1,0,17,10,0,0,0,1,219.4379,105.629,7415.2319
CPS1,0,24,13,0,0,0,0,15664.34,12073.94,14904.35
CPS1,0,32,12,0,0,1,0,1338.179,2227.1609,799.45007
CPS1,0,31,6,1,0,1,1,13983.29,12380.08,14072.39
CPS1,0,18,11,1,0,0,1,587.78003,841.4516,7933.9141
CPS1,0,17,7,1,0,0,1,1054.0861,2286.2419,1613.677
CPS1,0,32,12,0,0,1,0,20376.369,25243.551,25564.67
CPS1,0,38,10,0,0,1,1,19400.66,25243.551,19584.311
CPS1,0,18,12,0,0,0,0,470.224,5218.79,14128.54
CPS1,0,52,11,0,0,1,1,25862.32,25243.551,25564.67
CPS1,0,18,12,0,0,0,0,662.23218,1131.484,4736.1138
CPS1,0,20,12,0,0,0,0,12574.57,14945.61,12336.06
CPS1,0,48,9,0,0,1,1,6994.582,10351.65,0
CPS1,0,49,12,0,0,1,0,92.085541,594.38708,396.0307
CPS1,0,20,12,0,0,0,0,0,15334.11,8207.293
CPS1,0,51,15,0,0,1,0,5593.707,12396.19,2523.957
CPS1,0,43,13,0,0,0,0,25862.32,20466.971,25564.67
CPS1,0,16,9,0,0,0,1,1232.379,415.3548,2395.395
CPS1,0,36,4,0,0,1,1,9855.1123,9435,10131.29
CPS1,0,51,14,1,0,1,0,14526,14660.95,25564.67
CPS1,0,21,12,1,0,0,0,6939.7231,11662.16,14218.69
CPS1,0,21,13,0,0,1,0,12074.96,13354.02,21864.439
CPS1,0,40,17,0,0,1,0,23138.939,24670.65,9150.083
CPS1,0,45,11,0,0,1,1,10435.05,13185.73,8443.7305
CPS1,0,41,7,0,0,1,1,8397.418,0,0
CPS1,0,18,12,0,0,0,0,4186.9531,7034.1768,7967.9019
CPS1,0,17,11,0,0,0,1,0,3424.887,7378.2891
CPS1,0,22,13,0,0,0,0,9204.6348,16843.35,18115.449
CPS1,0,26,12,0,0,0,0,190.0489,0,0
CPS1,0,25,16,0,0,0,0,9851.1934,11681.85,12375.96
CPS1,0,29,10,0,0,0,1,13609.07,14464.02,21335.42
CPS1,0,36,12,0,0,1,0,15172.56,19303.26,25564.67
CPS1,0,50,10,1,0,1,1,25862.32,24144.289,20160.619
CPS1,0,29,8,0,0,1,1,9757.1494,10951.4,0
CPS1,0,25,16,0,0,1,0,22406.18,21215.32,24151.961
CPS1,0,27,16,0,0,1,0,15556.58,15543.58,20309.869
CPS1,0,47,6,0,0,1,1,19161.631,18793.02,7175.8398
CPS1,0,24,12,0,0,0,0,16538.17,15989.37,11764.18
CPS1,0,49,12,0,0,1,0,25862.32,23308.211,24635.18
CPS1,0,20,12,0,0,0,0,10139.21,7755.6768,16343.66
CPS1,0,32,18,0,0,1,0,19306.619,23830.98,25564.67
CPS1,0,23,12,0,0,1,0,10446.81,13357.6,10159.37
CPS1,0,41,12,0,0,0,0,19798.391,19326.529,15783.6
CPS1,0,29,14,0,0,0,0,15362.61,17840.561,18109.539
CPS1,0,30,12,0,0,1,0,19116.57,17840.561,19346.4
CPS1,0,45,12,0,0,1,0,25539.039,25243.551,15864.87
CPS1,0,17,11,0,0,0,1,0,0,12412.9
CPS1,0,26,16,0,0,0,0,10932.71,11513.56,12472.01
CPS1,0,46,10,0,0,1,1,10846.5,11162.66,12439.5
CPS1,0,32,12,0,1,1,0,25135.43,24677.811,19117.35
CPS1,0,31,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,23,15,0,0,1,0,2819.385,5254.5972,437.4071
CPS1,0,20,14,0,0,1,0,10419.38,10235.27,17177.09
CPS1,0,28,17,0,0,0,0,7933.0708,4450.7422,100.4854
CPS1,0,26,16,0,0,1,0,15664.34,16478.131,23834.25
CPS1,0,37,8,1,0,1,1,9729.7188,9708.9189,9909.6338
CPS1,0,40,12,0,0,1,0,24100.939,25157.609,25564.67
CPS1,0,23,13,0,0,1,0,11351.99,9717.8711,15829.41
CPS1,0,19,13,0,0,0,0,0,0,0
CPS1,0,31,14,0,0,1,0,25862.32,25243.551,24240.631
CPS1,0,23,12,0,0,0,0,13258.36,18356.18,23761.84
CPS1,0,36,8,0,0,1,1,15007.98,14324.37,16634.77
CPS1,0,29,12,0,0,1,0,18446.5,16293.73,19607.949
CPS1,0,35,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,55,5,0,0,1,1,14243.87,14424.63,14178.79
CPS1,0,29,8,0,0,1,1,9786.5381,6337.7422,5151.355
CPS1,0,36,8,0,0,1,1,16771.32,16803.971,16922.92
CPS1,0,54,12,0,0,1,0,0,0,0
CPS1,0,50,11,0,0,1,1,24686.76,10654.21,0
CPS1,0,27,17,0,0,1,0,2842.896,152.1774,16518.029
CPS1,0,21,13,0,0,1,0,7502.0332,6173.0322,25564.67
CPS1,0,20,12,0,0,0,0,16542.09,14868.63,16342.18
CPS1,0,23,15,0,0,1,0,1251.9709,4563.5322,4679.96
CPS1,0,33,5,0,0,1,1,25862.32,25243.551,12927.15
CPS1,0,35,10,0,1,1,1,13103.58,13128.44,16729.34
CPS1,0,53,9,0,0,1,1,25862.32,19457.23,25564.67
CPS1,0,23,14,0,0,0,0,12933.12,13316.42,18808.5
CPS1,0,18,11,0,0,0,1,497.65381,0,16860.859
CPS1,0,23,11,0,0,1,1,14347.71,22819.449,25564.67
CPS1,0,55,12,0,0,1,0,20572.301,21030.92,21397.48
CPS1,0,28,12,0,0,1,0,21457.891,21383.609,24660.301
CPS1,0,38,6,0,0,1,1,21851.699,16775.32,21871.83
CPS1,0,27,12,1,0,1,0,22498.26,18986.369,16284.55
CPS1,0,28,13,0,0,0,0,8991.0752,1280.0811,6371.957
CPS1,0,31,12,0,0,1,0,14719.97,14768.37,15467.36
CPS1,0,49,9,0,0,1,1,16134.56,25243.551,20156.189
CPS1,0,29,15,0,0,0,0,16957.449,2130.4839,21529
CPS1,0,34,12,0,0,1,0,25862.32,25243.551,25564.67
