"id","water_bill","barrel","barrel_num","yard_size","home_garden","home_garden_num","attitude_env","temperature"
430,215.78,"Barrel",1,32674,"Home garden",1,8,81.515
431,281.45,"No barrel",0,25658,"No home garden",0,1,72.970625
432,181.85,"Barrel",1,9121,"No home garden",0,3,69.715625
433,192.85,"Barrel",1,20175,"No home garden",0,7,77.2428125
434,228.38,"Barrel",1,33906,"No home garden",0,4,68.495
435,220.59,"No barrel",0,14747,"No home garden",0,2,65.646875
436,198.36,"Barrel",1,27357,"Home garden",1,7,71.1396875
437,199.85,"No barrel",0,19782,"No home garden",0,3,67.274375
438,211.86,"No barrel",0,3006,"No home garden",0,8,84.1596875
439,189.65,"No barrel",0,4741,"No home garden",0,5,84.9734375
440,152.97,"No barrel",0,6697,"Home garden",1,10,53.03375
441,175.19,"Barrel",1,19251,"No home garden",0,6,66.05375
442,242.46,"No barrel",0,16104,"No home garden",0,7,86.1940625
443,158.63,"Barrel",1,4106,"No home garden",0,6,79.480625
444,218.88,"No barrel",0,11793,"No home garden",0,2,62.5953125
445,193.6,"No barrel",0,11378,"No home garden",0,9,76.4290625
446,196.82,"No barrel",0,14103,"No home garden",0,2,53.8475
447,204.42,"Barrel",1,30836,"No home garden",0,5,61.3746875
448,240.96,"No barrel",0,20782,"Home garden",1,7,77.853125
449,231.59,"No barrel",0,31260,"Home garden",1,9,62.1884375
450,258.44,"No barrel",0,20661,"No home garden",0,2,83.95625
451,220.1,"No barrel",0,13977,"No home garden",0,4,65.8503125
452,190.98,"Barrel",1,17355,"No home garden",0,2,72.3603125
453,166.93,"Barrel",1,21482,"Home garden",1,8,71.75
454,217.34,"No barrel",0,13677,"No home garden",0,8,75.81875
455,218.35,"No barrel",0,26645,"No home garden",0,4,56.0853125
456,220.42,"No barrel",0,11934,"No home garden",0,4,66.05375
457,249.08,"No barrel",0,21117,"No home garden",0,5,70.3259375
458,242,"No barrel",0,22077,"No home garden",0,3,60.3575
459,213.58,"No barrel",0,16688,"No home garden",0,6,72.7671875
460,232.79,"Barrel",1,38528,"Home garden",1,6,82.735625
461,207.43,"No barrel",0,18839,"No home garden",0,3,55.068125
462,205.22,"Barrel",1,31148,"No home garden",0,4,74.19125
463,230.68,"No barrel",0,17226,"No home garden",0,5,75.6153125
464,193.6,"No barrel",0,3494,"No home garden",0,5,70.7328125
465,187.31,"Barrel",1,19242,"No home garden",0,8,79.8875
466,228.4,"No barrel",0,17631,"No home garden",0,4,67.274375
467,172.5,"No barrel",0,7341,"No home garden",0,6,69.5121875
468,230.74,"No barrel",0,36758,"Home garden",1,6,71.75
469,184.29,"Barrel",1,16308,"No home garden",0,3,79.6840625
470,210.65,"No barrel",0,12537,"No home garden",0,5,69.715625
471,160.26,"Barrel",1,3592,"No home garden",0,6,91.8903125
472,223.06,"No barrel",0,13035,"No home garden",0,3,65.24
473,243.04,"Barrel",1,32190,"Home garden",1,5,75.81875
474,146.45,"Barrel",1,18444,"No home garden",0,4,44.6928125
475,265.33,"No barrel",0,33438,"Home garden",1,5,72.7671875
476,235.59,"Barrel",1,33103,"No home garden",0,2,60.764375
477,245.16,"No barrel",0,21262,"No home garden",0,2,60.9678125
478,185.56,"Barrel",1,17543,"No home garden",0,6,85.176875
479,177.04,"Barrel",1,18878,"No home garden",0,4,69.715625
480,244.52,"No barrel",0,20398,"No home garden",0,2,82.32875
481,249.22,"No barrel",0,33642,"Home garden",1,6,67.0709375
482,240.67,"Barrel",1,37338,"Home garden",1,6,85.176875
483,215.18,"Barrel",1,27251,"No home garden",0,5,69.715625
484,183.05,"Barrel",1,24893,"No home garden",0,6,77.853125
485,250.48,"No barrel",0,19375,"No home garden",0,2,75.411875
486,230.5,"Barrel",1,28103,"No home garden",0,4,87.618125
487,130.87,"Barrel",1,15588,"Home garden",1,8,57.1025
488,197.92,"Barrel",1,25928,"No home garden",0,5,76.8359375
489,192.44,"Barrel",1,31002,"No home garden",0,4,58.73
490,222.21,"No barrel",0,8360,"No home garden",0,4,78.26
491,242.42,"No barrel",0,20315,"No home garden",0,7,76.4290625
492,165.82,"Barrel",1,21202,"Home garden",1,9,64.019375
493,162.3,"Barrel",1,17548,"No home garden",0,6,60.3575
494,281.39,"No barrel",0,21082,"No home garden",0,2,83.7528125
495,222.26,"Barrel",1,25648,"No home garden",0,5,77.2428125
496,260.23,"No barrel",0,36297,"Home garden",1,5,63.0021875
497,225.02,"Barrel",1,20363,"No home garden",0,7,99.2140625
498,255.21,"Barrel",1,38665,"Home garden",1,9,78.4634375
499,252,"No barrel",0,29073,"No home garden",0,4,68.6984375
500,213.46,"No barrel",0,16948,"No home garden",0,4,59.7471875
501,185.78,"Barrel",1,11350,"No home garden",0,7,74.8015625
502,211.48,"Barrel",1,21838,"No home garden",0,3,75.411875
503,140.64,"Barrel",1,14400,"No home garden",0,6,75.005
504,229.04,"Barrel",1,22570,"No home garden",0,5,84.1596875
505,215.64,"No barrel",0,14717,"No home garden",0,7,77.44625
506,208.27,"No barrel",0,12366,"No home garden",0,8,78.666875
507,196.47,"Barrel",1,31872,"Home garden",1,8,66.6640625
508,170.93,"Barrel",1,13083,"No home garden",0,8,70.93625
509,161.97,"No barrel",0,10577,"No home garden",0,5,46.52375
510,177.71,"Barrel",1,27595,"Home garden",1,7,63.0021875
511,263.34,"No barrel",0,25056,"No home garden",0,3,73.9878125
512,242.93,"No barrel",0,19805,"No home garden",0,7,77.853125
513,221.4,"No barrel",0,21849,"Home garden",1,8,78.8703125
514,208.71,"No barrel",0,18702,"No home garden",0,4,40.2171875
515,204.4,"Barrel",1,16773,"No home garden",0,3,92.2971875
516,159.09,"Barrel",1,9143,"No home garden",0,6,63.205625
517,184.87,"No barrel",0,11769,"No home garden",0,5,53.03375
518,261.9,"No barrel",0,32678,"No home garden",0,5,66.2571875
519,205.9,"No barrel",0,4896,"No home garden",0,3,71.343125
520,283.81,"No barrel",0,20312,"No home garden",0,1,82.5321875
521,178.84,"Barrel",1,11744,"No home garden",0,2,69.9190625
522,266.83,"No barrel",0,15112,"No home garden",0,5,75.6153125
523,211.29,"Barrel",1,16830,"No home garden",0,3,86.6009375
524,236.59,"No barrel",0,21597,"Home garden",1,8,87.618125
525,206.59,"No barrel",0,22765,"No home garden",0,5,47.744375
526,266.59,"Barrel",1,30844,"No home garden",0,4,75.005
527,174.59,"Barrel",1,22372,"Home garden",1,10,80.4978125
528,209.45,"No barrel",0,23827,"No home garden",0,5,64.2228125
529,224.17,"No barrel",0,6480,"No home garden",0,4,69.30875
530,225.07,"No barrel",0,19272,"No home garden",0,6,73.3775
531,215.91,"Barrel",1,29946,"No home garden",0,3,80.70125
532,212.97,"Barrel",1,29853,"Home garden",1,6,72.7671875
533,237.26,"No barrel",0,15135,"No home garden",0,6,62.391875
534,187.34,"Barrel",1,26229,"No home garden",0,6,65.4434375
535,225.12,"No barrel",0,32483,"Home garden",1,7,60.764375
536,252.31,"No barrel",0,32054,"Home garden",1,7,79.6840625
537,198.81,"No barrel",0,20563,"No home garden",0,6,58.323125
538,154.7,"Barrel",1,16656,"Home garden",1,9,68.088125
539,193.04,"No barrel",0,13443,"No home garden",0,7,57.3059375
540,245.39,"Barrel",1,38758,"Home garden",1,6,78.8703125
541,198.2,"No barrel",0,9706,"No home garden",0,7,71.5465625
542,218.2,"Barrel",1,39542,"Home garden",1,6,69.30875
543,226.53,"Barrel",1,16232,"No home garden",0,5,75.81875
544,183.85,"Barrel",1,23404,"Home garden",1,9,76.225625
545,190.54,"No barrel",0,6954,"No home garden",0,3,60.5609375
546,253.05,"Barrel",1,22107,"No home garden",0,6,96.1625
547,258.08,"Barrel",1,34709,"No home garden",0,4,77.039375
548,150.32,"Barrel",1,8007,"No home garden",0,6,80.70125
549,245.59,"No barrel",0,14777,"No home garden",0,8,83.7528125
550,165.61,"Barrel",1,8348,"No home garden",0,2,73.3775
551,211.37,"No barrel",0,21492,"No home garden",0,5,71.1396875
552,175.35,"No barrel",0,12530,"No home garden",0,8,59.950625
553,192.34,"Barrel",1,23909,"Home garden",1,9,58.5265625
554,197.32,"No barrel",0,7354,"No home garden",0,2,63.6125
555,217,"Barrel",1,27392,"No home garden",0,3,74.598125
556,140.64,"Barrel",1,12815,"No home garden",0,7,64.833125
557,174.55,"Barrel",1,14647,"No home garden",0,7,78.666875
558,222.5,"No barrel",0,19455,"No home garden",0,3,79.2771875
559,180.56,"Barrel",1,14579,"No home garden",0,5,76.225625
560,222.7,"No barrel",0,14416,"No home garden",0,8,79.8875
561,203.54,"Barrel",1,10302,"No home garden",0,7,84.1596875
562,155.47,"Barrel",1,18296,"No home garden",0,7,68.495
563,263.2,"Barrel",1,33552,"No home garden",0,3,72.970625
564,164.08,"Barrel",1,21413,"No home garden",0,3,61.17125
565,211.36,"No barrel",0,30759,"Home garden",1,7,59.3403125
566,180.59,"Barrel",1,34082,"Home garden",1,10,62.5953125
567,213.05,"Barrel",1,27121,"No home garden",0,5,72.7671875
568,168.35,"No barrel",0,15692,"No home garden",0,7,60.5609375
569,212.53,"No barrel",0,19092,"No home garden",0,5,67.68125
570,229.46,"Barrel",1,27562,"Home garden",1,8,73.1740625
571,213.08,"Barrel",1,22329,"No home garden",0,5,88.6353125
572,226,"Barrel",1,27472,"No home garden",0,3,100.638125
573,236.8,"No barrel",0,22427,"No home garden",0,4,66.460625
574,195.56,"No barrel",0,7057,"No home garden",0,6,83.549375
575,197.6,"Barrel",1,28142,"No home garden",0,5,82.32875
576,224.9,"No barrel",0,15252,"No home garden",0,7,69.715625
577,257.73,"No barrel",0,23436,"No home garden",0,4,76.4290625
578,225.46,"Barrel",1,16473,"No home garden",0,4,90.059375
579,240.2,"No barrel",0,13721,"No home garden",0,2,79.07375
580,120.28,"Barrel",1,11138,"No home garden",0,7,56.0853125
581,167.21,"Barrel",1,14073,"No home garden",0,5,63.8159375
582,237.93,"No barrel",0,24238,"No home garden",0,4,75.005
583,226.52,"No barrel",0,21808,"Home garden",1,7,51.813125
584,205.41,"No barrel",0,13758,"No home garden",0,5,53.03375
585,273.88,"No barrel",0,29175,"No home garden",0,4,71.1396875
586,223.22,"No barrel",0,17458,"No home garden",0,8,72.56375
587,198.19,"Barrel",1,15247,"No home garden",0,2,87.8215625
588,146.64,"Barrel",1,10960,"No home garden",0,7,72.156875
589,293.19,"No barrel",0,33810,"Home garden",1,6,80.294375
590,213.35,"Barrel",1,13565,"No home garden",0,7,83.95625
591,280.41,"No barrel",0,22785,"No home garden",0,1,96.3659375
592,195.31,"Barrel",1,24474,"No home garden",0,6,70.529375
593,227.33,"No barrel",0,18669,"Home garden",1,9,69.9190625
594,196.33,"Barrel",1,27232,"Home garden",1,8,71.5465625
595,189.96,"Barrel",1,15372,"Home garden",1,9,74.3946875
596,224.11,"No barrel",0,25845,"No home garden",0,4,65.0365625
597,222.38,"No barrel",0,24886,"No home garden",0,1,60.5609375
598,228.31,"Barrel",1,18693,"No home garden",0,3,81.108125
599,197.8,"No barrel",0,14287,"No home garden",0,5,59.54375
600,216.34,"Barrel",1,36451,"Home garden",1,9,80.70125
601,218.23,"No barrel",0,15306,"No home garden",0,7,75.81875
602,194.71,"Barrel",1,22824,"Home garden",1,8,76.0221875
603,246.71,"No barrel",0,26687,"No home garden",0,3,79.6840625
604,257.87,"No barrel",0,16737,"No home garden",0,4,82.735625
605,195.02,"No barrel",0,14883,"No home garden",0,8,66.6640625
606,269.92,"No barrel",0,29009,"No home garden",0,3,67.274375
607,167.5,"Barrel",1,13943,"No home garden",0,6,58.5265625
608,173.21,"No barrel",0,9979,"No home garden",0,6,48.558125
609,225.84,"No barrel",0,26204,"No home garden",0,2,55.068125
610,209.97,"Barrel",1,19388,"No home garden",0,5,82.735625
611,242.14,"No barrel",0,17422,"No home garden",0,2,72.156875
612,179.25,"Barrel",1,33664,"Home garden",1,7,56.28875
613,244.03,"No barrel",0,10897,"No home garden",0,2,86.3975
614,249.77,"No barrel",0,24942,"No home garden",0,3,75.2084375
615,219.91,"Barrel",1,29429,"No home garden",0,5,73.5809375
616,206.13,"No barrel",0,8666,"No home garden",0,2,61.578125
617,216.16,"Barrel",1,26188,"Home garden",1,8,75.411875
618,223.26,"No barrel",0,19414,"No home garden",0,6,65.4434375
619,274.67,"No barrel",0,27133,"Home garden",1,8,78.26
620,232.94,"No barrel",0,25427,"No home garden",0,3,53.6440625
621,247.47,"No barrel",0,28180,"Home garden",1,7,79.480625
622,205.89,"No barrel",0,10410,"No home garden",0,2,65.8503125
623,211.8,"Barrel",1,25308,"No home garden",0,5,93.5178125
624,230.7,"No barrel",0,20076,"No home garden",0,6,79.8875
625,205.17,"Barrel",1,20878,"No home garden",0,7,77.44625
626,255.14,"No barrel",0,32673,"Home garden",1,7,79.2771875
627,190.12,"No barrel",0,8868,"No home garden",0,3,74.8015625
628,173.93,"Barrel",1,11347,"No home garden",0,3,63.6125
629,197.74,"Barrel",1,25669,"No home garden",0,6,77.853125
630,216.99,"No barrel",0,20334,"No home garden",0,7,79.480625
631,194.53,"Barrel",1,17573,"No home garden",0,4,79.07375
632,163.39,"No barrel",0,10404,"No home garden",0,4,60.1540625
633,234.34,"No barrel",0,16954,"No home garden",0,2,80.0909375
634,234.39,"No barrel",0,23877,"No home garden",0,2,72.56375
635,289.35,"No barrel",0,35562,"No home garden",0,4,80.0909375
636,105.78,"Barrel",1,2927,"No home garden",0,5,61.7815625
637,177.02,"No barrel",0,16845,"No home garden",0,6,66.8675
638,213.58,"Barrel",1,27645,"No home garden",0,4,76.0221875
639,271.04,"No barrel",0,24383,"No home garden",0,1,67.274375
640,220.51,"No barrel",0,22018,"No home garden",0,7,74.19125
641,223.73,"No barrel",0,22657,"No home garden",0,5,71.343125
642,204.07,"No barrel",0,13490,"No home garden",0,4,59.136875
643,233.91,"No barrel",0,24820,"No home garden",0,3,73.3775
644,191.42,"Barrel",1,25013,"No home garden",0,5,69.1053125
645,222.79,"Barrel",1,21438,"No home garden",0,6,82.9390625
646,207.58,"No barrel",0,15381,"No home garden",0,3,56.28875
647,218.19,"No barrel",0,19733,"No home garden",0,8,68.2915625
648,150.19,"Barrel",1,15734,"No home garden",0,6,66.8675
649,217.89,"No barrel",0,24623,"No home garden",0,6,57.91625
650,184.54,"Barrel",1,20802,"No home garden",0,5,64.6296875
651,248.83,"No barrel",0,36081,"Home garden",1,5,65.8503125
652,210.94,"Barrel",1,19994,"No home garden",0,1,78.8703125
653,154.2,"Barrel",1,17522,"No home garden",0,7,59.7471875
654,178.6,"Barrel",1,10455,"No home garden",0,4,85.3803125
655,205.62,"No barrel",0,24607,"No home garden",0,4,56.0853125
656,231.19,"No barrel",0,28485,"No home garden",0,4,55.068125
657,280.83,"No barrel",0,27098,"Home garden",1,6,88.431875
658,227.73,"No barrel",0,26220,"No home garden",0,3,66.6640625
659,186.61,"Barrel",1,21691,"No home garden",0,7,76.8359375
660,182.23,"Barrel",1,19442,"No home garden",0,6,78.26
661,261.55,"No barrel",0,27580,"No home garden",0,4,71.5465625
662,182.72,"Barrel",1,12406,"No home garden",0,6,69.9190625
663,245.41,"No barrel",0,14855,"No home garden",0,6,82.9390625
664,242.45,"Barrel",1,38738,"Home garden",1,7,87.618125
665,179.35,"No barrel",0,15415,"No home garden",0,7,71.5465625
666,219.94,"No barrel",0,22499,"No home garden",0,4,61.3746875
667,135.34,"Barrel",1,7488,"No home garden",0,8,67.0709375
668,189.82,"No barrel",0,8185,"No home garden",0,4,61.17125
669,244.04,"No barrel",0,17869,"No home garden",0,4,66.6640625
670,196.99,"Barrel",1,22447,"No home garden",0,5,72.970625
671,233.74,"No barrel",0,35925,"Home garden",1,7,63.6125
672,169.4,"Barrel",1,21600,"Home garden",1,7,54.4578125
673,236.23,"No barrel",0,27383,"No home garden",0,4,68.6984375
674,252.12,"No barrel",0,31943,"No home garden",0,2,59.136875
675,229.5,"Barrel",1,29069,"No home garden",0,4,77.039375
676,221.6,"No barrel",0,25368,"No home garden",0,6,82.1253125
677,192.15,"Barrel",1,7620,"No home garden",0,7,85.3803125
678,186.31,"Barrel",1,11559,"No home garden",0,3,63.0021875
679,225.33,"No barrel",0,20156,"No home garden",0,6,75.005
680,212.5,"Barrel",1,26454,"No home garden",0,4,66.2571875
681,231.95,"No barrel",0,18157,"No home garden",0,6,69.30875
682,260.52,"No barrel",0,21887,"No home garden",0,5,72.970625
683,219.13,"Barrel",1,21341,"No home garden",0,3,76.6325
684,206.43,"No barrel",0,15732,"Home garden",1,8,66.6640625
685,191.73,"Barrel",1,21104,"No home garden",0,4,72.3603125
686,234.46,"No barrel",0,18120,"No home garden",0,3,68.2915625
687,188.34,"Barrel",1,34938,"Home garden",1,6,64.6296875
688,209.42,"Barrel",1,25992,"No home garden",0,3,83.1425
689,251.91,"No barrel",0,27438,"No home garden",0,5,73.5809375
690,209.7,"No barrel",0,22823,"No home garden",0,5,51.813125
691,196.87,"Barrel",1,26064,"No home garden",0,4,55.068125
692,174.26,"No barrel",0,549,"No home garden",0,8,70.7328125
693,190.47,"No barrel",0,15361,"No home garden",0,5,65.24
694,224.13,"No barrel",0,24124,"No home garden",0,4,64.833125
695,236.64,"No barrel",0,21801,"No home garden",0,3,75.411875
696,227.8,"Barrel",1,37408,"Home garden",1,6,81.515
697,225.21,"No barrel",0,23658,"No home garden",0,6,71.5465625
698,165.08,"Barrel",1,18233,"No home garden",0,7,75.411875
699,225.5,"No barrel",0,28641,"Home garden",1,7,63.0021875
700,187.45,"Barrel",1,24152,"No home garden",0,2,73.1740625
701,261.75,"No barrel",0,26698,"No home garden",0,5,58.73
702,191.6,"No barrel",0,16131,"No home garden",0,5,59.136875
703,242.54,"No barrel",0,8616,"No home garden",0,4,68.2915625
704,198.39,"No barrel",0,11635,"No home garden",0,8,73.1740625
705,215.55,"No barrel",0,18597,"No home garden",0,6,64.019375
706,133.24,"Barrel",1,16236,"Home garden",1,8,74.598125
707,198.61,"No barrel",0,29860,"No home garden",0,5,53.6440625
708,210.97,"No barrel",0,12764,"No home garden",0,2,71.9534375
709,218.11,"Barrel",1,28313,"No home garden",0,5,80.9046875
710,184.82,"Barrel",1,16386,"No home garden",0,4,82.32875
711,210.96,"No barrel",0,22392,"No home garden",0,6,62.79875
712,146.96,"Barrel",1,15721,"No home garden",0,5,64.833125
713,186.21,"Barrel",1,16324,"No home garden",0,4,81.921875
714,197.4,"Barrel",1,24018,"No home garden",0,6,85.990625
715,234.15,"No barrel",0,22116,"No home garden",0,2,73.5809375
716,277.87,"No barrel",0,25170,"No home garden",0,5,78.0565625
717,238.9,"No barrel",0,14256,"No home garden",0,3,69.9190625
718,200.69,"No barrel",0,12241,"No home garden",0,2,60.9678125
719,232.64,"Barrel",1,16959,"No home garden",0,1,81.921875
720,172.66,"No barrel",0,8628,"No home garden",0,8,69.5121875
721,215.56,"Barrel",1,23062,"No home garden",0,4,72.3603125
722,223.53,"Barrel",1,28742,"Home garden",1,9,87.4146875
723,221.67,"Barrel",1,30654,"No home garden",0,4,70.529375
724,221.08,"Barrel",1,22132,"No home garden",0,7,89.4490625
725,189.98,"No barrel",0,6524,"No home garden",0,7,67.274375
726,170.77,"Barrel",1,17930,"No home garden",0,6,59.54375
727,180.23,"No barrel",0,10092,"No home garden",0,7,74.19125
728,206.15,"Barrel",1,21178,"Home garden",1,9,77.44625
729,235.27,"No barrel",0,20696,"Home garden",1,9,70.1225
730,188.48,"Barrel",1,22093,"No home garden",0,5,74.3946875
731,197.21,"Barrel",1,13794,"No home garden",0,1,80.9046875
732,213.48,"No barrel",0,23055,"No home garden",0,6,72.970625
733,210.07,"No barrel",0,15432,"No home garden",0,5,68.6984375
734,183.96,"Barrel",1,18970,"Home garden",1,9,82.735625
735,201.61,"No barrel",0,11226,"No home garden",0,3,76.6325
736,140.2,"Barrel",1,2196,"No home garden",0,7,79.480625
737,210.8,"No barrel",0,25515,"No home garden",0,5,67.68125
738,220,"Barrel",1,32849,"No home garden",0,2,77.039375
739,219.99,"Barrel",1,22298,"No home garden",0,5,78.4634375
740,169.23,"Barrel",1,14141,"No home garden",0,5,63.8159375
741,166.39,"No barrel",0,2268,"No home garden",0,8,64.42625
742,220.68,"No barrel",0,24530,"Home garden",1,9,56.8990625
743,263.14,"No barrel",0,23996,"No home garden",0,5,72.56375
744,181.51,"Barrel",1,8212,"No home garden",0,6,93.1109375
745,189.41,"Barrel",1,20135,"Home garden",1,8,81.108125
746,218.85,"No barrel",0,19855,"No home garden",0,5,67.274375
747,202.21,"No barrel",0,16480,"No home garden",0,8,65.24
748,216.55,"No barrel",0,17797,"No home garden",0,6,61.578125
749,254.94,"No barrel",0,16245,"No home garden",0,3,72.56375
750,146.36,"Barrel",1,3529,"No home garden",0,4,78.4634375
751,224.02,"No barrel",0,15371,"No home garden",0,1,72.156875
752,223.21,"No barrel",0,19178,"Home garden",1,8,84.363125
753,236.81,"Barrel",1,27137,"No home garden",0,5,87.8215625
754,193.61,"Barrel",1,26178,"No home garden",0,6,58.5265625
755,156.52,"Barrel",1,3828,"No home garden",0,8,82.5321875
756,227.36,"No barrel",0,19288,"Home garden",1,9,78.666875
757,205.44,"No barrel",0,13130,"No home garden",0,3,70.1225
758,180.15,"Barrel",1,16319,"No home garden",0,4,69.5121875
759,236.68,"No barrel",0,15926,"No home garden",0,3,78.26
760,256.78,"No barrel",0,12326,"No home garden",0,4,78.4634375
761,252.18,"No barrel",0,29719,"No home garden",0,5,58.9334375
762,193.8,"No barrel",0,11896,"No home garden",0,7,58.5265625
763,237.37,"No barrel",0,26218,"No home garden",0,3,67.0709375
764,218.11,"No barrel",0,10377,"No home garden",0,5,76.4290625
765,240.98,"No barrel",0,25653,"No home garden",0,4,72.970625
766,266.25,"No barrel",0,35489,"Home garden",1,6,66.05375
767,131.04,"Barrel",1,14360,"No home garden",0,5,46.3203125
768,253.91,"No barrel",0,24151,"No home garden",0,3,58.5265625
769,264.42,"No barrel",0,14933,"No home garden",0,4,93.9246875
770,255.59,"Barrel",1,33609,"Home garden",1,6,94.941875
771,255.52,"No barrel",0,14086,"No home garden",0,6,83.95625
772,227.16,"No barrel",0,25814,"Home garden",1,9,72.970625
773,144.56,"Barrel",1,3289,"No home garden",0,5,70.529375
774,265.35,"No barrel",0,17809,"No home garden",0,2,84.9734375
775,161.33,"Barrel",1,11130,"No home garden",0,8,88.2284375
776,225.57,"No barrel",0,21940,"No home garden",0,4,48.7615625
777,235.05,"No barrel",0,18608,"No home garden",0,5,63.4090625
778,221.22,"Barrel",1,30507,"Home garden",1,6,75.005
779,229.29,"No barrel",0,29773,"Home garden",1,9,64.6296875
780,185.62,"No barrel",0,5527,"No home garden",0,8,72.970625
781,164.76,"Barrel",1,13841,"No home garden",0,6,65.8503125
782,234.07,"No barrel",0,21441,"No home garden",0,6,76.0221875
783,259.17,"Barrel",1,35246,"Home garden",1,5,85.990625
784,249.75,"No barrel",0,29818,"No home garden",0,5,75.005
785,189.67,"Barrel",1,16193,"No home garden",0,8,81.515
786,219.24,"Barrel",1,27051,"No home garden",0,4,79.07375
787,239.79,"Barrel",1,31655,"No home garden",0,4,75.6153125
788,227.43,"No barrel",0,8374,"No home garden",0,3,68.901875
789,259.88,"No barrel",0,30400,"Home garden",1,8,72.970625
790,265.19,"No barrel",0,24938,"No home garden",0,3,79.8875
791,193.24,"Barrel",1,10882,"No home garden",0,6,69.1053125
792,185.77,"Barrel",1,24914,"No home garden",0,5,86.3975
793,203.59,"No barrel",0,8918,"No home garden",0,3,71.75
794,262.42,"No barrel",0,35741,"Home garden",1,7,64.833125
795,191.32,"Barrel",1,20410,"No home garden",0,3,75.2084375
796,250.46,"No barrel",0,32639,"No home garden",0,3,55.881875
797,234.39,"Barrel",1,21733,"No home garden",0,3,89.245625
798,170.64,"Barrel",1,24565,"Home garden",1,9,61.985
799,191.93,"No barrel",0,7661,"No home garden",0,9,65.8503125
800,156.85,"Barrel",1,3633,"No home garden",0,4,82.1253125
801,196.3,"Barrel",1,22057,"Home garden",1,7,78.26
802,191.89,"Barrel",1,26372,"No home garden",0,6,64.2228125
803,234.87,"No barrel",0,32699,"Home garden",1,5,53.440625
804,235.05,"No barrel",0,27322,"No home garden",0,5,69.1053125
805,175.14,"Barrel",1,25433,"No home garden",0,5,80.9046875
806,226.19,"Barrel",1,23745,"Home garden",1,7,82.735625
807,197.31,"No barrel",0,15209,"No home garden",0,5,63.0021875
808,235.31,"No barrel",0,20153,"No home garden",0,6,67.68125
809,246.4,"No barrel",0,30153,"Home garden",1,9,69.9190625
810,155.82,"No barrel",0,4565,"No home garden",0,8,72.156875
811,217.2,"No barrel",0,19301,"No home garden",0,5,57.509375
812,188.68,"No barrel",0,9641,"No home garden",0,6,70.529375
813,181.37,"Barrel",1,19682,"No home garden",0,5,63.4090625
814,187.14,"Barrel",1,22598,"No home garden",0,6,70.93625
815,161.35,"No barrel",0,11515,"No home garden",0,7,49.9821875
816,197.48,"Barrel",1,22563,"No home garden",0,6,80.4978125
817,213.81,"Barrel",1,13822,"No home garden",0,6,88.431875
818,171.01,"Barrel",1,15346,"No home garden",0,7,65.24
819,237.19,"No barrel",0,36793,"Home garden",1,5,58.73
820,198.76,"No barrel",0,13357,"No home garden",0,6,61.3746875
821,186.66,"No barrel",0,9571,"No home garden",0,4,54.8646875
822,226.83,"No barrel",0,21392,"No home garden",0,5,72.156875
823,191.18,"No barrel",0,12552,"No home garden",0,3,59.136875
824,253.1,"Barrel",1,36397,"Home garden",1,6,82.32875
825,264.02,"No barrel",0,26390,"No home garden",0,3,77.039375
826,207.36,"Barrel",1,21210,"No home garden",0,4,74.598125
827,232.32,"No barrel",0,16352,"No home garden",0,2,83.95625
828,202.49,"No barrel",0,578,"No home garden",0,9,74.19125
829,159.97,"No barrel",0,8083,"No home garden",0,5,49.5753125
830,229.66,"No barrel",0,18242,"No home garden",0,7,67.8846875
831,227.82,"No barrel",0,6713,"No home garden",0,3,79.07375
832,182.12,"Barrel",1,24485,"No home garden",0,3,73.3775
833,178.44,"Barrel",1,22983,"Home garden",1,9,66.05375
834,198.73,"Barrel",1,25895,"No home garden",0,4,57.7128125
835,202.28,"Barrel",1,22591,"Home garden",1,7,83.549375
836,228.88,"Barrel",1,24583,"Home garden",1,7,87.0078125
837,179.95,"Barrel",1,18250,"Home garden",1,10,61.985
838,240.39,"No barrel",0,16241,"No home garden",0,2,72.970625
839,218.34,"No barrel",0,21985,"No home garden",0,5,64.6296875
840,274.54,"Barrel",1,34779,"No home garden",0,1,81.7184375
841,278.52,"No barrel",0,37833,"No home garden",0,3,73.5809375
842,198.01,"No barrel",0,22754,"No home garden",0,6,53.440625
843,182.75,"Barrel",1,28967,"Home garden",1,9,63.0021875
844,230.82,"No barrel",0,15540,"No home garden",0,3,71.75
845,216.36,"No barrel",0,9884,"No home garden",0,8,63.0021875
846,178.02,"Barrel",1,18997,"No home garden",0,2,64.019375
847,175.34,"No barrel",0,26702,"No home garden",0,6,53.2371875
848,192.7,"Barrel",1,26614,"No home garden",0,5,64.42625
849,195.82,"No barrel",0,20895,"No home garden",0,4,58.5265625
850,180.6,"Barrel",1,11650,"No home garden",0,4,69.1053125
851,167.16,"Barrel",1,16578,"Home garden",1,9,71.1396875
852,236.27,"Barrel",1,29836,"No home garden",0,1,69.30875
853,158.06,"Barrel",1,16290,"No home garden",0,7,73.9878125
854,202.32,"No barrel",0,25703,"Home garden",1,7,51.40625
855,214.61,"Barrel",1,33427,"No home garden",0,4,83.549375
856,228.15,"No barrel",0,15338,"No home garden",0,2,63.6125
857,186.64,"Barrel",1,11451,"No home garden",0,5,89.8559375
858,253.13,"No barrel",0,18632,"No home garden",0,3,71.1396875
859,262.47,"No barrel",0,19158,"No home garden",0,6,81.3115625
860,178.24,"Barrel",1,20616,"No home garden",0,6,59.54375
