state,year,miles,fatalities,seatbelt,speed65,speed70,drinkage,alcohol,income,age,enforce
MI,1984,63470,0.024121633,0.194999993,no,no,yes,no,13460,33.97589111,no
MI,1985,67402,0.022922168,0.25999999,no,no,yes,no,14540,34.16784668,no
MI,1986,71981,0.02229755,0.463,no,no,yes,no,15338,34.33911133,secondary
MI,1987,75706,0.021160806,0.46450001,yes,no,yes,no,15899,34.51496124,secondary
MI,1988,77899,0.021925827,0.479999989,yes,no,yes,no,16950,34.65726089,secondary
MI,1989,79890,0.020515708,0.467000008,yes,no,yes,no,17987,34.77060318,secondary
MI,1990,81091,0.019373296,0.51700002,yes,no,yes,no,18699,34.96533203,secondary
MI,1991,81935,0.017343016,0.639999986,yes,no,yes,no,19022,35.04848862,secondary
MI,1992,84219,0.015435947,0.55400002,yes,no,yes,no,19861,35.2481041,secondary
MI,1993,85686,0.016502112,0.639999986,yes,no,yes,no,20939,35.38850403,secondary
MI,1994,85183,0.016681733,0.635999978,yes,no,yes,no,22338,35.55833817,secondary
MI,1995,85703,0.017852351,0.655999959,yes,no,yes,no,23407,35.70993042,secondary
MI,1996,90215,0.01668237,0.671999991,yes,no,yes,no,23996,35.87500381,secondary
MI,1997,91755,0.01575936,0.680999994,yes,no,yes,no,24956,35.99913406,secondary
MN,1983,31063,0.017866915,NA,no,no,no,no,12310,34.21224976,no
MN,1984,31826,0.018286936,NA,no,no,no,no,13975,34.37518692,no
MN,1985,32688,0.018600099,0.200000003,no,no,no,no,14756,34.49310684,no
MN,1986,33806,0.016890492,0.330000013,no,no,yes,no,15526,34.62694168,secondary
MN,1987,35167,0.015070947,0.319999993,yes,no,yes,no,16479,34.76574326,secondary
MN,1988,36447,0.016791506,0.469999999,yes,no,yes,no,17115,34.83434296,secondary
MN,1989,37393,0.016152756,0.439999998,yes,no,yes,no,18404,34.89287567,secondary
MN,1990,38946,0.014532943,0.469999999,yes,no,yes,no,19348,35.001297,secondary
MN,1991,39254,0.013527283,0.529999971,yes,no,yes,no,19845,35.07299805,secondary
MN,1992,41162,0.01411496,0.50999999,yes,no,yes,no,21126,35.17263794,secondary
MN,1993,42214,0.012744587,0.550000012,yes,no,yes,no,21488,35.28432083,secondary
MN,1994,43317,0.014913313,0.569999993,yes,no,yes,no,22802,35.40265274,secondary
MN,1995,44072,0.013546016,0.649999976,yes,no,yes,no,23736,35.54664993,secondary
MN,1996,44465,0.012954009,0.639999986,yes,no,yes,no,25235,35.68920898,secondary
MN,1997,48350,0.012409514,0.649999976,yes,no,yes,no,26243,35.77662277,secondary
MO,1983,36543,0.024929535,NA,no,no,yes,no,11647,35.47117233,no
MO,1984,38535,0.02509407,NA,no,no,yes,no,12860,35.54534531,no
MO,1985,39284,0.023699217,NA,no,no,yes,no,13737,35.62744522,no
MO,1986,41571,0.027158355,NA,no,no,yes,no,14383,35.72843552,secondary
MO,1987,43379,0.024089998,NA,yes,no,yes,no,15084,35.8514595,secondary
MO,1988,45573,0.024202928,NA,yes,no,yes,no,15909,35.95019913,secondary
MO,1989,48087,0.021877015,NA,yes,no,yes,no,16961,36.05951309,secondary
MO,1990,50883,0.021559263,0.540000021,yes,no,yes,no,17639,36.20201492,secondary
MO,1991,40982,0.024669368,0.540000021,yes,no,yes,no,18305,36.21760559,secondary
MO,1992,53254,0.018496264,0.699999988,yes,no,yes,no,19120,36.301754,secondary
MO,1993,54821,0.017274402,0.699999988,yes,no,yes,no,19632,36.35516739,secondary
MO,1994,57288,0.019009216,0.680000007,yes,no,yes,no,20576,36.43617249,secondary
MO,1995,59347,0.018686706,0.709999979,yes,yes,yes,no,21540,36.49969482,secondary
MO,1996,61162,0.018753475,0.620000005,yes,yes,yes,no,22586,36.53993225,secondary
MO,1997,62980,0.018926643,0.620000005,yes,yes,yes,no,23629,36.59480286,secondary
MS,1983,17802,0.040164027,NA,no,no,no,no,8372,32.99811554,no
MS,1984,18442,0.036818132,NA,no,no,no,no,9122,33.11408997,no
MS,1985,19130,0.034605332,NA,no,no,no,no,9545,33.22182083,no
MS,1986,19226,0.040101945,NA,no,no,yes,no,9898,33.39318848,no
MS,1987,20173,0.037475836,NA,yes,no,yes,no,10484,33.64208221,no
MS,1988,22043,0.03275416,NA,yes,no,yes,no,11236,33.88824081,no
MS,1989,22895,0.031753659,NA,yes,no,yes,no,11996,34.10622025,no
MS,1990,24398,0.030740224,0.230000004,yes,no,yes,no,12706,34.45668793,secondary
MS,1991,24897,0.028678155,0.319999993,yes,no,yes,no,13376,34.47629166,secondary
MS,1992,26239,0.029193185,0.239999995,yes,no,yes,no,14163,34.51760483,secondary
MS,1993,26864,0.030263551,0.25,yes,no,yes,no,14900,34.59160233,secondary
MS,1994,28548,0.02770772,0.432999998,yes,no,yes,no,15886,34.66539383,secondary
MS,1995,29559,0.029364999,0.460000008,yes,yes,yes,no,16574,34.80508423,secondary
MS,1996,30562,0.026536221,0.459900022,yes,yes,yes,no,17398,34.96229553,secondary
MS,1997,31519,0.027316857,0.482299984,yes,yes,yes,no,18098,35.07287979,secondary
MT,1983,7181,0.039827321,NA,no,no,no,no,10654,33.70046234,no
MT,1984,7386,0.032223124,0.167999998,no,no,no,no,11252,33.84919357,no
MT,1985,7572,0.029450608,0.217000008,no,no,no,no,11486,34.01177979,no
MT,1986,7737,0.028693292,0.294999987,no,no,no,no,12120,34.32669449,no
MT,1987,8074,0.028981917,0.396500021,yes,no,yes,no,12619,34.65987778,no
MT,1988,8138,0.024330303,0.594500005,yes,no,yes,no,12954,35.00441742,secondary
MT,1989,8250,0.021939393,0.617999971,yes,no,yes,no,14193,35.28573227,secondary
MT,1990,8332,0.025444072,0.625999987,yes,no,yes,no,15038,35.4671402,secondary
MT,1991,8314,0.024055809,0.644499958,yes,no,yes,no,15947,35.60186005,secondary
MT,1992,8525,0.022521995,0.680299997,yes,no,yes,no,16541,35.67782211,secondary
MT,1993,8707,0.022395773,0.691999972,yes,no,yes,no,17571,35.78073502,secondary
MT,1994,9116,0.022158841,0.695800006,yes,no,yes,no,17590,35.96218872,secondary
MT,1995,9399,0.022874774,0.700800002,yes,no,yes,no,18286,36.24868774,secondary
MT,1996,9446,0.021172984,0.708000004,yes,no,yes,no,18872,36.53780365,secondary
MT,1997,9392,0.028215503,0.725500047,yes,no,yes,no,19660,36.82976913,secondary
NC,1983,45038,0.027399085,NA,no,no,no,no,10172,34.21530533,no
NC,1984,48182,0.030094227,NA,no,no,no,no,11363,34.44893646,no
NC,1985,49923,0.029685715,0.25999999,no,no,no,no,12136,34.63479996,no
NC,1986,52866,0.03115424,0.419999987,no,no,yes,no,12900,34.81872559,primary
NC,1987,54600,0.029010989,0.779999971,yes,no,yes,no,13717,35.01980209,primary
NC,1988,57943,0.027147369,0.629999995,yes,no,yes,no,14810,35.18054199,primary
NC,1989,60877,0.024163477,0.610000014,yes,no,yes,no,15827,35.32870865,primary
NC,1990,62707,0.022086848,0.579999983,yes,no,yes,no,16649,35.51916885,primary
NC,1991,64883,0.021099517,0.610000014,yes,no,yes,no,17115,35.63745117,primary
NC,1992,67538,0.018730197,0.620000005,yes,no,yes,no,18230,35.76171112,primary
NC,1993,69493,0.019987624,0.629999995,yes,no,yes,yes,19137,35.87254333,primary
NC,1994,71928,0.019894894,0.790000021,yes,no,yes,yes,19920,35.97425079,primary
NC,1995,76053,0.019039353,0.800000012,yes,no,yes,yes,20996,36.09945297,primary
NC,1996,78935,0.018926965,0.800000012,yes,no,yes,yes,22053,36.20905685,primary
NC,1997,81893,0.018108996,0.850000024,yes,no,yes,yes,23168,36.27514267,primary
ND,1983,5363,0.021629686,NA,no,no,yes,no,11100,33.74757004,no
ND,1984,5377,0.018597731,NA,no,no,yes,no,11871,33.84547424,no
ND,1985,5387,0.016706888,NA,no,no,yes,no,12314,34.03305054,no
ND,1986,5632,0.017755682,NA,no,no,yes,no,12625,34.29162216,no
ND,1987,5681,0.017778561,NA,yes,no,yes,no,13037,34.55361557,no
ND,1988,5765,0.018039895,NA,yes,no,yes,no,12142,34.89032364,no
ND,1989,5849,0.013848521,NA,yes,no,yes,no,13669,35.17760086,secondary
ND,1990,5910,0.01895093,0.280000001,yes,no,yes,no,15264,35.62972641,no
ND,1991,5951,0.015795665,0.300000012,yes,no,yes,no,15479,35.69639206,no
ND,1992,6072,0.014492754,0.300000012,yes,no,yes,no,16866,35.86979294,no
ND,1993,6158,0.014452744,0.300000012,yes,no,yes,no,17040,36.00231171,no
ND,1994,6338,0.013884506,0.319999993,yes,no,yes,no,18156,36.14896011,no
ND,1995,6545,0.011306341,0.419999987,yes,no,yes,no,18149,36.34025955,secondary
ND,1996,6741,0.012609405,0.430000007,yes,no,yes,no,20197,36.55766678,secondary
ND,1997,7123,0.01474098,0.49000001,yes,no,yes,no,20103,36.71871185,secondary
NE,1983,11534,0.022108549,0.109999999,no,no,no,no,11401,34.85775757,no
NE,1984,11968,0.023813503,0.150000006,no,no,no,no,12658,34.96073151,no
NE,1985,12054,0.019661523,0.449999988,no,no,yes,no,13392,35.07483673,no
NE,1986,12630,0.022961203,0.379999995,no,no,yes,no,13875,35.23400879,no
NE,1987,13091,0.022687342,0.289999992,yes,no,yes,no,14634,35.41464996,no
NE,1988,13407,0.019467443,0.310000002,yes,no,yes,no,15511,35.54836273,no
NE,1989,13781,0.021478849,0.319999993,yes,no,yes,no,16371,35.62091827,no
NE,1990,13958,0.018770598,0.330000013,yes,no,yes,no,17536,35.68227386,no
NE,1991,14095,0.019510465,0.319999993,yes,no,yes,no,18012,35.69535446,no
NE,1992,14621,0.018398194,0.330000013,yes,no,yes,no,19157,35.82565308,no
NE,1993,14777,0.017188875,0.540000021,yes,no,yes,no,19714,35.90143204,secondary
NE,1994,15466,0.017522307,0.629999995,yes,no,yes,no,20365,35.97546387,secondary
NE,1995,15807,0.016068831,0.639999986,yes,yes,yes,no,21029,36.08698273,secondary
NE,1996,16238,0.018044094,0.649999976,yes,yes,yes,no,22847,36.17398071,secondary
NE,1997,17077,0.017684605,0.629999995,yes,yes,yes,no,23618,36.22448349,secondary
NH,1983,7181,0.026597967,NA,no,no,no,no,13011,34.50314331,no
NH,1984,7294,0.026323006,NA,no,no,no,no,14518,34.63434601,no
NH,1985,7538,0.025338287,NA,no,no,yes,no,15842,34.74155807,no
NH,1986,7913,0.021736383,0.262999982,no,no,yes,no,17033,34.74733734,no
NH,1987,9167,0.019526564,0.273400009,yes,no,yes,no,18362,34.79731369,no
NH,1988,9507,0.017460817,0.371600002,yes,no,yes,no,19733,34.74615479,no
NH,1989,9819,0.019044708,0.504700005,yes,no,yes,no,20559,34.73482895,no
NH,1990,9844,0.016050385,0.517400026,yes,no,yes,no,20728,34.96724319,no
NH,1991,9935,0.014494212,0.485999972,yes,no,yes,no,21390,35.07247925,no
NH,1992,10067,0.012118804,0.497000009,yes,no,yes,no,22234,35.24674988,no
NH,1993,10342,0.011699865,0.505699992,yes,no,yes,no,22710,35.41042709,no
NH,1994,10501,0.011332254,0.537,yes,no,yes,yes,24119,35.56836319,no
NH,1995,10643,0.011087099,0.570299983,yes,no,yes,yes,25313,35.77236938,no
NH,1996,10987,0.012196232,0.560299993,yes,no,yes,yes,26418,35.97537994,no
NH,1997,11202,0.011158722,0.577000022,yes,no,yes,yes,27766,36.1307869,no
NJ,1983,52217,0.017848594,NA,no,no,yes,no,15080,35.9706459,no
NJ,1984,52312,0.017625019,0.180000007,no,no,yes,no,16680,36.09489059,no
NJ,1985,53108,0.018151691,0.400000006,no,no,yes,no,17807,36.21273804,secondary
NJ,1986,55350,0.018771455,0.352999985,no,no,yes,no,18900,36.28624344,secondary
NJ,1987,57071,0.017925041,0.350999981,no,no,yes,no,20391,36.37606812,secondary
NJ,1988,58725,0.017896978,0.414000005,no,no,yes,no,22302,36.43306351,secondary
NJ,1989,59898,0.014875288,0.440999985,no,no,yes,no,23751,36.48287964,secondary
NJ,1990,58923,0.015036573,0.504000008,no,no,yes,no,24883,36.63530731,secondary
NJ,1991,59289,0.013206497,0.525999963,no,no,yes,no,25328,36.66513443,secondary
NJ,1992,59410,0.012842956,0.713000059,no,no,yes,no,26749,36.75086594,secondary
NJ,1993,59726,0.013210327,0.64199996,no,no,yes,no,27457,36.79402924,secondary
NJ,1994,60466,0.012585585,0.610000014,no,no,yes,no,28333,36.82069778,secondary
NJ,1995,61012,0.012686029,0.606999993,no,no,yes,no,29568,36.8855896,secondary
NJ,1996,62334,0.013058684,0.602999985,no,no,yes,no,30892,36.99505234,secondary
NJ,1997,63308,0.012241739,0.620000005,no,no,yes,no,32356,37.10776901,secondary
NM,1983,11678,0.045470115,NA,no,no,yes,no,10072,31.99305725,no
NM,1984,12432,0.039977476,NA,no,no,yes,no,10861,32.15180588,no
NM,1985,13269,0.040319543,NA,no,no,yes,no,11592,32.35085297,no
NM,1986,13171,0.037886266,NA,no,no,yes,no,11820,32.55931854,primary
NM,1987,15116,0.037576079,NA,yes,no,yes,no,12257,32.77510452,primary
NM,1988,15283,0.03186547,NA,yes,no,yes,no,12865,32.95023346,primary
NM,1989,15839,0.033966791,NA,yes,no,yes,no,13619,33.18146896,primary
NM,1990,16148,0.030901659,0.589999974,yes,no,yes,no,14480,33.48713303,primary
NM,1991,16773,0.027961604,0.670000017,yes,no,yes,no,15069,33.59814453,primary
NM,1992,18452,0.024929548,0.660000026,yes,no,yes,no,15762,33.74028778,primary
NM,1993,18945,0.022750067,0.75,yes,no,yes,no,16559,33.79537582,primary
NM,1994,20480,0.021826172,0.790000021,yes,no,yes,yes,17150,33.95294189,primary
NM,1995,21147,0.022934696,0.860000014,yes,yes,yes,yes,18029,34.13265991,primary
NM,1996,21510,0.022547653,0.850000024,yes,yes,yes,yes,18634,34.37304688,primary
NM,1997,21937,0.022063181,0.870000005,yes,yes,yes,yes,19298,34.53826141,primary
NV,1983,6872,0.036816064,NA,no,no,yes,no,13151,33.61051178,no
NV,1984,7332,0.033960719,NA,no,no,yes,no,14100,33.93558502,no
NV,1985,7566,0.034232091,NA,no,no,yes,no,14920,34.16250229,no
NV,1986,7986,0.029176058,0.207999989,no,no,yes,no,15635,34.38750076,no
NV,1987,8396,0.031205336,0.344000012,yes,no,yes,no,16422,34.55043793,secondary
NV,1988,8989,0.031816665,0.31400001,yes,no,yes,no,17688,34.64849091,secondary
NV,1989,9408,0.032738097,NA,yes,no,yes,no,19084,34.82478714,secondary
NV,1990,10215,0.033578072,0.379999995,yes,no,yes,no,20209,34.82133102,secondary
NV,1991,10510,0.028353948,0.638000011,yes,no,yes,no,20596,35.12126541,secondary
NV,1992,10897,0.023309167,0.633000016,yes,no,yes,no,21730,35.39176559,secondary
NV,1993,11624,0.022625603,0.699000001,yes,no,yes,no,22388,35.46873856,secondary
NV,1994,13019,0.02258238,0.706999958,yes,no,yes,no,23391,35.54737091,secondary
NV,1995,13974,0.02239874,0.709999979,yes,yes,yes,no,24541,35.65464401,secondary
NV,1996,14158,0.024579743,0.700999975,yes,yes,yes,no,25877,35.71118927,secondary
NV,1997,16309,0.021276595,0.700999975,yes,yes,yes,no,26514,35.72541809,secondary
NY,1983,83783,0.024790231,NA,no,no,no,no,14038,35.73841476,no
NY,1984,87268,0.023605445,0.159999996,no,no,no,no,15615,35.81261063,no
NY,1985,90518,0.022161338,0.514999986,no,no,yes,no,16613,35.88108826,primary
NY,1986,94716,0.02239326,0.479999989,no,no,yes,no,17709,35.95085144,primary
NY,1987,98002,0.02386686,0.639999986,no,no,yes,no,18871,36.03765869,primary
NY,1988,103692,0.02175674,0.589999974,no,no,yes,no,20433,36.07807922,primary
NY,1989,106059,0.021308893,0.600000024,no,no,yes,no,21820,36.1101799,primary
NY,1990,106902,0.02073862,0.629999995,no,no,yes,no,23106,36.26568604,primary
NY,1991,107661,0.018651137,0.670000017,no,no,yes,no,23600,36.23966599,primary
NY,1992,109881,0.01651787,0.689999998,no,no,yes,no,24801,36.30255508,primary
NY,1993,112240,0.015947968,0.720000029,no,no,yes,no,25373,36.35571289,primary
NY,1994,112970,0.014853501,0.720000029,no,no,yes,no,26242,36.41601181,primary
NY,1995,115091,0.014588456,0.720000029,yes,no,yes,no,27587,36.52502823,primary
NY,1996,118641,0.013418633,0.74000001,yes,no,yes,no,29015,36.64091492,primary
NY,1997,120778,0.013677987,0.74000001,yes,no,yes,no,30250,36.7865181,primary
OH,1983,73214,0.021607889,0.129999995,no,no,no,no,11850,34.55674362,no
OH,1984,74895,0.021977436,0.150000006,no,no,no,no,13077,34.71690369,no
OH,1985,75549,0.021787185,0.189999998,no,no,no,no,13843,34.8936348,no
OH,1986,81348,0.020565964,0.49000001,no,no,no,no,14458,35.07521057,secondary
OH,1987,79157,0.022385892,0.409999996,yes,no,yes,no,15156,35.26473236,secondary
OH,1988,81990,0.021319672,0.389999986,yes,no,yes,no,16187,35.40692902,secondary
OH,1989,84418,0.020990783,0.430000007,yes,no,yes,no,17203,35.52404404,secondary
OH,1990,86972,0.018833648,0.465000004,yes,no,yes,no,18116,35.78138351,secondary
OH,1991,93002,0.01759102,0.529999971,yes,no,yes,no,18589,35.83455658,secondary
OH,1992,95221,0.015112213,0.579999983,yes,no,yes,no,19482,35.96465302,secondary
OH,1993,96992,0.01523837,0.616999984,yes,no,yes,no,20228,36.09630585,secondary
OH,1994,98200,0.01395112,0.620999992,yes,no,yes,no,21237,36.20414352,secondary
OH,1995,100788,0.01349367,0.627000034,yes,no,yes,no,22217,36.35730743,secondary
OH,1996,103090,0.013493064,0.624000013,yes,no,yes,no,23054,36.49837875,secondary
OH,1997,103675,0.013889559,0.65199995,yes,no,yes,no,24163,36.5847435,secondary
OK,1983,29565,0.028682563,NA,no,no,yes,no,11517,34.35066986,no
OK,1984,30981,0.025725445,NA,no,no,yes,no,12378,34.44985962,no
OK,1985,31181,0.023860684,NA,no,no,yes,no,12894,34.57436371,no
OK,1986,30833,0.022638083,0.160999998,no,no,yes,no,12918,34.76660538,no
OK,1987,31606,0.018888818,0.351500005,yes,no,yes,no,13068,34.95861816,secondary
OK,1988,32388,0.019698653,0.319999993,yes,no,yes,no,13833,35.21892548,secondary
OK,1989,32836,0.019734439,0.305000007,yes,no,yes,no,14691,35.50052261,secondary
OK,1990,33081,0.019376682,0.335999995,yes,no,yes,no,15613,35.69559097,secondary
OK,1991,34240,0.019042056,0.370000005,yes,no,yes,no,16100,35.74193573,secondary
OK,1992,35119,0.017454939,0.442000002,yes,no,yes,no,16832,35.83285141,secondary
OK,1993,35529,0.018885981,0.465999991,yes,no,yes,no,17419,35.91765594,secondary
OK,1994,36980,0.018577609,0.449999988,yes,no,yes,no,17984,36.00317383,secondary
OK,1995,38489,0.01738159,0.464000016,yes,yes,yes,no,18544,36.1152916,secondary
OK,1996,39427,0.019580491,0.474999994,yes,yes,yes,no,19342,36.25350571,secondary
OK,1997,41400,0.020241546,0.474000007,yes,yes,yes,no,20305,36.35048676,secondary
OR,1983,20557,0.026754877,NA,no,no,yes,yes,11451,34.81084824,no
OR,1984,20943,0.027312228,NA,no,no,yes,yes,12409,35.05971909,no
OR,1985,21458,0.02605089,NA,no,no,yes,yes,13065,35.29336166,no
OR,1986,22741,0.02721956,NA,no,no,yes,yes,13657,35.54236984,no
OR,1987,23332,0.026530087,NA,yes,no,yes,yes,14282,35.80246735,no
OR,1988,25204,0.026860816,0.469999999,yes,no,yes,yes,15313,36.00640869,primary
OR,1989,25820,0.024244772,0.479999989,yes,no,yes,yes,16387,36.11449051,no
OR,1990,26738,0.021654574,0.5,yes,no,yes,yes,17423,35.9910965,no
OR,1991,25762,0.018709727,0.699999988,yes,no,yes,yes,17895,36.12591171,primary
OR,1992,27926,0.016866002,0.75,yes,no,yes,yes,18678,36.27373123,primary
OR,1993,28352,0.018446671,0.800000012,yes,no,yes,yes,19518,36.45624161,primary
OR,1994,29453,0.016772484,0.810000002,yes,no,yes,yes,20508,36.57106781,primary
OR,1995,30034,0.019111674,0.829999983,yes,no,yes,yes,21618,36.69959641,primary
OR,1996,30319,0.017348858,0.829999983,yes,no,yes,yes,22894,36.85195541,primary
OR,1997,32268,0.016238999,0.850000024,yes,no,yes,yes,23920,36.93308258,primary
PA,1983,72302,0.023802938,NA,no,no,yes,no,12199,36.46725845,no
PA,1984,74297,0.023244545,NA,no,no,yes,no,13200,36.64322662,no
PA,1985,75428,0.023479344,NA,no,no,yes,no,14104,36.82593918,no
PA,1986,77636,0.024395898,NA,no,no,yes,no,14845,36.94430542,no
PA,1987,78626,0.025271539,NA,no,no,yes,no,15765,37.09252548,no
PA,1988,81238,0.023769664,NA,no,no,yes,no,16927,37.20209503,secondary
PA,1989,83855,0.022383876,0.495000005,no,no,yes,no,18264,37.30454636,secondary
PA,1990,85708,0.019204741,0.530999959,no,no,yes,no,19371,37.40252686,secondary
PA,1991,87282,0.019030269,0.604000032,no,no,yes,no,19975,37.44605637,secondary
PA,1992,89200,0.017320627,0.629999995,no,no,yes,no,20950,37.55550385,secondary
PA,1993,90706,0.016856657,0.675000012,no,no,yes,no,21635,37.65277481,secondary
PA,1994,92347,0.015604189,0.709999979,no,no,yes,no,22343,37.75250244,secondary
PA,1995,94520,0.015658062,0.709999979,yes,no,yes,no,23268,37.89828873,secondary
PA,1996,96646,0.015199801,0.649999976,yes,no,yes,no,24533,38.07518387,secondary
PA,1997,98015,0.015885323,0.646999955,yes,no,yes,no,25670,38.19384766,secondary
RI,1983,6014,0.016627869,NA,no,no,no,no,12293,36.44820023,no
RI,1984,5300,0.01490566,NA,no,no,yes,no,13540,36.5831871,no
RI,1985,5823,0.018718874,NA,no,no,yes,no,14403,36.65830612,no
RI,1986,5429,0.022840302,NA,no,no,yes,no,15331,36.71141052,no
RI,1987,6003,0.018823922,NA,no,no,yes,no,16412,36.73763275,no
RI,1988,5853,0.02135657,NA,no,no,yes,no,17900,36.77792358,no
RI,1989,6740,0.014836796,NA,no,no,yes,no,19184,36.83856583,no
RI,1990,7024,0.011958998,0.289999992,no,no,yes,no,19698,36.97349167,no
RI,1991,7152,0.01230425,0.280000001,no,no,yes,no,19982,36.97094345,no
RI,1992,7676,0.010291819,0.319999993,no,no,yes,no,20819,37.09748077,secondary
RI,1993,7227,0.01023938,0.319999993,no,no,yes,no,21735,37.14617538,secondary
RI,1994,7095,0.008879493,0.579999983,no,no,yes,no,22315,37.28884125,secondary
RI,1995,6896,0.0100058,0.579999983,yes,no,yes,no,23520,37.45344543,secondary
RI,1996,7120,0.009691011,0.579999983,yes,no,yes,no,24356,37.66213226,secondary
RI,1997,7071,0.010606703,0.579999983,yes,no,yes,no,25667,37.73575592,secondary
SC,1983,24977,0.033791088,NA,no,no,no,no,9517,32.9519043,no
SC,1984,25971,0.03527011,NA,no,no,no,no,10518,33.17355728,no
SC,1985,26677,0.035648685,0.128000006,no,no,no,no,11206,33.42840958,no
SC,1986,28250,0.037486725,NA,no,no,yes,no,11774,33.60271835,no
SC,1987,30224,0.03593171,NA,yes,no,yes,no,12522,33.84249115,no
SC,1988,31759,0.032463238,NA,yes,no,yes,no,13468,34.04273224,no
SC,1989,32780,0.03038438,NA,yes,no,yes,no,14180,34.21725464,no
SC,1990,34376,0.028479172,0.49000001,yes,no,yes,no,15427,34.60175323,secondary
SC,1991,34456,0.025830043,0.495000005,yes,no,yes,no,15710,34.72510529,secondary
SC,1992,35049,0.023024907,0.540000021,yes,no,yes,no,16410,34.94806671,secondary
SC,1993,36125,0.023418685,0.587000012,yes,no,yes,no,17091,35.17385101,secondary
SC,1994,37245,0.022741308,0.639999986,yes,no,yes,no,17914,35.38048553,secondary
SC,1995,38724,0.022750748,0.639999986,yes,no,yes,no,18789,35.64163589,secondary
SC,1996,39756,0.023392696,0.610000014,yes,no,yes,no,19651,35.86225128,secondary
SC,1997,41333,0.02184695,0.610000014,yes,no,yes,no,20508,36.06740189,secondary
SD,1983,6317,0.027703024,NA,no,no,no,no,9782,34.54646683,no
SD,1984,6401,0.022340259,NA,no,no,no,no,11117,34.63225555,no
SD,1985,6277,0.02071053,NA,no,no,no,no,11440,34.74251938,no
SD,1986,6238,0.021481244,NA,no,no,no,no,12012,34.88389206,no
SD,1987,6209,0.021581575,NA,yes,no,yes,no,12683,35.06383514,no
SD,1988,6634,0.022158576,NA,yes,no,yes,no,13183,35.2175293,no
SD,1989,6704,0.022673031,0.25999999,yes,no,yes,no,14038,35.35496902,no
SD,1990,6989,0.021891544,0.25999999,yes,no,yes,no,15488,35.47572327,no
SD,1991,6711,0.021308299,0.330000013,yes,no,yes,no,16014,35.4912529,no
SD,1992,7218,0.022305347,0.419999987,yes,no,yes,no,17055,35.45701599,no
SD,1993,7413,0.018885741,0.25999999,yes,no,yes,no,17600,35.54105377,no
SD,1994,7631,0.020180842,0.400000006,yes,no,yes,no,18568,35.67390823,no
SD,1995,7669,0.020602426,0.400000006,yes,yes,yes,no,18724,35.82715225,secondary
SD,1996,7817,0.022387104,0.469999999,yes,yes,yes,no,20450,36.04701996,secondary
SD,1997,7938,0.018644495,0.589999974,yes,yes,yes,no,21076,36.14574814,secondary
TN,1983,36261,0.028598219,NA,no,no,no,no,10005,34.6253891,no
TN,1984,36523,0.029981108,NA,no,no,yes,no,11123,34.8205986,no
TN,1985,36258,0.030365713,NA,no,no,yes,no,11872,35.03939056,no
TN,1986,39521,0.031122694,NA,no,no,yes,no,12624,35.22371292,secondary
TN,1987,42126,0.029601671,NA,yes,no,yes,no,13483,35.41707611,secondary
TN,1988,44193,0.028647071,NA,yes,no,yes,no,14482,35.51794052,secondary
TN,1989,45639,0.02383926,NA,yes,no,yes,no,15438,35.65180588,secondary
TN,1990,46710,0.025198031,0.430000007,yes,no,yes,no,16309,35.85264587,secondary
TN,1991,47267,0.023547083,0.50999999,yes,no,yes,no,16976,35.93280792,secondary
TN,1992,49994,0.023062767,0.579999983,yes,no,yes,no,18256,36.03310394,secondary
TN,1993,52112,0.022451643,0.583700001,yes,no,yes,no,19139,36.10372925,secondary
TN,1994,54524,0.022265425,0.600899994,yes,no,yes,no,20088,36.17985535,secondary
TN,1995,56214,0.022396555,0.641900003,yes,no,yes,no,21109,36.29959106,secondary
TN,1996,58435,0.021203047,0.633100033,yes,no,yes,no,21800,36.45207977,secondary
TN,1997,60526,0.020239236,0.606700003,yes,no,yes,no,22699,36.596241,secondary
TX,1983,131883,0.028987816,NA,no,no,no,no,12206,32.34232712,no
TX,1984,137737,0.028401954,NA,no,no,no,no,13227,32.41722488,no
TX,1985,143263,0.025673063,NA,no,no,yes,no,13980,32.48801041,no
TX,1986,148348,0.024044814,NA,no,no,yes,no,13972,32.54019165,primary
TX,1987,151186,0.021562843,NA,yes,no,yes,no,14267,32.67171478,primary
TX,1988,156458,0.02167994,NA,yes,no,yes,no,15118,32.81078339,primary
TX,1989,159512,0.021126937,NA,yes,no,yes,no,16110,33.02727509,primary
TX,1990,162232,0.020033039,0.680000007,yes,no,yes,no,17290,33.23519135,primary
TX,1991,158756,0.019388244,0.680000007,yes,no,yes,no,17985,33.33799362,primary
TX,1992,163329,0.018729068,0.689999998,yes,no,yes,no,18886,33.46712112,primary
TX,1993,167611,0.018155133,0.689999998,yes,no,yes,no,19606,33.55478668,primary
TX,1994,178348,0.017869558,0.709999979,yes,no,yes,no,20312,33.63592911,primary
TX,1995,181096,0.017576313,0.720000029,yes,yes,yes,no,21320,33.75754547,primary
TX,1996,185386,0.020184912,0.74000001,yes,yes,yes,no,22345,33.84126663,primary
TX,1997,198700,0.017679919,0.75,yes,yes,yes,no,23707,33.95248032,primary
UT,1983,11221,0.025220569,NA,no,no,yes,yes,9582,28.55427742,no
UT,1984,11661,0.027013121,NA,no,no,yes,yes,10429,28.73571968,no
UT,1985,12037,0.025172384,NA,no,no,yes,yes,11017,28.91510963,no
