"id","water_bill","barrel","barrel_num","yard_size","home_garden","home_garden_num","attitude_env","temperature"
400,271.68,"No barrel",0,27549,"No home garden",0,4,85.3393220338983
401,209.13,"No barrel",0,22512,"No home garden",0,5,67.0861016949153
402,224.33,"No barrel",0,21336,"Home garden",1,9,77.4884745762712
403,198.13,"No barrel",0,12950,"No home garden",0,3,64.9271186440678
404,219.19,"No barrel",0,26771,"Home garden",1,7,72.7779661016949
405,147.52,"Barrel",1,12474,"No home garden",0,6,66.3010169491525
406,201.83,"No barrel",0,15037,"Home garden",1,10,82.1989830508475
407,185.17,"Barrel",1,21735,"Home garden",1,8,78.4698305084746
408,254.96,"No barrel",0,33339,"Home garden",1,7,85.9281355932203
409,171.68,"Barrel",1,21485,"No home garden",0,6,75.5257627118644
410,251.87,"No barrel",0,19231,"No home garden",0,6,88.0871186440678
411,186.05,"Barrel",1,11639,"No home garden",0,4,75.9183050847458
412,174.26,"Barrel",1,23759,"No home garden",0,4,56.0949152542373
413,210.55,"No barrel",0,19035,"No home garden",0,7,62.5718644067797
414,236.6,"No barrel",0,12768,"No home garden",0,4,73.1705084745763
415,188.31,"Barrel",1,14954,"No home garden",0,5,83.1803389830508
416,189.69,"Barrel",1,23186,"No home garden",0,6,90.4423728813559
417,169.15,"Barrel",1,18246,"No home garden",0,6,81.8064406779661
418,216.6,"No barrel",0,12380,"No home garden",0,6,81.4138983050848
419,254.69,"No barrel",0,30214,"No home garden",0,5,90.2461016949153
420,170.96,"No barrel",0,9743,"No home garden",0,8,58.6464406779661
421,177.28,"Barrel",1,14253,"No home garden",0,6,84.1616949152542
422,191.08,"No barrel",0,16838,"No home garden",0,5,64.5345762711864
423,260.63,"No barrel",0,21306,"No home garden",0,5,88.0871186440678
424,195.57,"No barrel",0,12565,"No home garden",0,6,66.6935593220339
425,250.1,"No barrel",0,29013,"No home garden",0,5,76.8996610169492
426,238.95,"Barrel",1,28754,"No home garden",0,1,64.7308474576271
427,258.69,"Barrel",1,33999,"No home garden",0,3,81.4138983050848
428,159.63,"No barrel",0,4514,"No home garden",0,5,72.9742372881356
429,233.18,"No barrel",0,28854,"No home garden",0,5,73.955593220339
430,226.18,"Barrel",1,32674,"Home garden",1,8,76.1145762711865
431,221.2,"Barrel",1,25658,"No home garden",0,1,73.5630508474576
432,208.29,"No barrel",0,9121,"No home garden",0,3,82.5915254237288
433,206.17,"Barrel",1,20175,"No home garden",0,7,76.8996610169492
434,293.28,"No barrel",0,33906,"No home garden",0,4,84.1616949152542
435,260.73,"No barrel",0,14747,"No home garden",0,2,81.4138983050848
436,202.98,"Barrel",1,27357,"Home garden",1,7,88.4796610169492
437,240.17,"No barrel",0,19782,"No home garden",0,3,69.6376271186441
438,155.14,"Barrel",1,3006,"No home garden",0,9,87.1057627118644
439,157.46,"Barrel",1,4741,"No home garden",0,5,65.1233898305085
440,186.63,"No barrel",0,6697,"Home garden",1,10,67.6749152542373
441,184.82,"Barrel",1,19251,"No home garden",0,7,69.2450847457627
442,178.85,"Barrel",1,16104,"No home garden",0,7,67.6749152542373
443,203.99,"No barrel",0,4106,"No home garden",0,6,84.3579661016949
444,164.37,"Barrel",1,11793,"No home garden",0,2,64.9271186440678
445,177.08,"No barrel",0,11378,"No home garden",0,9,81.6101694915254
446,184.46,"Barrel",1,14103,"No home garden",0,2,71.6003389830509
447,250.94,"No barrel",0,30836,"No home garden",0,5,78.862372881356
448,217.1,"No barrel",0,20782,"Home garden",1,7,76.5071186440678
449,207.97,"Barrel",1,31260,"Home garden",1,9,83.5728813559322
450,190.13,"Barrel",1,20661,"No home garden",0,2,78.862372881356
451,186.14,"Barrel",1,13977,"No home garden",0,4,73.7593220338983
452,226.82,"No barrel",0,17355,"No home garden",0,2,76.5071186440678
453,198.93,"No barrel",0,21482,"Home garden",1,8,69.8338983050847
454,119.71,"Barrel",1,13677,"No home garden",0,8,66.6935593220339
455,229.93,"Barrel",1,26645,"No home garden",0,4,84.7505084745763
456,180.06,"Barrel",1,11934,"No home garden",0,4,68.8525423728814
457,201.93,"Barrel",1,21117,"No home garden",0,5,73.1705084745763
458,241.86,"No barrel",0,22077,"No home garden",0,3,64.3383050847458
459,158.09,"Barrel",1,16688,"No home garden",0,6,66.1047457627119
460,244.47,"No barrel",0,38528,"Home garden",1,6,55.5061016949153
461,239.8,"Barrel",1,18839,"No home garden",0,3,88.2833898305085
462,237.47,"Barrel",1,31148,"No home garden",0,4,91.8162711864407
463,224.6,"No barrel",0,17226,"No home garden",0,5,80.04
464,131.08,"Barrel",1,3494,"No home garden",0,5,61.786779661017
465,152.13,"Barrel",1,19242,"No home garden",0,8,68.0674576271187
466,217.99,"No barrel",0,17631,"No home garden",0,5,91.4237288135593
467,99.63,"Barrel",1,7341,"No home garden",0,6,45.3
468,246.4,"No barrel",0,36758,"Home garden",1,6,79.2549152542373
469,159.77,"Barrel",1,16308,"No home garden",0,3,59.4315254237288
470,216.95,"No barrel",0,12537,"No home garden",0,5,70.8152542372881
471,178.75,"No barrel",0,3592,"No home garden",0,6,80.4325423728814
472,204.05,"No barrel",0,13035,"No home garden",0,3,72.9742372881356
473,267.06,"Barrel",1,32190,"Home garden",1,6,99.2745762711864
474,197.12,"Barrel",1,18444,"No home garden",0,4,68.8525423728814
475,244.41,"No barrel",0,33438,"Home garden",1,5,83.5728813559322
476,281.83,"No barrel",0,33103,"No home garden",0,2,77.4884745762712
477,216.74,"Barrel",1,21262,"No home garden",0,2,70.0301694915254
478,153.14,"Barrel",1,17543,"No home garden",0,6,62.5718644067797
479,185.92,"Barrel",1,18878,"No home garden",0,4,58.8427118644068
480,245.79,"No barrel",0,20398,"No home garden",0,2,57.0762711864407
481,236.07,"No barrel",0,33642,"Home garden",1,7,55.3098305084746
482,269.57,"No barrel",0,37338,"Home garden",1,6,71.0115254237288
483,245.82,"No barrel",0,27251,"No home garden",0,6,69.2450847457627
484,170.21,"Barrel",1,24893,"No home garden",0,6,67.4786440677966
485,267.53,"No barrel",0,19375,"No home garden",0,2,77.8810169491526
486,256.15,"Barrel",1,28103,"No home garden",0,4,99.8633898305085
487,212.33,"No barrel",0,15588,"Home garden",1,8,80.4325423728814
488,202.83,"Barrel",1,25928,"No home garden",0,5,73.5630508474576
489,250.38,"No barrel",0,31002,"No home garden",0,4,58.2538983050847
490,179.96,"Barrel",1,8360,"No home garden",0,5,78.0772881355932
491,182.15,"Barrel",1,20315,"No home garden",0,7,69.2450847457627
492,189.84,"Barrel",1,21202,"Home garden",1,10,84.946779661017
493,179.33,"Barrel",1,17548,"No home garden",0,6,78.6661016949153
