"date","m_holiday","m_workingday","m_temp","m_atemp","m_humidity","m_windspeed","m_season","m_weather","total_casual","total_registered","total_count"
2012-01-19,0,1,4.07961728089049,7.15221719998116,49.6139003914617,16.4507367732338,"1","1",748,4082,4984
2012-02-01,0,1,16.8071619207968,19.8904198050029,50.5820825668942,16.0557041715637,"1","1",862,5207,6231
2012-02-02,0,1,13.4838827582524,16.955573703405,67.4117976441978,16.1526362198856,"1","1",692,4471,5407
2012-02-03,0,1,9.63759058997851,13.0767199962538,51.634013652326,14.8704864517857,"1","1",914,4747,5856
2012-02-04,0,0,8.1595511742358,11.0811220855937,77.099229913373,12.1596933900475,"1","1",983,3390,4433
2012-02-05,0,0,8.61142283676613,10.8408366853376,68.4486002422247,15.2314891424304,"1","2",846,3518,4550
2012-02-06,0,1,8.5894825558304,12.3971721602985,62.7623040747752,13.0997556772975,"1","1",782,4452,5391
2012-02-07,0,1,11.5765629114777,15.1573769775874,49.4309788043772,14.2220298833916,"1","1",778,5091,5993
2012-02-08,0,1,7.63949785721921,11.0697411856202,73.9356506445919,12.7609526041623,"1","2",690,3558,4313
2012-02-09,0,1,8.08501347361657,10.7431826449611,55.8131401712611,15.6851794364405,"1","1",703,4582,5440
2012-02-10,0,1,7.86708824017973,12.2710208193984,54.0627927815638,10.594746008743,"1","2",771,4519,5494
2012-02-11,0,0,5.58302694272559,8.31646967458177,73.647362890999,21.8455989691189,"1","3",751,2905,3764
2012-02-12,0,0,1.95649947204154,3.74630069503748,47.2124951645575,30.8306703306961,"1","1",595,2388,3060
2012-02-13,0,1,5.67438729192962,9.00233758570235,41.5563452771411,15.5383792565055,"1","1",595,4272,5046
2012-02-14,0,1,10.319474609893,13.9007621566666,50.9724685531946,11.9642631429629,"1","2",675,4661,5538
2012-02-15,0,1,11.8456180729022,14.9053251857845,52.0451550210977,14.3076313206847,"1","1",702,4942,5798
2012-02-16,0,1,9.98183189702439,13.493909131718,75.5687198168678,9.35876644961911,"1","2",565,3847,4593
2012-02-17,0,1,11.4233883921858,15.1674057924581,63.112763403568,15.4401101284638,"1","1",885,4712,5819
2012-02-18,0,0,11.5962369813358,14.720972880229,54.7314115288468,16.8425269056502,"1","1",2156,3797,5991
2012-02-19,0,0,8.30781927691633,10.8381104536233,50.8904213334319,20.3586771976312,"1","2",1266,2997,4249
2012-03-01,0,1,17.0032589696113,19.9207736381792,61.1017264123339,18.340003198679,"1","1",837,5584,6634
2012-03-02,0,1,11.5858123010254,15.1684672907994,64.793071801727,12.7172930099375,"1","1",752,3871,4852
2012-03-03,0,0,13.6610781366525,17.4812938190639,62.0234607080292,14.0524125466069,"1","1",1579,4043,5724
2012-03-04,0,0,10.839383718738,12.3026836915647,39.6486758916228,25.9210081961105,"1","1",1382,3620,5045
2012-03-05,0,1,6.84447199482463,9.63265047875667,49.5476560157678,18.7903452035918,"1","1",766,4058,4893
2012-03-06,0,1,8.14364109281402,10.7272048069111,45.5117158631441,15.6270223544198,"1","1",844,4649,5583
2012-03-07,0,1,12.9090425324449,16.3420584021259,51.7421408523888,25.3604995738985,"1","1",1034,5359,6565
2012-03-08,0,1,18.3119552146978,22.4405972886234,57.0579452295539,33.0706800485724,"1","1",1079,5813,7078
2012-03-09,0,1,14.1316188244673,17.0044254387618,40.6114522017598,30.150110695747,"1","1",1077,5047,6261
2012-03-10,0,0,8.87315120395446,10.9754738432783,34.5359537333729,17.8743735645508,"1","1",1603,4058,5755
2012-03-11,0,0,11.6775885742627,14.8915187028958,47.5758614662898,18.3531096720914,"1","1",2465,4138,6564
2012-03-12,0,1,16.2919985787104,19.331837567462,49.5590262713199,16.7172524903961,"1","1",1476,5379,6979
2012-03-13,0,1,19.9134727645411,22.8663264256722,62.6948762199356,19.1276721332974,"1","1",1386,6021,7552
2012-03-14,0,1,20.1753013420288,23.5063421009782,50.4619778329464,10.7601214681159,"1","1",1673,6255,8076
2012-03-15,0,1,19.2632929803826,23.2431468935667,57.0914566414271,14.6630842905987,"1","1",1640,6092,7916
2012-03-16,0,1,15.311388706388,18.6135323960488,84.4804716635147,10.5090266093899,"1","2",1219,4771,6040
2012-03-17,0,0,18.0334969853053,21.7742222013348,74.4990294813225,10.9387281804119,"1","2",4156,5613,9700
2012-03-18,0,0,16.6289929091075,19.7571097682124,81.5544289029923,10.728426095403,"1","2",3129,4612,7607
2012-03-19,0,1,19.7416642396467,22.9178019604585,73.4383331338817,15.1204912504442,"1","1",1676,6070,7915
2012-04-01,0,0,18.6362670046989,18.0277905674952,67.9498297434165,15.2927669240635,"2","2",3236,4631,7758
2012-04-02,0,1,18.865993538552,18.047909317925,49.6458886344543,23.9695568597465,"2","1",1929,5622,7617
2012-04-03,0,1,19.6619803816517,20.0122196719944,38.5337671936245,9.36496144304998,"2","1",2092,6336,8522
2012-04-04,0,1,22.6596914062083,22.6353963979581,47.4133481780125,15.7113952709673,"2","1",1766,6301,8249
2012-04-05,0,1,18.9899841413426,18.8734515252915,37.3047100768137,17.1369895073109,"2","1",1892,6138,8249
2012-04-06,0,1,17.3837733591264,16.4141352521236,38.5738298657531,23.4748665163437,"2","1",2687,5588,8230
2012-04-07,0,0,19.441464430468,17.9521570019857,25.6091360250447,19.6531272024179,"2","1",4234,4539,8642
2012-04-08,0,0,21.3519509064523,21.1767129090433,27.0621155080028,17.8708497802312,"2","1",3081,3872,6887
2012-04-09,0,1,20.5798711549061,20.6721334177091,32.2207377028176,26.8940440416785,"2","1",1547,5612,7311
2012-04-10,0,1,19.6043136321855,18.7600389016228,43.6516421829655,19.8762749983063,"2","1",1443,6025,7644
2012-04-11,0,1,15.9184926764815,14.0776659806026,47.1397774590566,23.8666959535539,"2","1",1077,5240,6488
2012-04-12,0,1,17.7282075302418,16.1987781904542,46.7935283850235,23.1388675201192,"2","1",1308,5621,7112
2012-04-13,0,1,18.7329036860455,18.2785300101316,42.1778473904116,13.7722263396349,"2","1",1989,6056,8146
2012-04-14,0,0,21.2029158401808,20.8598290154194,50.0108429874615,15.6143442431708,"2","1",3746,5578,9301
2012-04-15,0,0,25.4769022482572,24.7784873420097,51.4047139086706,17.6832578312206,"2","1",3814,5211,8958
2012-04-16,1,0,28.3183235121583,26.5908023589943,55.554322258275,22.7172211783653,"2","1",1960,6106,8106
2012-04-17,0,1,25.434667286209,26.0740175935487,39.0103168752768,21.1018241279785,"2","1",1677,6627,8463
2012-04-18,0,1,19.9448009838433,19.7583781374883,57.5899574852037,13.7241911865494,"2","2",947,4932,6043
2012-04-19,0,1,21.2136778267175,21.2430217870285,61.5621450967379,7.5169776690116,"2","1",1497,6641,8331
2012-05-01,0,1,25.963794322384,24.9660447480644,65.6582084193272,14.5934107455343,"2","2",1327,6019,7454
2012-05-02,0,1,23.7860558192176,22.9603659917248,79.5262548268761,12.5505791245989,"2","1",1309,6439,7891
2012-05-03,0,1,23.65798516134,23.2309205188915,76.7350136193605,11.4698125325251,"2","1",1342,6559,8206
2012-05-04,0,1,27.337931468032,25.6525838643102,74.1222324312947,13.6663517656436,"2","1",1797,6108,8059
2012-05-05,0,0,26.526987990703,25.0445918396657,75.182458165946,13.8643856137572,"2","1",3422,5287,8682
2012-05-06,0,0,24.6802323867131,23.6308878420041,73.9733089358041,13.5232494801345,"2","2",2937,5134,8062
2012-05-07,0,1,23.0740769840708,22.5112872927503,65.3132524201414,19.3325430969656,"2","2",1694,6202,8061
2012-05-08,0,1,25.219942798336,24.1309591468337,68.1995038538956,23.1384059173974,"2","2",1408,5909,7503
2012-05-09,0,1,24.8559354320575,24.0319752359961,74.9671151596802,17.0440926466355,"2","2",1254,4970,6454
2012-05-10,0,1,21.8300312044266,21.0065120145569,55.055822296824,25.0638417603986,"2","1",1761,6465,8271
2012-05-11,0,1,22.7238579299416,22.4772848362543,35.8917397018266,17.9232122231971,"2","1",2042,6622,8821
2012-05-12,0,0,24.7738804189603,23.4465686085002,46.7874104040882,11.1425351977364,"2","1",3582,5704,9211
2012-05-13,0,0,25.6583960783445,25.1723673985887,57.6449725300558,17.5766883801097,"2","1",3009,4831,7832
2012-05-14,0,1,24.2682414028951,23.7095113562291,79.4048825301292,16.3251166929587,"2","2",882,3441,4443
2012-05-15,0,1,25.9053540362254,25.0678813246455,79.7584130991614,13.1299080762138,"2","3",1264,5401,6767
2012-05-16,0,1,27.2823894178478,25.7005633812188,69.5598590389568,11.5815160609432,"2","1",1683,7340,9273
2012-05-17,0,1,25.3208989423953,24.7939278918116,52.3587659473603,17.3018164833333,"2","1",1952,7078,9212
2012-05-18,0,1,24.2721389890148,23.5971565617697,52.2356460923319,12.9924686797165,"2","1",2350,7012,9450
2012-05-19,0,0,24.8362166334954,24.1340580776327,46.1416257239669,7.55722031517059,"2","1",4463,5814,10151
2012-06-01,0,1,28.2980684729945,26.4227257884784,76.6313608176555,17.4553326821358,"2","3",1189,4552,5767
2012-06-02,0,0,24.9449702786751,24.332812693583,54.916262833973,15.6792926012532,"2","1",3732,6248,9993
2012-06-03,0,0,25.1018950122148,25.1403564952034,50.0035372444054,15.0594882316417,"2","1",3406,6048,9416
2012-06-04,0,1,25.7836338768189,25.0305692781847,48.3777455438607,21.9190052993823,"2","1",1760,6821,8749
2012-06-05,0,1,23.3323142041214,22.7409745539359,61.5870866736196,16.2846273887891,"2","1",1628,6934,8798
2012-06-06,0,1,23.8178535933008,23.2428694366641,61.0355007827143,8.72908947785133,"2","1",1725,6925,8836
2012-06-07,0,1,26.1597093792948,24.4943179583214,56.9475794674166,12.7926931161661,"2","1",1739,7362,9277
2012-06-08,0,1,27.6481435618414,25.8900404687575,47.4874724177469,14.7065857676262,"2","1",2236,7183,9613
2012-06-09,0,0,29.8331075072048,28.2682295023516,44.3780274949337,14.1150772957302,"2","1",3653,5663,9289
2012-06-10,0,0,30.7691238420294,28.5829185485421,52.5300632138623,11.3214732442249,"2","1",3037,5282,8341
2012-06-11,0,1,30.888313250755,28.7882828427901,59.2346855317608,15.6980803118772,"2","1",1647,6541,8459
2012-06-12,0,1,27.8487561622268,25.7190711677773,83.1221303139708,19.1349122861735,"2","3",1076,5389,6687
2012-06-13,0,1,28.0325394060022,26.2182576346793,58.8646092375368,26.5300234348997,"2","1",1885,7169,9178
2012-06-14,0,1,28.4476560646749,27.1098378352586,57.6199844203786,19.1000434908695,"2","1",1897,7096,9194
2012-06-15,0,1,27.3032334084494,25.9344995519514,58.9918502478085,15.3225840778225,"2","1",2357,7023,9476
2012-06-16,0,0,26.7922104138686,25.6582084062637,50.1254070358064,14.0010834099737,"2","1",3955,5639,9537
2012-06-17,0,0,25.265392843722,24.6698650915827,60.1607677441528,12.7340257442544,"2","1",3588,5283,8715
2012-06-18,0,1,23.8246103777187,23.3938276420162,77.4216056634872,14.5855112289988,"2","2",1272,5381,6789
2012-06-19,0,1,29.1042023857771,28.2000498467761,69.2105168193953,13.9636700890821,"2","1",1617,6762,8581
2012-07-01,0,0,38.0301976495622,33.21752892849,52.4127981299793,14.7537382301839,"3","1",2176,5056,7213
2012-07-02,0,1,36.6220386702453,30.3596245210453,44.9459999011251,16.8496617352075,"3","1",1530,6252,7998
2012-07-03,0,1,36.9308442659802,30.3939123114711,48.4021126411877,11.6565798224209,"3","1",1744,6529,8446
2012-07-04,1,0,36.014023964227,32.2297411904524,53.677691982037,11.3127941669976,"3","1",3473,5761,9209
2012-07-05,0,1,37.7316345332433,32.9564156628391,45.2678514569726,16.4376839217596,"3","1",2194,5741,7954
2012-07-06,0,1,37.4473672375065,32.5456228349776,45.3451343813966,13.9491552164086,"3","1",2110,5718,7981
2012-07-07,0,0,39.1028183860325,35.2889062496456,49.8887325072933,14.4392437945913,"3","1",2218,4287,6502
2012-07-08,0,0,38.09815451937,34.8335711497493,57.5407644396411,10.9195325795169,"3","1",1892,4352,6323
2012-07-09,0,1,32.5667294837785,28.4099608416797,68.235005461893,14.0772848829415,"3","2",1703,6497,8330
2012-07-10,0,1,32.5665727790446,28.8830119667546,66.9306920250443,13.7788558817511,"3","1",1667,6267,8028
2012-07-11,0,1,33.9859261586601,28.4194081930505,63.4278567536088,11.9462126323656,"3","1",1601,7217,9049
2012-07-12,0,1,32.7919833186837,28.6937831807223,52.3410683706495,12.5252166894631,"3","1",1758,7334,9203
2012-07-13,0,1,33.627201377736,28.9715723330226,49.2305962164662,8.67977321798456,"3","2",2264,6897,9321
2012-07-14,0,0,33.3443649732548,29.4856998890905,69.4002878565105,13.7424090876669,"3","2",3255,5558,8781
2012-07-15,0,0,34.8095383197356,30.6736648161406,71.5849224263212,14.6111334524753,"3","1",2699,4990,7759
2012-07-16,0,1,34.7779607215488,31.9259085237321,64.4975059088394,14.5863053260252,"3","1",1859,6633,8644
2012-07-17,0,1,37.3355824351012,33.0181576530675,50.8870810376655,10.3400522092865,"3","1",1522,6777,8580
2012-07-18,0,1,36.6507135931236,33.0216274236007,57.1882307612983,12.8620671823859,"3","1",1423,5799,7451
2012-07-19,0,1,35.5152720812507,31.1322353384563,59.8481346014214,13.2941420978169,"3","1",1558,6613,8384
2012-08-01,0,1,33.5633676327017,28.9508297409886,67.5807328300135,11.6416612410347,"3","1",1782,7418,9377
2012-08-02,0,1,35.1704715092301,31.1379211851757,65.6381586331381,11.7266944712875,"3","1",1697,7162,9016
2012-08-03,0,1,35.1244730036629,31.3703761485722,64.0577867383399,18.5057063519932,"3","1",2022,6754,8933
2012-08-04,0,0,36.0532776417737,32.8001160729232,60.1060173791483,20.9438040860874,"3","1",3213,5396,8607
2012-08-05,0,0,36.1541503975072,31.7989931080098,65.0701065317548,21.3945324749135,"3","1",2552,4667,7177
2012-08-06,0,1,34.9873995880127,30.6557306271912,64.5515309781347,12.5706823627787,"3","1",1956,6690,8822
2012-08-07,0,1,33.5818920837431,30.3281092697188,71.1384556985353,10.8019319939715,"3","2",1994,6873,9087
2012-08-08,0,1,34.9751851322014,31.2182094691175,66.3872957382899,10.2565867067406,"3","2",1991,7203,9344
2012-08-09,0,1,34.8664874382423,30.349240021252,62.83750722623,11.9724322683921,"3","1",1852,6984,9103
2012-08-10,0,1,33.6864573430361,28.9385223405549,71.5004527060007,19.5529463301839,"3","1",1745,5602,7516
2012-08-11,0,0,32.5858282539037,27.8447442791316,73.1317254727232,16.7991710701941,"3","1",3110,4961,8064
2012-08-12,0,0,33.0501534883589,27.9641153048965,52.4277186943898,11.1154327377974,"3","1",3106,5284,8292
2012-08-13,0,1,33.5015467916124,28.8038304335764,55.1356030638643,13.0855648601129,"3","1",1907,6581,8664
2012-08-14,0,1,33.6858641075744,29.4233720901529,68.7449483654908,14.4618776652445,"3","1",1822,6567,8512
2012-08-15,0,1,32.199498528083,28.3392771871226,62.0564951561011,14.8496359057301,"3","1",1901,7103,9156
2012-08-16,0,1,33.6634766982993,28.034455869168,52.5302700870371,12.8686902293761,"3","1",2034,7201,9468
2012-08-17,0,1,33.9178933691682,9.9656482213158,57.1970378390137,18.0100032363564,"3","1",2226,6571,8897
2012-08-18,0,0,31.5030736820645,26.5339093955236,60.2705935973435,15.7865581195217,"3","1",3817,5962,9699
2012-08-19,0,0,30.257809388939,26.3039873802263,71.0811465586529,8.79553966279733,"3","2",1869,4258,6213
2012-09-01,0,0,34.4182154697318,30.7112339044887,64.5658910659049,9.52162547079475,"3","2",3163,4664,7873
2012-09-02,0,0,32.7507351829546,28.2502479363122,81.1547990336322,8.27033937829994,"3","1",3507,4120,7582
2012-09-03,1,0,32.8729072540916,28.8873722608034,79.0155502452046,13.4332204721319,"3","1",2749,4998,7710
2012-09-04,0,1,33.5467928342438,29.7626382182479,74.99347072997,19.2880422520635,"3","1",1595,6944,8624
2012-09-05,0,1,33.8318629471953,30.7206815703708,73.9166394364168,15.4955706405501,"3","1",1514,7192,8862
2012-09-06,0,1,32.8729042038179,28.4315081945578,81.3123432640998,12.4849325460592,"3","1",1227,6501,7979
2012-09-07,0,1,32.4497446512993,28.5044045915924,73.4436806950257,14.1832435911029,"3","1",1715,7378,9299
2012-09-08,0,0,30.0974213139323,26.4526778526529,79.9757454911028,22.0416603100636,"3","1",2324,5350,7701
2012-09-09,0,0,29.3870136337741,25.0593091696125,54.6650249084615,18.9377402320796,"3","1",3485,6564,10041
2012-09-10,0,1,28.4356765536741,24.4302720191953,50.3395798041001,21.6174155707211,"3","1",1773,7341,9316
2012-09-11,0,1,27.0471773365994,23.7816422824436,53.4832729006118,9.56515003053211,"3","1",1751,7618,9584
2012-09-12,0,1,29.0502921711807,24.8754848841435,58.4759852219114,12.796073568755,"3","1",1757,7735,9685
2012-09-13,0,1,28.9783756237691,25.0697330087292,63.2130102850273,8.38768389342056,"3","1",1691,7656,9638
2012-09-14,0,1,30.2152143239927,25.7664013018916,67.188513060459,9.34732718569746,"3","1",2087,7550,9865
2012-09-15,0,0,29.0135270968262,25.28761904741,50.0980891649123,18.9308415212338,"3","1",4132,6480,10575
2012-09-16,0,0,27.378105025814,24.307602986949,57.6298679508418,8.15859223932627,"3","1",3007,6059,9145
2012-09-17,0,1,27.8941765669044,23.9819781325122,73.7333881333793,11.574787856209,"3","1",1738,6748,8646
2012-09-18,0,1,29.2973151821078,24.4473072844903,87.6625082293129,26.1496768335399,"3","2",963,4601,5682
2012-09-19,0,1,26.8708039162034,23.006574070563,53.2127153644264,16.5335393730387,"3","1",1417,7744,9421
2012-10-01,0,1,20.7132230350986,21.9058321183739,64.0856087995181,9.34844660408835,"4","1",1390,6982,8537
2012-10-02,0,1,23.8304020543402,23.1841980839684,86.9210848317118,12.1469829939035,"4","3",911,5258,6335
2012-10-03,0,1,26.4874636105128,25.6996174333572,79.5462493769675,7.88911286805248,"4","2",1374,7769,9413
2012-10-04,0,1,25.1600205308294,26.425432365351,73.1909189885174,10.5289249183354,"4","1",1532,7356,9154
2012-10-05,0,1,24.5556797506724,25.0552119726453,62.5639318064649,11.3076374297538,"4","1",2252,7531,9989
2012-10-06,0,0,21.373283898853,23.4262412447098,66.2471944331912,19.711392281215,"4","1",4035,5885,9823
2012-10-07,0,0,16.0604721537273,17.7761003897378,70.843488593345,12.5122010134028,"4","2",1434,3625,5094
2012-10-08,1,0,13.9688684678037,16.5933063054935,71.1690230729203,16.7969240517924,"4","2",1504,5493,7200
2012-10-09,0,1,16.8658891939209,18.2570046069724,75.8724721145785,17.201491995661,"4","2",1226,6675,8114
2012-10-10,0,1,20.0648760598928,21.5334937133542,62.8371681858923,15.5080062111396,"4","1",1349,7833,9529
2012-10-11,0,1,17.173652462696,18.2273533254741,46.6538856519541,15.5251579644167,"4","1",1457,7640,9344
2012-10-12,0,1,16.9723017862958,18.4079328107844,52.940606235055,18.0299207864917,"4","1",1769,7131,9086
2012-10-13,0,0,15.6432647772772,16.4675376721677,49.115235684213,13.1825329855223,"4","1",3172,5814,8875
2012-10-14,0,0,19.8090828638404,21.8925063231287,64.2123384120367,19.8672151288817,"4","1",2909,5473,8460
2012-10-15,0,1,22.4446221558668,22.9738974945176,69.7165216888489,22.1408836737723,"4","2",1369,6051,7626
2012-10-16,0,1,18.6575477160684,19.6450948089133,55.481625402395,16.1461425894207,"4","1",1582,7526,9341
2012-10-17,0,1,17.5280367880387,19.1405278692256,70.3250697392429,9.00918060773363,"4","1",1666,7395,9262
2012-10-18,0,1,20.732092165847,22.0423934424062,71.3809626489435,19.6415237372911,"4","2",1706,7394,9352
2012-10-19,0,1,22.5275209376023,23.1250522574659,81.7999761677846,11.9380031905826,"4","1",1381,5589,7067
2012-11-01,0,1,13.8087784244554,15.4170478124738,59.6378209493431,12.9649034659104,"4","2",1108,6435,7728
2012-11-02,0,1,13.9298978843185,15.1704407626451,51.462661871835,20.0853958918023,"4","1",1286,6156,7552
2012-11-03,0,0,13.4057947505134,13.2532914824912,49.6803235213016,21.8145513873712,"4","2",1690,5010,6808
2012-11-04,0,0,13.0708272925836,13.9500189133179,52.8015680461724,14.5184343760132,"4","1",1903,4836,6778
2012-11-05,0,1,12.6212536529028,12.6475530040911,49.0616090500473,20.1932874354772,"4","1",896,5797,6918
2012-11-06,0,1,10.5992044267259,11.559930694633,57.3659535594498,13.4311530631875,"4","1",1048,6167,7384
2012-11-07,0,1,10.8539432111456,11.0363759267199,54.3034785763022,23.7534443282761,"4","2",937,5603,6700
2012-11-08,0,1,13.0529205381953,14.688222927733,32.6508798583509,26.1505189318416,"4","1",857,5863,6954
2012-11-09,0,1,13.9193928729174,14.9222978155761,53.1834695189553,17.8528450028866,"4","1",1402,6207,7711
2012-11-10,0,0,13.9559650019514,16.4713000294703,65.1190216812181,7.0751444768504,"4","1",2878,5389,8317
2012-11-11,0,0,17.1069181651149,18.2879113891345,67.0906349124686,12.361687973302,"4","1",3151,5463,8603
2012-11-12,1,0,18.6621174981997,20.4570106007754,74.1585918121595,15.0051980167368,"4","1",1820,6100,8002
2012-11-13,0,1,13.4247944245984,13.693075385169,66.1296272811978,26.3294294156276,"4","1",923,4669,5755
2012-11-14,0,1,10.7132465100284,11.7981741599285,55.5891545583044,16.4363896423455,"4","1",988,6050,7201
2012-11-15,0,1,12.4318905676964,13.7129396572404,62.5058416233365,11.876739770574,"4","2",908,6033,7165
2012-11-16,0,1,12.9503525855051,13.969395181106,52.9629701763876,13.7287216773843,"4","1",1179,6125,7444
2012-11-17,0,0,12.2355377010533,13.9493167203692,54.5876800093503,15.5863976972089,"4","1",2059,5252,7305
2012-11-18,0,0,13.1321436514725,14.1092657735106,69.9397636170322,18.1420292487915,"4","1",1588,4649,6300
2012-11-19,0,1,14.3583263323876,15.9186875154592,62.3931954905837,17.5986420074967,"4","2",1043,5976,7188
2012-12-01,0,0,11.2604458405611,13.0286105646641,79.6373103039724,7.17564059517117,"4","2",1618,5107,6901
2012-12-02,0,0,13.4556078420003,15.364683784178,82.5090740062418,10.4504005302887,"4","2",1590,4632,6328
2012-12-03,0,1,17.9254740449703,19.2514636801433,76.6302006776669,8.44472149289903,"4","1",1165,6562,7978
2012-12-04,0,1,18.4929665360095,19.9438668873828,73.5206507407648,15.5381491255877,"4","1",1137,6972,8364
2012-12-05,0,1,16.6580701144258,18.0521325252575,49.5788269603001,26.1275496200179,"4","1",934,6302,7464
2012-12-06,0,1,9.35052781725289,10.4514026606093,50.6034301681278,15.6063430376829,"4","1",959,5933,7101
2012-12-07,0,1,10.9296023323349,13.9937575901162,76.1991346769753,10.7930653371474,"4","2",929,5576,6730
2012-12-08,0,0,14.0467900770337,16.4402799356629,91.3013749599005,10.4402016254595,"4","2",1849,5364,7212
2012-12-09,0,0,15.0070741195032,16.4735776394408,90.0214859034905,13.7837180755038,"4","2",1005,3696,4858
2012-12-10,0,1,16.3484097415721,18.5375436262413,92.9802873230903,15.773527882484,"4","2",929,5708,6833
2012-12-11,0,1,13.8558699993873,13.5428647194603,58.9785354115749,23.2076558170652,"4","1",832,6123,7259
2012-12-12,0,1,11.6446065309438,12.3853458230328,54.7318973192346,13.7505840196322,"4","2",868,5949,6996
2012-12-13,0,1,11.2257795898902,12.1805119312286,49.4439664211394,13.937551987075,"4","1",988,6019,7270
2012-12-14,0,1,10.4516891711188,11.6363069770002,64.6189567148553,13.4299381106772,"4","1",1020,6071,7352
2012-12-15,0,0,12.2977755118179,13.8316473238273,65.6246168840735,9.6803800144777,"4","1",1394,5195,6732
2012-12-16,0,0,14.2703407374065,15.5846241382299,83.9290951458822,10.6540070256033,"4","2",1141,4171,5438
2012-12-17,0,1,14.9727645984241,16.9530275092617,90.3714511194121,10.6775052569615,"4","2",779,5289,6277
2012-12-18,0,1,15.1736914848191,17.1433967423949,66.0478924301024,17.2351033788665,"4","1",989,6030,7269
2012-12-19,0,1,11.9015579404121,14.0795759455546,62.2261062835999,15.3577576580388,"4","1",956,5862,6966
