,index,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released_x,Actors,Year,Genre_x,Awards,Runtime,Type,Poster,imdbVotes,Error,Month,Week,English,USA,rating,title,Released_y,Movie,Genre_y,Budget,Revenue,Trailer,Adj_Revenue,Adj_Budget
691,1407065.0,"Rebecca is suspicious of Ernessa, the new arrival at her boarding school. But is Rebecca just jealous of Ernessa's bond with Lucie, or does the new girl truly possess a dark secret?",R,True,English,The Moth Diaries,"Canada, Ireland","Rachel Klein (novel), Mary Harron (screenplay)",3.8,4.9,Mary Harron,2012-05-17,"Sarah Bolger, Anne Day-Jones, Sarah Gadon, Valerie Tian",2012,Horror,N/A,82.0,movie,http://ia.media-imdb.com/images/M/MV5BMjM2NDAxMDU0NV5BMl5BanBnXkFtZTcwNTI1NDY0Nw@@._V1_SX300.jpg,3702.0,,5.0,20.0,1,0,3.0,"Moth Diaries, The",2012-04-20,The Moth Diaries,Horror,,3838.0,,3960.7773939514263,
692,324158.0,An Argentinian Dutch and Latin Comedy Drama where a young naive girl Marcia (Tatiana Saphir) learns about her sexuality. Marcia is kidnapped by 2 punk women Mao (Carla Crespo)& Veronica ...,,True,Spanish,Suddenly,"Argentina, Netherlands","César Aira (novel), Diego Lerman, María Meira, Eloisa Solaas (script)",6.3,6.5,Diego Lerman,2003-06-19,"Tatiana Saphir, Carla Crespo, Veronica Hassan, Beatriz Thibaudin",2003,"Comedy, Drama",20 wins & 6 nominations.,92.0,movie,http://ia.media-imdb.com/images/M/MV5BODA0NjQ5ODA1Ml5BMl5BanBnXkFtZTcwNDQ3NjcyMQ@@._V1_SX300.jpg,675.0,,6.0,25.0,0,0,3.0,Tan de repente,2003-08-27,Suddenly,,,27007.0,,34768.13105118327,
693,209958.0,"An FBI agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",R,True,English,The Cell,"USA, Germany",Mark Protosevich,4.0,6.3,Tarsem Singh,2000-08-18,"Jennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste",2000,"Sci-Fi, Thriller",Nominated for 1 Oscar. Another 4 wins & 18 nominations.,107.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQ3MzM4Mzc1NV5BMl5BanBnXkFtZTgwMjIxNzQxMTE@._V1_SX300.jpg,67514.0,,8.0,33.0,1,0,2.0,"Cell, The",2000-08-18,The Cell,Thriller/Suspense,35000000.0,61280963.0,,84920602.73168245,48501540.284360185
694,304669.0,"Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesn't find a Mrs. Claus.",G,True,English,The Santa Clause 2,USA,"Don Rhymer (screenplay), Cinco Paul (screenplay), Ken Daurio (screenplay), Ed Decter (screenplay), John J. Strauss (screenplay), Leo Benvenuti (characters), Steve Rudnick (characters), Leo Benvenuti (story), Steve Rudnick (story)",4.8,5.5,Michael Lembeck,2002-11-01,"Tim Allen, Elizabeth Mitchell, David Krumholtz, Eric Lloyd",2002,"Comedy, Family, Fantasy",1 win & 3 nominations.,104.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA3OTg1MDQxOF5BMl5BanBnXkFtZTcwMzc0MjAwMQ@@._V1_SX300.jpg,25157.0,,11.0,44.0,1,1,1.0,"Santa Clause 2, The",2002-11-01,The Santa Clause 2,Comedy,65000000.0,139225854.0,,183891331.814026,85852851.49632975
695,72890.0,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,R,True,English,Dog Day Afternoon,USA,"P.F. Kluge (article), Thomas Moore (article), Frank Pierson (screenplay)",,8.1,Sidney Lumet,1975-09-21,"Penelope Allen, Sully Boyar, John Cazale, Beulah Garrick",1975,"Crime, Drama",Won 1 Oscar. Another 13 wins & 17 nominations.,125.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQyNjQ5NjczM15BMl5BanBnXkFtZTYwNDA4MTk4._V1_SX300.jpg,137661.0,,9.0,38.0,1,1,3.0,Dog Day Afternoon,1975-08-29,Dog Day Afternoon,,,46665856.0,,209518049.36844528,
696,116329.0,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,PG,True,English,Fly Away Home,"USA, Canada","Bill Lishman (autobiography), Robert Rodat (screenplay), Vince McKewin (screenplay)",,6.8,Carroll Ballard,1996-09-13,"Jeff Daniels, Anna Paquin, Dana Delany, Terry Kinney",1996,"Adventure, Drama, Family",Nominated for 1 Oscar. Another 4 wins & 4 nominations.,107.0,movie,http://ia.media-imdb.com/images/M/MV5BMTIxNjkwNTgwOF5BMl5BanBnXkFtZTcwMjgwNDkxMQ@@._V1_SX300.jpg,16329.0,,9.0,37.0,1,0,3.0,Fly Away Home,1996-09-13,Fly Away Home,Drama,,25143818.0,,38092884.269999996,
697,106400.0,"A feature adaptation of the classic TV show, when nice guy redneck Jed Clampett strikes it rich when he finds black oil, and moves he and his kin to posh Beverly Hills.",PG,True,English,The Beverly Hillbillies,USA,"Paul Henning (television series), Lawrence Konner (story), Mark Rosenthal (story), Lawrence Konner (screenplay), Mark Rosenthal (screenplay), Jim Fisher (screenplay), Jim Staahl (screenplay)",,4.7,Penelope Spheeris,1993-10-15,"Jim Varney, Diedrich Bader, Erika Eleniak, Cloris Leachman",1993,"Comedy, Family",N/A,92.0,movie,http://ia.media-imdb.com/images/M/MV5BNDI0MjA4NzQwMF5BMl5BanBnXkFtZTcwODY4MTcyMQ@@._V1_SX300.jpg,12092.0,,10.0,41.0,1,1,3.0,"Beverly Hillbillies, The",1993-10-15,The Beverly Hillbillies,Comedy,,42222647.0,,69260537.8376718,
698,770828.0,A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.,PG-13,True,English,Man of Steel,"USA, Canada, UK","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)",5.5,7.4,Zack Snyder,2013-06-14,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",2013,"Action, Adventure, Fantasy",4 wins & 16 nominations.,143.0,movie,http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg,359556.0,,6.0,24.0,1,0,3.0,Man of Steel,2013-06-14,Man of Steel,Action,225000000.0,291045518.0,Play,295640973.5473684,228552631.57894737
699,382932.0,"A rat, who can also cook, makes an unusual alliance with a young kitchen worker at a famous restaurant.",G,True,"English, French",Ratatouille,USA,"Brad Bird (screenwriter), Jan Pinkava (original story by), Jim Capobianco (original story), Brad Bird (original story), Emily Cook (additional story material), Kathy Greenberg (additional story material), Bob Peterson (additional story material)",9.6,8.0,"Brad Bird, Jan Pinkava",2007-06-29,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy",2007,"Animation, Comedy, Family",Won 1 Oscar. Another 46 wins & 21 nominations.,111.0,movie,http://ia.media-imdb.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,339920.0,,6.0,26.0,0,1,0.0,Ratatouille,2007-06-29,Ratatouille,Comedy,150000000.0,206445654.0,,238572749.19504386,173343016.3623429
700,2357263.0,"Thanksgiving for the eccentric Turner clan turns into a train wreck when ""insane"" daughter Nina comes homes for the first time in 15 years.",,True,English,Cold Turkey,USA,Will Slocombe,4.2,4.2,Will Slocombe,2013-11-15,"Alicia Witt, Wilson Bethel, Cheryl Hines, Sonya Walger",2013,"Comedy, Drama",N/A,84.0,movie,http://ia.media-imdb.com/images/M/MV5BMjI3NTc3MzQzNF5BMl5BanBnXkFtZTgwMzEyMDQ1MDE@._V1_SX300.jpg,118.0,,11.0,46.0,1,1,3.0,Pasadena,2013-11-15,Cold Turkey,Comedy,,0.0,,0.0,
701,46303.0,"A weary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act.",,True,English,Shane,USA,"A.B. Guthrie Jr. (screenplay), Jack Sher (additional dialogue), Jack Schaefer (based on the novel by)",,7.7,George Stevens,1953-09-24,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde",1953,"Drama, Western",Won 1 Oscar. Another 3 wins & 9 nominations.,118.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM0Nzg5NzE5Ml5BMl5BanBnXkFtZTcwNzE3NDkyMQ@@._V1_SX300.jpg,23413.0,,9.0,39.0,1,1,1.0,Shane,1953-04-24,Shane,Western,,20000000.0,,175876691.7293233,
702,93409.0,"A veteran cop, Murtaugh, is partnered with a young suicidal cop, Riggs. Both having one thing in common; hating working in pairs. Now they must learn to work with one another to stop a gang of drug smugglers.",R,True,English,Lethal Weapon,USA,Shane Black,6.7,7.6,Richard Donner,1987-03-06,"Mel Gibson, Danny Glover, Gary Busey, Mitch Ryan",1987,"Action, Thriller",Nominated for 1 Oscar. Another 5 wins & 1 nomination.,110.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU1MDMzOTcxNV5BMl5BanBnXkFtZTcwNDY5NjQyMQ@@._V1_SX300.jpg,153833.0,,3.0,10.0,1,1,1.0,Lethal Weapon,1987-03-06,Lethal Weapon,Action,15000000.0,65192350.0,,137136094.80755398,31553417.266187053
703,82198.0,A vengeful barbarian warrior sets off to avenge his tribe and his parents whom were slain by an evil sorcerer and his warriors when he was a boy.,R,True,English,Conan the Barbarian,USA,"Robert E. Howard (stories), John Milius, Oliver Stone",4.3,6.9,John Milius,1982-05-14,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman",1982,"Action, Fantasy, Adventure",Won 1 Golden Globe. Another 1 win & 7 nominations.,129.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMDUyMTcyNF5BMl5BanBnXkFtZTgwMjk2NzQxMTE@._V1_SX300.jpg,93331.0,,5.0,19.0,1,1,1.0,Conan the Barbarian,1982-05-14,Conan the Barbarian,Action,20000000.0,38264085.0,,94916030.82566278,49611028.63202545
704,102573.0,This story is about a ne'er do well and his girlfriend search for a thief.,R,True,English,The Object of Beauty,"UK, USA",Michael Lindsay-Hogg,,5.7,Michael Lindsay-Hogg,1991-04-12,"John Malkovich, Andie MacDowell, Lolita Davidovich, Rudi Davies",1991,"Crime, Comedy, Drama",N/A,103.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI2MzQ4ODQ3MV5BMl5BanBnXkFtZTcwODQyMzgyMQ@@._V1_SX300.jpg,1433.0,,4.0,15.0,1,0,3.0,"Object of Beauty, The",1991-04-12,The Object of Beauty,Comedy,,5186392.0,,9013224.896523032,
705,379786.0,The crew of the ship Serenity tries to evade an assassin sent to recapture one of their number who is telepathic.,PG-13,True,"English, Mandarin",Serenity,USA,Joss Whedon,7.4,8.0,Joss Whedon,2005-09-30,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",2005,"Action, Adventure, Sci-Fi",8 wins & 5 nominations.,119.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI0NTY1MzY4NV5BMl5BanBnXkFtZTcwNTczODAzMQ@@._V1_SX300.jpg,196675.0,,9.0,39.0,0,1,3.0,Serenity,2005-09-30,Serenity,Action,39000000.0,25514517.0,,31296558.775941268,47838091.24278972
706,112508.0,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.",PG-13,True,"English, French, Spanish",Billy Madison,USA,"Tim Herlihy, Adam Sandler",1.6,6.4,Tamra Davis,1995-02-10,"Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras, Bradley Whitford",1995,Comedy,1 nomination.,89.0,movie,http://ia.media-imdb.com/images/M/MV5BMTgwNDg1NjUxN15BMl5BanBnXkFtZTgwOTg0NzQxMTE@._V1_SX300.jpg,81434.0,,2.0,6.0,0,1,1.0,Billy Madison,1995-02-10,Billy Madison,Comedy,,25460475.0,,39624833.46706586,
707,795368.0,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,R,True,English,Death at a Funeral,"USA, Germany, UK, Netherlands",Dean Craig,6.7,7.4,Frank Oz,2007-07-19,"Matthew Macfadyen, Keeley Hawes, Andy Nyman, Ewen Bremner",2007,Comedy,2 wins.,90.0,movie,http://ia.media-imdb.com/images/M/MV5BMTIwNjYyODU1NF5BMl5BanBnXkFtZTcwMDk4OTQ0MQ@@._V1_SX300.jpg,74756.0,,7.0,29.0,1,0,3.0,Death at a Funeral,2007-08-17,Death at a Funeral,Comedy,20000000.0,8580428.0,,9915715.1413327,23112402.181645717
708,157503.0,A small town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,PG-13,True,English,Drop Dead Gorgeous,"USA, Germany",Lona Williams,2.8,6.5,Michael Patrick Jann,1999-07-23,"Kirsten Dunst, Ellen Barkin, Allison Janney, Denise Richards",1999,Comedy,1 win & 1 nomination.,97.0,movie,http://ia.media-imdb.com/images/M/MV5BMTgzNzk3OTg2M15BMl5BanBnXkFtZTYwMTIyODc5._V1_SX300.jpg,24021.0,,7.0,29.0,1,0,3.0,Drop Dead Gorgeous,1999-07-23,Drop Dead Gorgeous,Comedy,10000000.0,10571408.0,,15050648.044601338,14237127.206329882
709,257778.0,Quasimodo goes into action when a magician seeks to steal one of the bells of Notre Dame.,G,True,English,The Hunchback of Notre Dame II,USA,"Jule Selbo (screenplay), Flip Kobler (screenplay), Cindy Marcus (screenplay)",,4.7,Bradley Raymond,2002-03-19,"Jason Alexander, Jennifer Love Hewitt, Tom Hulce, Paul Kandel",2002,"Animation, Adventure, Family",2 wins & 12 nominations.,68.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM4MTcxNTA4M15BMl5BanBnXkFtZTcwNzYwNzcxMQ@@._V1_SX300.jpg,2727.0,,3.0,12.0,1,1,1.0,"Hunchback of  Notre Dame II, The",2002-12-31,The Hunchback of Notre Dame II,Adventure,,0.0,,0.0,
710,65566.0,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, ...",G,True,English,The Computer Wore Tennis Shoes,USA,Joseph L. McEveety,,5.9,Robert Butler,1969-12-31,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert",1969,"Family, Comedy",N/A,91.0,movie,http://ia.media-imdb.com/images/M/MV5BMTgxNTM2ODEyM15BMl5BanBnXkFtZTcwMzM2NjUyMQ@@._V1_SX300.jpg,2403.0,,12.0,1.0,1,1,1.0,"Computer Wore Tennis Shoes, The",1969-12-31,The Computer Wore Tennis Shoes,,,0.0,,0.0,
711,989757.0,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,PG-13,True,English,Dear John,USA,"Jamie Linden (screenplay), Nicholas Sparks (novel)",4.3,6.2,Lasse Hallström,2010-02-05,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas",2010,"Drama, Romance, War",1 win & 7 nominations.,108.0,movie,http://ia.media-imdb.com/images/M/MV5BMTk1NDEzMTU5NV5BMl5BanBnXkFtZTcwNTI3MTk5Mg@@._V1_SX300.jpg,60595.0,,2.0,5.0,1,1,0.0,Dear John,2010-02-05,Dear John,Drama,25000000.0,80014842.0,Play,86376902.0812139,26987774.99342369
712,1034389.0,"In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.",PG-13,True,"English, Scottish Gaelic",The Eagle,"UK, USA, Hungary","Jeremy Brock (screenplay), Rosemary Sutcliff (novel)",5.5,6.2,Kevin Macdonald,2011-02-11,"Channing Tatum, Jamie Bell, Donald Sutherland, Mark Strong",2011,"Adventure, Drama",1 nomination.,114.0,movie,http://ia.media-imdb.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_SX300.jpg,41952.0,,2.0,6.0,0,0,0.0,"Eagle, The",2011-02-11,The Eagle,Action,,19490041.0,Play,20701890.495343357,
713,481499.0,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",PG,True,English,The Croods,USA,"Chris Sanders (screenplay), Kirk De Micco (screenplay), John Cleese (story), Kirk De Micco (story), Chris Sanders (story)",5.5,7.3,"Kirk De Micco, Chris Sanders",2013-03-22,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",2013,"Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 5 wins & 24 nominations.,98.0,movie,http://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,90775.0,,3.0,12.0,1,1,3.0,"Croods, The",2013-03-22,The Croods,Adventure,135000000.0,187168425.0,Play,190123715.92105263,137131578.9473684
714,1515091.0,"Sherlock Holmes and his sidekick Dr. Watson join forces to outwit and bring down their fiercest adversary, Professor Moriarty.",PG-13,True,"English, French",Sherlock Holmes: A Game of Shadows,USA,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)",4.8,7.5,Guy Ritchie,2011-12-16,"Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams",2011,"Action, Adventure, Crime",2 wins & 8 nominations.,129.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg,236863.0,,12.0,50.0,0,1,1.0,Sherlock Holmes: A Game of Shadows,2011-12-16,Sherlock Holmes: A Game of Shadows,Action,,186848418.0,Play,198466257.13430476,
715,217505.0,"In 1863, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",R,True,"English, Irish, Chinese, Latin",Gangs of New York,"USA, Italy","Jay Cocks (story), Jay Cocks (screenplay), Steven Zaillian (screenplay), Kenneth Lonergan (screenplay)",7.2,7.5,Martin Scorsese,2002-12-20,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent",2002,"Crime, Drama, History",Nominated for 10 Oscars. Another 42 wins & 64 nominations.,167.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI4NTM0Mzg2NV5BMl5BanBnXkFtZTcwNjQxMDAwMQ@@._V1_SX300.jpg,235965.0,,12.0,51.0,0,0,1.0,Gangs of New York,2002-12-20,Gangs of New York,Drama,97000000.0,77730500.0,,102667462.66516092,128118870.69452287
716,125664.0,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.",R,True,English,Man on the Moon,"UK, Germany, Japan, USA","Scott Alexander, Larry Karaszewski",5.8,7.5,Milos Forman,1999-12-22,"Jim Carrey, Gerry Becker, Greyson Erik Pendry, Brittany Colonna",1999,"Biography, Comedy, Drama",Won 1 Golden Globe. Another 3 wins & 17 nominations.,118.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA0ODEwMzEzNl5BMl5BanBnXkFtZTYwMTcyODQ5._V1_SX300.jpg,84838.0,,12.0,51.0,1,0,1.0,Man on the Moon,1999-12-22,Man on the Moon,Drama,52000000.0,34580635.0,,49232889.93706634,74033061.4729154
717,985694.0,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",R,True,"English, Spanish, Hungarian",Machete,USA,"Robert Rodriguez, Álvaro Rodríguez",6.0,6.7,"Ethan Maniquis, Robert Rodriguez",2010-09-03,"Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal",2010,"Action, Crime, Thriller",2 wins & 2 nominations.,105.0,movie,http://ia.media-imdb.com/images/M/MV5BMTUwNzIwMDY0OF5BMl5BanBnXkFtZTcwMzM3Njg2Mw@@._V1_SX300.jpg,137848.0,,9.0,35.0,0,1,3.0,Machete,2010-09-03,Machete,Action,12500000.0,26593646.0,Play,28708133.38011048,13493887.496711845
718,82992.0,"Liz and Merry Noel become friends as college roommates and their friendship endures over the years. Liz becomes a respected ""serious"" novelist. Merry Noel marries, has a daughter and writes...",R,True,English,Rich and Famous,USA,"Gerald Ayres, John Van Druten (play)",,5.9,George Cukor,1981-09-23,"Jacqueline Bisset, Candice Bergen, David Selby, Hart Bochner",1981,Drama,1 win.,117.0,movie,http://ia.media-imdb.com/images/M/MV5BMTUwMDUzNzk1NF5BMl5BanBnXkFtZTcwODM2OTQ1MQ@@._V1_SX300.jpg,1061.0,,9.0,39.0,1,1,3.0,Rich and Famous,1981-10-09,Rich and Famous,,,13000000.0,,34952965.51724138,
719,81249.0,Maxwell Smart is recalled to duty to help fight a villian who threatens to detonate a weapon that destroys clothing.,PG,True,English,The Nude Bomb,USA,"Mel Brooks (characters), Buck Henry (characters), Arne Sultan, Bill Dana, Leonard Stern",,5.0,Clive Donner,1980-05-09,"Don Adams, Sylvia Kristel, Rhonda Fleming, Dana Elcar",1980,"Comedy, Crime, Mystery",1 nomination.,94.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA2NTM5NTc1NF5BMl5BanBnXkFtZTcwMDY4MDcxMQ@@._V1_SX300.jpg,2306.0,,5.0,19.0,1,1,1.0,"Nude Bomb, The",1980-05-09,The Nude Bomb,Comedy,,14662035.0,,44083349.34524422,
720,2178941.0,A doctor working in 1980s East Germany finds herself banished to a small country hospital.,PG-13,True,German,Barbara,Germany,"Christian Petzold (screenplay), Harun Farocki (collaborator on screenplay)",8.6,7.2,Christian Petzold,2012-03-08,"Nina Hoss, Ronald Zehrfeld, Rainer Bock, Christina Hecke",2012,Drama,10 wins & 15 nominations.,105.0,movie,http://ia.media-imdb.com/images/M/MV5BMTg3MjIzOTU4OF5BMl5BanBnXkFtZTcwMjE4MjgyOQ@@._V1_SX300.jpg,5629.0,,3.0,10.0,0,0,3.0,Barbara,2012-12-21,Barbara,Drama,,0.0,,0.0,
721,81534.0,A Chicago playwright uses self-hypnosis to find the actress whose vintage portrait hangs in a grand hotel.,PG,True,English,Somewhere in Time,USA,"Richard Matheson (screenplay), Richard Matheson (novel)",2.9,7.3,Jeannot Szwarc,1980-10-03,"Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright",1980,"Drama, Fantasy, Romance",Nominated for 1 Oscar. Another 6 wins & 3 nominations.,103.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI3MTI4MzE3MV5BMl5BanBnXkFtZTcwOTMzNzAwMQ@@._V1_SX300.jpg,16800.0,,10.0,40.0,1,1,2.0,Somewhere in Time,1980-10-03,Somewhere in Time,Drama,5100000.0,9709597.0,,29193188.841285348,15333825.192802057
722,190138.0,"Nick is a struggling dentist in Canada. A new neighbor moves in, and he discovers that it is Jimmy ""The Tulip"" Teduski. His wife convinces him to go to Chicago and inform the mob boss who wants Jimmy dead.",R,True,"English, French, Spanish",The Whole Nine Yards,USA,Mitchell Kapner,4.7,6.7,Jonathan Lynn,2000-02-18,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan",2000,"Comedy, Crime",4 nominations.,98.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA4Nzk4NzU4MF5BMl5BanBnXkFtZTYwNzU0MDc3._V1_SX300.jpg,76803.0,,2.0,7.0,0,1,3.0,"Whole Nine Yards, The",2000-02-18,The Whole Nine Yards,Comedy,24000000.0,57262492.0,,79351973.21488151,33258199.052132696
723,86216.0,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",R,True,English,Rumble Fish,USA,"S.E. Hinton (novel), S.E. Hinton (screenplay), Francis Ford Coppola (screenplay)",6.3,7.3,Francis Ford Coppola,1983-10-21,"Matt Dillon, Mickey Rourke, Diane Lane, Dennis Hopper",1983,Drama,Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.,94.0,movie,http://ia.media-imdb.com/images/M/MV5BMjE4NTUwMzcwN15BMl5BanBnXkFtZTcwMzI0NjAyMQ@@._V1_SX300.jpg,19680.0,,10.0,42.0,1,1,2.0,Rumble Fish,1983-10-07,Rumble Fish,Drama,,2500000.0,,5979447.852760737,
724,107048.0,A weatherman finds himself living the same day over and over again.,PG,True,"English, French, Italian",Groundhog Day,USA,"Danny Rubin (screenplay), Harold Ramis (screenplay), Danny Rubin (story)",7.2,8.1,Harold Ramis,1993-02-12,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky",1993,"Comedy, Drama, Fantasy",Won 1 BAFTA Film Award. Another 6 wins & 7 nominations.,101.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU0MzQyNTExMV5BMl5BanBnXkFtZTgwMjA0Njk1MDE@._V1_SX300.jpg,309100.0,,2.0,6.0,0,1,2.0,Groundhog Day,1993-02-12,Groundhog Day,Romantic Comedy,14600000.0,70906973.0,,116313292.40019636,23949323.983169705
725,338526.0,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,PG-13,True,"English, Latin",Van Helsing,"USA, Czech Republic",Stephen Sommers,3.5,5.9,Stephen Sommers,2004-05-07,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham",2004,"Action, Adventure, Fantasy",3 wins & 12 nominations.,131.0,movie,http://ia.media-imdb.com/images/M/MV5BMTY0NjcyOTUxNV5BMl5BanBnXkFtZTYwNjMxNjc2._V1_SX300.jpg,141489.0,,5.0,19.0,0,0,3.0,Van Helsing,2004-05-07,Van Helsing,Action,170000000.0,120150546.0,,151755589.19079915,214717710.58315334
726,303297.0,"Interviews, archival footage, and filmed performances highlight the role of music in the South African struggle against apartheid.",PG-13,True,"English, Zulu",Amandla! A Revolution in Four Part Harmony,"South Africa, USA",Lee Hirsch,7.8,7.3,Lee Hirsch,2003-11-06,"Walter Cronkite, F.W. de Klerk, Abdullah Ibrahim, Jesse Jackson",2003,"Documentary, History, Music",11 wins & 7 nominations.,108.0,movie,http://ia.media-imdb.com/images/M/MV5BNDcyODMwMzgyOV5BMl5BanBnXkFtZTcwNzgwNDQyMQ@@._V1_SX300.jpg,486.0,,11.0,45.0,0,0,3.0,Amandla! A Revolution in Four Part Harmony,2003-02-21,Amandla! A Revolution in Four Part Harmony,Documentary,,405331.0,,521812.9124711063,
727,1279083.0,"Examined Life pulls philosophy out of academic journals and classrooms, and puts it back on the streets. In Examined Life, filmmaker Astra Taylor accompanies some of today's most ...",,True,English,Examined Life,Canada,Astra Taylor,6.4,7.0,Astra Taylor,2009-11-20,"K. Anthony Appiah, Judith Butler, Michael Hardt, Martha Nussbaum",2009,Documentary,N/A,87.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA2Mjc1ODQ5Ml5BMl5BanBnXkFtZTcwMjU5MjQ0Mg@@._V1_SX300.jpg,866.0,,11.0,47.0,1,0,3.0,Examined Life,2009-02-25,Examined Life,Documentary,,120712.0,,133731.49094215766,
728,97366.0,"Fletch is a reporter for a Los Angeles newspaper, but he acts more like a detective. When an obscure relative leaves him a Louisiana mansion in his will, Fletch is naturally curious. ...",PG,True,English,Fletch Lives,USA,"Gregory McDonald (character), Leon Capetanos",,6.0,Michael Ritchie,1989-03-17,"Chevy Chase, Hal Holbrook, Julianne Phillips, R. Lee Ermey",1989,"Comedy, Mystery, Crime",N/A,95.0,movie,http://ia.media-imdb.com/images/M/MV5BMjAwNzQ1ODU3OV5BMl5BanBnXkFtZTcwNjE0MjAyMQ@@._V1_SX300.jpg,12254.0,,3.0,11.0,1,1,1.0,Fletch Lives,1989-03-17,Fletch Lives,Comedy,,33266859.0,,64258056.06807598,
