"address","village","takeup_survey","age","agpop","educ","rice_inc","disaster_prob","male","default","delay","intensive","risk_averse","disaster_yes","network_obs","network_rate_presession","network_onlyone","network_onlytwo","network_twomore","network_yes","pre_takeup_rate","disaster"
"fuzhouzhoujia","fuzhou","yes",39,4,1,60,20,1,1,0,0,0,1,5,1,0,1,1,1,0.8888889,"yes"
"fuzhouzhoujia","fuzhou","yes",32,5,2,60,50,1,1,0,1,0.39999998,1,5,0.40000001,0,1,1,1,0.8888889,"yes"
"fuzhouzhoujia","fuzhou","no",34,4,2,100,40,0,1,1,0,0,1,5,0.40000001,0,1,1,1,0.8888889,"yes"
"fuzhouzhoujia","fuzhou","yes",39,5,2,100,40,1,1,0,0,0,1,5,0.80000001,0,1,1,1,0.8888889,"yes"
"fuzhouzhoujia","fuzhou","yes",40,6,2,85,0,1,1,0,1,0,0,5,0.2,1,0,0,1,0.8888889,"no"
"fuzhouzhoujia","fuzhou","yes",37,4,1,100,40,1,1,0,0,0,1,5,0,0,0,0,0,0.8888889,"yes"
"gangtou1","gangtou","yes",61,7,1,100,40,1,1,1,0,1,1,5,0.40000001,1,0,0,1,0.81818181,"yes"
"gangtou1","gangtou","yes",64,6,0,70,50,1,1,0,1,0,1,5,0.2,1,0,0,1,0.81818181,"yes"
"gangtou1","gangtou","yes",52,5,2,80,10,1,1,0,0,1,0,5,0.40000001,0,0,0,0,0.81818181,"no"
"gangtou1","gangtou","yes",40,4,1,60,20,0,1,1,0,0.80000001,1,5,0.40000001,0,1,1,1,0.81818181,"yes"
"gangtou1","gangtou","yes",59,6,1,90,20,1,1,0,0,0,1,5,0.2,0,0,0,0,0.81818181,"yes"
"gangtou1","gangtou","yes",58,2,1,80,40,1,1,0,0,0,1,5,0.60000002,1,0,0,1,0.81818181,"yes"
"gangtou1","gangtou","yes",47,4,1,90,40,1,1,1,1,0,0,5,0.2,0,0,0,0,0.81818181,"no"
"gangtou1","gangtou","yes",45,4,2,100,50,1,1,0,1,0,0,5,0.40000001,1,0,0,1,0.81818181,"no"
"gangtou1","gangtou","yes",52,4,2,100,20,1,1,0,1,0,1,5,0.2,1,0,0,1,0.81818181,"yes"
"gangtou1","gangtou","yes",37,13,2,25,40,1,1,1,1,0,0,5,0.2,1,0,0,1,0.81818181,"no"
"gangtou1","gangtou","yes",62,7,1,30,30,1,1,1,1,0,0,5,0.2,0,0,0,0,0.81818181,"no"
"gangtou1","gangtou","yes",54,6,2,100,90,1,1,1,0,0,1,5,0,0,0,0,0,0.81818181,"yes"
"gangtou1","gangtou","yes",47,2,2,90,20,0,1,1,1,0,0,5,0.40000001,0,1,1,1,0.81818181,"no"
"gangtou1","gangtou","yes",42,4,1,40,40,1,1,0,1,0,1,5,0.40000001,1,0,0,1,0.81818181,"yes"
"gangtou1","gangtou","no",62,7,3,60,30,1,1,0,1,0,NA,5,0.2,0,0,0,0,0.81818181,NA
"gangtou1","gangtou","no",40,4,2,100,20,1,1,1,0,1,1,5,0.40000001,0,1,1,1,0.81818181,"yes"
"gangtou1","gangtou","yes",57,10,1,60,10,1,1,0,0,0.39999998,0,5,0.60000002,1,0,0,1,0.81818181,"no"
"gangtou1","gangtou","yes",74,7,0,100,50,1,1,1,0,0,0,5,0.40000001,1,0,0,1,0.81818181,"no"
"gangtou1","gangtou","yes",62,7,1,100,0,1,1,1,0,0,1,5,0.2,1,0,0,1,0.81818181,"yes"
"gangtou1","gangtou","yes",79,2,0,100,10,1,1,1,0,0.19999999,0,5,0.40000001,1,0,0,1,0.81818181,"no"
"gangtou1","gangtou","no",68,7,1,60,20,1,1,1,1,0,1,5,0.40000001,1,0,0,1,0.81818181,"yes"
"gangtou1","gangtou","no",67,11,1,70,20,1,1,0,0,0.80000001,0,5,0.60000002,0,0,0,0,0.81818181,"no"
"gangtou1","gangtou","no",64,5,1,60,30,0,1,1,1,0,0,5,0.2,0,0,0,0,0.81818181,"no"
"gangtou1","gangtou","yes",65,6,2,95,20,1,1,0,1,1,0,3,0,0,0,0,0,0.81818181,"no"
"gangtou1","gangtou","yes",69,6,2,60,30,1,1,1,1,0,NA,5,0.2,1,0,0,1,0.81818181,NA
"gangtou2","gangtou","no",48,5,0,100,50,1,1,0,1,0.19999999,0,4,0.25,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","yes",36,4,2,70,50,1,1,1,0,0,1,5,0.40000001,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",64,14,1,15,20,1,1,1,1,0,0,5,0.40000001,0,1,1,1,0.1875,"no"
"gangtou2","gangtou","no",40,4,2,100,30,1,1,0,0,0,1,5,0.2,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",58,5,1,20,50,1,1,0,0,0,1,5,0.40000001,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",38,5,2,40,50,1,1,0,1,1,0,4,0,0,0,0,0,0.1875,"no"
"gangtou2","gangtou","yes",38,4,1,100,30,1,1,1,1,0.19999999,1,5,0.60000002,0,1,1,1,0.1875,"yes"
"gangtou2","gangtou","yes",58,5,2,100,50,1,1,1,0,0,1,5,0.2,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",61,2,0,60,20,1,1,1,0,0.19999999,0,5,0.2,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","no",43,4,2,100,50,1,1,1,0,0,1,5,0.60000002,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","yes",37,6,2,60,5,1,1,0,1,0.39999998,1,5,0.60000002,0,1,1,1,0.1875,"yes"
"gangtou2","gangtou","no",62,5,0,60,20,1,1,1,0,0,0,5,0.2,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","yes",53,2,2,100,20,1,1,1,0,0,1,5,0.60000002,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",45,6,2,85,20,1,1,0,1,0,0,5,0.40000001,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","yes",48,6,2,35,50,1,1,0,1,0.80000001,0,5,0.2,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","no",47,7,0,80,0,0,1,1,1,0,0,5,0.60000002,0,1,1,1,0.1875,"no"
"gangtou2","gangtou","no",42,4,1,100,20,1,1,0,0,0,1,5,0.80000001,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",52,4,1,70,40,1,1,0,0,0.19999999,1,5,0.80000001,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",42,5,1,70,50,1,1,0,1,0,0,5,0.40000001,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","no",35,4,2,30,20,1,1,0,1,0,1,5,0.60000002,0,1,1,1,0.1875,"yes"
"gangtou2","gangtou","no",36,6,2,80,0,1,1,1,1,0,0,5,0.60000002,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","no",58,10,0,80,40,1,1,0,0,0,0,5,0.2,0,0,0,0,0.1875,"no"
"gangtou2","gangtou","no",43,4,2,70,5,1,1,1,1,0,1,5,0.40000001,0,0,0,0,0.1875,"yes"
"gangtou2","gangtou","yes",53,3,3,20,20,1,1,0,1,0,0,5,0.40000001,0,0,0,0,0.1875,"no"
"gangtou2","gangtou","yes",74,2,0,30,20,1,1,1,0,0.80000001,NA,NA,NA,NA,NA,NA,NA,0.1875,NA
"gangtou2","gangtou","no",46,5,2,20,50,1,1,1,1,1,0,5,0.40000001,0,1,1,1,0.1875,"no"
"gangtou2","gangtou","yes",44,4,0,80,20,1,1,1,0,1,1,5,0.40000001,1,0,0,1,0.1875,"yes"
"gangtou2","gangtou","no",51,1,0,80,0,0,1,1,1,0,0,5,0.2,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","no",49,4,2,100,40,1,1,0,0,0,0,5,0.2,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","no",64,5,1,40,20,1,1,1,1,0,0,5,0.2,0,0,0,0,0.1875,"no"
"gangtou2","gangtou","no",40,4,2,20,50,1,1,1,1,1,0,5,0.60000002,0,1,1,1,0.1875,"no"
"gangtou2","gangtou","yes",61,8,0,60,30,1,1,1,0,1,1,5,0.40000001,0,0,0,0,0.1875,"yes"
"gangtou2","gangtou","no",65,12,1,80,50,1,1,0,0,0,1,5,0.2,0,0,0,0,0.1875,"yes"
"gangtou2","gangtou","no",55,2,0,100,30,1,1,1,1,0,0,5,0.40000001,1,0,0,1,0.1875,"no"
"gangtou2","gangtou","no",38,4,1,45,40,1,1,0,0,0.60000002,0,5,0.40000001,0,1,1,1,0.1875,"no"
"gangtou3","gangtou","no",42,5,1,50,20,1,0,0,0,0,0,5,0.40000001,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","no",60,10,0,60,40,1,0,0,1,0,0,5,0.80000001,0,0,1,1,0.38461539,"no"
"gangtou3","gangtou","no",74,6,0,100,30,1,0,1,0,0,0,5,0,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","yes",42,4,2,30,45,0,0,0,1,0.39999998,0,5,0.2,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","no",56,4,3,100,20,1,0,1,1,0.19999999,1,5,0.2,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","no",42,6,1,100,20,1,0,1,1,1,1,5,0.2,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","no",50,4,1,50,30,1,0,1,0,0,0,5,0.2,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","no",35,8,2,NA,50,1,0,0,0,0.19999999,0,5,0.2,1,0,0,1,0.38461539,"no"
"gangtou3","gangtou","no",40,6,1,30,50,1,0,1,0,0,1,4,0.75,0,1,1,1,0.38461539,"yes"
"gangtou3","gangtou","no",54,10,1,60,30,1,0,1,0,0.80000001,1,5,0.40000001,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","no",54,6,2,100,30,1,0,1,1,0,1,5,0.40000001,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","no",54,6,2,40,30,1,0,1,0,0,1,5,0,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","no",53,3,1,40,20,1,0,0,0,0,1,5,0.2,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","yes",46,6,2,80,40,1,0,1,1,0.60000002,NA,NA,NA,NA,NA,NA,NA,0.38461539,NA
"gangtou3","gangtou","no",61,4,1,100,50,1,0,1,1,0,1,5,0.2,1,0,0,1,0.38461539,"yes"
"gangtou3","gangtou","yes",57,7,1,50,20,1,0,0,0,0,0,5,0.60000002,1,0,0,1,0.38461539,"no"
"gangtou3","gangtou","no",63,11,1,90,40,1,0,0,0,0.80000001,0,5,0,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","yes",63,7,1,40,20,1,0,1,1,0,0,5,0.60000002,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","yes",48,5,1,65,20,1,0,0,1,0,0,5,0.2,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","yes",41,6,2,80,40,1,0,0,1,0,1,5,0.40000001,1,0,0,1,0.38461539,"yes"
"gangtou3","gangtou","no",62,5,0,100,50,1,0,1,1,0,0,5,0.40000001,1,0,0,1,0.38461539,"no"
"gangtou3","gangtou","yes",55,2,1,100,50,1,0,1,1,0,0,5,0.2,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","no",72,6,2,100,20,1,0,0,0,0,0,5,0.60000002,0,1,1,1,0.38461539,"no"
"gangtou3","gangtou","yes",76,6,0,100,50,1,0,1,0,0,1,2,0.5,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","yes",61,2,2,100,50,1,0,1,0,0,1,5,0.40000001,1,0,0,1,0.38461539,"yes"
"gangtou3","gangtou","no",58,4,1,100,50,1,0,1,1,0,0,5,0.40000001,1,0,0,1,0.38461539,"no"
"gangtou3","gangtou","no",57,9,3,30,20,1,0,1,1,0,0,5,0,0,0,0,0,0.38461539,"no"
"gangtou3","gangtou","no",73,2,0,100,30,1,0,0,0,0.80000001,1,5,0.2,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","no",54,8,2,50,50,1,0,1,1,0,0,5,0.60000002,0,1,1,1,0.38461539,"no"
"gangtou3","gangtou","no",45,4,2,70,20,1,0,1,1,0,1,5,0.60000002,0,0,0,0,0.38461539,"yes"
"gangtou3","gangtou","yes",40,5,2,70,20,1,0,0,1,0,0,5,0.60000002,0,1,1,1,0.38461539,"no"
"gangtou3","gangtou","no",35,9,2,75,50,1,0,0,0,1,0,5,0.40000001,0,0,0,0,0.38461539,"no"
"gangtou4","gangtou","no",46,3,0,100,20,1,0,1,0,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",61,5,2,80,40,1,0,1,1,0.19999999,1,5,0.2,0,0,0,0,0.75,"yes"
"gangtou4","gangtou","no",45,4,1,100,50,1,0,1,1,0,1,5,0,0,0,0,0,0.75,"yes"
"gangtou4","gangtou","no",43,4,0,60,40,1,0,0,0,0,1,5,0.60000002,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",52,3,3,90,30,1,0,0,0,0,1,5,0.80000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",70,8,1,90,50,1,0,0,1,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",70,2,0,30,40,1,0,1,1,0.19999999,1,5,0.60000002,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","no",59,2,1,90,50,1,0,1,1,1,0,5,0.40000001,1,0,0,1,0.75,"no"
"gangtou4","gangtou","yes",35,10,2,90,20,1,0,1,1,0,1,5,0.2,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","no",47,4,0,90,20,1,0,1,1,1,1,5,0.2,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",63,7,0,100,40,1,0,0,1,0.19999999,1,5,0.2,0,0,0,0,0.75,"yes"
"gangtou4","gangtou","yes",70,4,2,40,30,1,0,0,0,0.60000002,0,5,0.60000002,0,0,0,0,0.75,"no"
"gangtou4","gangtou","yes",61,4,0,90,30,0,0,0,1,0,1,5,0.2,0,0,0,0,0.75,"yes"
"gangtou4","gangtou","no",70,2,0,100,20,0,0,1,1,0.80000001,NA,5,0.80000001,0,1,1,1,0.75,NA
"gangtou4","gangtou","yes",52,2,2,20,30,0,0,0,1,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",78,2,NA,100,20,1,0,1,0,0,0,5,0.40000001,1,0,0,1,0.75,"no"
"gangtou4","gangtou","yes",69,2,2,15,50,1,0,1,0,0,1,5,0.2,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",40,7,1,90,50,1,0,1,1,1,0,5,0.60000002,1,0,0,1,0.75,"no"
"gangtou4","gangtou","no",57,3,0,90,50,1,0,1,1,0,0,5,0.2,0,0,0,0,0.75,"no"
"gangtou4","gangtou","no",51,3,2,60,50,1,0,1,0,0,1,5,0.40000001,0,0,0,0,0.75,"yes"
"gangtou4","gangtou","no",45,6,2,100,50,1,0,1,0,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","no",55,4,1,70,40,1,0,0,0,0,0,5,1,0,1,1,1,0.75,"no"
"gangtou4","gangtou","yes",54,6,1,100,20,1,0,0,0,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","no",38,4,2,30,50,1,0,1,1,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","yes",58,6,0,90,30,1,0,0,1,0,1,5,0.2,0,0,0,0,0.75,"yes"
"gangtou4","gangtou","no",40,5,2,100,20,1,0,1,0,0.19999999,1,5,0.2,0,0,0,0,0.75,"yes"
"gangtou4","gangtou","yes",50,3,2,60,50,1,0,0,1,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","no",38,3,2,80,20,1,0,1,0,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou4","gangtou","no",53,4,1,60,50,1,0,0,0,0,1,5,0.40000001,1,0,0,1,0.75,"yes"
"gangtou5","gangtou","yes",55,2,1,45,3,1,0,0,0,0.19999999,0,5,0.2,0,0,0,0,0.40000001,"no"
"gangtou5","gangtou","no",45,4,0,90,50,1,0,0,0,0,0,5,0.60000002,0,0,1,1,0.40000001,"no"
"gangtou5","gangtou","yes",45,4,1,40,40,1,0,1,1,0.60000002,0,5,0.2,0,0,0,0,0.40000001,"no"
"gangtou5","gangtou","no",43,5,0,NA,50,1,0,1,0,0,0,5,0.2,1,0,0,1,0.40000001,"no"
"gangtou5","gangtou","no",66,9,1,50,20,1,0,1,0,0,1,5,0.2,1,0,0,1,0.40000001,"yes"
"gangtou5","gangtou","yes",36,4,2,100,30,1,0,1,1,0.39999998,1,5,0.40000001,0,0,0,0,0.40000001,"yes"
"gangtou5","gangtou","yes",40,5,2,60,20,1,0,0,1,0.39999998,1,5,0.60000002,0,1,1,1,0.40000001,"yes"
"gangtou5","gangtou","no",52,4,1,90,90,1,0,0,1,0,1,5,1,0,0,1,1,0.40000001,"yes"
"gangtou5","gangtou","no",50,7,2,30,0,1,0,1,0,0,0,5,0.40000001,1,0,0,1,0.40000001,"no"
"gangtou5","gangtou","no",58,2,0,100,40,0,0,1,1,0,0,4,0.25,0,0,0,0,0.40000001,"no"
"gangtou5","gangtou","no",42,3,2,100,50,1,0,0,0,0,1,5,0.2,0,0,0,0,0.40000001,"yes"
"gangtou5","gangtou","yes",44,7,2,90,90,1,0,0,1,1,1,5,0.80000001,0,0,1,1,0.40000001,"yes"
"gangtou5","gangtou","yes",79,2,1,30,40,1,0,1,0,0.60000002,NA,NA,NA,NA,NA,NA,NA,0.40000001,NA
"gangtou5","gangtou","no",69,2,0,100,50,1,0,1,0,0,1,5,0.60000002,0,0,0,0,0.40000001,"yes"
"gangtou5","gangtou","yes",39,5,1,100,30,1,0,0,1,0,1,5,0.2,1,0,0,1,0.40000001,"yes"
"gangtou5","gangtou","no",68,3,0,100,30,1,0,1,1,0,0,5,0.60000002,0,1,1,1,0.40000001,"no"
"gangtou5","gangtou","no",39,4,1,20,40,1,0,1,0,0,0,5,0.40000001,0,1,1,1,0.40000001,"no"
"gangtou5","gangtou","yes",48,4,1,85,20,1,0,1,0,0,0,4,0.25,1,0,0,1,0.40000001,"no"
"gangtou5","gangtou","no",57,6,1,80,20,1,0,1,1,0,1,4,0.25,1,0,0,1,0.40000001,"yes"
"gangtou5","gangtou","no",56,4,1,75,20,1,0,0,0,0,0,5,0.80000001,1,0,0,1,0.40000001,"no"
"gangtou5","gangtou","no",56,3,1,30,50,1,0,1,0,0,0,5,0,0,0,0,0,0.40000001,"no"
"gangtou5","gangtou","no",47,5,0,100,50,0,0,1,0,0,0,5,0.40000001,0,1,1,1,0.40000001,"no"
"gangtou5","gangtou","no",65,6,1,70,50,1,0,1,1,0,1,5,0.2,1,0,0,1,0.40000001,"yes"
"gangtou5","gangtou","yes",42,4,3,45,0,1,0,1,1,1,0,5,0.2,1,0,0,1,0.40000001,"no"
"gangtou5","gangtou","yes",55,4,1,100,50,1,0,0,1,0,1,5,0.80000001,0,1,1,1,0.40000001,"yes"
"gangtou5","gangtou","no",58,4,1,50,20,1,0,0,0,0.80000001,1,5,0.40000001,0,0,0,0,0.40000001,"yes"
"gangtou5","gangtou","no",70,21,2,40,0,1,0,0,0,0,0,5,1,0,0,1,1,0.40000001,"no"
"gangtou5","gangtou","yes",59,5,1,75,20,1,0,1,0,0.39999998,0,5,0,0,0,0,0,0.40000001,"no"
"gangtou5","gangtou","no",59,10,1,40,50,1,0,1,0,0,0,5,0.2,1,0,0,1,0.40000001,"no"
"gangtou5","gangtou","no",70,2,1,30,50,1,0,1,1,0.39999998,0,5,0.2,0,0,0,0,0.40000001,"no"
"gangtou5","gangtou","yes",64,3,0,100,50,1,0,0,1,0,1,5,0.40000001,0,1,1,1,0.40000001,"yes"
"gangtou5","gangtou","yes",58,3,1,100,30,1,0,1,1,0,0,5,0.40000001,1,0,0,1,0.40000001,"no"
"gangtou5","gangtou","yes",43,4,0,70,30,0,0,1,1,0,NA,5,0.80000001,0,0,1,1,0.40000001,NA
"gangtou5","gangtou","no",54,6,1,90,90,1,0,0,1,0,1,5,0.80000001,0,1,1,1,0.40000001,"yes"
"gangtou5","gangtou","no",59,9,1,70,20,1,0,0,0,0.80000001,NA,NA,NA,NA,NA,NA,NA,0.40000001,NA
"gangtou5","gangtou","no",40,4,1,90,50,1,0,0,1,0.39999998,1,5,0.60000002,0,0,1,1,0.40000001,"yes"
"gangtou5","gangtou","no",66,3,0,90,50,1,0,1,1,0,0,5,0,0,0,0,0,0.40000001,"no"
"gangxiahoufang","gangxia","yes",71,2,0,100,30,1,1,1,0,0,1,5,0,0,0,0,0,0.875,"yes"
"gangxiahoufang","gangxia","yes",56,9,2,100,50,1,1,1,0,0,1,5,1,0,0,1,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",39,3,1,100,30,1,1,1,0,0,1,5,0.40000001,0,0,0,0,0.875,"yes"
"gangxiahoufang","gangxia","yes",45,3,2,100,25,1,1,0,0,0,1,5,0.2,0,0,0,0,0.875,"yes"
"gangxiahoufang","gangxia","no",40,6,1,100,40,0,1,0,0,1,1,5,0.2,1,0,0,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",46,7,2,100,50,1,1,1,1,0,1,5,0.60000002,0,1,1,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",60,3,1,100,50,1,1,0,0,0.19999999,1,5,0.40000001,1,0,0,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",62,2,1,100,20,1,1,1,0,0,1,5,0.40000001,1,0,0,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",45,3,1,100,50,1,1,1,1,0,1,5,0,0,0,0,0,0.875,"yes"
"gangxiahoufang","gangxia","yes",55,5,1,60,20,1,1,1,1,0.19999999,1,5,0.40000001,1,0,0,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",57,1,2,40,40,1,1,1,1,0,1,5,0.2,0,0,0,0,0.875,"yes"
"gangxiahoufang","gangxia","yes",57,5,2,90,40,1,1,0,1,0,1,5,0,0,0,0,0,0.875,"yes"
"gangxiahoufang","gangxia","no",40,4,1,90,40,0,1,1,0,0,1,5,0.2,1,0,0,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",79,3,0,100,20,1,1,1,0,0,1,5,0.40000001,1,0,0,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",62,2,1,100,20,1,1,0,1,0,1,5,0.2,1,0,0,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",70,2,0,100,50,1,1,0,1,0,1,3,0.66666669,0,1,1,1,0.875,"yes"
"gangxiahoufang","gangxia","yes",45,7,2,100,20,1,1,0,1,0,0,5,0.40000001,1,0,0,1,0.875,"no"
"gangxiahoufang","gangxia","yes",33,6,2,100,50,1,1,0,0,0.19999999,1,5,0.80000001,0,1,1,1,0.875,"yes"
"gangxiazhonggang","gangxia","no",45,4,0,100,20,0,0,0,0,0.39999998,0,5,0.2,0,0,0,0,0.64285713,"no"
"gangxiazhonggang","gangxia","yes",40,4,2,60,50,1,0,1,1,0,1,5,0,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",37,4,0,80,40,0,0,0,0,0.60000002,0,5,0,0,0,0,0,0.64285713,"no"
"gangxiazhonggang","gangxia","yes",56,3,0,100,30,1,0,1,0,0,1,5,0,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",64,6,1,100,40,1,0,1,1,0,1,5,0.2,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",64,3,1,50,20,1,0,0,1,0,1,5,0.40000001,0,1,1,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",44,5,2,90,50,1,0,0,1,0.39999998,1,5,0.40000001,0,1,1,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",58,1,0,90,20,0,0,1,1,0,0,5,0,0,0,0,0,0.64285713,"no"
"gangxiazhonggang","gangxia","no",38,6,2,100,100,1,0,1,1,0,0,5,0.2,0,0,0,0,0.64285713,"no"
"gangxiazhonggang","gangxia","yes",42,3,0,100,50,0,0,0,0,0,1,3,1,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",38,4,2,30,50,1,0,1,1,0,1,5,0,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",54,5,1,60,20,1,0,1,0,0,1,5,0.2,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",44,5,2,100,50,1,0,0,1,0,1,5,0,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",41,5,1,100,30,1,0,0,0,0,1,5,0.2,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",63,4,2,100,80,1,0,1,0,0,1,5,0.60000002,0,1,1,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",40,7,2,100,50,1,0,1,0,0,1,5,0.2,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",53,5,2,100,20,1,0,1,0,0,0,5,0.60000002,0,1,1,1,0.64285713,"no"
"gangxiazhonggang","gangxia","yes",32,4,1,100,40,0,0,1,1,0,1,5,0.40000001,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",78,4,2,100,50,1,0,1,0,0,1,5,0.80000001,0,0,1,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",35,4,1,70,50,1,0,0,0,0,1,5,0.2,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",56,3,2,80,20,1,0,1,1,0,0,5,0.2,0,0,0,0,0.64285713,"no"
"gangxiazhonggang","gangxia","yes",58,3,2,100,30,1,0,0,1,0,1,5,0,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",50,4,1,100,40,1,0,1,0,1,1,5,0.40000001,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",71,2,0,100,30,1,0,0,0,0,1,4,0.75,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",41,5,2,60,30,1,0,0,1,0.19999999,1,5,0.80000001,0,0,1,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",58,6,2,90,50,1,0,1,1,0,1,5,0.60000002,0,0,1,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",51,5,2,100,20,1,0,0,1,0,1,5,1,0,0,1,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",56,2,1,100,20,1,0,1,0,1,1,5,0.2,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",64,1,1,100,50,0,0,1,1,0,0,5,0.40000001,0,1,1,1,0.64285713,"no"
"gangxiazhonggang","gangxia","yes",56,2,2,20,20,1,0,0,0,0,1,5,0.2,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","yes",66,6,0,50,20,1,0,1,0,0,0,5,0.2,1,0,0,1,0.64285713,"no"
"gangxiazhonggang","gangxia","yes",45,5,1,95,30,0,0,1,0,0,1,5,0.60000002,1,0,0,1,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",51,4,3,100,30,1,0,0,0,0,1,5,0.40000001,0,0,0,0,0.64285713,"yes"
"gangxiazhonggang","gangxia","no",33,7,2,80,50,1,0,1,0,0,1,5,0,0,0,0,0,0.64285713,"yes"
"guojiahexi","guojia","yes",77,4,0,40,50,1,0,1,1,0,NA,5,0.80000001,0,0,1,1,0.12,NA
"guojiahexi","guojia","no",60,2,0,60,50,1,0,0,0,0.40000001,NA,NA,NA,NA,NA,NA,NA,0.12,NA
"guojiahexi","guojia","yes",69,10,1,70,20,1,0,1,0,0.80000001,NA,NA,NA,NA,NA,NA,NA,0.12,NA
