"treat","age","education","black","hispanic","married","nodegree","re75","re78","id"
0,28,11,0,0,0,1,3200.9121,7645.0552,570
0,45,9,1,0,0,1,0,4844.8032,571
0,23,10,1,0,1,1,9854.1533,0,572
0,28,11,1,0,0,1,13371.25,0,573
0,26,11,1,0,1,1,4184.7319,0,574
0,22,10,1,0,0,1,2174.9551,5344.021,575
0,27,13,0,0,0,0,474.5018,4812.5762,576
0,27,12,0,1,0,0,2677.771,17395.17,577
0,39,6,1,0,0,1,0,0,578
0,25,11,1,0,0,1,0,0,579
0,31,11,1,0,0,1,18291.41,0,580
0,22,12,1,0,0,0,2003.6801,439.68811,581
0,22,10,1,0,0,1,13732.98,10770.96,582
0,28,10,1,0,0,1,367.82339,4858.895,583
0,31,11,1,0,0,1,6382.5869,0,584
0,27,10,1,0,1,1,11280.71,0,585
0,28,11,1,0,1,1,5393.895,4974.5859,586
0,26,12,1,0,0,0,0,0,587
0,27,12,1,0,0,0,32984.25,10833.34,588
0,27,12,0,0,0,0,5035.4438,0,589
0,36,12,1,0,0,0,142.39729,0,590
0,26,8,1,0,1,1,4084.2581,0,591
0,23,9,1,0,1,1,19289.85,7600.104,592
0,23,10,1,0,0,1,0,0,593
0,31,12,1,0,0,0,5613.9092,0,594
0,36,7,1,0,0,1,1606.662,20780.65,595
0,39,12,1,0,1,0,6608.1372,499.2572,596
0,35,11,1,0,1,1,8720.9053,0,597
0,21,9,0,0,0,1,1577.167,1740.199,598
0,36,11,0,1,0,1,3063.8779,1324.542,599
0,27,12,0,0,0,0,0,14792.9,600
0,26,11,1,0,0,1,1174.991,6672.021,601
0,28,9,1,0,1,1,9210.4473,1239.844,602
0,33,9,0,1,1,1,0,0,603
0,28,11,1,0,1,1,10033.91,0,604
0,22,11,1,0,0,1,6974.4839,3708.719,605
0,25,11,1,0,0,1,4284.4292,4116.7021,606
0,25,10,1,0,1,1,0,0,607
0,27,11,1,0,0,1,766.29858,0,608
0,26,8,0,0,1,1,36941.27,30247.5,609
0,28,12,1,0,1,0,5551.4561,12780.02,610
0,25,10,0,0,0,1,8140.4019,3412.9551,611
0,22,10,0,0,0,1,10598.67,7094.9199,612
0,23,8,1,0,0,1,0,3746.7009,613
0,20,12,0,0,0,0,3104.8149,12573.97,614
0,19,11,1,0,0,1,3285.6799,11195.93,615
0,17,9,0,1,0,1,671.22711,4209.5791,616
0,19,11,1,0,0,1,5160.2588,0,617
0,18,11,1,0,0,1,4152.6089,4164.7671,618
0,17,10,0,1,0,1,1239.6281,5088.9858,619
0,20,11,1,0,0,1,3248.937,6027.6392,620
0,18,8,1,0,0,1,0,1568.15,621
0,20,10,1,0,0,1,3677.5879,557.74988,622
0,18,11,1,0,0,1,2041.363,796.55902,623
0,19,10,0,1,0,1,2275.3679,4335.1592,624
0,17,8,1,0,0,1,0,7010.4438,625
0,17,10,0,1,0,1,1734.559,6354.1938,626
0,18,10,1,0,0,1,2682.125,0,627
0,18,10,1,0,0,1,240.1067,2891.668,628
0,19,11,0,1,1,1,308.21921,0,629
0,18,11,1,0,0,1,8784.2373,1824.377,630
0,19,11,1,0,0,1,1615.901,8823.0586,631
0,19,10,1,0,0,1,963.99707,7047.0801,632
0,19,9,0,1,0,1,0,3811.6831,633
0,18,10,1,0,0,1,1642.365,0,634
0,18,10,1,0,0,1,0,9602.4395,635
0,17,11,1,0,0,1,3796.0291,0,636
0,18,6,0,1,0,1,6142.6812,3825.3081,637
0,19,11,1,0,0,1,2445.5891,9772.2832,638
0,18,8,0,1,0,1,0,10798.56,639
0,18,11,1,0,0,1,0,4657.2729,640
0,17,11,1,0,0,1,0,8551.5332,641
0,19,10,1,0,0,1,0,4309.8779,642
0,19,10,1,0,0,1,0,5286.396,643
0,18,9,1,0,0,1,0,12486.17,644
0,18,10,1,0,0,1,2285.03,3268.938,645
0,18,11,1,0,0,1,2292.1709,4994.2271,646
0,18,10,1,0,0,1,273.55249,5514.3652,647
0,18,9,0,1,0,1,2684.9099,2978.6689,648
0,18,9,1,0,0,1,0,10877.35,649
0,18,12,1,0,0,0,1405.512,0,650
0,18,9,0,1,0,1,1646.51,1065.672,651
0,19,11,1,0,0,1,393.8598,2481.5181,652
0,18,7,0,1,1,1,2672.2019,6330.8882,653
0,19,11,0,0,0,1,823.25439,2649.5991,654
0,18,8,0,1,0,1,2483.8521,11135.53,655
0,17,8,1,0,0,1,1178.219,14380.17,656
0,18,10,1,0,0,1,0,202.2847,657
0,17,10,1,0,0,1,1726.439,11061.62,658
0,17,10,1,0,0,1,664.56897,0,659
0,20,10,1,0,0,1,690.19202,10864.88,660
0,18,10,1,0,0,1,1428.144,11602.94,661
0,19,11,1,0,0,1,705.19641,0,662
0,17,10,1,0,0,1,0,2657.7051,663
0,18,7,1,0,0,1,0,4132.5771,664
0,18,11,1,0,0,1,0,11303.14,665
0,20,9,1,0,0,1,2483.8521,0,666
0,19,10,0,1,0,1,0,0,667
0,18,9,1,0,0,1,0,0,668
0,17,10,1,0,0,1,0,0,669
0,17,11,1,0,0,1,1156.797,6365.0308,670
0,17,10,1,0,0,1,0,2189.426,671
0,18,9,1,0,0,1,490.46561,3480.8469,672
0,19,11,1,0,0,1,0,0,673
0,17,8,0,0,0,1,0,10210.99,674
0,18,10,1,0,0,1,0,11048.08,675
0,18,9,1,0,0,1,0,0,676
0,17,9,1,0,0,1,2595.2671,0,677
0,17,8,1,0,0,1,0,8993.8652,678
0,17,8,1,0,0,1,2036.79,0,679
0,19,9,0,1,0,1,2750.8411,15581.44,680
0,17,9,1,0,0,1,620.96271,18085.73,681
0,19,10,1,0,0,1,1428.144,4687.937,682
0,19,6,0,1,0,1,0,5071.8008,683
0,20,11,1,0,0,1,1633.202,1310.7271,684
0,19,10,0,0,0,1,0,3194.01,685
0,17,11,0,0,0,1,0,0,686
0,18,9,0,0,0,1,559.59601,7300.498,687
0,20,11,1,0,0,1,7666.875,7659.2178,688
0,20,10,1,0,0,1,2856.2871,18347.26,689
0,20,9,1,0,0,1,0,5193.0889,690
0,19,9,1,0,0,1,2642.0669,2652.625,691
0,18,10,1,0,0,1,2456.9939,13674.75,692
0,19,11,1,0,0,1,4503.064,0,693
0,17,9,1,0,0,1,0,0,694
0,18,9,1,0,0,1,1413.863,3475.52,695
0,17,11,1,0,0,1,165.2077,4251.127,696
0,17,10,1,0,0,1,0,275.5661,697
0,19,10,1,0,0,1,604.15387,0,698
0,17,10,0,1,0,1,1168.902,11306.27,699
0,20,9,1,0,0,1,9691.0332,8562.6025,700
0,17,9,1,0,0,1,0,3590.7019,701
0,19,11,1,0,0,1,0,0,702
0,17,10,0,0,0,1,2465.613,4211.6621,703
0,19,10,1,0,1,1,0,12797.67,704
0,20,9,1,0,0,1,0,2035.9139,705
0,18,11,1,0,0,1,1170.327,604.2287,706
0,18,10,0,1,1,1,1922.625,4768.354,707
0,18,9,1,0,0,1,0,2389.679,708
0,18,11,1,0,0,1,0,0,709
0,20,10,1,0,0,1,2749.9771,6867.7412,710
0,17,10,0,1,0,1,0,8469.2754,711
0,19,11,1,0,0,1,0,0,712
0,19,9,1,0,0,1,1537.929,4188.7358,713
0,17,10,1,0,0,1,0,1143.387,714
0,20,11,1,0,0,1,8012.085,18155.83,715
0,17,8,1,0,0,1,768.81018,3020.948,716
0,18,8,0,0,0,1,1345.9091,1725.592,717
0,20,10,1,0,0,1,825.2301,0,718
0,17,9,0,1,0,1,0,5114.814,719
0,17,9,1,0,0,1,1206.441,0,720
0,19,11,1,0,0,1,0,0,721
0,18,10,1,0,0,1,0,781.2243,722
