days_to_21,all,felony,misdemeanor,murder,manslaughter,rape,robbery,assault,alcohol,drunk_at_risk,dui
-618,5332,1707,3625,11,4,17,105,380,1321,3,513
-617,5524,1731,3793,20,0,14,115,429,1405,4,583
-616,5288,1663,3625,17,2,11,117,400,1304,3,506
-615,5365,1691,3674,16,3,13,112,376,1297,4,500
-614,5372,1692,3680,9,3,15,118,403,1359,2,541
-613,5251,1586,3665,20,1,12,114,360,1305,2,499
-612,5424,1747,3677,16,1,16,110,445,1331,4,524
-611,5322,1660,3662,8,1,10,103,438,1282,4,518
-610,5266,1660,3606,7,0,13,101,451,1338,6,539
-609,5361,1717,3644,12,0,7,130,397,1326,4,525
-608,5399,1704,3695,18,2,13,112,410,1327,2,504
-607,5328,1741,3587,16,2,9,102,408,1342,2,519
-606,5455,1746,3709,13,1,11,119,437,1321,4,513
-605,5477,1753,3724,16,1,14,113,401,1355,4,512
-604,5418,1616,3802,16,1,6,130,409,1376,11,546
-603,5254,1646,3608,8,5,12,123,434,1282,3,504
-602,5324,1681,3643,14,5,17,116,435,1293,8,510
-601,5317,1775,3542,12,0,13,131,408,1243,5,486
-600,5295,1688,3607,9,4,9,116,426,1262,5,481
-599,5424,1715,3709,19,5,9,118,432,1345,5,536
-598,5393,1708,3685,10,2,8,112,434,1334,4,561
-597,5318,1680,3638,12,0,17,107,447,1312,7,504
-596,5324,1693,3631,14,1,7,105,427,1343,0,497
-595,5407,1703,3704,11,1,14,98,389,1323,1,520
-594,5425,1744,3681,9,4,12,115,384,1328,5,537
-593,5239,1661,3578,12,1,11,111,422,1281,3,545
-592,5527,1691,3836,8,3,10,100,404,1414,5,570
-591,5434,1708,3726,19,1,11,118,425,1329,3,556
-590,5388,1663,3725,9,1,14,112,429,1386,4,548
-589,5412,1742,3670,22,3,6,116,392,1361,4,553
-588,5380,1611,3769,11,1,9,123,401,1347,8,541
-587,5379,1702,3677,10,1,15,116,409,1346,4,549
-586,5291,1697,3594,21,5,12,111,397,1276,3,511
-585,5290,1690,3600,19,0,11,119,451,1283,6,516
-584,5351,1710,3641,11,2,14,105,426,1279,2,513
-583,5320,1704,3616,11,2,9,128,406,1333,5,502
-582,5496,1742,3754,15,1,13,100,431,1357,2,546
-581,5283,1601,3682,13,1,4,114,394,1323,5,527
-580,5318,1668,3650,7,0,11,95,420,1302,5,531
-579,5377,1732,3645,10,1,16,108,409,1322,6,523
-578,5431,1743,3688,6,3,16,104,430,1384,3,521
-577,5399,1716,3683,15,1,11,125,444,1332,4,506
-576,5392,1657,3735,8,1,17,115,410,1417,0,588
-575,5403,1632,3771,13,0,11,119,396,1328,6,515
-574,5297,1687,3610,12,1,13,118,431,1320,3,518
-573,5256,1705,3551,16,0,14,113,389,1293,7,496
-572,5353,1721,3632,17,2,14,112,367,1294,1,527
-571,5324,1661,3663,7,0,9,124,409,1310,4,502
-570,5334,1669,3665,11,4,15,105,395,1362,3,533
-569,5485,1723,3762,9,0,7,117,407,1381,3,552
-568,5498,1730,3768,12,2,6,118,421,1413,4,576
-567,5381,1621,3760,13,2,14,120,440,1359,1,572
-566,5387,1716,3671,20,1,6,119,457,1299,6,506
-565,5406,1740,3666,11,3,13,108,372,1287,4,516
-564,5402,1676,3726,13,1,11,107,413,1313,7,510
-563,5321,1689,3632,12,2,7,120,397,1370,4,566
-562,5325,1585,3740,11,0,13,117,379,1371,8,527
-561,5322,1643,3679,12,2,8,109,412,1378,0,566
-560,5399,1693,3706,11,2,9,111,428,1362,5,530
-559,5360,1686,3674,9,2,10,115,449,1334,6,503
-558,5429,1740,3689,9,2,13,97,409,1327,3,529
-557,5256,1685,3571,17,2,18,118,400,1350,3,572
-556,5436,1676,3760,16,1,9,103,426,1377,6,523
-555,5374,1674,3700,5,3,11,107,415,1336,5,529
-554,5402,1692,3710,14,2,10,107,412,1341,7,558
-553,5248,1621,3627,19,3,16,95,395,1280,5,516
-552,5350,1688,3662,9,7,11,106,427,1293,6,525
-551,5442,1701,3741,9,1,8,115,392,1340,4,513
-550,5313,1667,3646,18,0,12,113,391,1397,4,548
-549,5426,1685,3741,11,0,13,99,421,1340,2,521
-548,5373,1678,3695,7,1,9,103,417,1403,3,570
-547,5591,1726,3865,11,1,15,114,428,1391,1,579
-546,5343,1650,3693,8,2,10,91,390,1361,5,534
-545,5413,1672,3741,8,3,12,115,414,1370,5,551
-544,5282,1640,3642,16,1,10,113,448,1307,3,506
-543,5339,1633,3706,15,0,9,99,399,1374,3,533
-542,5501,1749,3752,22,1,17,113,433,1371,4,566
-541,5449,1676,3773,15,3,12,105,428,1360,5,550
-540,5327,1667,3660,18,2,14,95,437,1359,1,561
-539,5267,1627,3640,21,0,19,95,390,1307,2,502
-538,5196,1570,3626,14,3,10,93,362,1269,7,486
-537,5452,1644,3808,7,4,10,104,408,1363,2,571
-536,5326,1665,3661,12,2,11,101,398,1371,6,549
-535,5415,1701,3714,12,0,12,116,450,1390,7,567
-534,5324,1657,3667,14,2,9,104,367,1351,3,561
-533,5338,1618,3720,12,2,6,108,423,1342,3,526
-532,5512,1741,3771,20,1,9,103,442,1381,7,562
-531,5364,1684,3680,17,1,10,115,429,1349,3,537
-530,5303,1648,3655,9,1,12,101,404,1332,3,546
-529,5475,1749,3726,22,3,9,114,472,1342,5,566
-528,5545,1726,3819,19,1,13,117,413,1419,4,546
-527,5469,1672,3797,7,0,7,110,436,1351,2,521
-526,5541,1643,3898,11,1,8,100,418,1418,2,557
-525,5437,1700,3737,17,0,13,104,450,1342,6,523
-524,5325,1695,3630,11,2,17,102,431,1319,9,523
-523,5317,1663,3654,10,1,12,103,432,1395,6,576
-522,5452,1683,3769,14,3,8,95,424,1348,3,527
-521,5354,1652,3702,15,2,12,127,380,1362,7,564
-520,5397,1663,3734,13,2,10,106,421,1461,1,614
-519,5484,1678,3806,10,3,12,118,425,1391,4,611
-518,5289,1610,3679,11,2,17,116,424,1369,3,552
-517,5290,1581,3709,9,1,14,86,393,1361,3,553
-516,5314,1608,3706,17,2,10,128,418,1379,2,522
-515,5343,1640,3703,10,1,15,104,391,1406,5,588
-514,5316,1652,3664,10,1,12,92,424,1365,6,532
-513,5386,1652,3734,17,1,7,100,442,1415,3,580
-512,5484,1662,3822,13,1,14,116,420,1388,3,552
-511,5245,1617,3628,13,1,12,101,419,1337,6,535
-510,5426,1672,3754,11,2,11,108,394,1406,1,578
-509,5396,1703,3693,12,2,14,113,391,1332,4,538
-508,5404,1663,3741,12,1,8,104,440,1370,3,541
-507,5318,1647,3671,7,1,13,118,424,1345,6,529
-506,5367,1711,3656,15,1,11,126,374,1288,1,531
-505,5349,1648,3701,17,2,14,122,415,1391,6,578
-504,5317,1686,3631,12,0,16,128,395,1285,3,517
-503,5160,1651,3509,9,0,9,105,400,1305,5,518
-502,5421,1710,3711,16,1,11,97,394,1365,2,549
-501,5306,1594,3712,11,2,15,79,435,1358,8,562
-500,5260,1625,3635,13,1,14,114,405,1302,4,507
-499,5348,1676,3672,9,0,12,107,370,1366,3,555
-498,5455,1676,3779,15,3,13,120,443,1393,5,600
-497,5544,1781,3763,16,1,11,100,425,1411,6,595
-496,5309,1679,3630,14,2,9,103,423,1310,5,539
-495,5378,1693,3685,12,5,8,123,399,1390,3,611
-494,5405,1660,3745,8,3,13,116,406,1355,1,593
-493,5401,1672,3729,15,0,10,117,402,1383,4,557
-492,5555,1702,3853,13,1,15,122,441,1457,4,566
-491,5463,1665,3798,9,3,12,110,409,1436,6,619
-490,5478,1695,3783,11,1,11,111,410,1386,3,566
-489,5313,1622,3691,15,0,10,98,386,1401,4,569
-488,5203,1565,3638,6,0,14,103,408,1310,5,533
-487,5467,1673,3794,11,0,7,99,434,1374,1,573
-486,5415,1649,3766,13,2,12,113,404,1376,2,544
-485,5341,1637,3704,8,0,14,115,407,1337,3,560
-484,5482,1703,3779,12,0,13,105,402,1345,3,577
-483,5357,1708,3649,12,2,9,133,445,1292,3,522
-482,5335,1722,3613,5,2,19,100,426,1367,2,541
-481,5309,1652,3657,14,2,14,80,431,1353,4,529
-480,5352,1624,3728,11,2,14,89,403,1334,3,573
-479,5427,1673,3754,17,4,11,98,402,1417,2,582
-478,5384,1669,3715,13,1,19,96,433,1395,4,551
-477,5292,1638,3654,13,0,16,100,423,1361,2,559
-476,5450,1688,3762,16,0,16,102,421,1384,4,565
-475,5380,1685,3695,16,2,11,103,409,1348,1,554
-474,5273,1574,3699,15,3,10,96,422,1396,6,548
-473,5377,1681,3696,11,3,15,93,432,1351,2,567
-472,5492,1641,3851,14,0,10,105,420,1388,5,539
-471,5395,1690,3705,16,2,9,97,395,1346,2,543
-470,5518,1748,3770,9,1,14,120,456,1400,6,561
-469,5326,1639,3687,10,2,6,108,411,1373,4,545
-468,5394,1680,3714,9,1,7,99,404,1403,4,590
-467,5387,1682,3705,18,1,15,100,366,1360,1,560
-466,5408,1626,3782,14,1,19,97,451,1404,3,583
-465,5420,1666,3754,14,2,9,129,412,1426,4,624
-464,5495,1635,3860,16,1,13,96,426,1406,2,582
-463,5365,1665,3700,13,0,10,113,405,1453,6,611
-462,5415,1701,3714,16,0,13,109,440,1366,2,555
-461,5366,1678,3688,8,0,15,124,422,1392,3,611
-460,5483,1665,3818,10,1,12,97,453,1412,2,574
-459,5520,1654,3866,11,0,17,101,432,1422,4,596
-458,5474,1645,3829,14,1,6,109,423,1441,4,618
-457,5427,1581,3846,16,1,12,108,410,1415,6,583
-456,5553,1731,3822,9,2,16,103,449,1455,7,609
-455,5446,1717,3729,16,1,10,92,448,1378,2,606
-454,5461,1652,3809,15,2,9,92,453,1358,4,529
-453,5309,1643,3666,12,4,11,130,388,1317,6,521
-452,5506,1712,3794,18,1,18,96,409,1396,4,570
-451,5471,1624,3847,6,3,16,114,387,1407,7,550
-450,5317,1618,3699,14,1,14,95,370,1428,4,611
-449,5283,1662,3621,10,1,7,105,410,1391,1,591
-448,5352,1663,3689,13,2,11,112,415,1371,3,569
-447,5542,1660,3882,9,4,10,98,404,1419,6,591
-446,5272,1634,3638,17,0,6,104,429,1333,4,556
-445,5263,1597,3666,11,2,14,101,425,1347,4,559
-444,5391,1647,3744,15,1,7,109,397,1427,4,585
-443,5308,1648,3660,10,2,18,114,415,1341,5,581
-442,5449,1654,3795,12,2,11,93,422,1372,2,591
-441,5396,1670,3726,12,2,9,100,439,1321,3,555
-440,5354,1661,3693,17,5,12,106,409,1359,6,531
-439,5432,1642,3790,13,0,13,99,438,1337,4,562
-438,5406,1619,3787,10,2,17,96,413,1395,1,556
-437,5294,1586,3708,9,1,14,99,436,1409,6,564
-436,5291,1619,3672,4,1,12,121,397,1401,5,573
-435,5377,1628,3749,13,3,10,111,412,1408,3,613
-434,5285,1671,3614,14,1,8,106,419,1304,5,556
-433,5305,1633,3672,10,2,18,115,406,1368,7,600
-432,5352,1576,3776,11,2,7,85,416,1400,3,574
-431,5368,1673,3695,14,1,12,94,433,1352,3,555
-430,5428,1684,3744,13,0,6,88,446,1372,3,584
-429,5262,1605,3657,16,3,15,108,425,1423,7,578
-428,5595,1675,3920,15,0,11,110,458,1413,5,600
-427,5447,1664,3783,11,2,7,96,383,1465,4,583
-426,5452,1646,3806,12,2,10,85,433,1389,3,587
-425,5350,1624,3726,8,1,15,89,384,1361,4,545
-424,5269,1634,3635,17,0,13,92,433,1337,6,535
-423,5409,1732,3677,12,3,15,131,407,1345,5,571
-422,5421,1697,3724,9,1,14,92,447,1348,4,559
-421,5251,1604,3647,12,3,10,88,411,1317,3,511
-420,5389,1672,3717,12,3,11,98,423,1373,1,594
-419,5314,1637,3677,13,4,16,118,428,1365,4,549
-418,5360,1610,3750,11,1,13,99,401,1411,6,573
-417,5533,1797,3736,10,1,16,111,419,1396,5,601
-416,5450,1635,3815,10,3,12,95,424,1432,3,619
-415,5559,1630,3929,21,1,21,102,415,1478,4,627
-414,5314,1553,3761,5,2,12,100,438,1396,8,580
-413,5341,1615,3726,15,1,18,102,459,1406,2,620
-412,5383,1640,3743,15,4,11,90,421,1384,3,562
-411,5290,1683,3607,13,2,6,102,388,1350,4,550
-410,5335,1664,3671,14,2,13,91,385,1369,2,583
-409,5469,1695,3774,13,1,18,99,412,1451,1,624
-408,5336,1598,3738,9,2,8,101,431,1361,8,561
-407,5411,1661,3750,16,1,11,114,467,1383,8,612
-406,5453,1705,3748,15,3,9,111,462,1382,3,590
-405,5264,1648,3616,8,2,9,93,424,1402,4,596
-404,5426,1675,3751,19,1,17,119,380,1395,4,599
-403,5452,1651,3801,18,2,18,81,454,1446,4,615
-402,5473,1648,3825,10,2,17,123,382,1416,2,610
-401,5423,1644,3779,14,1,7,92,418,1401,10,601
-400,5462,1651,3811,4,0,10,109,434,1446,5,640
-399,5483,1683,3800,13,2,11,108,427,1395,7,588
-398,5425,1698,3727,15,2,18,115,415,1317,7,547
-397,5497,1674,3823,18,1,13,94,421,1370,2,563
-396,5415,1639,3776,10,1,6,95,418,1408,7,594
-395,5447,1619,3828,15,2,10,110,439,1413,8,591
-394,5496,1673,3823,13,1,11,104,422,1451,5,631
-393,5475,1627,3848,12,2,12,81,438,1425,5,601
-392,5457,1673,3784,15,3,13,95,422,1421,0,622
-391,5223,1567,3656,14,1,16,90,384,1354,4,567
-390,5325,1595,3730,16,3,14,106,418,1357,3,541
-389,5392,1645,3747,17,2,14,114,365,1421,7,611
-388,5407,1667,3740,15,1,5,96,442,1359,3,599
-387,5406,1606,3800,17,2,19,101,429,1423,6,605
-386,5540,1659,3881,16,3,14,97,451,1450,3,619
-385,5473,1671,3802,13,2,11,98,436,1378,5,599
-384,5497,1686,3811,9,1,10,105,405,1408,2,636
-383,5411,1693,3718,7,2,11,104,400,1407,6,632
-382,5529,1626,3903,15,2,10,109,401,1505,4,642
-381,5494,1653,3841,7,3,13,96,384,1441,4,651
-380,5468,1677,3791,15,2,14,90,452,1434,7,591
-379,5402,1594,3808,10,1,13,112,410,1494,5,632
-378,5459,1618,3841,10,1,12,96,407,1447,6,591
-377,5416,1652,3764,13,2,15,89,433,1410,5,621
-376,5351,1639,3712,13,1,11,97,419,1374,2,602
-375,5515,1670,3845,18,2,13,89,460,1416,4,584
-374,5485,1677,3808,16,1,14,103,436,1454,7,646
-373,5493,1656,3837,11,1,17,114,442,1456,4,629
-372,5477,1637,3840,8,1,7,105,427,1460,7,634
-371,5422,1602,3820,11,2,12,101,393,1414,3,591
-370,5486,1631,3855,11,1,9,98,457,1437,0,627
-369,5584,1721,3863,6,2,11,123,458,1458,6,638
-368,5287,1575,3712,10,0,3,103,422,1380,6,573
-367,5467,1637,3830,16,0,11,91,392,1482,5,651
-366,6006,1690,4316,7,2,20,95,476,1709,5,773
-365,6791,1843,4948,11,0,26,109,550,2135,5,891
-364,6115,1743,4372,23,2,12,98,449,1851,7,832
-363,5484,1645,3839,13,0,7,99,428,1405,7,592
-362,5292,1610,3682,15,0,11,95,394,1302,6,573
-361,5446,1646,3800,8,0,14,106,415,1448,1,606
-360,5350,1598,3752,8,2,14,122,420,1385,3,641
-359,5329,1657,3672,10,0,11,94,454,1338,8,575
-358,5330,1663,3667,10,4,16,101,433,1395,3,583
-357,5293,1571,3722,16,1,12,91,418,1378,1,600
-356,5506,1707,3799,11,1,8,108,446,1398,4,598
-355,5398,1661,3737,18,2,9,89,405,1356,3,580
-354,5480,1642,3838,15,0,15,117,416,1405,2,593
-353,5596,1728,3868,15,4,14,127,453,1408,5,608
-352,5454,1666,3788,17,1,13,98,432,1367,1,564
-351,5403,1662,3741,17,1,7,88,409,1413,3,634
-350,5438,1632,3806,8,3,10,122,387,1431,1,633
-349,5406,1704,3702,21,2,13,106,394,1420,7,658
-348,5464,1637,3827,13,1,11,115,404,1448,6,614
-347,5411,1604,3807,8,3,18,95,460,1477,3,654
-346,5483,1643,3840,10,2,10,118,430,1410,7,600
-345,5396,1670,3726,12,0,17,88,415,1400,2,610
-344,5319,1639,3680,10,2,11,120,407,1369,4,597
-343,5292,1671,3621,11,1,10,102,440,1299,7,584
-342,5378,1667,3711,7,4,17,89,419,1410,2,627
-341,5333,1627,3706,15,1,15,101,411,1382,1,612
-340,5393,1626,3767,13,2,13,100,418,1461,4,674
-339,5408,1601,3807,6,1,9,87,432,1422,7,653
-338,5430,1704,3726,12,1,15,103,420,1425,4,628
-337,5368,1690,3678,12,1,11,89,467,1396,3,563
-336,5315,1580,3735,11,2,16,91,433,1359,8,605
-335,5310,1648,3662,13,0,13,100,409,1331,4,563
-334,5326,1574,3752,16,0,15,97,417,1422,2,625
-333,5497,1636,3861,15,3,10,93,409,1522,4,697
-332,5470,1627,3843,15,3,7,91,418,1468,4,658
-331,5302,1582,3720,7,0,8,108,386,1376,5,587
-330,5210,1586,3624,14,2,16,100,412,1379,4,607
-329,5410,1718,3692,14,0,13,113,433,1369,8,565
-328,5323,1592,3731,7,0,17,85,410,1363,5,589
-327,5357,1634,3723,13,1,13,103,403,1391,6,585
-326,5353,1689,3664,10,2,18,86,412,1369,3,585
-325,5370,1564,3806,14,1,9,103,384,1482,5,661
-324,5500,1659,3841,14,2,7,114,425,1448,4,635
-323,5420,1608,3812,12,2,14,95,442,1450,3,632
-322,5518,1689,3829,9,3,11,103,428,1479,4,661
-321,5358,1636,3722,7,2,10,91,426,1389,9,615
-320,5329,1672,3657,9,2,12,89,407,1349,7,593
-319,5526,1768,3758,17,2,14,104,460,1399,2,596
-318,5330,1553,3777,5,3,5,105,408,1419,4,635
-317,5262,1583,3679,8,1,15,115,383,1362,4,584
-316,5234,1586,3648,13,2,14,84,420,1379,4,577
-315,5346,1608,3738,11,3,12,85,450,1403,6,614
-314,5321,1594,3727,3,1,8,85,425,1374,1,599
-313,5458,1649,3809,10,1,14,105,430,1367,2,611
-312,5485,1692,3793,9,1,7,90,439,1441,1,650
-311,5385,1660,3725,7,3,15,114,464,1393,5,612
-310,5295,1603,3692,14,1,9,104,400,1383,4,626
-309,5453,1691,3762,18,2,12,96,405,1364,2,576
-308,5236,1557,3679,10,1,12,78,408,1367,2,576
-307,5297,1594,3703,5,0,12,100,397,1351,7,606
-306,5337,1621,3716,18,2,8,106,409,1389,6,627
-305,5376,1614,3762,11,2,11,103,423,1425,4,615
-304,5404,1606,3798,14,1,8,119,416,1429,2,653
-303,5406,1608,3798,10,3,16,82,450,1444,7,650
-302,5434,1640,3794,9,2,16,86,420,1443,4,676
-301,5322,1636,3686,7,2,13,107,435,1360,2,623
-300,5188,1536,3652,9,4,8,86,405,1344,5,605
-299,5333,1648,3685,16,1,12,93,420,1370,4,629
-298,5339,1636,3703,17,1,9,115,386,1410,4,633
-297,5367,1620,3747,10,1,14,112,415,1422,4,645
-296,5325,1584,3741,12,1,11,84,448,1445,3,647
-295,5445,1524,3921,14,2,10,96,407,1506,3,675
-294,5317,1612,3705,9,1,8,115,436,1460,2,643
-293,5315,1651,3664,18,1,11,108,398,1417,5,621
-292,5251,1540,3711,11,0,16,94,418,1375,6,603
-291,5339,1633,3706,13,1,13,118,415,1370,3,624
-290,5476,1622,3854,9,2,19,110,397,1433,5,639
-289,5283,1567,3716,14,1,10,99,400,1392,5,598
-288,5286,1527,3759,11,3,6,94,423,1418,6,634
-287,5342,1615,3727,15,0,13,96,445,1382,4,648
-286,5289,1594,3695,10,0,10,76,425,1411,4,612
-285,5296,1649,3647,9,2,14,108,424,1346,4,608
-284,5254,1617,3637,8,2,7,110,421,1392,3,619
-283,5287,1633,3654,15,2,6,103,413,1360,1,610
-282,5308,1613,3695,11,0,14,93,399,1371,5,621
-281,5318,1615,3703,9,2,14,89,385,1411,3,635
-280,5317,1670,3647,13,2,9,96,453,1382,2,638
-279,5267,1592,3675,13,1,14,85,399,1351,1,603
-278,5274,1606,3668,15,0,8,88,411,1370,1,616
-277,5329,1583,3746,12,1,12,101,395,1333,3,612
-276,5381,1575,3806,13,1,13,102,423,1423,4,616
-275,5416,1632,3784,8,0,12,98,412,1426,5,651
-274,5321,1650,3671,8,1,15,96,440,1372,4,621
-273,5292,1590,3702,10,1,11,114,378,1443,4,683
-272,5371,1674,3697,10,2,7,102,446,1360,2,642
-271,5252,1560,3692,5,0,11,83,437,1407,3,601
-270,5514,1586,3928,8,3,9,98,462,1521,9,697
-269,5419,1582,3837,7,2,17,95,403,1463,5,645
-268,5411,1653,3758,8,2,7,109,417,1406,2,637
-267,5276,1569,3707,10,0,18,102,421,1390,4,627
-266,5509,1615,3894,13,2,14,93,416,1478,3,660
-265,5345,1583,3762,7,2,11,91,422,1390,2,642
-264,5094,1535,3559,15,1,3,89,425,1354,3,608
-263,5317,1579,3738,16,2,17,88,396,1369,5,626
-262,5439,1610,3829,12,2,10,86,442,1441,4,662
-261,5339,1652,3687,14,0,19,97,400,1405,2,658
-260,5336,1606,3730,11,1,15,101,418,1409,4,624
-259,5330,1624,3706,15,2,14,119,428,1379,3,641
-258,5355,1666,3689,13,2,13,95,451,1424,3,652
-257,5423,1612,3811,8,1,17,95,405,1478,3,674
-256,5344,1637,3707,16,0,13,116,451,1416,6,634
-255,5323,1609,3714,14,1,11,93,446,1389,2,611
-254,5249,1571,3678,5,1,15,107,415,1403,3,649
-253,5348,1623,3725,15,1,17,91,396,1420,3,654
-252,5270,1617,3653,6,0,13,96,452,1350,1,625
-251,5274,1647,3627,9,2,13,118,406,1389,6,618
-250,5229,1585,3644,12,2,13,92,433,1362,3,612
-249,5322,1612,3710,6,0,18,93,397,1412,2,630
-248,5364,1587,3777,14,2,14,89,416,1457,1,657
-247,5318,1578,3740,6,2,13,80,418,1466,8,641
-246,5200,1571,3629,16,0,11,87,425,1346,1,612
-245,5275,1561,3714,14,3,5,98,407,1401,4,625
-244,5302,1645,3657,11,2,11,92,411,1411,4,631
-243,5379,1552,3827,7,2,13,81,420,1408,3,660
-242,5249,1561,3688,11,2,10,84,412,1367,0,589
-241,5217,1584,3633,14,2,12,92,392,1438,4,647
-240,5389,1639,3750,7,3,7,91,388,1435,3,651
-239,5315,1594,3721,10,1,11,89,420,1416,3,658
-238,5329,1619,3710,15,3,13,101,413,1382,4,621
-237,5332,1622,3710,14,1,16,85,411,1419,2,663
-236,5166,1563,3603,10,5,13,96,414,1335,4,598
-235,5434,1704,3730,10,0,12,93,452,1453,4,656
-234,5321,1602,3719,12,3,10,93,436,1375,5,636
-233,5345,1656,3689,15,1,21,110,425,1410,6,645
-232,5293,1564,3729,9,1,13,96,431,1402,4,651
-231,5226,1557,3669,7,3,13,86,449,1415,4,674
-230,5320,1606,3714,17,3,13,113,436,1330,1,590
-229,5324,1655,3669,13,2,13,86,439,1393,3,667
-228,5304,1571,3733,8,1,11,98,403,1433,3,662
-227,5326,1592,3734,7,2,20,113,418,1447,5,681
-226,5199,1557,3642,14,2,17,98,387,1471,2,643
-225,5266,1548,3718,11,0,11,91,400,1398,5,663
-224,5120,1541,3579,15,1,9,83,422,1344,4,592
-223,5347,1640,3707,12,1,11,114,423,1410,4,614
-222,5282,1599,3683,15,0,9,92,422,1432,3,658
-221,5312,1596,3716,13,2,12,100,391,1477,6,666
-220,5296,1602,3694,13,2,11,99,392,1356,2,662
-219,5348,1635,3713,10,0,13,96,405,1398,5,648
-218,5288,1551,3737,6,0,15,82,458,1453,5,662
-217,5304,1581,3723,10,2,11,102,448,1368,3,650
-216,5287,1635,3652,9,2,12,100,420,1386,5,624
-215,5391,1585,3806,13,4,12,90,453,1422,3,664
-214,5378,1571,3807,9,4,13,80,418,1407,2,657
-213,5452,1715,3737,11,2,13,104,470,1439,4,641
-212,5378,1625,3753,16,0,15,94,438,1407,4,636
-211,5340,1614,3726,13,1,9,102,443,1439,2,695
-210,5173,1543,3630,13,0,9,89,400,1408,4,638
-209,5278,1588,3690,9,1,13,86,414,1388,2,640
-208,5395,1591,3804,12,3,11,104,404,1417,2,628
-207,5272,1614,3658,17,5,10,86,432,1394,2,659
-206,5326,1568,3758,11,3,8,97,448,1426,3,616
-205,5310,1627,3683,8,1,9,99,420,1401,2,679
-204,5223,1524,3699,11,1,9,83,393,1425,3,635
-203,5242,1512,3730,9,1,13,87,455,1451,4,651
-202,5253,1574,3679,12,1,19,90,420,1376,3,604
-201,5254,1631,3623,13,3,19,109,381,1385,8,612
-200,5340,1614,3726,8,2,16,91,407,1455,2,644
-199,5498,1651,3847,13,1,14,98,425,1475,4,659
-198,5252,1529,3723,8,1,20,99,434,1383,4,642
-197,5404,1579,3825,10,0,10,98,432,1416,4,658
-196,5067,1492,3575,8,0,6,79,394,1416,9,624
-195,5375,1625,3750,13,0,11,101,429,1452,3,651
-194,5224,1593,3631,14,1,7,101,410,1387,10,658
-193,5273,1533,3740,9,2,11,89,404,1446,3,662
-192,5357,1563,3794,10,4,8,75,428,1420,4,670
-191,5171,1521,3650,14,0,11,93,416,1398,2,663
-190,5215,1507,3708,9,1,16,96,434,1397,7,643
-189,5277,1556,3721,9,3,7,93,392,1383,3,674
-188,5313,1583,3730,9,0,19,106,426,1422,2,713
-187,5299,1594,3705,8,2,12,92,418,1348,1,620
-186,5172,1532,3640,10,2,20,89,427,1360,6,652
-185,5329,1569,3760,8,1,16,72,410,1388,7,612
-184,5151,1568,3583,9,2,11,104,429,1336,4,632
-183,5346,1648,3698,11,0,14,83,432,1415,3,671
-182,5341,1654,3687,21,2,11,87,472,1434,2,664
-181,5350,1612,3738,10,1,14,82,426,1436,4,685
-180,5378,1567,3811,15,4,15,83,404,1450,3,664
-179,5280,1601,3679,7,3,15,83,407,1415,10,697
-178,5289,1601,3688,11,3,8,95,440,1413,1,666
-177,5248,1582,3666,10,0,7,93,421,1434,2,693
-176,5220,1516,3704,11,0,8,95,409,1381,2,671
-175,5396,1645,3751,11,2,14,101,418,1412,5,651
-174,5287,1545,3742,13,1,16,76,426,1393,5,656
-173,5203,1586,3617,10,3,11,102,417,1324,5,579
-172,5365,1593,3772,16,0,13,92,442,1433,3,634
-171,5432,1583,3849,8,1,6,92,407,1438,2,703
-170,5165,1463,3702,7,4,14,99,394,1407,0,704
-169,5338,1583,3755,6,1,13,84,412,1411,3,625
-168,5278,1508,3770,11,0,14,81,421,1401,3,635
-167,5217,1595,3622,12,3,8,91,425,1416,1,681
-166,5175,1540,3635,11,3,18,105,426,1367,3,640
-165,5230,1562,3668,12,2,12,90,426,1370,4,673
-164,5271,1611,3660,9,1,22,86,419,1430,6,627
-163,5368,1638,3730,12,1,14,91,418,1399,1,661
-162,5219,1562,3657,12,0,12,84,440,1443,3,710
-161,5222,1565,3657,9,1,7,103,419,1392,8,682
-160,5172,1494,3678,13,2,3,74,426,1373,6,672
-159,5278,1540,3738,10,0,12,87,417,1409,6,640
-158,5211,1562,3649,13,5,12,87,431,1411,1,673
-157,5349,1559,3790,8,1,9,98,418,1412,0,678
-156,5357,1615,3742,13,0,10,96,413,1448,2,709
-155,5356,1631,3725,15,1,16,80,402,1458,4,666
-154,5416,1633,3783,9,1,16,107,448,1460,4,665
-153,5298,1604,3694,14,1,12,104,455,1392,2,679
-152,5314,1513,3801,6,3,11,86,450,1466,8,699
-151,5309,1586,3723,9,2,11,86,406,1414,2,640
-150,5174,1557,3617,20,4,17,99,426,1349,5,649
-149,5367,1585,3782,6,1,13,92,448,1473,3,701
-148,5328,1620,3708,12,0,21,90,443,1411,2,649
-147,5192,1564,3628,9,2,13,91,433,1416,3,678
-146,5258,1589,3669,10,1,11,85,456,1361,3,643
-145,5353,1597,3756,14,1,6,98,426,1408,5,670
-144,5294,1603,3691,10,1,12,101,404,1421,6,667
-143,5373,1588,3785,15,3,13,101,431,1434,4,686
-142,5254,1547,3707,17,0,6,76,411,1414,5,702
-141,5327,1562,3765,9,0,15,82,423,1447,3,687
-140,5204,1537,3667,13,1,12,99,427,1394,6,663
-139,5309,1548,3761,10,3,11,91,436,1457,1,718
