"GameId","PlayId","Team","X","Y","S","A","Dis","Orientation","Dir","NflId","JerseyNumber","Season","YardLine","Quarter","GameClock","Down","Distance","HomeScoreBeforePlay","VisitorScoreBeforePlay","DefendersInTheBox","PlayDirection","Yards","PlayerHeight","PlayerWeight","Position","Week","Stadium","Location","StadiumType","Turf","GameWeather","Temperature","Humidity","WindSpeed","WindDirection","age"
2017122409,20171224090060,"away",90.1,19.6,3.96,1.94,0.45,5.22,161.43,2539230,95,2017,21,1,14.9166666666667,1,10,0,0,7,"left",-1,6.33333333333333,318,"NT",16,"Levis Stadium","Santa Clara, CA","Outdoor","Natural grass","Cloudy",52,64,"1","",27
2018093009,20180930093315,"away",20.68,25.78,2.57,1.99,0.31,127.69,136.33,2556504,93,2018,10,4,14.9333333333333,3,3,21,28,8,"left",-1,6.08333333333333,310,"DT",4,"Oakland-Alameda County Coliseum","Oakland, CA","Outdoor","Natural Grass","Partly Cloudy",71,58,"8","W",24
2017112607,20171126070101,"away",45.94,36.08,2.06,0.38,0.28,343.36,48.99,2555242,98,2017,35,1,14.1833333333333,1,10,0,0,6,"left",4,6.16666666666667,305,"DT",12,"Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass","Sunny",72,56,"1","North",24
2018111808,20181118083758,"away",46.64,26.01,4.38,0.88,0.43,318.42,308.59,2532888,4,2018,41,4,5.4,2,10,22,20,6,"right",6,6.08333333333333,215,"QB",11,"StubHub Center","Carson, CA","","Grass","Clear",69,67,"4","W",30
2017121702,20171217020178,"away",48.42,29.83,3.7,1.56,0.4,236.11,15.91,2541159,66,2017,37,1,12.2666666666667,2,7,0,0,8,"left",3,6.33333333333333,319,"C",15,"First Energy Stadium","Cleveland, Ohio","Outdoor","Grass","Cloudy",36,78,"0","N/A",27
2017091100,20170911002860,"home",103.72,26.39,5.62,1.44,0.59,164.28,230.3,2557991,33,2017,11,3,2.56666666666667,2,10,19,9,8,"left",1,5.83333333333333,210,"RB",1,"U.S. Bank Stadium","Minneapolis, MN","Indoors","Field Turf","Indoor",70,0,"","",23
2018110401,20181104011025,"away",9.93,32.72,2.05,1.4,0.2,309.05,348.6,2541312,64,2018,1,2,13.1,1,1,0,0,8,"left",1,6.33333333333333,317,"OG",9,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Mostly sunny",49,56,"12","E",29
2018110410,20181104100482,"home",60.18,38.59,0.53,2.18,0.04,101.62,57.72,71251,23,2018,49,1,9.53333333333333,2,10,7,0,5,"left",3,5.91666666666667,215,"SS",9,"Gillette Stadium","Foxborough, MA","Outdoor","Field Turf","Clear and Cool",40,76,"2","West",31
2018102200,20181022003849,"home",68.42,32.64,2.95,2.45,0.3,100.4,162.28,2555415,81,2018,41,4,3.25,2,6,20,12,6,"right",5,6.33333333333333,254,"TE",7,"Mercedes-Benz Stadium","Atlanta, GA","Domed, open","FieldTurf360","Partly clear",60,49,"2","ESE",24
2018101406,20181014061336,"home",17.6,29.63,2.68,2.3,0.32,93.53,163.09,2495134,77,2018,9,2,10.2,2,14,10,13,6,"right",2,6.41666666666667,321,"G",6,"MetLife","East Rutherford, NJ","Outdoor","FieldTurf","Cloudy",60,53,"7 MPH","SW",29
2019100601,20191006012490,"away",22.73,28.24,4,0.67,0.4,100.1,236.88,2562760,35,2019,27,3,12.4166666666667,2,6,6,13,7,"left",4,6.08333333333333,196,"S",5,"Paul Brown Stadium","Cincinnati, OH","Outdoor","Twenty Four/Seven Turf","Cloudy",76,68,"6 mph, Gusts to 10","SW",21
2018100706,20181007061428,"away",17.11,29.69,3.93,0.28,0.39,235.08,266.93,2532888,4,2018,13,2,7.38333333333333,2,11,14,7,8,"right",9,6.08333333333333,215,"QB",5,"MetLife Stadium","East Rutherford, N.J.","Outdoor","FieldTurf","Cloudy",77,79,"7","SW",30
2017112300,20171123000493,"home",99.36,31.47,1.95,1.16,0.31,247.27,46.02,2555265,91,2017,12,1,6.85,1,10,0,0,7,"right",10,6.33333333333333,330,"DT",12,"Ford Field","Detroit","Indoors","Field Turf","Controlled Climate",68,70,"","",23
2019110301,20191103013084,"home",95.32,30.24,2.01,1.37,0.2,87.69,1.73,2539329,98,2019,15,4,7.38333333333333,2,8,17,9,7,"left",-2,6.16666666666667,318,"DT",9,"New Era Field","Orchard Park, NY","Outdoors","A-Turf Titan","Mostly cloudy",42,56,"18","W",29
2018112505,20181125050751,"away",76.47,35.95,3.03,3.42,0.28,53.22,76.7,2540145,84,2018,32,1,2.65,1,10,7,0,6,"right",4,6.16666666666667,238,"WR",12,"MetLife","East Rutherford, NJ","Outdoor","FieldTurf","Partly Cloudy",54,64,"8","NNW",27
2017102300,20171023001988,"away",12.66,20.77,3.02,0.64,0.35,48.66,123.52,2507780,90,2017,1,2,0.5,1,1,10,10,10,"left",-3,6.25,305,"NT",7,"Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Grass","Cloudy",70,78,"9","SSE",31
2019110305,20191103051662,"away",40.84,25.65,1.81,2.85,0.18,280.02,198.61,2560877,58,2019,27,2,4.06666666666667,2,20,12,0,6,"right",-2,6,230,"LB",9,"Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Grass","Sunny",52,37,"13","WNW",21
2019102800,20191028001154,"away",65.48,7.78,1.37,2.96,0.12,294.21,95.61,2555539,25,2019,47,2,14.5333333333333,1,10,0,14,6,"right",5,6.08333333333333,198,"CB",8,"Heinz Field","Pittsburgh","Outdoors","Grass","Clear",59,50,"2","From NE",25
2018121300,20181213001554,"home",85.08,18.2,3,1.21,0.29,277.24,145.35,2555349,23,2018,33,2,3.68333333333333,1,10,14,7,6,"right",0,5.91666666666667,198,"CB",15,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","",39,76,"5","NW",23
2017122301,20171223012018,"away",58.89,24.26,0.76,0.47,0.03,22.59,154.8,2495438,82,2017,49,3,13.5,1,5,0,10,8,"right",2,6.5,265,"TE",16,"Lambeau Field","Green Bay, WI","Outdoor","DD GrassMaster","Clear",10,67,"6","SW",29
2018093001,20180930013199,"away",69.43,19.64,1.65,0.54,0.18,216.46,247.99,2552460,76,2018,41,3,2.73333333333333,1,10,45,3,7,"left",4,6.5,338,"T",4,"Soldier Field","Chicago, IL","Outdoor","Natural Grass","Cloudy",66,62,"5","SSW",25
2017123103,20171231031481,"away",92.83,29.41,2.5,2.48,0.24,180.42,288.76,2533034,26,2017,22,2,5.4,2,10,7,10,6,"left",4,5.83333333333333,221,"RB",17,"Lucas Oil Stadium","Indianapolis, Ind.","Retr. Roof-Closed","Artificial","Partly sunny",9,66,"7","NW",27
2017111905,20171119054630,"away",64.53,28.06,1.32,2.52,0.16,182.75,5.19,2506108,23,2017,39,5,8.9,1,10,31,31,7,"right",20,5.83333333333333,200,"FS",11,"Mercedes-Benz Superdome","New Orleans, La.","Indoors","UBU Speed Series-S5-M","Sunny",57,44,"12","N",35
2019102703,20191027032250,"home",68.3,28.06,5.21,0.63,0.52,301.21,335.87,2562378,88,2019,42,3,13.85,1,10,17,13,7,"left",1,6.41666666666667,247,"TE",8,"Ford Field","Detroit","Indoors","Field Turf","Controlled Climate",68,70,"","",21
2018123006,20181230060601,"away",89.05,26.15,2.11,0.26,0.21,275.54,20.04,2550205,78,2018,22,1,5.26666666666667,1,10,7,0,6,"left",17,6.33333333333333,300,"C",17,"Gillette Stadium","Foxborough, MA","Outdoor","Field Turf","Sunny and cold",33,42,"2","SE",27
2018111106,20181111060672,"home",24.32,28.02,3.16,3.43,0.3,86.18,13.05,2555322,58,2018,17,1,3.9,2,2,0,7,6,"left",3,6.08333333333333,232,"ILB",10,"MetLife","East Rutherford, NJ","Outdoor","FieldTurf","Sunny",46,39,"10","WNW",24
2017103000,20171030004175,"home",64.81,20.61,3.05,0.92,0.24,123.66,165.68,2552668,61,2017,45,4,1.9,1,10,29,19,10,"right",-2,6.5,305,"C",8,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Clear",44,41,"12","Northwest",26
2018110100,20181101002641,"home",37.48,22.96,2.43,2.26,0.16,137.66,176.15,2552345,75,2018,29,3,5.23333333333333,2,1,31,3,8,"right",0,6.25,312,"G",9,"Levis Stadium","Santa Clara, CA","Outdoor","Natural Grass","Clear",82,28,"8","NW",26
2018102810,20181028103151,"away",45.75,21.58,2.48,0.17,0.25,207.09,129.58,2540183,69,2018,33,3,0.35,2,10,23,13,6,"left",33,6.33333333333333,310,"T",8,"Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass","Cloudy",82,39,"1","SW",27
2017120303,20171203030183,"home",74.84,22.29,0.59,1.38,0.11,223.25,259.95,2495201,92,2017,34,1,12.0166666666667,1,10,0,0,8,"right",7,6.25,269,"OLB",13,"Soldier Field","Chicago, IL","Outdoor","Grass","Sunny",54,44,"6","SSW",30
2018093006,20180930060288,"home",75.67,22.62,1.87,2.71,0.25,254.06,298.19,2555281,62,2018,34,1,10.8833333333333,1,10,0,0,7,"left",9,6.41666666666667,308,"G",4,"Gillette Stadium","Foxborough, Ma","Outdoor","Field Turf","Sunny and warm",65,48,"6","West",26
2018100700,20181007003561,"home",29.32,29.81,5.19,2.26,0.52,295.83,295.65,2560955,17,2018,25,4,4.71666666666667,1,10,10,12,8,"right",1,6.41666666666667,237,"QB",5,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Cloudy",62,96,"8","NE",22
2019101300,20191013000085,"home",39.06,30.53,3.65,1.05,0.36,81.31,9.06,2560909,50,2019,29,1,14.8333333333333,1,10,0,0,6,"left",1,6.33333333333333,347,"DT",6,"Tottenham Hotspur","London, England","Outdoors","Turf","Mostly Cloudy",61,86,"14","SW",23
2017123103,20171231033529,"home",87.98,26.61,0.7,0.79,0.02,343.26,109.79,2495137,74,2017,21,4,3.25,2,8,19,13,8,"right",9,6.58333333333333,307,"T",17,"Lucas Oil Stadium","Indianapolis, Ind.","Retr. Roof-Closed","Artificial","Partly sunny",9,66,"7","NW",30
2018120902,20181209021143,"away",54.05,27.71,0.3,2.06,0.03,87.78,253.77,2540152,25,2018,36,2,11.9166666666667,1,10,7,14,7,"left",7,6.08333333333333,213,"SS",14,"FirstEnergy","Cleveland,Ohio","Outdoor","Grass","Sunny",28,60,"4","N",27
2019111400,20191114002442,"home",71.63,11.63,4.6,3.87,0.45,316,300.32,2543496,13,2019,37,3,12.9,2,13,14,0,6,"left",2,5.91666666666667,198,"WR",11,"FirstEnergy Stadium","Cleveland,Ohio","Outdoor","Grass","Cold",36,57,"10","SW",26
2018110800,20181108002474,"away",46.72,9.77,2.41,5.16,0.22,234.65,147.34,2560753,26,2018,35,3,6.1,1,10,38,14,9,"right",1,5.83333333333333,180,"CB",10,"Heinz Field","Pittsburgh","Outdoors","Grass","Clear",40,76,"4","From NNE",23
2017111909,20171119091669,"away",35.15,24.63,0.46,1.4,0.08,319.91,80.1,79583,94,2017,26,2,1.88333333333333,2,10,0,14,6,"left",9,6.16666666666667,309,"DT",11,"Estadio Azteca","Mexico City","Outdoor","Natural Grass","Sunny",66,42,"0","N",32
2018121610,20181216103607,"away",41.33,27,3.64,1.46,0.38,92.1,10.56,2552483,90,2018,31,4,2.76666666666667,2,7,14,10,8,"left",1,6.16666666666667,320,"DT",15,"Heinz Field","Pittsburgh, PA","Outdoors","Grass","Cloudy",42,90,"5","From NNW",24
2017092409,20170924091251,"away",39.13,21.76,7.19,1.12,0.76,67.73,189.14,2555295,87,2017,34,2,9.36666666666667,1,10,7,0,7,"right",-1,5.83333333333333,201,"WR",3,"Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Natural Grass","Sunny",89,48,"6","NNE",25
2017122400,20171224002939,"home",79.72,29.89,1.9,0.34,0.21,294.21,341.71,2550589,68,2017,31,4,14.3333333333333,2,2,15,19,6,"left",4,6.5,325,"G",16,"Bank of America Stadium","Charlotte, North Carolina","Outdoors","Natural Grass","Cloudy",55,63,"6","NE",27
2019112408,20191124080081,"away",39.83,25.57,3.47,1.91,0.34,92.46,152.9,2552396,83,2019,31,1,14.25,2,7,0,0,7,"right",1,6.41666666666667,258,"TE",12,"Nissan Stadium","Nashville, TN","Outdoors","Grass","Sunny",52,54,"9","WSW",25
2019092209,20190922090213,"away",93.02,25.36,3.24,2.73,0.31,255.07,302.38,2557980,21,2019,25,1,10.65,1,10,0,0,6,"right",4,5.91666666666667,215,"FS",3,"Raymond James Stadium","Tampa, FL","Outdoor","Natural Grass","Cloudy",88,46,"11","E",23
2017121800,20171218003321,"away",77.4,25.26,3.88,2.15,0.44,10.13,163.04,2556373,71,2017,32,4,8.13333333333333,3,2,14,17,8,"right",32,6.33333333333333,314,"G",15,"Raymond James Stadium","Tampa, FL","Outdoor","Natural Grass","Clear",71,85,"2","NNE",25
2018112202,20181122021201,"home",102.67,28.67,4.66,1.01,0.49,146.56,161.65,2507203,74,2018,7,2,9.93333333333333,2,5,7,3,7,"right",3,6.41666666666667,318,"T",12,"Mercedes-Benz Superdome","New Orleans, LA","Dome","UBU Speed Series-S5-M","Indoors",53,72,"5","E",34
2018122314,20181223140428,"home",17.53,28.85,1.56,2.07,0.15,228.03,193.84,2532975,3,2018,4,1,9.01666666666667,3,1,0,0,8,"left",4,5.91666666666667,215,"QB",16,"CenturyLink Field","Seattle, WA","Outdoor","FieldTurf","Cloudy",43,82,"8","SSE",30
2017091009,20170910092538,"away",34.16,20.04,2,0.5,0.17,53.04,170.8,2543744,75,2017,25,3,7.25,1,10,37,3,7,"right",1,6.5,310,"OG",1,"Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass","Sunny",90,38,"2","SW",27
2017091708,20170917081328,"away",10.79,23.05,2.16,0.85,0.23,346.85,41.63,2552492,97,2017,1,2,5.08333333333333,2,1,3,3,10,"left",1,6.5,341,"DT",2,"StubHub Center","Carson, CA","","Grass","Cloudy",71,68,"7","W",26
2018120206,20181202061253,"home",97.31,20.91,2.36,2.14,0.26,195.87,101.55,2555201,78,2018,16,2,11.0666666666667,2,8,7,6,8,"left",1,6.41666666666667,313,"T",13,"Hard Rock Stadium","Miami Gardens, Fla.","Outdoor","Natural Grass","Partly Cloudy",86,68,"15","S",24
2018110410,20181104101938,"home",74,22.19,3.29,1.44,0.32,153.7,119.38,2504211,12,2018,39,2,3.86666666666667,3,2,10,10,6,"left",6,6.33333333333333,225,"QB",9,"Gillette Stadium","Foxborough, MA","Outdoor","Field Turf","Clear and Cool",40,76,"2","West",41
2017102909,20171029090060,"away",86.93,30.79,3.66,1.86,0.4,142.67,200.58,2539205,83,2017,25,1,15,1,10,0,0,7,"left",4,6.16666666666667,210,"WR",8,"FedExField","Landover, MD","Outdoor","Grass","Rain",60,93,"4","ESE",29
2019102100,20191021002229,"home",82.59,30.74,0.51,1.32,0.05,258.72,319.47,2539247,67,2019,28,3,14.35,2,6,0,24,6,"left",4,6.33333333333333,320,"G",7,"MetLife Stadium","East Rutherford, NJ","Outdoor","Field Turf","Mostly Clear",58,73,"0","SSW",27
2018122313,20181223132452,"away",44.43,18.86,1.57,2.01,0.12,52.94,138.12,2508109,97,2018,34,3,13.75,1,10,17,14,7,"left",2,6.41666666666667,295,"DT",16,"Mercedes-Benz Superdome","New Orleans, LA","Domed","UBU Speed Series-S5-M","Indoors",68,71,"10","WNW",29
2019111005,20191110050562,"home",59.19,44.04,3.34,2.21,0.32,278.56,274.19,497328,18,2019,50,1,5.56666666666667,2,10,7,0,6,"left",2,6.25,225,"WR",10,"MetLife Stadium","East Rutherford, NJ","Outdoor","FieldTurf","Cloudy",48,50,"SSW","8",31
2017101511,20171015112398,"home",36.21,19.52,3.35,1.47,0.32,34.86,170.82,2543740,77,2017,27,3,11.7833333333333,2,4,3,17,7,"right",1,6.41666666666667,310,"OG",6,"Sports Authority Field at Mile High","Denver, CO","Outdoor","Grass","Clear",61,17,"4","NorthEast",27
2018100712,20181007120622,"home",74.51,35.25,4.25,3.99,0.41,231.94,198.17,2555346,15,2018,35,1,2.96666666666667,1,5,0,6,7,"left",3,6,184,"WR",5,"NRG Stadium","Houston, TX","Retractable Roof","Artificial","Partly Cloudy",83,70,"7","SE",24
2017100802,20171008021636,"away",54.64,29.86,4.27,2.87,0.45,338.42,61.69,949,28,2017,49,2,3.85,2,1,10,10,8,"right",5,5.83333333333333,245,"RB",5,"Ford Field","Detroit","Indoors","Field Turf","Controlled Climate",68,70,"","",31
2018101403,20181014031023,"away",68.78,21.33,5.84,3.18,0.57,125.02,161.04,2557969,58,2018,39,2,15,1,10,7,0,7,"left",2,6,223,"OLB",6,"NRG Stadium","Houston, Texas","Retractable Roof","Artificial","Mostly Cloudy",87,60,"9","S",24
2018111805,20181118053634,"home",94.16,30.68,3.87,2.95,0.37,89.72,70.05,2560968,26,2018,11,4,4.15,1,10,31,28,7,"right",6,6,233,"RB",11,"MetLife Stadium","East Rutherford, NJ","","UBU Speed Series-S5-M","Cloudy",42,54,"SE","1",21
2017090700,20170907002648,"home",36.62,28.08,3.23,0.76,0.35,344.66,29.02,2649,80,2017,28,3,10.8833333333333,1,10,17,14,7,"right",2,5.91666666666667,185,"WR",1,"Gillette Stadium","Foxborough, MA","Outdoor","Field Turf","Clear and warm",63,77,"8","SW",33
2017121710,20171217100129,"home",83.65,20.58,0.96,1.88,0.15,232.14,298.71,2552345,75,2017,27,1,13.6666666666667,1,10,0,0,8,"left",10,6.25,312,"G",15,"Levis Stadium","Santa Clara, CA","Outdoor","Natural grass","Sunny",65,17,"12-22","N",26
2017100807,20171008072318,"home",78.77,33.51,3.86,3.84,0.64,43.12,152.06,2558149,19,2017,30,3,10.8166666666667,2,5,6,7,6,"right",15,6.08333333333333,215,"WR",5,"Heinz Field","Pittsburgh","Outdoors","Grass","Cloudy",73,80,"9","From SW",22
2018121604,20181216042657,"away",86.69,28.58,1.98,1.35,0.19,280.66,5.81,2555568,25,2018,40,3,13.5166666666667,2,10,20,7,7,"right",-1,6.16666666666667,220,"SS",15,"Paul Brown Stadium","Cincinnati, OH","Outdoor","Twenty-Four/Seven Turf","Overcast",43,96,"2","N",28
2019102000,20191020003337,"away",64.48,26.55,0.84,1.52,0.09,284.25,21.11,2555364,89,2019,46,4,12.5333333333333,1,10,3,27,8,"left",3,6.5,257,"TE",7,"Mercedes-Benz Stadium","Atlanta, GA","Domed, Open","FieldTurf","",66,79,"","",25
2017101501,20171015014404,"home",32.76,31.59,4.9,2.43,0.53,226.01,349.92,2556642,48,2017,20,5,9.91666666666667,1,10,24,24,7,"right",10,6,227,"ILB",6,"M&T Stadium","Baltimore, Md.","Outdoor","Natural","Partly Sunny",69,87,"7","s",26
2017100105,20171001050691,"away",84.26,37.88,1.76,1.66,0.23,13.85,218.51,2540162,26,2017,24,1,3.68333333333333,1,10,14,0,7,"left",5,5.91666666666667,195,"CB",4,"NRG","Houston, Texas","Retractable Roof","Artificial","Sunny",87,53,"3","N",27
2019112405,20191124053428,"away",43.93,16.12,1.68,0.09,0.17,311.47,252.91,2532871,55,2019,34,4,13.4666666666667,1,10,31,24,9,"right",0,6.25,250,"LB",12,"Mercedes-Benz Superdome","New Orleans, La.","Indoors","UBU Speed Series-S5-M","Sunny",52,59,"5","N",31
2018101406,20181014061448,"home",64.5,30.92,2.02,1.15,0.21,106.12,73.77,2555322,58,2018,44,2,7.48333333333333,3,1,10,13,7,"left",-1,6.08333333333333,232,"ILB",6,"MetLife","East Rutherford, NJ","Outdoor","FieldTurf","Cloudy",60,53,"7 MPH","SW",24
2019110311,20191103113899,"home",35.59,25.76,1.15,1.38,0.12,244.19,212.79,2560981,78,2019,25,4,7.75,1,10,30,20,8,"left",2,6.66666666666667,345,"T",9,"M&T Bank Stadium","Baltimore, MD","Outdoor","Natural Grass","Clear",48,41,"1","ESE",22
2017120302,20171203021781,"home",39.83,33.7,2.53,2.67,0.25,28.08,159.09,2556714,54,2017,30,2,1.88333333333333,1,10,3,6,6,"left",2,6.25,259,"DE",13,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Mostly cloudy",48,73,"13","WSW",25
2017100107,20171001072875,"home",64.96,9.29,1.78,2.49,0.14,334.15,8.5,2533062,24,2017,41,3,0.633333333333333,2,5,16,23,6,"left",1,6.08333333333333,202,"CB",4,"Gillette Stadium","Foxborough, Ma","Outdoor","Field Turf","Sunny",61,43,"6","N",28
2017100806,20171008060600,"away",19.93,38.96,0.55,1.86,0.33,2.83,48.94,2540180,32,2017,15,1,4.65,2,10,7,0,7,"left",4,5.75,190,"FS",5,"Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Grass","Showers",77,91,"10","SSW",26
2018122311,20181223113998,"home",99.2,30.57,1.64,0.88,0.17,116.07,53.74,2543769,20,2018,10,4,2.85,1,10,9,31,8,"left",1,6.08333333333333,211,"ILB",16,"State Farm Stadium","Glendale, AZ","Dome","Grass","Sunny",72,22,"0","SE",26
2017112302,20171123022626,"home",52.02,30.27,0.28,3.06,0.1,150.76,24.68,2553710,22,2017,27,3,6.38333333333333,2,10,10,3,8,"right",2,6,203,"SS",12,"FedExField","Landover, MD","Outdoor","Grass","Clear",33,67,"0","",26
2018120908,20181209084088,"away",42.32,28.75,4.34,2.8,0.42,52.36,41.53,2556762,39,2018,37,4,2.23333333333333,3,8,16,40,7,"right",5,6.08333333333333,234,"RB",14,"FedExField","Landover, MD","Outdoor","Grass","Cloudy",33,57,"6","NNE",25
2017092800,20170928000072,"away",65.35,30.08,2.05,0.53,0.26,15.04,277.44,2558176,39,2017,30,1,14.4166666666667,2,5,0,0,6,"left",4,6,202,"FS",4,"Lambeau Field","Green Bay, WI","Outdoor","DD GrassMaster","Cloudy",65,62,"5","SW",25
2018091000,20180910000133,"home",96.56,25.91,3,0.82,0.29,122.89,175.57,79583,97,2018,13,1,14.5666666666667,1,10,7,0,6,"left",13,6.16666666666667,309,"DT",1,"Ford Field","Detroit, MI","Indoors","Field Turf","Controlled Climate",68,70,"","",32
2018120904,20181209040478,"away",69.13,27.86,1.39,0.55,0.16,301.27,321.27,2560876,72,2018,41,1,8.16666666666667,1,10,0,0,7,"left",6,6.5,315,"G",14,"NRG Stadium","Houston, TX","Retractable Roof","Artifical","Cloudy",46,76,"9","NNW",22
2019110303,20191103030247,"home",37.06,38.93,2.43,0.58,0.24,238.31,64.7,2561417,35,2019,18,1,13.2,1,10,0,0,7,"right",2,6.08333333333333,195,"CB",9,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Sunny",54,37,"15","Southwest",22
2018111105,20181111052407,"home",21.39,16.4,4.58,3.32,0.44,192.08,172.42,2540258,87,2018,13,3,7.7,1,10,20,14,7,"right",-1,6.41666666666667,260,"TE",10,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Sunny and clear",43,51,"5","North",29
2018121000,20181210001557,"home",64.24,23.61,4.51,2.45,0.44,109.71,98.28,2558865,32,2018,41,2,2.41666666666667,4,1,3,0,9,"right",2,5.91666666666667,222,"RB",14,"CenturyLink Field","Seattle, WA","Outdoor","FieldTurf","Cloudy",48,76,"9","South",24
2019111701,20191117012553,"home",55.6,24.3,2.39,1.26,0.25,284.39,234.31,2532871,55,2019,47,3,11,2,10,0,20,6,"right",9,6.25,250,"LB",11,"Bank of America Stadium","Charlotte, NC","Outdoors","Natural Grass","Partly Cloudy",51,50,"11","NNE",31
2017112610,20171126102064,"away",81.77,30.79,1.98,0.69,0.22,161.57,221.43,2495542,73,2017,28,3,14.4833333333333,2,7,14,0,7,"left",-1,6.33333333333333,310,"G",12,"Oakland-Alameda County Coliseum","Oakland, CA","Outdoor","Natural Grass","Cloudy",61,95,"13 MPH","South",34
2017121705,20171217051316,"away",61.43,32.33,1.22,1.01,0.17,109,281.04,2541864,95,2017,47,2,9.85,1,10,10,7,7,"right",3,6.25,245,"OLB",15,"Mercedes-Benz Superdome","New Orleans, La.","Indoors","UBU Speed Series-S5-M","Rain",67,97,"4","WSW",27
2017121003,20171210034036,"away",73.95,38.42,3.36,1.19,0.44,8.24,48.25,2495448,18,2017,36,5,7.88333333333333,2,4,21,21,6,"right",2,5.83333333333333,192,"WR",14,"FirstEnergy Stadium","Cleveland, Ohio","Outdoor","Grass","Cloudy",29,58,"24","SW",28
2018093007,20180930073805,"away",30.25,28.96,3.9,1.94,0.38,58.58,36.42,2552582,26,2018,25,5,9.98333333333333,1,10,20,20,6,"right",7,6,223,"RB",4,"Nissan Stadium","Nashville, TN","Outdoors","Grass","Sunny",80,56,"4","NW",25
2019112401,20191124012329,"away",83.62,25.69,5.07,3.14,0.49,297.3,354.24,2562626,83,2019,30,3,12.2333333333333,2,5,13,0,7,"left",16,6.25,255,"FB",12,"New Era Field","Orchard Park, NY","Outdoors","A-Turf Titan","Cloudy",40,75,"17","WSW",22
2017123102,20171231022876,"home",32.5,21.39,1.29,1.32,0.22,210.67,265.06,2555268,69,2017,25,3,1.63333333333333,1,10,27,3,6,"right",3,6.33333333333333,275,"DT",17,"Ford Field","Detroit","Indoors","Field turf","Controlled Climate",68,70,"","",26
2019111002,20191110020687,"away",11.55,37.09,1.21,0.2,0.12,127.84,42.85,2539290,21,2019,2,1,5.53333333333333,2,2,6,0,9,"left",1,6,191,"FS",10,"FirstEnergy Stadium","Cleveland,Ohio","Outdoor","Grass","Sunny",50,0,"10","South west",27
2017101200,20171012000050,"away",33.32,29.76,1.33,0.57,0.12,313.54,186.05,2495250,61,2017,25,1,15,1,10,0,0,8,"right",-1,6.25,305,"G",6,"Bank of America Stadium","Charlotte, North Carolina","Outdoors","Natural Grass","Cloudy",72,88,"6","ENE",29
2017122301,20171223012529,"away",90.47,24.63,0.41,0.23,0.09,310.73,75.41,2558848,65,2017,19,3,4.58333333333333,1,10,0,10,7,"right",1,6.25,303,"G",16,"Lambeau Field","Green Bay, WI","Outdoor","DD GrassMaster","Clear",10,67,"6","SW",24
2018100700,20181007000772,"home",86.91,34.8,5.19,2.62,0.59,232.77,253.29,496796,55,2018,19,1,4.38333333333333,2,4,7,0,8,"right",3,6.16666666666667,254,"DE",5,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Cloudy",62,96,"8","NE",30
2018122304,20181223043786,"away",84.2,28.35,4.48,1.33,0.45,98.16,120.34,310,2,2018,31,4,7.68333333333333,1,10,10,24,7,"left",6,6.33333333333333,217,"QB",16,"Bank of America Stadium","Charlotte, NC","Outdoors","Natural Grass","Sunny",52,45,"7","WNW",33
2018102105,20181021054092,"away",57.55,30.65,3.79,1.79,0.42,62.77,39.01,2556662,62,2018,47,4,1.41666666666667,2,1,45,10,6,"right",3,6.41666666666667,320,"G",7,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Clear",59,42,"10","South",23
2017111208,20171112081209,"away",104.19,34.38,2.31,2.64,0.23,172.44,178.42,2495153,21,2017,13,2,12.0166666666667,1,10,3,0,6,"right",-7,5.83333333333333,200,"FS",10,"Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass","Cloudy",68,63,"","",30
2018101406,20181014061582,"home",88.92,29.47,4.91,1.18,0.48,278.23,266.89,2561036,14,2018,16,2,4.56666666666667,2,5,10,13,7,"right",-1,6.25,225,"QB",6,"MetLife","East Rutherford, NJ","Outdoor","FieldTurf","Cloudy",60,53,"7 MPH","SW",21
2018091602,20180916023317,"away",52.01,22.75,2.05,1.7,0.22,74.16,12.07,2552312,54,2018,44,4,4.73333333333333,2,6,23,21,7,"left",3,6,232,"MLB",2,"Lambeau Field","Green Bay, WI","Outdoor","SISGrass","Partly Cloudy",80,71,"5","S",26
