"id","water_bill","barrel","barrel_num","yard_size","home_garden","attitude_env","temperature","county","year","post","treat"
1067,282.57,"No barrel",0,33649,"Home garden",5,85.7871875,"Guadalupe",2018,0,0
1068,213.4,"No barrel",0,16589,"No home garden",3,68.901875,"Travis",2018,0,0
1070,191.92,"No barrel",0,18831,"Home garden",8,64.42625,"Comal",2018,0,0
1072,238.23,"No barrel",0,14172,"No home garden",2,75.81875,"Hays",2018,0,0
1073,225.12,"No barrel",0,18390,"No home garden",8,68.901875,"Comal",2018,0,0
1074,242.85,"No barrel",0,23242,"No home garden",5,56.28875,"Hays",2018,0,0
1075,238.93,"No barrel",0,11722,"No home garden",5,82.735625,"Guadalupe",2018,0,0
1076,247.68,"No barrel",0,29263,"Home garden",6,71.5465625,"Hays",2018,0,0
1077,202.81,"No barrel",0,16039,"No home garden",5,61.985,"Guadalupe",2018,0,0
1079,168.96,"No barrel",0,1490,"No home garden",7,69.30875,"Travis",2018,0,0
1080,270.26,"No barrel",0,38897,"Home garden",8,60.3575,"Hays",2018,0,0
1084,221.74,"No barrel",0,22235,"No home garden",5,74.3946875,"Travis",2018,0,0
1085,249.21,"No barrel",0,28199,"No home garden",1,61.17125,"Travis",2018,0,0
1086,202.15,"No barrel",0,1852,"No home garden",5,81.3115625,"Travis",2018,0,0
1088,247.6,"No barrel",0,25560,"No home garden",5,74.19125,"Hays",2018,0,0
1090,194.86,"No barrel",0,17000,"No home garden",6,65.0365625,"Guadalupe",2018,0,0
1091,260.18,"No barrel",0,35508,"No home garden",3,73.1740625,"Comal",2018,0,0
1092,252.62,"No barrel",0,26432,"No home garden",4,58.73,"Hays",2018,0,0
1093,188.49,"No barrel",0,7226,"No home garden",9,69.5121875,"Travis",2018,0,0
1096,205.41,"No barrel",0,6462,"No home garden",5,76.6325,"Hays",2018,0,0
1099,208.32,"No barrel",0,17606,"No home garden",6,82.1253125,"Hays",2018,0,0
1100,224.43,"No barrel",0,20912,"No home garden",5,76.225625,"Guadalupe",2018,0,0
1101,192.35,"No barrel",0,9554,"No home garden",6,67.68125,"Hays",2018,0,0
1102,228.45,"No barrel",0,20415,"No home garden",7,68.088125,"Travis",2018,0,0
1103,229.51,"No barrel",0,25247,"No home garden",4,70.529375,"Travis",2018,0,0
1104,256.46,"No barrel",0,18342,"No home garden",2,78.666875,"Guadalupe",2018,0,0
1106,177.71,"No barrel",0,20364,"Home garden",8,48.558125,"Guadalupe",2018,0,0
1107,230.6,"No barrel",0,25972,"No home garden",6,74.8015625,"Travis",2018,0,0
1112,196.96,"No barrel",0,5793,"No home garden",5,72.156875,"Travis",2018,0,0
1114,247.97,"No barrel",0,26488,"No home garden",4,81.3115625,"Hays",2018,0,0
1115,222.52,"No barrel",0,18915,"No home garden",5,73.1740625,"Comal",2018,0,0
1118,217.5,"No barrel",0,16862,"No home garden",2,67.8846875,"Hays",2018,0,0
1119,198.36,"No barrel",0,12841,"No home garden",6,45.71,"Comal",2018,0,0
1120,179.43,"No barrel",0,14134,"No home garden",8,64.2228125,"Hays",2018,0,0
1121,259.39,"No barrel",0,17161,"No home garden",2,73.784375,"Travis",2018,0,0
1123,223.5,"No barrel",0,17329,"No home garden",6,68.088125,"Guadalupe",2018,0,0
1125,205.54,"No barrel",0,10890,"No home garden",7,77.2428125,"Travis",2018,0,0
1127,207.19,"No barrel",0,21292,"No home garden",4,53.8475,"Travis",2018,0,0
1128,200.43,"No barrel",0,11011,"No home garden",9,57.7128125,"Travis",2018,0,0
1129,299.66,"No barrel",0,36433,"No home garden",3,87.0078125,"Travis",2018,0,0
1133,208.41,"No barrel",0,18494,"No home garden",6,71.9534375,"Hays",2018,0,0
1134,194.16,"No barrel",0,23099,"Home garden",10,66.05375,"Hays",2018,0,0
1135,181.65,"No barrel",0,26037,"Home garden",10,56.0853125,"Guadalupe",2018,0,0
1136,198.05,"No barrel",0,12385,"No home garden",3,70.3259375,"Comal",2018,0,0
1139,224.09,"No barrel",0,15881,"No home garden",6,72.7671875,"Comal",2018,0,0
1141,190.49,"No barrel",0,15889,"No home garden",8,64.2228125,"Travis",2018,0,0
1142,208.47,"No barrel",0,17855,"No home garden",4,65.646875,"Comal",2018,0,0
1144,264.22,"No barrel",0,31899,"Home garden",8,81.7184375,"Travis",2018,0,0
1145,282.15,"No barrel",0,35073,"Home garden",6,67.68125,"Guadalupe",2018,0,0
1146,207.68,"No barrel",0,13255,"No home garden",5,68.901875,"Guadalupe",2018,0,0
1147,239.91,"No barrel",0,26485,"No home garden",4,54.254375,"Hays",2018,0,0
1148,209.97,"No barrel",0,26003,"Home garden",6,47.3375,"Travis",2018,0,0
1149,268.55,"No barrel",0,30258,"Home garden",6,71.343125,"Guadalupe",2018,0,0
1151,194.85,"No barrel",0,9033,"No home garden",5,55.6784375,"Travis",2018,0,0
1155,198.8,"No barrel",0,7541,"No home garden",4,59.7471875,"Travis",2018,0,0
1156,202.94,"No barrel",0,27232,"Home garden",7,50.7959375,"Guadalupe",2018,0,0
1157,236.01,"No barrel",0,29722,"Home garden",9,67.274375,"Travis",2018,0,0
1158,260.95,"No barrel",0,26075,"No home garden",2,63.4090625,"Travis",2018,0,0
1159,239.17,"No barrel",0,14384,"No home garden",4,78.8703125,"Guadalupe",2018,0,0
1161,233.16,"No barrel",0,28459,"Home garden",10,65.0365625,"Hays",2018,0,0
1163,255.35,"No barrel",0,33570,"Home garden",6,74.598125,"Hays",2018,0,0
1164,215.98,"No barrel",0,22424,"No home garden",4,54.8646875,"Travis",2018,0,0
1167,264.42,"No barrel",0,32310,"Home garden",5,70.93625,"Travis",2018,0,0
1168,213.35,"No barrel",0,15678,"No home garden",4,79.2771875,"Hays",2018,0,0
1169,220.01,"No barrel",0,14919,"No home garden",3,65.8503125,"Travis",2018,0,0
1171,234.22,"No barrel",0,28436,"No home garden",4,60.1540625,"Comal",2018,0,0
1172,208.5,"No barrel",0,16990,"No home garden",5,65.4434375,"Hays",2018,0,0
1173,249.38,"No barrel",0,19676,"No home garden",2,80.0909375,"Guadalupe",2018,0,0
1175,264.78,"No barrel",0,37279,"Home garden",9,82.5321875,"Comal",2018,0,0
1179,253.64,"No barrel",0,30159,"Home garden",6,63.8159375,"Hays",2018,0,0
1180,221.99,"No barrel",0,24874,"No home garden",6,66.05375,"Travis",2018,0,0
1181,257.1,"No barrel",0,20654,"No home garden",2,77.853125,"Travis",2018,0,0
1184,275.45,"No barrel",0,25517,"No home garden",4,90.6696875,"Comal",2018,0,0
1186,246.32,"No barrel",0,36220,"No home garden",3,49.1684375,"Comal",2018,0,0
1188,232.23,"No barrel",0,29173,"Home garden",7,74.8015625,"Travis",2018,0,0
1189,226.82,"No barrel",0,25607,"No home garden",5,72.156875,"Travis",2018,0,0
1191,200.29,"No barrel",0,17968,"No home garden",5,75.411875,"Hays",2018,0,0
1192,190.39,"No barrel",0,20285,"No home garden",2,54.66125,"Hays",2018,0,0
1194,255.96,"No barrel",0,31885,"Home garden",7,74.19125,"Guadalupe",2018,0,0
1196,234.08,"No barrel",0,22185,"No home garden",4,70.7328125,"Travis",2018,0,0
1197,224.64,"No barrel",0,14517,"No home garden",2,73.5809375,"Hays",2018,0,0
1199,258.38,"No barrel",0,31655,"No home garden",4,65.8503125,"Comal",2018,0,0
1200,248.5,"No barrel",0,13989,"No home garden",5,78.26,"Comal",2018,0,0
1201,221.24,"No barrel",0,22183,"No home garden",6,60.1540625,"Hays",2018,0,0
1202,252.95,"No barrel",0,17451,"No home garden",6,71.1396875,"Comal",2018,0,0
1203,222.28,"No barrel",0,23782,"No home garden",2,65.0365625,"Comal",2018,0,0
1204,185.68,"No barrel",0,2969,"No home garden",5,73.784375,"Travis",2018,0,0
1205,249.85,"No barrel",0,24186,"No home garden",3,78.0565625,"Guadalupe",2018,0,0
1207,211.35,"No barrel",0,20995,"No home garden",5,51.40625,"Hays",2018,0,0
1208,244.11,"No barrel",0,25062,"Home garden",8,82.32875,"Travis",2018,0,0
1209,227.8,"No barrel",0,16219,"No home garden",4,60.764375,"Travis",2018,0,0
1210,180.67,"No barrel",0,19122,"Home garden",8,52.22,"Hays",2018,0,0
1211,169.63,"No barrel",0,16677,"Home garden",9,66.05375,"Comal",2018,0,0
1212,253.36,"No barrel",0,23348,"No home garden",4,80.294375,"Guadalupe",2018,0,0
1217,208.4,"No barrel",0,14181,"No home garden",5,71.9534375,"Travis",2018,0,0
1218,194.93,"No barrel",0,9817,"No home garden",3,59.950625,"Comal",2018,0,0
1220,195.92,"No barrel",0,10522,"No home garden",4,72.970625,"Comal",2018,0,0
1221,211.45,"No barrel",0,16007,"No home garden",3,73.784375,"Hays",2018,0,0
1223,255.21,"No barrel",0,19859,"No home garden",2,73.784375,"Hays",2018,0,0
1224,210.88,"No barrel",0,9177,"No home garden",2,77.039375,"Travis",2018,0,0
1225,199.99,"No barrel",0,11933,"No home garden",4,87.21125,"Comal",2018,0,0
1226,231.93,"No barrel",0,25745,"No home garden",2,70.93625,"Hays",2018,0,0
1227,225.27,"No barrel",0,22408,"No home garden",7,72.56375,"Travis",2018,0,0
1228,217.3,"No barrel",0,18781,"No home garden",5,78.8703125,"Travis",2018,0,0
1229,270.4,"No barrel",0,35488,"No home garden",5,66.6640625,"Travis",2018,0,0
1231,230.57,"No barrel",0,15576,"No home garden",3,67.8846875,"Comal",2018,0,0
1232,198.18,"No barrel",0,19180,"No home garden",7,65.8503125,"Comal",2018,0,0
1235,261.36,"No barrel",0,35610,"No home garden",1,57.509375,"Travis",2018,0,0
1237,208.3,"No barrel",0,13387,"No home garden",4,65.4434375,"Travis",2018,0,0
1238,247.53,"No barrel",0,22504,"No home garden",3,77.2428125,"Travis",2018,0,0
1240,236.39,"No barrel",0,23959,"No home garden",4,72.156875,"Hays",2018,0,0
1241,271.18,"No barrel",0,22785,"No home garden",3,88.2284375,"Comal",2018,0,0
2,278.105156843982,"No barrel",0,39479,"Home garden",7,61.7815625,"Comal",2019,1,0
4,268.582562349389,"No barrel",0,28259,"No home garden",2,72.970625,"Guadalupe",2019,1,0
7,223.927030532295,"No barrel",0,7041,"No home garden",3,64.2228125,"Comal",2019,1,0
8,275.03600880066,"No barrel",0,29434,"No home garden",4,74.3946875,"Travis",2019,1,0
10,266.66407443894,"No barrel",0,29741,"Home garden",9,68.495,"Guadalupe",2019,1,0
17,192.49636180068,"No barrel",0,14641,"No home garden",8,48.7615625,"Hays",2019,1,0
19,190.99532091663,"No barrel",0,6782,"No home garden",9,56.695625,"Comal",2019,1,0
20,245.218464088819,"No barrel",0,19185,"No home garden",5,63.8159375,"Comal",2019,1,0
21,236.308733740951,"No barrel",0,26319,"Home garden",7,71.5465625,"Travis",2019,1,0
24,199.783830809503,"No barrel",0,8066,"No home garden",8,73.5809375,"Guadalupe",2019,1,0
25,194.791171904452,"No barrel",0,9509,"No home garden",6,72.3603125,"Travis",2019,1,0
27,283.694812174423,"No barrel",0,20160,"No home garden",2,77.039375,"Comal",2019,1,0
28,279.570758607995,"No barrel",0,28510,"Home garden",7,74.8015625,"Comal",2019,1,0
30,237.021380525765,"No barrel",0,11933,"No home garden",4,74.598125,"Travis",2019,1,0
31,280.653557677033,"No barrel",0,36989,"Home garden",5,57.509375,"Guadalupe",2019,1,0
32,215.447361924541,"No barrel",0,13489,"No home garden",5,78.26,"Comal",2019,1,0
33,269.380300123426,"No barrel",0,17570,"No home garden",2,68.901875,"Comal",2019,1,0
34,240.240195672215,"No barrel",0,17197,"No home garden",3,77.2428125,"Guadalupe",2019,1,0
35,275.890073195588,"No barrel",0,37644,"Home garden",6,64.42625,"Guadalupe",2019,1,0
36,274.609625387638,"No barrel",0,33476,"Home garden",7,73.5809375,"Guadalupe",2019,1,0
37,248.738332434568,"No barrel",0,24009,"No home garden",1,59.54375,"Guadalupe",2019,1,0
39,289.364397824635,"No barrel",0,31316,"Home garden",6,75.005,"Travis",2019,1,0
40,276.215464944894,"No barrel",0,34542,"Home garden",5,76.8359375,"Comal",2019,1,0
41,246.750719788478,"No barrel",0,14983,"No home garden",4,72.7671875,"Hays",2019,1,0
44,203.54430607277,"No barrel",0,15527,"No home garden",2,69.1053125,"Travis",2019,1,0
46,289.501657129322,"No barrel",0,28308,"No home garden",2,76.0221875,"Guadalupe",2019,1,0
47,238.141335200619,"No barrel",0,26454,"No home garden",5,59.54375,"Guadalupe",2019,1,0
48,274.561935648668,"No barrel",0,29906,"No home garden",4,75.81875,"Travis",2019,1,0
49,229.231557535051,"No barrel",0,18501,"Home garden",9,70.1225,"Comal",2019,1,0
50,263.274511102656,"No barrel",0,26720,"No home garden",5,78.8703125,"Hays",2019,1,0
51,283.511356052921,"No barrel",0,35343,"Home garden",6,69.9190625,"Comal",2019,1,0
52,228.566466794378,"No barrel",0,12211,"No home garden",6,71.9534375,"Guadalupe",2019,1,0
55,225.379263227622,"No barrel",0,12990,"No home garden",4,75.005,"Travis",2019,1,0
57,254.196813886267,"No barrel",0,27521,"Home garden",7,65.8503125,"Travis",2019,1,0
59,269.524549939985,"No barrel",0,26410,"No home garden",4,70.93625,"Comal",2019,1,0
64,203.241032052493,"No barrel",0,13646,"No home garden",6,63.8159375,"Travis",2019,1,0
65,235.584932417619,"No barrel",0,20140,"No home garden",3,55.881875,"Travis",2019,1,0
67,233.012221778583,"No barrel",0,11316,"No home garden",8,73.9878125,"Travis",2019,1,0
68,304.36138853842,"No barrel",0,23572,"No home garden",4,79.480625,"Hays",2019,1,0
69,272.089758161453,"No barrel",0,29730,"No home garden",5,70.529375,"Guadalupe",2019,1,0
70,221.139434980657,"No barrel",0,12860,"No home garden",6,67.0709375,"Guadalupe",2019,1,0
71,230.753144945409,"No barrel",0,13761,"No home garden",5,58.1196875,"Hays",2019,1,0
73,241.399161559828,"No barrel",0,31993,"Home garden",5,68.495,"Travis",2019,1,0
75,274.380596988441,"No barrel",0,36695,"Home garden",5,61.7815625,"Guadalupe",2019,1,0
76,237.937528580867,"No barrel",0,16829,"No home garden",1,55.2715625,"Travis",2019,1,0
77,232.645060760679,"No barrel",0,26067,"Home garden",7,63.0021875,"Comal",2019,1,0
78,239.059262304894,"No barrel",0,23897,"No home garden",7,70.1225,"Comal",2019,1,0
79,251.113052793818,"No barrel",0,34248,"Home garden",7,70.1225,"Hays",2019,1,0
80,273.680210076058,"No barrel",0,28608,"Home garden",7,75.81875,"Hays",2019,1,0
82,261.033678100801,"No barrel",0,24637,"Home garden",6,67.8846875,"Comal",2019,1,0
83,266.025462169894,"No barrel",0,29531,"Home garden",6,64.6296875,"Comal",2019,1,0
84,227.49257222806,"No barrel",0,18565,"No home garden",5,66.05375,"Hays",2019,1,0
85,233.658863323426,"No barrel",0,19108,"No home garden",1,75.411875,"Guadalupe",2019,1,0
86,261.995993753786,"No barrel",0,30574,"Home garden",6,75.6153125,"Guadalupe",2019,1,0
87,247.760276896755,"No barrel",0,20286,"No home garden",4,63.0021875,"Hays",2019,1,0
88,280.686962657766,"No barrel",0,16218,"No home garden",4,71.1396875,"Guadalupe",2019,1,0
89,199.060251476261,"No barrel",0,18107,"No home garden",7,66.6640625,"Hays",2019,1,0
90,230.719869468639,"No barrel",0,23129,"Home garden",8,73.9878125,"Travis",2019,1,0
93,260.407627139746,"No barrel",0,12219,"No home garden",2,85.990625,"Guadalupe",2019,1,0
94,234.955350244072,"No barrel",0,27721,"Home garden",6,53.03375,"Guadalupe",2019,1,0
95,254.556805316865,"No barrel",0,18977,"No home garden",4,81.515,"Comal",2019,1,0
98,209.989146902612,"No barrel",0,16333,"No home garden",6,63.6125,"Hays",2019,1,0
99,284.009603936943,"No barrel",0,26412,"No home garden",6,72.3603125,"Hays",2019,1,0
101,235.976706633295,"No barrel",0,22827,"No home garden",3,57.1025,"Hays",2019,1,0
102,289.021319903736,"No barrel",0,28279,"No home garden",4,67.274375,"Comal",2019,1,0
104,197.423937766155,"No barrel",0,11176,"No home garden",6,55.881875,"Travis",2019,1,0
105,189.430499140396,"No barrel",0,10682,"No home garden",6,56.4921875,"Guadalupe",2019,1,0
106,262.133790366378,"No barrel",0,25144,"No home garden",4,70.3259375,"Guadalupe",2019,1,0
107,250.579906872911,"No barrel",0,22087,"No home garden",5,70.3259375,"Guadalupe",2019,1,0
109,239.717995180213,"No barrel",0,26079,"No home garden",5,69.715625,"Hays",2019,1,0
110,227.940023259307,"No barrel",0,21691,"No home garden",5,63.8159375,"Hays",2019,1,0
113,244.621553501986,"No barrel",0,26331,"Home garden",8,75.6153125,"Comal",2019,1,0
114,271.147055496683,"No barrel",0,32150,"No home garden",4,67.8846875,"Travis",2019,1,0
119,230.553707682046,"No barrel",0,21556,"No home garden",4,73.1740625,"Comal",2019,1,0
124,257.910766572338,"No barrel",0,19757,"No home garden",5,88.2284375,"Guadalupe",2019,1,0
125,266.748333012784,"No barrel",0,24519,"No home garden",5,71.75,"Hays",2019,1,0
126,211.680746627764,"No barrel",0,27526,"No home garden",6,47.1340625,"Comal",2019,1,0
127,240.041421735526,"No barrel",0,22271,"No home garden",6,68.495,"Travis",2019,1,0
128,243.240729939494,"No barrel",0,17550,"No home garden",3,74.598125,"Guadalupe",2019,1,0
129,234.897264970764,"No barrel",0,22228,"No home garden",3,55.475,"Comal",2019,1,0
132,232.759170472098,"No barrel",0,19544,"No home garden",7,56.8990625,"Travis",2019,1,0
134,239.973737917469,"No barrel",0,14885,"No home garden",7,69.9190625,"Guadalupe",2019,1,0
135,296.303237103888,"No barrel",0,27255,"No home garden",5,96.569375,"Guadalupe",2019,1,0
136,250.643116872582,"No barrel",0,22252,"No home garden",5,66.460625,"Guadalupe",2019,1,0
138,243.787567629398,"No barrel",0,28339,"No home garden",4,58.323125,"Comal",2019,1,0
142,255.45955698204,"No barrel",0,26763,"No home garden",5,84.363125,"Travis",2019,1,0
143,254.672880007267,"No barrel",0,20645,"No home garden",6,68.2915625,"Guadalupe",2019,1,0
144,230.536291491018,"No barrel",0,11961,"No home garden",4,73.1740625,"Comal",2019,1,0
145,202.574442440854,"No barrel",0,17118,"No home garden",7,71.343125,"Comal",2019,1,0
146,241.385631355137,"No barrel",0,28364,"Home garden",6,68.088125,"Hays",2019,1,0
150,230.865754757795,"No barrel",0,22450,"No home garden",7,65.24,"Guadalupe",2019,1,0
152,276.97299710496,"No barrel",0,27979,"No home garden",2,75.411875,"Guadalupe",2019,1,0
153,184.935453043181,"No barrel",0,6885,"No home garden",7,64.42625,"Guadalupe",2019,1,0
155,235.783781847841,"No barrel",0,18034,"No home garden",5,75.005,"Travis",2019,1,0
157,260.288029929823,"No barrel",0,13369,"No home garden",2,80.70125,"Travis",2019,1,0
160,190.401283106101,"No barrel",0,6049,"No home garden",6,66.05375,"Guadalupe",2019,1,0
161,233.974441042757,"No barrel",0,28028,"No home garden",6,70.7328125,"Hays",2019,1,0
162,179.492826650163,"No barrel",0,24006,"Home garden",8,55.6784375,"Travis",2019,1,0
163,208.971780305823,"No barrel",0,22052,"No home garden",4,54.8646875,"Travis",2019,1,0
164,230.31289598387,"No barrel",0,27177,"No home garden",6,70.93625,"Comal",2019,1,0
167,258.250257482773,"No barrel",0,34602,"No home garden",4,71.5465625,"Comal",2019,1,0
168,254.811927458361,"No barrel",0,24962,"No home garden",5,68.088125,"Hays",2019,1,0
169,183.581938857234,"No barrel",0,7522,"No home garden",9,77.6496875,"Guadalupe",2019,1,0
170,271.076968195086,"No barrel",0,30832,"No home garden",3,66.6640625,"Hays",2019,1,0
171,295.186998136131,"No barrel",0,33357,"Home garden",7,79.6840625,"Travis",2019,1,0
172,279.45480242512,"No barrel",0,28891,"No home garden",4,71.9534375,"Hays",2019,1,0
174,269.071929691787,"No barrel",0,22879,"No home garden",1,75.005,"Travis",2019,1,0
177,253.100561475374,"No barrel",0,38750,"No home garden",4,57.91625,"Travis",2019,1,0
178,227.496315920002,"No barrel",0,10549,"No home garden",6,73.3775,"Hays",2019,1,0
179,257.428243818731,"No barrel",0,16835,"No home garden",2,75.6153125,"Hays",2019,1,0
180,277.706431239809,"No barrel",0,29641,"No home garden",5,59.7471875,"Comal",2019,1,0
181,182.89486959262,"No barrel",0,1950,"No home garden",7,67.68125,"Guadalupe",2019,1,0
184,233.846175966912,"No barrel",0,23409,"No home garden",5,68.2915625,"Hays",2019,1,0
185,305.833860968566,"No barrel",0,36306,"No home garden",3,84.1596875,"Comal",2019,1,0
186,207.295305918905,"No barrel",0,14235,"No home garden",8,75.2084375,"Travis",2019,1,0
188,204.224614541884,"No barrel",0,19659,"No home garden",5,48.558125,"Hays",2019,1,0
192,304.212319308507,"No barrel",0,36826,"Home garden",7,78.666875,"Comal",2019,1,0
193,232.758386875573,"No barrel",0,17097,"No home garden",5,63.4090625,"Comal",2019,1,0
194,234.078264099933,"No barrel",0,14804,"No home garden",5,87.8215625,"Guadalupe",2019,1,0
199,305.137422461067,"No barrel",0,39000,"Home garden",4,80.9046875,"Travis",2019,1,0
202,183.315015943659,"No barrel",0,7235,"No home garden",9,68.2915625,"Travis",2019,1,0
203,243.856131978969,"No barrel",0,19168,"No home garden",6,65.8503125,"Hays",2019,1,0
204,295.759835428337,"No barrel",0,28649,"Home garden",8,85.58375,"Comal",2019,1,0
205,238.579839750997,"No barrel",0,17615,"No home garden",3,78.666875,"Guadalupe",2019,1,0
207,244.203573754962,"No barrel",0,29426,"Home garden",6,61.7815625,"Guadalupe",2019,1,0
208,223.084215432955,"No barrel",0,22186,"No home garden",5,52.8303125,"Guadalupe",2019,1,0
209,271.619839934006,"No barrel",0,24699,"Home garden",8,72.3603125,"Guadalupe",2019,1,0
212,242.105373259694,"No barrel",0,28699,"No home garden",6,57.3059375,"Guadalupe",2019,1,0
213,231.967669955992,"No barrel",0,22377,"No home garden",5,57.7128125,"Comal",2019,1,0
215,217.368758473833,"No barrel",0,17516,"No home garden",7,72.3603125,"Comal",2019,1,0
216,236.31481192651,"No barrel",0,24901,"Home garden",9,71.5465625,"Hays",2019,1,0
223,265.077090612026,"No barrel",0,26493,"No home garden",4,79.07375,"Travis",2019,1,0
226,231.721634220276,"No barrel",0,26145,"No home garden",5,66.2571875,"Guadalupe",2019,1,0
228,281.08485287036,"No barrel",0,28862,"No home garden",4,79.07375,"Travis",2019,1,0
229,259.673724572759,"No barrel",0,28305,"No home garden",4,74.598125,"Comal",2019,1,0
230,219.379301846458,"No barrel",0,22778,"Home garden",7,74.3946875,"Hays",2019,1,0
231,224.736637681088,"No barrel",0,28042,"No home garden",6,46.3203125,"Comal",2019,1,0
232,233.836529179691,"No barrel",0,20065,"No home garden",3,78.8703125,"Guadalupe",2019,1,0
233,204.508323227024,"No barrel",0,8463,"No home garden",6,60.9678125,"Comal",2019,1,0
235,189.240603538829,"No barrel",0,22067,"Home garden",8,52.0165625,"Travis",2019,1,0
236,246.974233352435,"No barrel",0,12730,"No home garden",3,82.5321875,"Guadalupe",2019,1,0
237,258.303442801366,"No barrel",0,23102,"No home garden",5,85.7871875,"Travis",2019,1,0
238,252.646632443996,"No barrel",0,25148,"Home garden",6,69.9190625,"Comal",2019,1,0
239,252.769054132254,"No barrel",0,29420,"No home garden",5,66.8675,"Guadalupe",2019,1,0
241,259.368742188608,"No barrel",0,26237,"No home garden",4,70.529375,"Guadalupe",2019,1,0
242,255.913884673571,"No barrel",0,16245,"No home garden",2,78.0565625,"Guadalupe",2019,1,0
243,248.949959723282,"No barrel",0,20156,"No home garden",4,77.2428125,"Travis",2019,1,0
244,258.719069274215,"No barrel",0,12116,"No home garden",3,90.46625,"Comal",2019,1,0
245,287.202809893242,"No barrel",0,27499,"No home garden",4,90.873125,"Hays",2019,1,0
248,214.581687958368,"No barrel",0,14483,"No home garden",7,66.8675,"Guadalupe",2019,1,0
250,222.245657244317,"No barrel",0,17426,"No home garden",7,50.5925,"Comal",2019,1,0
251,194.291247309513,"No barrel",0,10322,"No home garden",6,58.1196875,"Travis",2019,1,0
252,213.41867907364,"No barrel",0,10334,"No home garden",6,81.3115625,"Guadalupe",2019,1,0
253,284.426946264916,"No barrel",0,31526,"Home garden",5,66.8675,"Hays",2019,1,0
254,235.938925804112,"No barrel",0,14850,"No home garden",5,78.4634375,"Travis",2019,1,0
255,239.332845133465,"No barrel",0,13115,"No home garden",3,69.5121875,"Comal",2019,1,0
257,267.249556118806,"No barrel",0,24220,"No home garden",5,73.9878125,"Travis",2019,1,0
258,226.724323332611,"No barrel",0,17341,"No home garden",4,52.0165625,"Travis",2019,1,0
259,222.042091798892,"No barrel",0,23242,"No home garden",6,60.5609375,"Guadalupe",2019,1,0
260,296.329034259932,"No barrel",0,38900,"Home garden",7,66.05375,"Comal",2019,1,0
261,243.366588589186,"No barrel",0,12636,"No home garden",5,101.85875,"Comal",2019,1,0
262,225.230770440278,"No barrel",0,25900,"Home garden",7,55.881875,"Guadalupe",2019,1,0
263,268.692545646914,"No barrel",0,30876,"Home garden",6,76.8359375,"Comal",2019,1,0
264,287.638072924212,"No barrel",0,38559,"Home garden",6,69.9190625,"Travis",2019,1,0
266,256.218476484652,"No barrel",0,25847,"No home garden",4,77.039375,"Comal",2019,1,0
267,231.687268339966,"No barrel",0,16846,"No home garden",2,61.985,"Comal",2019,1,0
268,246.689417037991,"No barrel",0,21089,"No home garden",5,69.1053125,"Travis",2019,1,0
269,218.362883744656,"No barrel",0,11424,"No home garden",4,66.2571875,"Guadalupe",2019,1,0
271,253.47003682863,"No barrel",0,22464,"Home garden",7,73.1740625,"Guadalupe",2019,1,0
272,247.704798087128,"No barrel",0,11423,"No home garden",3,85.990625,"Travis",2019,1,0
275,270.731344782036,"No barrel",0,30111,"Home garden",6,74.19125,"Hays",2019,1,0
276,177.846672738111,"No barrel",0,7301,"No home garden",9,66.460625,"Comal",2019,1,0
277,264.301185906475,"No barrel",0,19713,"No home garden",2,86.804375,"Comal",2019,1,0
280,257.468478472334,"No barrel",0,36530,"No home garden",3,70.93625,"Comal",2019,1,0
284,235.052987528015,"No barrel",0,19227,"No home garden",5,83.7528125,"Travis",2019,1,0
285,271.773853424563,"No barrel",0,12084,"No home garden",5,91.0765625,"Guadalupe",2019,1,0
286,242.478992648603,"No barrel",0,20179,"No home garden",7,74.19125,"Travis",2019,1,0
287,215.77106660165,"No barrel",0,13680,"No home garden",4,55.881875,"Hays",2019,1,0
289,225.521180570378,"No barrel",0,9402,"No home garden",4,59.54375,"Travis",2019,1,0
291,232.640448177092,"No barrel",0,5772,"No home garden",5,87.21125,"Hays",2019,1,0
292,210.657591250465,"No barrel",0,25044,"Home garden",8,54.254375,"Comal",2019,1,0
294,233.902409891134,"No barrel",0,11746,"No home garden",3,72.3603125,"Travis",2019,1,0
295,277.059857636058,"No barrel",0,36012,"No home garden",4,70.7328125,"Travis",2019,1,0
296,233.243508069706,"No barrel",0,19909,"No home garden",7,79.8875,"Hays",2019,1,0
297,277.836189534663,"No barrel",0,13791,"No home garden",3,88.2284375,"Comal",2019,1,0
298,227.287312306946,"No barrel",0,17166,"Home garden",8,67.8846875,"Guadalupe",2019,1,0
299,259.554916746189,"No barrel",0,32059,"No home garden",3,59.950625,"Guadalupe",2019,1,0
300,185.651626044001,"No barrel",0,15538,"No home garden",8,62.79875,"Comal",2019,1,0
301,235.161008905462,"No barrel",0,24576,"No home garden",6,71.5465625,"Guadalupe",2019,1,0
302,279.835622769704,"No barrel",0,36060,"Home garden",8,85.58375,"Hays",2019,1,0
303,211.497694505562,"No barrel",0,14428,"No home garden",4,75.005,"Guadalupe",2019,1,0
304,212.403923697136,"No barrel",0,16403,"No home garden",6,72.970625,"Hays",2019,1,0
309,189.055801903919,"No barrel",0,26563,"Home garden",8,50.999375,"Travis",2019,1,0
313,220.963001086817,"No barrel",0,19936,"Home garden",8,59.950625,"Hays",2019,1,0
