"id","state","income","employed","subscribed","survey"
1271,"CA",82009.7909793189,NA,0,"April2022"
1272,"CA",106538.40156485,NA,1,"April2022"
1273,"CA",58745.2477955804,NA,0,"April2022"
1274,"CA",73308.3310891836,NA,1,"April2022"
1275,"CA",87818.840237564,NA,1,"April2022"
1276,"NY",68922.862556461,NA,0,"April2022"
1277,"CA",68525.0477375595,NA,0,"April2022"
1278,"NY",63905.7588333268,NA,1,"April2022"
1279,"NY",87239.0139629413,NA,1,"April2022"
1280,"NY",69725.6971231222,NA,1,"April2022"
1281,"CA",103121.851354445,NA,1,"April2022"
1282,"CA",74255.1658646034,NA,1,"April2022"
1283,"CA",134771.338214752,NA,1,"April2022"
1284,"CA",84018.5068822422,NA,0,"April2022"
1285,"CA",82357.5218353638,NA,1,"April2022"
1286,"CA",81499.6053989737,NA,0,"April2022"
1287,"NY",100182.924069632,NA,0,"April2022"
1288,"CA",78387.5478189351,NA,1,"April2022"
1289,"NY",105794.047643601,NA,0,"April2022"
1290,"NY",77801.8418620667,NA,1,"April2022"
1291,"NY",79626.95136295,NA,1,"April2022"
1292,"CA",47019.3720050415,NA,0,"April2022"
1293,"CA",66483.5257641458,NA,1,"April2022"
1294,"CA",101754.418833067,NA,1,"April2022"
1295,"NY",68872.7668601137,NA,0,"April2022"
1296,"CA",76904.2793122915,NA,0,"April2022"
1297,"CA",72067.6593993513,NA,0,"April2022"
1298,"NY",103915.948613407,NA,1,"April2022"
1299,"NY",100763.439651523,NA,0,"April2022"
1300,"CA",75751.2888107343,NA,1,"April2022"
1301,"CA",68302.963176844,NA,1,"April2022"
1302,"CA",119026.127140519,NA,0,"April2022"
1303,"NY",89253.3919598533,NA,0,"April2022"
1304,"NY",57997.0231357629,NA,0,"April2022"
1305,"CA",94674.1565711196,NA,1,"April2022"
1306,"NY",67564.070625487,NA,1,"April2022"
1307,"NY",85579.7739363246,NA,1,"April2022"
1308,"NY",73841.5123497595,NA,0,"April2022"
1309,"CA",111046.637357865,NA,0,"April2022"
1310,"CA",70526.9581853274,NA,1,"April2022"
1311,"NY",100232.500184991,NA,1,"April2022"
1312,"NY",104737.926947387,NA,1,"April2022"
1313,"CA",124398.870803029,NA,0,"April2022"
1314,"NY",67348.5697802433,NA,0,"April2022"
1315,"CA",101611.618525283,NA,0,"April2022"
1316,"NY",75790.7194983022,NA,1,"April2022"
1317,"NY",69292.020658183,NA,0,"April2022"
1318,"CA",82328.9881735577,NA,0,"April2022"
1319,"CA",67839.6826186974,NA,0,"April2022"
1320,"NY",78583.2205745034,NA,0,"April2022"
1321,"NY",89571.9027555587,NA,1,"April2022"
1322,"CA",103415.937749431,NA,0,"April2022"
1323,"CA",60156.6305075669,NA,1,"April2022"
1324,"CA",89420.0770433503,NA,1,"April2022"
1325,"CA",88585.6594269702,NA,0,"April2022"
1326,"CA",63228.7152518512,NA,0,"April2022"
1327,"NY",74622.8323812102,NA,1,"April2022"
1328,"CA",67740.8505798174,NA,1,"April2022"
1329,"NY",95125.89632047,NA,0,"April2022"
1330,"CA",98729.2636250803,NA,0,"April2022"
1331,"NY",70786.780530431,NA,0,"April2022"
1332,"CA",87487.9137471388,NA,1,"April2022"
1333,"NY",72181.1876354229,NA,0,"April2022"
1334,"NY",81276.2674851687,NA,1,"April2022"
1335,"NY",86752.1437388327,NA,1,"April2022"
1336,"CA",113830.453703225,NA,1,"April2022"
1337,"NY",88417.8442481779,NA,0,"April2022"
1338,"NY",99054.7368444576,NA,0,"April2022"
1339,"NY",69491.8588713684,NA,1,"April2022"
1340,"NY",91654.8306710592,NA,0,"April2022"
1341,"CA",93519.9156867365,NA,1,"April2022"
1342,"CA",119400.503892962,NA,0,"April2022"
1343,"CA",96109.0100708678,NA,1,"April2022"
1344,"CA",114382.415563097,NA,1,"April2022"
1345,"NY",94605.8013027985,NA,1,"April2022"
1346,"CA",93229.3003624952,NA,1,"April2022"
1347,"NY",83456.9747522021,NA,0,"April2022"
1348,"NY",56275.7165479643,NA,1,"April2022"
1349,"NY",95753.8950526024,NA,1,"April2022"
1350,"CA",99287.2419507998,NA,0,"April2022"
1351,"NY",119977.580192927,NA,1,"April2022"
1352,"CA",71403.3112751767,NA,1,"April2022"
1353,"CA",77835.5048779513,NA,1,"April2022"
1354,"CA",80648.8159629679,NA,0,"April2022"
1355,"CA",56123.1033018973,NA,0,"April2022"
1356,"CA",60266.1515618944,NA,0,"April2022"
1357,"CA",103164.577031437,NA,0,"April2022"
1358,"CA",93835.9584882678,NA,1,"April2022"
1359,"CA",100369.753784842,NA,1,"April2022"
1360,"NY",95839.8568016503,NA,0,"April2022"
1361,"CA",104409.243565202,NA,0,"April2022"
1362,"CA",70612.7504910978,NA,1,"April2022"
1363,"CA",113926.493748097,NA,0,"April2022"
1364,"NY",92769.937185063,NA,0,"April2022"
1365,"CA",107065.017992571,NA,0,"April2022"
1366,"CA",93741.3012074081,NA,1,"April2022"
1367,"CA",75135.7634157913,NA,0,"April2022"
1368,"CA",93659.1602286053,NA,1,"April2022"
1369,"NY",82042.4807059558,NA,1,"April2022"
1370,"CA",101692.426734727,NA,0,"April2022"
1371,"CA",81100.5819638154,NA,0,"April2022"
1372,"NY",111070.25337307,NA,0,"April2022"
1373,"NY",83366.5954681802,NA,0,"April2022"
1374,"CA",62316.4028858989,NA,0,"April2022"
1375,"NY",82805.115447655,NA,1,"April2022"
1376,"NY",96318.4919765838,NA,0,"April2022"
1377,"CA",77804.0578182247,NA,1,"April2022"
1378,"CA",76888.2095237861,NA,0,"April2022"
1379,"CA",88845.9828635302,NA,1,"April2022"
1380,"NY",95043.8789470397,NA,0,"April2022"
1381,"NY",84155.8851280758,NA,1,"April2022"
1382,"CA",96704.1236937929,NA,0,"April2022"
1383,"NY",68161.3882045211,NA,1,"April2022"
1384,"NY",88115.2028030177,NA,1,"April2022"
1385,"CA",99921.2122229164,NA,1,"April2022"
1386,"NY",80249.9138132603,NA,0,"April2022"
1387,"CA",74527.9983776729,NA,0,"April2022"
1388,"CA",91662.1040976771,NA,0,"April2022"
1389,"NY",72093.6010350937,NA,1,"April2022"
1390,"NY",83122.6663420183,NA,0,"April2022"
1391,"NY",88440.2814467035,NA,0,"April2022"
1392,"NY",83995.8034477636,NA,0,"April2022"
1393,"CA",93262.8298962169,NA,0,"April2022"
1394,"NY",79893.9541786758,NA,0,"April2022"
1395,"NY",97970.0752022445,NA,0,"April2022"
1396,"CA",100325.866897693,NA,1,"April2022"
1397,"NY",82002.9182196423,NA,1,"April2022"
1398,"CA",75347.8795648619,NA,1,"April2022"
1399,"CA",86403.3124700787,NA,0,"April2022"
1400,"NY",64384.5154954613,NA,1,"April2022"
1401,"NY",64901.1271897225,NA,0,"April2022"
1402,"NY",74229.173204232,NA,1,"April2022"
1403,"CA",72675.0423640849,NA,1,"April2022"
1404,"NY",72456.401319194,NA,1,"April2022"
1405,"CA",81351.2086086422,NA,1,"April2022"
1406,"NY",78693.7897874357,NA,0,"April2022"
1407,"CA",90595.2351966605,NA,0,"April2022"
1408,"NY",81939.3936549505,NA,1,"April2022"
1409,"NY",88734.6799641706,NA,0,"April2022"
1410,"NY",95591.562486502,NA,1,"April2022"
1411,"NY",88020.5200726999,NA,0,"April2022"
1412,"NY",86828.0856649002,NA,0,"April2022"
1413,"CA",97191.3734679954,NA,0,"April2022"
1414,"CA",78957.9441329817,NA,0,"April2022"
1415,"CA",76852.2670784334,NA,1,"April2022"
1416,"NY",57228.9597211935,NA,1,"April2022"
1417,"CA",67368.6837431155,NA,0,"April2022"
1418,"NY",81733.9180026468,NA,1,"April2022"
1419,"CA",83826.2167800497,NA,0,"April2022"
1420,"NY",92842.0281683173,NA,1,"April2022"
1421,"NY",67275.1199223219,NA,1,"April2022"
1422,"CA",69510.3624493394,NA,1,"April2022"
1423,"CA",72627.7451166709,NA,1,"April2022"
1424,"CA",130626.251461102,NA,1,"April2022"
1425,"NY",88571.4691991715,NA,0,"April2022"
1426,"NY",60577.1803592436,NA,1,"April2022"
1427,"CA",49962.7698364197,NA,1,"April2022"
1428,"CA",79412.8761149035,NA,1,"April2022"
1429,"CA",80938.8766754012,NA,1,"April2022"
1430,"NY",75335.025512999,NA,0,"April2022"
1431,"NY",62929.7096196671,NA,1,"April2022"
1432,"NY",67270.0465760923,NA,0,"April2022"
1433,"CA",85734.7557276554,NA,0,"April2022"
1434,"NY",74148.3974534463,NA,1,"April2022"
1435,"CA",111312.213576403,NA,1,"April2022"
1436,"CA",127199.023781768,NA,1,"April2022"
1437,"NY",83274.7432721261,NA,0,"April2022"
1438,"CA",63197.1685674939,NA,1,"April2022"
1439,"CA",99381.0975789857,NA,1,"April2022"
1440,"CA",98875.2022160202,NA,1,"April2022"
1441,"NY",87293.8608386898,NA,0,"April2022"
1442,"NY",88678.1399578716,NA,0,"April2022"
1443,"CA",107100.038704825,NA,1,"April2022"
1444,"CA",37894.6818947304,NA,1,"April2022"
1445,"CA",76109.2422630116,NA,0,"April2022"
1446,"CA",101433.43320806,NA,0,"April2022"
1447,"CA",57634.363795039,NA,1,"April2022"
1448,"NY",86714.015226673,NA,1,"April2022"
1449,"CA",107413.95659249,NA,1,"April2022"
1450,"CA",90093.5054827527,NA,0,"April2022"
1451,"CA",82781.2437919516,NA,0,"April2022"
1452,"CA",79300.1672528058,NA,0,"April2022"
1453,"CA",74085.6664325656,NA,1,"April2022"
1454,"CA",71009.3036582198,NA,0,"April2022"
1455,"CA",94637.9338367411,NA,1,"April2022"
1456,"CA",95978.1612410119,NA,1,"April2022"
1457,"NY",60011.8863934436,NA,0,"April2022"
1458,"NY",76727.1899747362,NA,0,"April2022"
1459,"NY",51666.2185489088,NA,1,"April2022"
1460,"NY",83566.1671227018,NA,0,"April2022"
1461,"CA",103077.152596259,NA,1,"April2022"
1462,"CA",71876.2371624495,NA,1,"April2022"
1463,"NY",67657.1131757658,NA,1,"April2022"
1464,"CA",75938.9040731292,NA,1,"April2022"
1465,"NY",66134.6166944008,NA,0,"April2022"
1466,"CA",90037.9936715138,NA,1,"April2022"
1467,"CA",70241.0446731791,NA,1,"April2022"
1468,"CA",78263.4450662484,NA,1,"April2022"
1469,"CA",95184.4335485723,NA,1,"April2022"
1470,"CA",78696.6950570482,NA,1,"April2022"
1471,"NY",85304.9733810458,NA,1,"April2022"
1472,"CA",87036.629101438,NA,1,"April2022"
1473,"CA",77628.4223009823,NA,1,"April2022"
1474,"NY",71461.7163182647,NA,1,"April2022"
1475,"CA",73139.8967810617,NA,0,"April2022"
1476,"CA",87504.0037057141,NA,1,"April2022"
1477,"NY",71653.7258083565,NA,1,"April2022"
1478,"CA",129814.192174246,NA,1,"April2022"
1479,"NY",93495.8796949622,NA,1,"April2022"
1480,"CA",89955.2738141076,NA,1,"April2022"
1481,"NY",81090.3856673141,NA,1,"April2022"
1482,"NY",78249.0831051803,NA,1,"April2022"
1483,"CA",102259.885448041,NA,0,"April2022"
1484,"CA",47008.6421180938,NA,0,"April2022"
1485,"NY",92961.7012998917,NA,1,"April2022"
1486,"NY",60992.1711227527,NA,0,"April2022"
1487,"NY",97822.6509707383,NA,1,"April2022"
1488,"CA",53354.4482592719,NA,1,"April2022"
1489,"NY",80364.9315657424,NA,1,"April2022"
1490,"CA",102079.167068882,NA,0,"April2022"
1491,"CA",69728.8570569221,NA,0,"April2022"
1492,"NY",110253.725623254,NA,1,"April2022"
1493,"NY",72881.1200710838,NA,1,"April2022"
1494,"NY",67350.796203026,NA,1,"April2022"
1495,"NY",66762.7295983499,NA,0,"April2022"
1496,"NY",72557.3058681814,NA,1,"April2022"
1497,"CA",81245.5495925983,NA,1,"April2022"
1498,"NY",86516.8312022184,NA,0,"April2022"
1499,"CA",110605.928062238,NA,1,"April2022"
1500,"NY",65453.8208539675,NA,1,"April2022"
1501,"NY",76474.1777616835,NA,0,"April2022"
1502,"NY",87085.4352301566,NA,1,"April2022"
1503,"NY",81937.6784035202,NA,1,"April2022"
1504,"NY",78287.6311115084,NA,0,"April2022"
1505,"NY",85739.982793984,NA,1,"April2022"
1506,"NY",70164.8866752678,NA,1,"April2022"
1507,"CA",67507.117346385,NA,1,"April2022"
1508,"CA",97629.9495853125,NA,1,"April2022"
1509,"CA",82890.0342862012,NA,1,"April2022"
1510,"CA",78552.4121102327,NA,0,"April2022"
1511,"NY",86491.0605969819,NA,0,"April2022"
1512,"CA",83680.8914936219,NA,0,"April2022"
1513,"CA",103090.518647704,NA,1,"April2022"
1514,"CA",97284.131264235,NA,1,"April2022"
1515,"NY",74519.5194652021,NA,1,"April2022"
1516,"NY",83860.3267863792,NA,0,"April2022"
1517,"CA",75028.5733703151,NA,1,"April2022"
1518,"NY",103246.544074435,NA,1,"April2022"
1519,"NY",65237.504026844,NA,0,"April2022"
1520,"CA",123979.86505243,NA,1,"April2022"
1521,"NY",71631.3191678698,NA,0,"April2022"
1522,"CA",50062.0336874285,NA,1,"April2022"
1523,"CA",96654.3813910847,NA,0,"April2022"
1524,"CA",106713.528832833,NA,1,"April2022"
1525,"CA",88070.8579583343,NA,1,"April2022"
1526,"NY",72829.1139330184,NA,0,"April2022"
1527,"CA",67281.5225962479,NA,0,"April2022"
1528,"CA",92349.9666961068,NA,0,"April2022"
1529,"CA",73521.3524778424,NA,0,"April2022"
1530,"NY",78979.0269127212,NA,1,"April2022"
1531,"NY",66939.1452216725,NA,1,"April2022"
1532,"CA",93563.2036990657,NA,0,"April2022"
1533,"NY",73248.2014728973,NA,0,"April2022"
1534,"NY",84294.5102990726,NA,1,"April2022"
1535,"CA",107976.041078944,NA,0,"April2022"
1536,"NY",68563.3693015372,NA,1,"April2022"
1537,"NY",86179.8406510483,NA,1,"April2022"
1538,"NY",73467.2287033349,NA,1,"April2022"
1539,"NY",83722.7393786101,NA,0,"April2022"
1540,"NY",78776.420466242,NA,0,"April2022"
1541,"CA",74459.6518159269,NA,1,"April2022"
1542,"NY",74855.8811704446,NA,0,"April2022"
1543,"CA",51574.304665316,NA,1,"April2022"
1544,"NY",59173.3448437988,NA,0,"April2022"
1545,"NY",60194.6448024247,NA,0,"April2022"
1546,"NY",95204.3954476204,NA,0,"April2022"
1547,"NY",96531.0526462926,NA,1,"April2022"
1548,"NY",84202.1884931628,NA,0,"April2022"
1549,"NY",68547.1419268441,NA,0,"April2022"
1550,"CA",90044.394805092,NA,0,"April2022"
1551,"CA",94561.9098216021,NA,1,"April2022"
1552,"CA",82392.7084383293,NA,0,"April2022"
1553,"CA",70986.0696133594,NA,0,"April2022"
1554,"NY",92281.8697503895,NA,0,"April2022"
1555,"CA",96428.2364694318,NA,1,"April2022"
1556,"NY",85066.4534379017,NA,0,"April2022"
1557,"NY",93506.7758725878,NA,1,"April2022"
1558,"NY",93411.0109417284,NA,0,"April2022"
1559,"NY",82115.8077413174,NA,1,"April2022"
1560,"CA",77134.2632715093,NA,1,"April2022"
1561,"CA",72680.4122332005,NA,1,"April2022"
1562,"CA",74897.7464754117,NA,0,"April2022"
1563,"NY",78659.5562558582,NA,1,"April2022"
1564,"CA",100680.838540243,NA,1,"April2022"
1565,"CA",89334.1295124306,NA,0,"April2022"
1566,"CA",64171.4254190553,NA,0,"April2022"
1567,"CA",97571.9183863505,NA,0,"April2022"
1568,"NY",80733.7733902607,NA,1,"April2022"
1569,"CA",57541.5877684694,NA,0,"April2022"
1570,"NY",89788.4127540272,NA,0,"April2022"
1571,"CA",76191.311866328,NA,1,"April2022"
1572,"NY",98463.6199346533,NA,0,"April2022"
1573,"NY",77945.4957080471,NA,1,"April2022"
1574,"NY",85415.6982654157,NA,1,"April2022"
1575,"NY",57118.1330519302,NA,1,"April2022"
1576,"CA",99462.6402866766,NA,0,"April2022"
1577,"NY",88380.4489541945,NA,1,"April2022"
1578,"NY",101313.531355417,NA,0,"April2022"
1579,"NY",92610.1862497006,NA,1,"April2022"
1580,"NY",99786.2372075497,NA,1,"April2022"
1581,"CA",77991.3681905357,NA,0,"April2022"
1582,"CA",79539.995557968,NA,0,"April2022"
1583,"NY",98767.2717092092,NA,0,"April2022"
1584,"NY",76979.7893890873,NA,0,"April2022"
1585,"CA",84341.2872025568,NA,0,"April2022"
1586,"NY",73247.8213091171,NA,0,"April2022"
1587,"NY",91862.8461267968,NA,0,"April2022"
1588,"CA",113540.695150243,NA,0,"April2022"
1589,"NY",78521.0495311701,NA,0,"April2022"
1590,"NY",79919.8458923175,NA,0,"April2022"
1591,"CA",75350.5192881553,NA,0,"April2022"
1592,"NY",84374.5139664961,NA,0,"April2022"
1593,"CA",56250.4024091982,NA,1,"April2022"
1594,"NY",82376.4196071292,NA,1,"April2022"
1595,"NY",85093.6459705236,NA,1,"April2022"
1596,"NY",84261.608711542,NA,1,"April2022"
1597,"NY",84124.3254354489,NA,0,"April2022"
1598,"NY",88565.2546731514,NA,0,"April2022"
1599,"CA",74104.6996171907,NA,1,"April2022"
1600,"CA",109523.535755819,NA,1,"April2022"
1601,"CA",88143.6504303567,NA,1,"April2022"
1602,"CA",83858.0419655814,NA,1,"April2022"
1603,"NY",69703.1142051885,NA,0,"April2022"
1604,"NY",60837.6216674163,NA,0,"April2022"
1605,"CA",77358.0565169481,NA,1,"April2022"
1606,"CA",75728.4833459913,NA,0,"April2022"
1607,"NY",93477.5079347424,NA,0,"April2022"
1608,"CA",98145.8633100565,NA,0,"April2022"
1609,"CA",87666.4358601632,NA,1,"April2022"
1610,"NY",72477.0420280317,NA,0,"April2022"
1611,"NY",87579.5832372288,NA,1,"April2022"
1612,"CA",88186.2453946883,NA,0,"April2022"
1613,"CA",84591.1824640952,NA,0,"April2022"
1614,"CA",87703.1322869367,NA,1,"April2022"
1615,"NY",68221.1096285751,NA,1,"April2022"
1616,"CA",86457.8950237373,NA,0,"April2022"
1617,"NY",92064.8387705921,NA,1,"April2022"
1618,"CA",78217.2272457759,NA,1,"April2022"
1619,"CA",87469.8498691356,NA,1,"April2022"
1620,"NY",67782.9292038608,NA,0,"April2022"
1621,"NY",92145.4400331017,NA,0,"April2022"
1622,"CA",84822.8417986578,NA,0,"April2022"
1623,"NY",68272.4466545736,NA,0,"April2022"
1624,"CA",113792.937732701,NA,0,"April2022"
1625,"CA",105028.701102091,NA,1,"April2022"
1626,"CA",79569.8132969362,NA,0,"April2022"
1627,"NY",88053.0690293141,NA,1,"April2022"
1628,"NY",100868.112897977,NA,0,"April2022"
1629,"NY",80572.7925981136,NA,0,"April2022"
1630,"CA",73162.6931476811,NA,0,"April2022"
1631,"NY",87611.6319127637,NA,1,"April2022"
1632,"CA",92009.8078306133,NA,0,"April2022"
1633,"NY",96232.3674722833,NA,0,"April2022"
1634,"NY",79273.7941950297,NA,0,"April2022"
1635,"CA",117301.63712073,NA,1,"April2022"
1636,"NY",67176.1303189739,NA,0,"April2022"
1637,"NY",93074.3042166181,NA,1,"April2022"
1638,"CA",89517.1302026549,NA,0,"April2022"
1639,"CA",77069.9770235133,NA,1,"April2022"
1640,"NY",109162.392365716,NA,0,"April2022"
1641,"NY",80704.2004724996,NA,0,"April2022"
1642,"NY",63433.3853000888,NA,1,"April2022"
1643,"CA",111798.050507387,NA,1,"April2022"
1644,"CA",54661.5323862731,NA,0,"April2022"
1645,"CA",108497.090918646,NA,0,"April2022"
1646,"NY",99693.8887241212,NA,1,"April2022"
1647,"NY",72391.8700735989,NA,0,"April2022"
1648,"NY",91783.3345305226,NA,0,"April2022"
1649,"CA",89778.5197221387,NA,1,"April2022"
1650,"CA",89699.9526323635,NA,1,"April2022"
1651,"CA",103974.609293433,NA,0,"April2022"
1652,"NY",89731.7252152667,NA,0,"April2022"
1653,"CA",75380.7017902727,NA,1,"April2022"
1654,"CA",83852.193772322,NA,1,"April2022"
1655,"CA",81499.0513271156,NA,1,"April2022"
1656,"NY",86918.2643986423,NA,0,"April2022"
1657,"NY",78100.0776747179,NA,0,"April2022"
1658,"NY",58465.9533370043,NA,0,"April2022"
1659,"CA",86759.7507166643,NA,0,"April2022"
1660,"NY",54350.1328467257,NA,1,"April2022"
1661,"CA",88040.0784598742,NA,1,"April2022"
1662,"CA",78817.5526379026,NA,0,"April2022"
1663,"CA",98796.3706992222,NA,0,"April2022"
1664,"CA",76492.4827828664,NA,1,"April2022"
1665,"NY",67366.1444101126,NA,0,"April2022"
1666,"NY",82327.5277916851,NA,1,"April2022"
1667,"CA",81838.001988009,NA,1,"April2022"
1668,"CA",95016.319675444,NA,0,"April2022"
1669,"CA",93350.1545448745,NA,1,"April2022"
1670,"CA",60618.7839642651,NA,0,"April2022"
1671,"CA",69915.0634121021,NA,1,"April2022"
1672,"NY",99380.6273759298,NA,1,"April2022"
1673,"CA",71464.5359971399,NA,0,"April2022"
1674,"NY",76970.2493975574,NA,1,"April2022"
1675,"CA",111389.594315882,NA,0,"April2022"
1676,"CA",79671.46019223,NA,0,"April2022"
1677,"CA",103847.186664095,NA,1,"April2022"
1678,"CA",75725.3380047395,NA,0,"April2022"
1679,"NY",76028.1221291791,NA,0,"April2022"
1680,"NY",99904.0352026387,NA,1,"April2022"
1681,"CA",72394.1594344138,NA,1,"April2022"
1682,"CA",75455.5783812835,NA,0,"April2022"
1683,"NY",79816.2977557593,NA,1,"April2022"
1684,"NY",64825.4472027193,NA,1,"April2022"
1685,"CA",78417.9798873023,NA,0,"April2022"
1686,"CA",91080.4095258858,NA,1,"April2022"
1687,"CA",103041.901065056,NA,0,"April2022"
1688,"NY",89501.2836665208,NA,1,"April2022"
1689,"CA",70611.1384236398,NA,1,"April2022"
1690,"NY",77513.8563552776,NA,1,"April2022"
1691,"NY",87874.9349638052,NA,0,"April2022"
1692,"NY",87095.3232380115,NA,1,"April2022"
1693,"NY",81444.6876178094,NA,0,"April2022"
1694,"CA",105209.192212108,NA,1,"April2022"
1695,"CA",46942.4770677434,NA,1,"April2022"
1696,"CA",77043.1269250166,NA,0,"April2022"
1697,"NY",95659.2486976936,NA,1,"April2022"
1698,"CA",90250.9515812568,NA,1,"April2022"
1699,"CA",102804.565995524,NA,1,"April2022"
1700,"CA",74653.1360011725,NA,1,"April2022"
1701,"CA",100123.840782872,NA,1,"April2022"
1702,"CA",44630.4051535538,NA,0,"April2022"
1703,"NY",74803.0344319795,NA,0,"April2022"
1704,"NY",77405.5221030604,NA,1,"April2022"
1705,"NY",81494.2307081318,NA,0,"April2022"
1706,"NY",68509.4476981633,NA,0,"April2022"
1707,"CA",78654.3758284207,NA,1,"April2022"
1708,"CA",101321.57544506,NA,1,"April2022"
1709,"CA",87274.598651231,NA,1,"April2022"
1710,"CA",73373.3397990301,NA,1,"April2022"
1711,"NY",97241.200493703,NA,1,"April2022"
1712,"NY",79600.7826888595,NA,0,"April2022"
1713,"NY",79080.2927823529,NA,1,"April2022"
1714,"CA",86665.3271974355,NA,0,"April2022"
1715,"NY",91558.5015505524,NA,0,"April2022"
1716,"CA",90717.0195302987,NA,1,"April2022"
1717,"CA",102414.830311689,NA,1,"April2022"
1718,"CA",71601.6167102546,NA,0,"April2022"
1719,"CA",102995.752337916,NA,1,"April2022"
1720,"CA",76134.7364557993,NA,0,"April2022"
1721,"CA",94719.6453105371,NA,1,"April2022"
1722,"NY",82393.3297382736,NA,0,"April2022"
1723,"NY",94297.5912985403,NA,0,"April2022"
1724,"NY",84461.8597795743,NA,0,"April2022"
1725,"CA",67744.3508150763,NA,1,"April2022"
1726,"NY",75722.8791539109,NA,1,"April2022"
1727,"NY",78657.2242910782,NA,1,"April2022"
1728,"NY",105246.628517286,NA,0,"April2022"
1729,"CA",93702.3800826823,NA,1,"April2022"
1730,"NY",86405.3408024757,NA,1,"April2022"
1731,"NY",95127.7425946712,NA,1,"April2022"
1732,"CA",118924.23519871,NA,1,"April2022"
1733,"NY",84486.230140203,NA,0,"April2022"
1734,"NY",82338.0444106255,NA,1,"April2022"
1735,"NY",75325.4242116834,NA,1,"April2022"
1736,"CA",99727.4944149622,NA,0,"April2022"
1737,"NY",69105.8671775107,NA,1,"April2022"
1738,"NY",80757.0529104866,NA,1,"April2022"
1739,"CA",81311.8505222267,NA,1,"April2022"
1740,"NY",82267.2555450694,NA,1,"April2022"
1741,"CA",100087.018075559,NA,0,"April2022"
1742,"CA",105149.18144077,NA,0,"April2022"
1743,"CA",75431.4579800064,NA,1,"April2022"
1744,"CA",86542.6271046903,NA,1,"April2022"
1745,"CA",82652.8176649326,NA,0,"April2022"
1746,"NY",96698.1997599393,NA,1,"April2022"
1747,"CA",83746.8006221578,NA,0,"April2022"
1748,"CA",89951.9782923285,NA,1,"April2022"
1749,"NY",90964.1282099716,NA,0,"April2022"
1750,"NY",69059.7296704753,NA,0,"April2022"
1751,"NY",77888.8871143316,NA,0,"April2022"
1752,"CA",85890.2338494635,NA,0,"April2022"
1753,"NY",88165.5541536809,NA,0,"April2022"
1754,"NY",96679.0326458119,NA,0,"April2022"
1755,"CA",79524.1597984228,NA,1,"April2022"
1756,"CA",93659.0393628848,NA,1,"April2022"
1757,"NY",80797.7399226271,NA,0,"April2022"
1758,"NY",90812.5797816345,NA,1,"April2022"
1759,"CA",83805.9925571297,NA,0,"April2022"
1760,"NY",78476.6462393113,NA,1,"April2022"
1761,"CA",112286.812086956,NA,1,"April2022"
1762,"NY",101762.387953763,NA,0,"April2022"
1763,"NY",81750.1143234681,NA,1,"April2022"
1764,"CA",89572.2221743138,NA,0,"April2022"
1765,"NY",102020.243042717,NA,1,"April2022"
1766,"NY",81997.0492195774,NA,1,"April2022"
1767,"NY",88812.2111752739,NA,1,"April2022"
1768,"NY",88360.8403042336,NA,1,"April2022"
1769,"NY",86294.7124032027,NA,1,"April2022"
1770,"CA",115032.798364248,NA,0,"April2022"
1771,"CA",78593.621316811,NA,1,"April2022"
1772,"NY",78021.8486795761,NA,0,"April2022"
1773,"CA",46228.4260291836,NA,1,"April2022"
1774,"CA",83580.1363252932,NA,0,"April2022"
1775,"CA",99139.261986596,NA,0,"April2022"
1776,"CA",101361.657030915,NA,1,"April2022"
1777,"NY",73530.2889122389,NA,1,"April2022"
1778,"NY",80115.4532937034,NA,0,"April2022"
1779,"NY",88903.9750151447,NA,1,"April2022"
1780,"NY",96281.1075870197,NA,1,"April2022"
1781,"NY",90147.8506310639,NA,0,"April2022"
1782,"NY",87521.0059050427,NA,0,"April2022"
1783,"CA",96228.9270624173,NA,0,"April2022"
1784,"NY",71599.4778745568,NA,1,"April2022"
1785,"NY",75110.5085589849,NA,1,"April2022"
1786,"CA",80335.688061432,NA,1,"April2022"
1787,"NY",92181.4009762877,NA,1,"April2022"
1788,"CA",72143.9260506725,NA,1,"April2022"
1789,"CA",73882.1517973807,NA,0,"April2022"
1790,"NY",62387.2212674595,NA,1,"April2022"
1791,"CA",86384.0763659791,NA,1,"April2022"
1792,"CA",74464.6335395583,NA,1,"April2022"
1793,"NY",87196.5876104482,NA,1,"April2022"
1794,"NY",88438.4157477708,NA,1,"April2022"
1795,"CA",101625.449953027,NA,1,"April2022"
1796,"NY",93466.8265331812,NA,1,"April2022"
1797,"NY",97885.2796149451,NA,1,"April2022"
1798,"CA",81534.258035203,NA,1,"April2022"
1799,"NY",98175.7510646195,NA,1,"April2022"
1800,"CA",69665.9266106165,NA,1,"April2022"
1801,"NY",78841.9965615831,NA,0,"April2022"
1802,"CA",83567.6349117698,NA,1,"April2022"
1803,"NY",67695.1614655117,NA,0,"April2022"
1804,"NY",68279.6274916423,NA,1,"April2022"
1805,"CA",48084.069867091,NA,0,"April2022"
1806,"NY",94271.9807208525,NA,1,"April2022"
1807,"CA",87809.5149104011,NA,1,"April2022"
1808,"CA",89105.7739424673,NA,1,"April2022"
1809,"CA",94667.814606868,NA,1,"April2022"
1810,"NY",82120.0930372271,NA,1,"April2022"
1811,"CA",97011.2487016587,NA,0,"April2022"
1812,"CA",98649.6557689052,NA,0,"April2022"
