treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
0,21,13,0,0,1,0,3902.8588867188,11191.3095703125,15918.0703125
0,41,13,0,0,1,0,19259.58984375,13337.900390625,2872.6999511719
0,21,14,0,0,0,0,4804.1220703125,4662,18561.720703125
0,50,12,0,0,1,0,25862.3203125,22783.650390625,25564.669921875
0,19,12,0,0,0,0,4541.580078125,5616.2421875,10214.0498046875
0,23,15,0,0,1,0,11111,13729.98046875,17508.099609375
0,44,12,0,0,1,0,25049.23046875,25243.55078125,8127.49609375
0,20,13,0,0,0,0,7096.4638671875,5952.8232421875,12559.2001953125
0,50,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,55,12,0,0,1,0,25862.3203125,18395.560546875,25564.669921875
0,26,17,0,0,1,0,21912.439453125,24267.8203125,25564.669921875
0,24,12,0,0,0,0,23536.669921875,16184.51953125,20145.849609375
0,27,12,0,0,1,0,0,0,2314.1201171875
0,16,11,0,0,0,1,0,0,5377.4467773438
0,28,18,0,0,0,0,0,0,8878.1806640625
0,21,15,0,0,0,0,2629.3359375,0,1717.1180419922
0,50,8,0,0,1,1,15039.330078125,16182.73046875,17694.30078125
0,29,12,0,0,1,0,0,0,0
0,23,12,0,0,1,0,18546.419921875,20271.8203125,18495.23046875
0,42,13,0,0,1,0,8705.0224609375,1170.8709716797,4035.6708984375
0,27,12,0,0,1,0,23556.259765625,23372.66015625,25564.669921875
0,26,12,0,0,1,0,2345.2419433594,7565.9028320313,2838.712890625
0,31,12,0,0,1,0,11984.83984375,11384.66015625,11577.990234375
0,23,15,0,0,0,0,5611.33984375,1376.7580566406,62.0645217896
0,22,12,0,0,1,0,11532.240234375,15731.5595703125,19414.369140625
0,50,18,0,0,1,0,25836.849609375,25243.55078125,25564.669921875
0,38,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,31,12,0,0,1,0,21497.080078125,19879.740234375,25564.669921875
0,39,9,0,0,1,1,9631.755859375,10131.4404296875,13960.080078125
0,27,12,0,0,1,0,21024.890625,20986.16015625,25564.669921875
0,41,12,0,0,1,0,19739.609375,12532.259765625,12993.650390625
0,44,12,0,0,1,0,0,0,20085.259765625
0,18,12,0,0,0,0,6459.703125,7940.0810546875,978.2550048828
0,47,10,0,0,1,1,25862.3203125,25243.55078125,24660.30078125
0,16,10,0,0,0,1,0,0,7430.0087890625
0,29,12,0,0,1,0,18142.810546875,17647.2109375,19581.349609375
0,27,15,0,0,1,0,14281.099609375,24901.599609375,25564.669921875
0,33,12,0,0,1,0,24104.859375,24010.01953125,24216.98046875
0,46,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,18,11,0,0,0,1,1661.4580078125,2209.2580566406,19240
0,40,12,0,0,1,0,13160.400390625,13687.01953125,21995.9609375
0,55,8,0,0,1,1,0,8840.61328125,0
0,16,10,0,0,0,1,3136.7858886719,2348.9030761719,2451.5480957031
0,26,10,0,0,1,1,11406.849609375,7719.87109375,0
0,44,9,0,0,1,1,15574.2099609375,22253.7109375,25564.669921875
0,22,14,0,0,0,0,2501.9838867188,9415.3056640625,16080.6201171875
0,53,12,0,0,1,0,17247.4296875,9565.6943359375,9792.8935546875
0,17,10,0,0,0,1,0,0,10351.4697265625
0,34,12,0,0,1,0,7641.1411132813,7752.0971679688,9989.431640625
0,28,10,0,0,0,1,6833.9228515625,8034.9677734375,8514.6611328125
0,24,9,0,0,1,1,3438.5129394531,0,818.6605224609
0,41,10,0,1,1,1,19275.26953125,23379.8203125,20491.630859375
0,16,10,1,0,0,1,0,922.0161132813,4838.0771484375
0,37,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,28,14,0,0,1,0,11324.5595703125,10212,20790.140625
0,28,16,0,0,1,0,22835.25,24101.3203125,24237.669921875
0,49,12,0,0,1,0,25862.3203125,25243.55078125,19711.390625
0,17,11,0,0,0,1,3426.7580566406,1849.4029541016,8282.6572265625
0,33,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,41,8,0,0,1,1,3518.8430175781,8221.1611328125,13436.9697265625
0,40,12,0,0,1,0,0,0,1261.9780273438
0,28,12,0,0,1,0,8219.1240234375,2866.3059082031,2365.8400878906
0,51,8,0,0,1,1,0,0,0
0,31,8,0,0,1,1,0,0,0
0,16,8,0,0,0,1,0,0,5644.916015625
0,29,12,0,0,1,0,25862.3203125,25243.55078125,24636.66015625
0,48,18,0,0,0,0,4122.296875,3591.3869628906,4097.7358398438
0,52,12,0,0,0,0,3136.7858886719,2866.3059082031,2365.8400878906
0,33,10,0,0,1,1,11107.080078125,18200.419921875,12968.5302734375
0,53,8,0,0,1,1,13493.4697265625,12256.5498046875,15233.8798828125
0,29,14,0,0,1,0,19096.970703125,17967.6796875,7734.4208984375
0,55,8,0,0,1,1,1191.2340087891,25243.55078125,12754.259765625
0,21,12,0,0,0,0,5815.1040039063,3168.87109375,14830.4599609375
0,32,7,0,0,0,1,8846.08984375,8616.8232421875,6376.3901367188
0,34,14,0,0,1,0,14890.4296875,14286.76953125,13456.1796875
0,39,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,17,10,0,0,0,1,0,0,10249.509765625
0,38,12,0,0,1,0,22541.359375,21917.130859375,22853.0390625
0,19,12,0,0,1,0,10037.3203125,14949.1904296875,25564.669921875
0,49,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,17,11,0,0,0,1,0,98.4677429199,3363.3059082031
0,27,16,0,0,0,0,2302.1379394531,19476.919921875,24584.939453125
0,30,16,0,0,0,0,19741.5703125,22771.109375,25564.669921875
0,35,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,41,8,0,0,1,1,24896.400390625,15044.080078125,15053.599609375
0,21,12,0,0,0,0,7382.5170898438,9186.14453125,14231.98046875
0,51,12,0,0,1,0,23908.9296875,23261.66015625,25564.669921875
0,49,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,39,12,0,0,1,0,25039.4296875,25243.55078125,25564.669921875
0,17,11,0,0,0,1,3769.62890625,5315.4677734375,4694.7368164063
0,34,13,0,0,1,0,24163.640625,25243.55078125,24855.359375
0,38,12,0,0,1,0,0,0,14793.51953125
0,53,12,0,0,1,0,19383.029296875,1203.0970458984,25564.669921875
0,27,12,0,0,1,0,13875.5302734375,14295.73046875,15100.8896484375
0,20,14,0,0,1,0,0,2384.7099609375,14407.830078125
0,21,12,0,0,1,0,12259.1298828125,14881.16015625,19860.650390625
0,47,8,0,0,1,1,14183.1298828125,14571.4404296875,14740.3203125
0,25,18,0,0,0,0,2597.9880371094,6216,1947.6440429688
0,24,17,0,0,1,0,10783.7998046875,4907.2739257813,20510.83984375
0,26,16,0,0,0,0,6234.3872070313,8332.1611328125,14911.740234375
0,19,12,1,0,0,0,1816.2399902344,9338.3232421875,2.955452919
0,28,12,1,0,1,0,16567.560546875,15076.3095703125,13504.9404296875
0,18,11,0,0,0,1,3934.2080078125,3919.0161132813,0
0,23,17,0,0,1,0,5581.951171875,9619.4033203125,20284.75
0,28,10,1,0,1,1,20593.849609375,18889.689453125,17989.83984375
0,43,12,0,1,1,0,2020.0040283203,1713.3389892578,1557.5240478516
0,48,12,0,1,1,0,25862.3203125,25243.55078125,0
0,24,14,0,1,0,0,10141.16015625,10385.66015625,106.3963012695
0,25,14,0,1,1,0,13530.7001953125,11501.0302734375,16250.5595703125
0,40,8,0,0,0,1,0,7902.4838867188,2046.6510009766
0,43,12,0,0,1,0,19610.30078125,19251.33984375,23049.580078125
0,19,12,0,0,0,0,8949.9306640625,10093.83984375,0
0,27,15,0,1,1,0,10495.7900390625,13185.73046875,0
0,26,12,0,0,1,0,13822.6298828125,15590.1298828125,16557.9296875
0,24,13,1,0,1,0,5619.1767578125,13473.9697265625,20791.609375
0,55,12,0,1,1,0,14892.3896484375,14607.240234375,13809.349609375
0,22,12,0,1,0,0,8099.6088867188,20313,20803.4296875
0,27,12,0,0,1,0,20413.599609375,19827.8203125,7239.3818359375
0,28,12,0,0,1,0,19484.91015625,20076.6796875,24577.55078125
0,52,12,0,0,0,0,5458.5170898438,1831.5,629.5114746094
0,49,11,0,0,1,1,14073.41015625,16698.33984375,25564.669921875
0,31,12,0,0,1,0,7014.1748046875,13835.6103515625,24443.080078125
0,49,12,1,0,1,0,0,0,0
0,52,15,1,0,1,0,14269.33984375,12349.650390625,12207.5
0,32,14,0,0,0,0,0,5566.1127929688,16116.08984375
0,30,17,0,0,0,0,0,873.6774291992,0
0,25,18,1,0,1,0,24271.400390625,25243.55078125,25564.669921875
0,25,12,1,0,1,0,6908.375,13176.76953125,3917.4528808594
0,29,16,0,0,0,0,2292.3420410156,8862.0966796875,0
0,29,16,0,0,0,0,25862.3203125,21535.7890625,25564.669921875
0,33,18,0,0,0,0,25862.3203125,9904.0654296875,25564.669921875
0,34,11,0,0,1,1,24437.9296875,22554.48046875,23371.720703125
0,46,12,1,0,1,0,23460.259765625,23598.240234375,25564.669921875
0,19,11,1,0,0,1,5607.421875,3054.2900390625,94.5745010376
0,36,12,1,0,1,0,1199.0710449219,0,0
0,42,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,20,13,0,0,0,0,2059.1889648438,3004.1608886719,16088.009765625
0,19,12,0,0,0,0,1677.1319580078,3312.0969238281,11600.150390625
0,37,12,0,0,1,0,19624.01953125,19263.869140625,25245.48046875
0,21,12,0,0,1,0,0,0,7591.0810546875
0,29,12,0,0,1,0,17288.5703125,16039.5,16484.0390625
0,53,10,0,0,1,1,7462.8471679688,6183.7739257813,0
0,36,10,0,0,1,1,22923.419921875,10204.83984375,25564.669921875
0,31,12,0,0,1,0,3526.6799316406,17469.970703125,18368.140625
0,33,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,25,13,0,0,1,0,21334.4609375,25243.55078125,25564.669921875
0,32,9,0,0,1,1,20546.830078125,23050.400390625,25564.669921875
0,27,12,0,0,1,0,13973.490234375,13414.8896484375,15295.9501953125
0,26,17,0,0,0,0,18840.310546875,20219.900390625,25564.669921875
0,53,3,1,0,1,1,21005.30078125,20096.369140625,21465.4609375
0,22,14,1,0,0,0,12300.2802734375,4588.5971679688,23837.2109375
0,52,3,1,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,37,13,0,0,1,0,16273.669921875,18388.400390625,20286.23046875
0,34,16,0,0,1,0,25862.3203125,22545.529296875,25564.669921875
0,53,12,0,0,1,0,2978.0859375,0,0
0,28,16,0,0,1,0,18526.830078125,18622.939453125,22288.55078125
0,29,9,0,0,1,1,17703.9296875,18331.109375,19374.470703125
0,25,18,0,0,0,0,0,7707.3388671875,25564.669921875
0,34,15,0,0,1,0,24445.76953125,24011.810546875,17120.939453125
0,28,12,0,0,1,0,19641.650390625,21279.76953125,25564.669921875
0,36,18,0,0,1,0,22414.009765625,12979.83984375,2045.1739501953
0,47,11,0,0,0,1,8060.423828125,4232.3232421875,3358.873046875
0,28,9,0,1,1,1,20013.91015625,16327.740234375,24051.48046875
0,53,10,0,0,1,1,20603.650390625,18137.759765625,7394.5439453125
0,53,12,0,0,0,0,17104.400390625,5775.5810546875,19965.560546875
0,55,17,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,18,8,0,0,0,1,1873.0589599609,2468.8549804688,0
0,43,12,0,0,1,0,25862.3203125,21824.029296875,25564.669921875
0,24,12,0,0,1,0,146.9450073242,4921.5971679688,11507.0595703125
0,20,9,0,0,0,1,7690.1220703125,11907.4404296875,21418.169921875
0,43,6,0,0,1,1,22202.41015625,18844.939453125,25564.669921875
0,28,11,0,0,1,1,12901.76953125,14775.5302734375,0
0,49,12,0,0,1,0,0,0,0
0,34,8,0,0,1,1,14537.759765625,15534.6298828125,7342.8232421875
0,36,12,0,0,1,0,25815.30078125,25243.55078125,25564.669921875
0,41,7,0,0,1,1,19573.080078125,565.7418823242,0
0,32,10,1,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,25,16,0,0,1,0,21732.189453125,19364.130859375,25564.669921875
0,30,16,0,0,1,0,25862.3203125,15346.650390625,15216.150390625
0,50,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,28,12,0,0,0,0,11063.98046875,8595.3388671875,7333.95703125
0,41,12,0,0,1,0,0,0,0
0,30,8,0,0,1,1,3050.5778808594,5329.7900390625,13664.5400390625
0,16,9,0,0,0,1,0,2293.4030761719,5594.6728515625
0,47,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,29,12,0,0,1,0,24404.630859375,20277.189453125,0
0,30,14,0,0,1,0,356.5866088867,0,25564.669921875
0,44,16,0,0,1,0,0,0,4499.6767578125
0,16,10,0,0,0,1,0,2839.4519042969,12522.25
0,31,15,0,0,1,0,0,0,0
0,28,13,0,0,1,0,5154.8310546875,6735.1938476563,4629.716796875
0,29,16,0,0,1,0,24204.779296875,23988.529296875,25564.669921875
0,16,7,0,1,0,1,289.971496582,0,7515.716796875
0,26,6,0,1,1,1,18127.140625,17743.890625,23402.759765625
0,32,8,0,1,1,1,17582.4609375,17088.630859375,20602.4609375
0,36,8,0,1,1,1,22999.830078125,22919.7109375,25297.19921875
0,49,8,0,0,0,1,13391.58984375,13262.7099609375,10769.669921875
0,50,17,0,0,0,0,25862.3203125,9458.2744140625,25564.669921875
0,52,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,28,12,1,0,1,0,12960.5498046875,15283.98046875,10345.5595703125
0,47,12,1,0,1,0,0,0,0
0,35,12,1,0,1,0,25862.3203125,24998.26953125,25564.669921875
0,46,16,1,0,1,0,5207.7309570313,461.9031982422,1359.5080566406
0,39,13,0,0,1,0,21477.48046875,25243.55078125,25564.669921875
0,43,12,0,0,1,0,25862.3203125,25241.759765625,25564.669921875
0,33,13,0,0,1,0,25860.359375,25243.55078125,25564.669921875
0,29,14,0,0,0,0,10515.3798828125,3645.0969238281,15430.419921875
0,27,12,0,0,0,0,14204.6796875,13713.8701171875,23340.689453125
0,32,14,0,1,0,0,6481.2548828125,10450.1103515625,9806.1943359375
0,26,17,0,0,1,0,7055.3198242188,8500.4521484375,9849.0478515625
0,38,5,0,1,1,1,21977.099609375,22960.890625,21576.2890625
0,47,11,0,0,0,1,19863.05078125,22801.55078125,15966.83984375
0,20,8,0,0,1,1,209.641494751,13139.1796875,4883.8862304688
0,28,13,1,0,0,0,0,0,96.052230835
0,29,12,0,0,1,0,14059.7001953125,12088.259765625,17939.599609375
0,38,6,1,0,0,1,7995.7680664063,9311.4677734375,9515.0810546875
0,31,14,1,0,0,0,7962.4599609375,8219.37109375,8378.7099609375
0,23,12,1,0,0,0,2482.3911132813,0,12538.509765625
0,54,7,1,0,1,1,16726.259765625,14111.3203125,15705.2802734375
0,38,10,0,0,1,1,17884.189453125,18076.890625,20428.08984375
0,20,12,0,0,0,0,17284.650390625,15350.23046875,18459.759765625
0,21,12,0,0,1,0,7278.67578125,7616.0322265625,14527.5302734375
0,23,12,0,0,1,0,18415.150390625,19211.94921875,19968.51953125
0,24,12,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,34,9,0,0,1,1,16992.720703125,14754.0498046875,20428.08984375
0,32,14,0,0,1,0,1183.3969726563,528.1452026367,478.7833862305
0,18,8,0,0,1,1,8906.8271484375,9171.8232421875,2883.044921875
0,27,17,0,0,1,0,0,0,0
0,43,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,21,10,1,0,0,1,8038.8720703125,13769.3701171875,16312.6201171875
0,23,12,1,0,1,0,10558.490234375,524.5645141602,3734.2150878906
0,42,12,0,0,1,0,25862.3203125,23401.310546875,25564.669921875
0,46,14,0,0,1,0,19776.83984375,25243.55078125,25564.669921875
0,51,8,0,0,1,1,20693.779296875,23141.7109375,25564.669921875
0,41,10,0,0,1,1,22355.23046875,23143.5,25564.669921875
0,22,16,0,0,1,0,577.9837036133,1312.3060302734,0
0,26,12,0,0,1,0,1422.4279785156,556.7902832031,0
0,27,12,0,0,1,0,18991.169921875,18791.23046875,18739.05078125
0,24,12,0,0,1,0,22886.19921875,19616.560546875,25564.669921875
0,42,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,24,12,0,0,1,0,22229.83984375,17246.1796875,25564.669921875
0,31,6,0,0,0,1,2666.5620117188,1321.2580566406,0
0,29,16,0,0,0,0,0,0,19223.75
0,29,12,0,0,1,0,2151.2749023438,25243.55078125,0
0,26,12,0,0,1,0,8032.994140625,9406.35546875,4709.5151367188
0,36,4,0,0,1,1,17535.439453125,17187.099609375,20147.3203125
0,29,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,51,12,0,0,1,0,2615.62109375,3808.0161132813,2079.1608886719
0,21,13,0,1,0,0,5640.7290039063,7660.7900390625,7090.1318359375
0,50,10,0,1,1,1,0,0,0
0,20,11,0,1,0,1,2239.4418945313,3002.37109375,9917.0234375
0,20,11,0,1,1,1,8822.578125,9621.1943359375,13286.240234375
0,28,13,0,1,1,0,5368.3911132813,9023.2255859375,4839.5551757813
0,46,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,23,13,0,0,1,0,11538.1201171875,13169.6103515625,18393.259765625
0,41,16,0,0,0,0,0,0,288.1567077637
0,29,17,0,0,1,0,12639.23046875,19100.94921875,21088.640625
0,27,14,0,0,1,0,25862.3203125,20187.6796875,24567.19921875
0,29,18,0,0,1,0,22253.349609375,25243.55078125,25564.669921875
0,52,16,0,0,1,0,15911.2099609375,13778.3203125,737.3856201172
0,37,12,0,0,1,0,17270.939453125,16494.240234375,16349.5703125
0,28,18,0,0,1,0,4143.8491210938,0,5002.1040039063
0,30,14,0,0,1,0,16500.94921875,18660.529296875,15748.1298828125
0,27,15,0,0,1,0,17819.529296875,14890.1103515625,19377.4296875
0,25,12,0,0,1,0,7143.4868164063,10204.83984375,9194.4150390625
0,19,10,0,0,1,1,9453.4619140625,10849.349609375,11706.5498046875
0,33,12,0,0,1,0,7025.9311523438,9114.5322265625,9187.0263671875
0,30,12,0,0,1,0,11867.2802734375,6319.8388671875,7797.962890625
0,22,12,0,0,1,0,636.76171875,517.4031982422,0
0,25,11,0,0,1,1,0,0,0
0,30,12,0,0,1,0,14459.3896484375,71.6128997803,25564.669921875
0,24,16,0,0,1,0,0,5431.8388671875,16089.490234375
0,21,12,1,0,0,0,9567.099609375,7053.87109375,585.1796875
0,38,16,0,0,1,0,0,0,0
0,20,14,0,0,0,0,2866.4069824219,1983.6770019531,10457.8701171875
0,45,14,0,0,1,0,9143.8984375,14764.7900390625,14642.7900390625
0,28,16,0,0,1,0,11792.830078125,18316.7890625,22225.009765625
0,34,12,0,0,1,0,21855.619140625,22260.869140625,25150.91015625
0,30,18,0,0,1,0,12114.150390625,25243.55078125,0
0,49,8,0,0,1,1,23850.150390625,21568.01953125,24929.25
0,23,14,0,0,0,0,2966.330078125,2117.9519042969,1968.33203125
0,24,17,0,0,0,0,0,0,10682.490234375
0,21,13,0,0,1,0,1628.1510009766,6618.8232421875,8272.3134765625
0,25,18,0,0,1,0,0,7213.2099609375,6465.0541992188
0,16,9,1,0,0,1,0,961.4031982422,0
0,24,10,0,0,1,1,15198.0302734375,15131.8095703125,7056.1440429688
0,37,12,0,0,0,0,23765.91015625,25243.55078125,23246.119140625
0,27,12,0,0,1,0,23548.4296875,20860.83984375,22235.349609375
0,19,12,0,0,0,0,1820.1590576172,2135.8549804688,11484.8896484375
0,39,12,0,0,1,0,18705.119140625,20726.560546875,25564.669921875
0,55,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,20,14,0,0,0,0,3930.2890625,5217,11518.8798828125
0,17,11,0,0,0,1,429.0794067383,2538.6770019531,14483.2001953125
0,49,8,0,0,1,1,21124.810546875,25243.55078125,25564.669921875
0,27,7,0,0,1,1,9447.5849609375,8421.6767578125,25564.669921875
0,53,12,0,0,0,0,15376.330078125,16857.6796875,16543.150390625
0,35,12,0,0,1,0,25862.3203125,19417.83984375,0
0,33,9,0,0,1,1,16916.310546875,14745.099609375,0
0,28,11,0,0,0,1,4892.2890625,0,424.1075134277
0,27,10,0,0,0,1,6444.0288085938,0,1102.3840332031
0,26,9,0,0,1,1,8554.1591796875,9302.515625,8041.7880859375
0,16,9,0,1,0,1,0,0,0
0,19,8,0,1,0,1,368.3421936035,300.7742004395,18510
0,17,8,0,1,0,1,391.8533935547,300.7742004395,18891.259765625
0,47,2,0,1,1,1,5094.0942382813,4654.8388671875,183.2380981445
0,22,12,0,1,0,0,6604.6879882813,11091.0498046875,10078.099609375
0,29,12,1,0,1,0,11739.9296875,10929.919921875,14833.419921875
0,38,12,0,0,1,0,23957.91015625,23936.609375,25564.669921875
0,40,7,0,0,0,1,25862.3203125,25243.55078125,20097.080078125
0,45,12,0,0,1,0,21753.740234375,20859.05078125,17725.330078125
0,47,4,0,0,1,1,13873.5703125,13690.599609375,14152.1904296875
0,30,10,0,0,1,1,15292.080078125,11789.26953125,10685.4404296875
0,30,17,0,0,0,0,0,0,0
0,22,12,0,0,1,0,21783.130859375,23761.16015625,25564.669921875
0,28,18,0,0,1,0,135.1894073486,0,0
0,45,6,0,1,1,1,0,0,0
0,17,10,0,1,0,1,0,635.5645141602,6649.7700195313
0,17,11,0,0,0,1,0,3308.5161132813,0
0,26,14,0,0,0,0,1579.1689453125,0,0
0,24,10,0,0,1,1,8630.5703125,5091.6767578125,18647.4296875
0,22,12,0,0,0,0,6996.5419921875,8724.2421875,2724.9279785156
0,20,7,0,0,0,1,1902.4479980469,2792.9030761719,6098.578125
0,18,11,0,0,0,1,2400.1020507813,5310.0971679688,1063.9630126953
0,19,11,1,0,0,1,811.1364746094,859.3547973633,8222.0712890625
0,47,12,0,0,1,0,1565.4539794922,0,0
0,54,10,0,0,1,1,25862.3203125,20415.05078125,25564.669921875
0,36,17,0,1,1,0,25862.3203125,25243.55078125,25564.669921875
0,27,13,0,0,0,0,25862.3203125,14596.5,25564.669921875
0,45,14,0,0,0,0,24549.609375,17054.609375,25564.669921875
0,30,16,0,0,1,0,25862.3203125,25241.759765625,25564.669921875
0,30,15,0,0,0,0,25102.130859375,23347.599609375,24983.919921875
0,24,13,0,0,1,0,14053.8203125,19079.470703125,4731.6801757813
0,48,8,0,0,1,1,16050.3095703125,2116.1608886719,11600.150390625
0,32,13,0,0,1,0,0,0,0
0,54,12,0,0,1,0,21058.19921875,21303.05078125,22508.73046875
0,18,11,0,0,0,1,950.2443847656,11911.01953125,0
0,29,12,0,0,0,0,12980.1396484375,0,0
0,28,12,0,0,0,0,8640.3671875,10706.1298828125,10048.5400390625
0,16,10,0,0,0,1,0,0,13535.98046875
0,27,16,0,0,0,0,476.1018066406,213.0484008789,0
0,37,15,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,45,16,0,0,1,0,25703.619140625,5564.3232421875,15702.3203125
0,39,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,18,11,0,0,0,1,1059.9630126953,2300.5649414063,4199.69921875
0,52,12,0,0,1,0,2645.0100097656,0,0
0,34,12,0,0,1,0,0,0,0
0,34,5,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,53,12,0,0,1,0,20533.119140625,18263.080078125,18072.599609375
0,27,16,0,0,0,0,14335.9599609375,11134.01953125,0
0,37,8,1,0,1,1,13916.669921875,18302.470703125,11613.4501953125
0,41,7,1,0,0,1,1606.5989990234,350.9031982422,0
0,32,10,0,0,1,1,9580.8154296875,322.2580871582,0
0,44,10,0,0,1,1,18712.9609375,17650.7890625,18770.080078125
0,43,12,0,0,1,0,25862.3203125,25243.55078125,0
0,31,12,0,0,1,0,20392.05078125,21752.419921875,21894
0,23,14,0,0,1,0,10205.8203125,11549.3701171875,15464.41015625
0,36,12,0,0,1,0,21736.109375,25243.55078125,25564.669921875
0,38,12,0,0,1,0,8885.275390625,7449.5322265625,8488.060546875
0,31,12,0,0,1,0,16977.05078125,14361.9697265625,19296.150390625
0,48,12,0,0,1,0,21755.69921875,25243.55078125,0
0,40,12,0,0,1,0,15429.23046875,17507.560546875,14669.3896484375
0,17,10,0,0,0,1,0,1118.9520263672,2215.1120605469
0,45,12,0,0,1,0,19639.689453125,16621.349609375,20838.900390625
0,17,10,0,0,0,1,0,1443,9110.18359375
0,53,12,0,0,1,0,0,0,0
0,54,17,0,0,0,0,25862.3203125,25243.55078125,0
0,25,12,0,0,0,0,13530.7001953125,13244.8095703125,25564.669921875
0,25,5,0,0,1,1,491.7760009766,0,0
0,18,10,1,0,0,1,0,0,2281.6101074219
0,52,15,0,0,1,0,7974.2158203125,10276.4501953125,7995.9780273438
0,28,11,0,0,1,1,456.509185791,3775.7900390625,500.9493103027
0,17,11,0,0,0,1,0,114.5805969238,2222.5009765625
0,51,12,0,0,1,0,20870.109375,22275.189453125,25564.669921875
0,32,12,0,1,1,0,20360.69921875,21303.05078125,25208.5390625
0,29,12,0,0,1,0,7276.716796875,3591.3869628906,7313.2690429688
0,50,11,0,0,1,1,13497.3896484375,25243.55078125,25564.669921875
0,42,12,0,0,0,0,8959.7265625,2246.8549804688,0
0,23,12,0,0,1,0,10053,9805.5966796875,0
0,32,12,0,0,1,0,9288.8837890625,20907.390625,16096.8798828125
0,28,12,0,0,0,0,940.4481201172,6803.2260742188,0
0,26,11,0,1,1,1,9782.619140625,0,542.3256835938
0,23,12,0,1,1,0,9480.8916015625,25243.55078125,0
0,20,12,0,0,0,0,0,862.9354858398,4316.4389648438
0,28,12,0,0,1,0,2388.3459472656,3082.9350585938,12882.8203125
0,35,12,0,1,1,0,12929.2001953125,12372.919921875,17354.419921875
0,47,8,1,0,0,1,16967.25,0,10364.76953125
0,44,6,1,0,1,1,12878.259765625,11971.8896484375,19989.2109375
0,37,15,1,0,1,0,22294.5,7367.1767578125,12203.0703125
0,55,12,0,0,1,0,9614.1220703125,9809.1767578125,8916.6015625
0,35,12,0,0,1,0,0,0,0
0,26,7,0,1,1,1,9275.1689453125,10437.580078125,11996.1796875
0,26,5,0,1,1,1,4847.2260742188,1459.1130371094,769.8955078125
0,20,13,0,1,0,0,0,5156.12890625,8548.6484375
0,18,9,0,1,0,1,626.9653930664,7019.8549804688,762.5068969727
0,17,10,0,1,0,1,697.4990234375,2696.2260742188,13583.259765625
0,46,9,0,0,1,1,3775.5070800781,8006.3232421875,0
0,45,12,0,0,1,0,0,20934.240234375,11631.1904296875
0,37,12,0,0,1,0,11216.7998046875,12218.9501953125,12146.91015625
0,17,10,0,0,0,1,219.4378967285,105.6289978027,7415.2319335938
0,24,13,0,0,0,0,15664.33984375,12073.9404296875,14904.349609375
0,32,12,0,0,1,0,1338.1789550781,2227.1608886719,799.4500732422
0,31,6,1,0,1,1,13983.2900390625,12380.080078125,14072.3896484375
0,18,11,1,0,0,1,587.7800292969,841.4515991211,7933.9140625
0,17,7,1,0,0,1,1054.0860595703,2286.2419433594,1613.6770019531
0,32,12,0,0,1,0,20376.369140625,25243.55078125,25564.669921875
0,38,10,0,0,1,1,19400.66015625,25243.55078125,19584.310546875
0,18,12,0,0,0,0,470.2239990234,5218.7900390625,14128.5400390625
0,52,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,18,12,0,0,0,0,662.2321777344,1131.4840087891,4736.1137695313
0,20,12,0,0,0,0,12574.5703125,14945.6103515625,12336.0595703125
0,48,9,0,0,1,1,6994.58203125,10351.650390625,0
0,49,12,0,0,1,0,92.0855407715,594.3870849609,396.0307006836
0,20,12,0,0,0,0,0,15334.1103515625,8207.29296875
0,51,15,0,0,1,0,5593.70703125,12396.1904296875,2523.95703125
0,43,13,0,0,0,0,25862.3203125,20466.970703125,25564.669921875
0,16,9,0,0,0,1,1232.3790283203,415.3547973633,2395.3950195313
