address,village,takeup_survey,age,agpop,educ,rice_inc,disaster_prob,male,default,delay,intensive,risk_averse,disaster_yes,network_rate_preintensive,network_rate_presession,network_rate_presimple,knowledge_network,network_onlyone,network_onlytwo,network_twomore,network_yes,pre_takeup_rate,id_fake
dazhoushangbianxue,dazhou,1,36,4,2,40,20,1,1,0,1,.39999998,1,.2,.2,0,.80000001,1,0,0,1,.47058824,708
dazhoushangbianxue,dazhou,1,57,2,1,100,30,1,1,1,0,0,1,.40000001,.80000001,.40000001,.34999999,0,1,1,1,.47058824,709
dazhoushangbianxue,dazhou,1,42,7,2,100,30,1,1,1,0,0,1,.2,.60000002,.40000004,.53333336,1,0,0,1,.47058824,710
dazhoushangbianxue,dazhou,0,45,4,0,100,20,1,1,0,1,0,1,.40000001,.60000002,.20000002,.53333336,0,1,1,1,.47058824,711
dazhoushangbianxue,dazhou,1,58,7,1,100,50,1,1,1,0,0,1,.2,.2,0,.80000001,1,0,0,1,.47058824,712
dazhoushangbianxue,dazhou,1,54,3,0,90,50,1,1,0,0,0,1,.2,.60000002,.40000004,.53333336,1,0,0,1,.47058824,713
dazhoushangbianxue,dazhou,0,40,5,3,100,50,1,1,1,0,0,1,.2,.40000001,.2,.70000005,1,0,0,1,.47058824,714
dazhoushangbianxue,dazhou,1,65,2,0,90,20,0,1,1,0,.80000001,1,.2,.2,0,.80000001,1,0,0,1,.47058824,715
dazhoushangbianxue,dazhou,0,33,7,1,100,40,0,1,0,0,.19999999,1,0,.2,.2,.2,0,0,0,0,.47058824,716
dazhoushangbianxue,dazhou,1,35,4,2,70,50,1,1,0,1,.39999998,1,.2,.2,0,.60000002,1,0,0,1,.47058824,717
dazhoushangbianxue,dazhou,1,43,5,1,100,20,0,1,1,1,0,1,0,0,0,,0,0,0,0,.47058824,718
dazhoushangbianxue,dazhou,1,38,4,2,100,40,1,1,1,1,.19999999,1,0,.2,.2,.60000002,0,0,0,0,.47058824,719
dazhoushangbianxue,dazhou,1,58,5,0,100,50,1,1,1,1,0,1,.2,.80000001,.60000002,.34999999,1,0,0,1,.47058824,720
dazhoushangbianxue,dazhou,1,43,5,4,60,50,1,1,0,0,0,0,.2,.2,0,.80000001,1,0,0,1,.47058824,721
dazhoushangbianxue,dazhou,1,63,6,1,50,20,1,1,1,1,.39999998,1,0,0,0,,0,0,0,0,.47058824,722
dazhoushangbianxue,dazhou,0,35,3,1,80,20,1,1,0,0,0,1,0,.80000001,.80000001,.25,0,0,0,0,.47058824,723
dazhoushangbianxue,dazhou,0,29,3,3,100,40,1,1,0,1,.19999999,1,0,0,0,,0,0,0,0,.47058824,724
dazhoushangbianxue,dazhou,1,33,4,2,100,20,1,1,1,0,0,1,.2,.2,0,.80000001,1,0,0,1,.47058824,725
dazhoushangbianxue,dazhou,0,36,4,1,40,30,1,1,1,1,0,1,0,0,0,,0,0,0,0,.47058824,726
dazhoushangbianxue,dazhou,0,59,6,1,100,30,1,1,1,0,0,1,0,0,0,,0,0,0,0,.47058824,727
dazhoushangbianxue,dazhou,1,15,4,2,60,50,1,1,0,1,.19999999,,.60000002,.60000002,0,.73333335,0,0,1,1,.47058824,728
dazhoushangbianxue,dazhou,0,64,3,2,90,20,1,1,0,0,0,0,0,.40000001,.40000001,.40000001,0,0,0,0,.47058824,729
dazhoushangbianxue,dazhou,0,58,7,2,100,30,1,1,0,0,0,1,0,.40000001,.40000001,.40000001,0,0,0,0,.47058824,730
dazhoushangbianxue,dazhou,1,43,4,3,100,50,1,1,0,1,0,1,0,.2,.2,.60000002,0,0,0,0,.47058824,731
dazhoushangbianxue,dazhou,0,56,10,0,100,40,1,1,1,0,0,1,.2,.2,0,.80000001,1,0,0,1,.47058824,732
dazhoushangbianxue,dazhou,1,42,4,2,70,50,1,1,1,1,.39999998,1,.40000001,.80000001,.40000001,.60000002,0,1,1,1,.47058824,733
dazhouwenming,dazhou,0,39,5,0,80,40,1,0,0,0,0,1,.40000001,.60000002,.20000002,.53333336,0,1,1,1,.55555558,734
dazhouwenming,dazhou,1,56,7,1,,50,1,0,0,1,0,1,.2,.2,0,.80000001,1,0,0,1,.55555558,735
dazhouwenming,dazhou,0,39,4,2,70,50,1,0,0,0,.40000001,,,,,,,,,,.55555558,736
dazhouwenming,dazhou,0,50,4,2,100,50,1,0,0,0,0,1,.40000001,.60000002,.20000002,.66666669,0,1,1,1,.55555558,737
dazhouwenming,dazhou,0,26,3,2,80,30,0,0,1,0,0,0,.2,.2,0,.80000001,1,0,0,1,.55555558,738
dazhouwenming,dazhou,1,64,4,2,100,40,1,0,0,1,0,1,.2,.40000001,.2,.5,1,0,0,1,.55555558,739
dazhouwenming,dazhou,1,28,5,2,100,10,0,0,1,0,.19999999,1,0,.2,.2,.2,0,0,0,0,.55555558,740
dazhouwenming,dazhou,0,42,4,1,70,20,1,0,1,0,0,1,.2,.60000002,.40000004,.40000001,1,0,0,1,.55555558,741
dazhouwenming,dazhou,0,58,6,0,100,50,0,0,0,0,0,1,.2,.40000001,.2,.30000001,1,0,0,1,.55555558,742
dazhouwenming,dazhou,1,42,5,3,60,30,1,0,0,1,0,1,.2,.40000001,.2,.30000001,1,0,0,1,.55555558,743
dazhouwenming,dazhou,1,45,2,2,50,10,1,0,0,1,.60000002,0,.2,.2,0,.80000001,1,0,0,1,.55555558,744
dazhouwenming,dazhou,0,58,6,0,100,20,1,0,1,0,1,1,.25,.25,0,.40000001,1,0,0,1,.55555558,745
dazhouwenming,dazhou,1,40,5,2,100,20,1,0,0,1,.39999998,1,0,.40000001,.40000001,.1,0,0,0,0,.55555558,746
dazhouwenming,dazhou,0,26,5,2,100,20,1,0,1,0,0,0,.2,.2,0,1,1,0,0,1,.55555558,747
dazhouwenming,dazhou,1,31,4,2,60,20,1,0,1,1,.80000001,1,0,.2,.2,.2,0,0,0,0,.55555558,748
dazhouwenming,dazhou,1,27,5,2,40,40,1,0,1,1,.80000001,1,.40000001,.40000001,0,.80000001,0,1,1,1,.55555558,749
dazhouwenming,dazhou,0,34,4,2,100,20,1,0,1,0,0,1,.2,.40000001,.2,.5,1,0,0,1,.55555558,750
dazhouwenming,dazhou,1,61,7,1,40,40,1,0,1,0,1,1,.2,.40000001,.2,.30000001,1,0,0,1,.55555558,751
dazhouwenming,dazhou,0,54,3,1,20,10,1,0,1,1,0,1,0,0,0,,0,0,0,0,.55555558,752
dazhouwenming,dazhou,0,44,5,1,30,20,0,0,1,1,0,0,.2,.60000002,.40000004,.33333334,1,0,0,1,.55555558,753
dazhouwenming,dazhou,1,41,5,0,60,30,0,0,1,0,0,1,0,.2,.2,.2,0,0,0,0,.55555558,754
dazhouwenming,dazhou,0,70,2,0,20,10,1,0,1,0,.39999998,0,0,.2,.2,.2,0,0,0,0,.55555558,755
dazhouwenming,dazhou,0,33,5,2,100,50,1,0,1,0,0,0,0,.40000001,.40000001,.2,0,0,0,0,.55555558,756
donganlaojiluojia,dongan,0,53,4,0,100,30,1,0,0,0,0,1,.2,.40000001,.2,.30000001,1,0,0,1,.21052632,757
donganlaojiluojia,dongan,1,38,3,2,,30,1,0,1,1,1,,.2,.2,0,.60000002,1,0,0,1,.21052632,758
donganlaojiluojia,dongan,1,42,4,2,100,40,1,0,1,1,1,1,0,0,0,,0,0,0,0,.21052632,759
donganlaojiluojia,dongan,0,43,5,1,100,20,1,0,1,1,1,1,.2,.40000001,.2,.40000001,1,0,0,1,.21052632,760
donganlaojiluojia,dongan,0,46,5,2,100,20,1,0,0,0,0,1,0,.2,.2,.40000001,0,0,0,0,.21052632,761
donganlaojiluojia,dongan,0,48,6,1,40,50,1,0,0,1,0,1,.2,.60000002,.40000004,.40000001,1,0,0,1,.21052632,762
donganlaojiluojia,dongan,0,34,4,1,100,50,0,0,0,0,1,1,0,0,0,,0,0,0,0,.21052632,763
donganlaojiluojia,dongan,0,35,5,2,40,0,1,0,1,0,1,1,.2,.40000001,.2,.30000001,1,0,0,1,.21052632,764
donganlaojiluojia,dongan,0,48,4,2,100,20,1,0,0,1,0,1,.2,.40000001,.2,.30000001,1,0,0,1,.21052632,765
donganlaojiluojia,dongan,0,19,5,1,85,30,1,0,1,1,0,1,.2,.40000001,.2,.60000002,1,0,0,1,.21052632,766
donganlaojiluojia,dongan,0,41,6,1,80,70,0,0,0,0,.19999999,1,.40000001,.80000001,.40000001,.25,0,1,1,1,.21052632,767
donganlaojiluojia,dongan,1,70,2,0,70,20,1,0,0,1,0,,1,1,0,.24000001,0,0,1,1,.21052632,768
donganlaojiluojia,dongan,0,41,6,1,100,100,0,0,0,1,.19999999,1,0,0,0,,0,0,0,0,.21052632,769
donganlaojiluojia,dongan,0,70,2,0,20,50,1,0,1,0,0,0,.2,.2,0,0,1,0,0,1,.21052632,770
donganlaojiluojia,dongan,1,51,5,2,90,30,1,0,1,0,0,1,0,0,0,,0,0,0,0,.21052632,771
donganlaojiluojia,dongan,0,42,4,1,100,20,1,0,1,0,1,1,0,.2,.2,.2,0,0,0,0,.21052632,772
donganlaojiluojia,dongan,1,75,9,0,100,90,1,0,0,0,0,1,0,.60000002,.60000002,.26666668,0,0,0,0,.21052632,773
donganlaojiluojia,dongan,1,37,4,0,100,50,0,0,1,1,0,1,0,0,0,,0,0,0,0,.21052632,774
donganlaojiluojia,dongan,0,45,4,1,20,50,1,0,0,0,0,1,0,.2,.2,.2,0,0,0,0,.21052632,775
donganlaojiluojia,dongan,0,57,10,1,60,50,1,0,0,0,0,0,.2,.2,0,.80000001,1,0,0,1,.21052632,776
donganlaojiluojia,dongan,1,66,6,0,100,100,1,0,1,0,0,1,.2,.2,0,.2,1,0,0,1,.21052632,777
donganlaojiluojia,dongan,0,40,4,1,60,50,1,0,0,0,0,0,0,.40000001,.40000001,.40000001,0,0,0,0,.21052632,778
donganlaojiluojia,dongan,1,41,6,1,100,30,1,0,1,0,0,1,.2,.40000001,.2,.40000001,1,0,0,1,.21052632,779
donganlaojiluojia,dongan,0,50,5,0,85,50,0,0,0,1,0,0,0,.2,.2,.2,0,0,0,0,.21052632,780
donganlaojiluojia,dongan,1,70,7,0,90,20,1,0,1,0,.80000001,0,.60000002,.60000002,0,.2,0,0,1,1,.21052632,781
donganlaojiluojia,dongan,1,45,5,1,100,0,1,0,1,0,1,1,.2,.2,0,.40000001,1,0,0,1,.21052632,782
donganlaojiluojia,dongan,1,40,5,2,100,40,1,0,1,0,0,1,0,.2,.2,.2,0,0,0,0,.21052632,783
donganlaojiluojia,dongan,0,43,4,1,100,20,1,0,1,0,.60000002,0,.2,.40000001,.2,.2,1,0,0,1,.21052632,784
donganlaojiluojia,dongan,0,63,5,0,50,30,0,0,0,1,0,1,.2,.2,0,0,1,0,0,1,.21052632,785
donganlaojiluojia,dongan,1,35,4,1,100,20,0,0,1,0,0,1,0,0,0,,0,0,0,0,.21052632,786
donganlaojiluojia,dongan,1,41,4,1,100,50,1,0,1,0,.19999999,1,0,.2,.2,.2,0,0,0,0,.21052632,787
donganlaojiluojia,dongan,0,56,4,2,100,40,0,0,1,1,0,1,.2,.80000001,.60000002,.35000002,1,0,0,1,.21052632,788
donganlaojiluojia,dongan,1,51,4,2,100,30,1,0,1,1,0,1,0,.40000001,.40000001,.30000001,0,0,0,0,.21052632,789
donganlaojiluojia,dongan,1,35,4,2,100,20,1,0,0,1,1,1,.2,.2,0,.40000001,1,0,0,1,.21052632,790
donganlaojiluojia,dongan,0,39,4,1,90,6,1,0,0,1,0,0,0,.40000001,.40000001,.2,0,0,0,0,.21052632,791
donganlaojiluojia,dongan,1,41,4,2,100,50,1,0,0,1,.60000002,1,.40000001,.80000001,.40000001,.25,0,1,1,1,.21052632,792
donganlaojiluojia,dongan,0,43,4,1,100,20,1,0,0,1,.19999999,1,.2,.2,0,.60000002,1,0,0,1,.21052632,793
donganlaojiluojia,dongan,0,36,5,0,60,50,0,0,0,0,.60000002,0,.2,.80000001,.60000002,.34999999,1,0,0,1,.21052632,794
donganlaojiluojia,dongan,0,58,7,0,100,40,1,0,1,1,1,1,.2,.2,0,.60000002,1,0,0,1,.21052632,795
donganlaojiluojia,dongan,1,43,6,1,90,30,0,0,1,0,0,1,.2,.2,0,.80000001,1,0,0,1,.21052632,796
donganlaojiluojia,dongan,1,40,6,2,100,90,1,0,1,1,.60000002,1,0,.2,.2,.2,0,0,0,0,.21052632,797
donganlaojiluojia,dongan,0,55,2,1,10,20,1,0,1,1,0,1,.60000002,.80000001,.19999999,.60000002,0,0,1,1,.21052632,798
donganlaojiluojia,dongan,0,60,6,1,40,50,1,0,1,1,1,1,.2,.80000001,.60000002,.35000002,1,0,0,1,.21052632,799
donganxinji,dongan,0,41,4,3,20,60,1,0,1,0,0,1,.2,.40000001,.2,.40000001,1,0,0,1,.60000002,800
donganxinji,dongan,0,58,6,1,100,30,1,0,1,1,0,1,.40000001,.40000001,0,.70000005,0,1,1,1,.60000002,801
donganxinji,dongan,1,35,5,1,100,0,1,0,1,0,.39999998,1,0,0,0,,0,0,0,0,.60000002,802
donganxinji,dongan,1,39,6,1,100,20,1,0,1,0,.39999998,1,0,0,0,,0,0,0,0,.60000002,803
donganxinji,dongan,1,61,3,1,100,20,1,0,0,0,0,1,0,.2,.2,.40000001,0,0,0,0,.60000002,804
donganxinji,dongan,0,64,2,1,100,0,0,0,1,1,1,0,.40000001,.40000001,0,.70000005,0,1,1,1,.60000002,805
donganxinji,dongan,1,66,2,1,100,70,1,0,1,1,0,1,.2,.60000002,.40000004,.26666668,1,0,0,1,.60000002,806
donganxinji,dongan,0,48,4,1,80,0,1,0,1,0,0,1,.40000001,.40000001,0,.30000001,0,1,1,1,.60000002,807
donganxinji,dongan,1,67,8,0,80,50,1,0,0,1,.19999999,0,0,.2,.2,.2,0,0,0,0,.60000002,808
donganxinji,dongan,0,47,4,2,100,30,1,0,1,0,0,1,0,.2,.2,.40000001,0,0,0,0,.60000002,809
donganxinji,dongan,1,45,6,2,100,20,1,0,1,1,0,1,0,0,0,,0,0,0,0,.60000002,810
donganxinji,dongan,1,64,2,1,70,40,1,0,0,1,0,0,.2,.60000002,.40000004,.40000001,1,0,0,1,.60000002,811
donganxinji,dongan,1,54,5,3,90,30,1,0,0,1,0,1,0,.2,.2,.2,0,0,0,0,.60000002,812
donganxinji,dongan,1,48,5,2,100,70,1,0,0,0,0,1,0,.2,.2,.40000001,0,0,0,0,.60000002,813
donganxinji,dongan,0,41,4,1,100,0,1,0,1,0,0,0,0,.40000001,.40000001,.30000001,0,0,0,0,.60000002,814
donganxinji,dongan,0,44,4,1,100,30,1,0,1,1,0,1,.25,.25,0,0,1,0,0,1,.60000002,815
donganxinji,dongan,1,34,6,2,100,20,1,0,1,1,0,1,.2,.2,0,.60000002,1,0,0,1,.60000002,816
donganxinji,dongan,0,48,7,0,30,20,0,0,1,0,0,1,0,0,0,,0,0,0,0,.60000002,817
donganxinji,dongan,0,40,4,1,100,50,0,0,0,1,0,1,.60000002,.60000002,0,.46666667,0,0,1,1,.60000002,818
donganxinji,dongan,1,66,3,1,90,50,1,0,0,0,0,1,0,.2,.2,.2,0,0,0,0,.60000002,819
donganxinji,dongan,0,46,5,2,90,40,1,0,0,0,.39999998,1,.2,.40000001,.2,.40000001,1,0,0,1,.60000002,820
donganxinji,dongan,0,58,2,0,100,30,1,0,0,1,0,1,0,.2,.2,.2,0,0,0,0,.60000002,821
donganxinji,dongan,0,73,2,0,100,40,1,0,1,0,0,0,.40000001,.40000001,0,.70000005,0,1,1,1,.60000002,822
donganxinji,dongan,1,70,2,0,100,80,1,0,1,1,0,0,.5,.75,.25,.33333334,0,1,1,1,.60000002,823
donganxinji,dongan,1,40,4,1,100,20,1,0,1,1,.39999998,,0,.2,.2,.40000001,0,0,0,0,.60000002,824
donganxinji,dongan,0,62,6,1,100,50,1,0,1,0,0,1,0,.2,.2,.40000001,0,0,0,0,.60000002,825
donganxinji,dongan,1,56,2,2,100,60,1,0,1,0,.39999998,1,0,.40000001,.40000001,.30000001,0,0,0,0,.60000002,826
donganxinji,dongan,0,55,2,3,100,100,1,0,0,1,0,1,0,.40000001,.40000001,.2,0,0,0,0,.60000002,827
donganxinji,dongan,1,37,4,2,60,50,1,0,1,1,1,1,0,0,0,,0,0,0,0,.60000002,828
donganxinji,dongan,1,41,4,2,100,30,1,0,1,0,.60000002,1,0,0,0,,0,0,0,0,.60000002,829
dukou2,dukou,0,41,4,2,80,0,1,0,0,0,1,1,.2,.40000001,.2,.30000001,1,0,0,1,.30000001,830
dukou2,dukou,0,59,5,1,30,35,1,0,1,1,.80000001,0,0,0,0,,0,0,0,0,.30000001,831
dukou2,dukou,0,65,6,1,20,40,1,0,1,0,0,1,0,0,0,,0,0,0,0,.30000001,832
dukou2,dukou,0,63,6,0,25,40,1,0,0,1,0,0,.2,.40000001,.2,.5,1,0,0,1,.30000001,833
dukou2,dukou,0,70,3,3,25,50,1,0,1,0,0,1,.2,.40000001,.2,.1,1,0,0,1,.30000001,834
dukou2,dukou,0,70,12,1,20,50,1,0,0,1,0,1,.2,.40000001,.2,.1,1,0,0,1,.30000001,835
dukou2,dukou,0,69,5,1,40,30,1,0,1,0,0,1,0,.2,.2,.2,0,0,0,0,.30000001,836
dukou2,dukou,0,66,5,1,100,50,1,0,0,1,0,0,.40000001,.60000002,.20000002,.33333334,0,1,1,1,.30000001,837
dukou2,dukou,0,58,6,1,25,30,1,0,0,0,1,1,0,.2,.2,.40000001,0,0,0,0,.30000001,838
dukou2,dukou,0,50,4,1,40,10,1,0,1,0,.39999998,0,0,0,0,,0,0,0,0,.30000001,839
dukou2,dukou,1,66,8,1,90,20,1,0,0,0,0,1,.2,.60000002,.40000004,.2,1,0,0,1,.30000001,840
dukou2,dukou,0,62,3,1,,20,1,0,1,0,.80000001,,,,,,,,,,.30000001,841
dukou2,dukou,0,65,4,1,,40,1,0,1,0,0,0,.2,.40000001,.2,.5,1,0,0,1,.30000001,842
dukou2,dukou,0,41,4,1,100,10,1,0,0,1,0,1,0,0,0,,0,0,0,0,.30000001,843
dukou2,dukou,1,38,4,4,70,50,1,0,1,1,.2,,.40000001,.40000001,0,.80000001,0,1,1,1,.30000001,844
dukou2,dukou,0,67,3,0,100,40,1,0,0,1,0,1,.2,.60000002,.40000004,.60000002,1,0,0,1,.30000001,845
dukou2,dukou,1,40,4,1,60,20,1,0,1,0,0,0,0,0,0,,0,0,0,0,.30000001,846
dukou2,dukou,0,35,4,0,50,30,1,0,1,1,0,0,.2,.40000001,.2,.30000001,1,0,0,1,.30000001,847
dukou2,dukou,0,60,12,0,50,50,1,0,1,1,0,1,.2,.2,0,0,1,0,0,1,.30000001,848
dukou2,dukou,1,55,5,2,45,30,1,0,0,0,.39999998,1,.2,.40000001,.2,.30000001,1,0,0,1,.30000001,849
dukou2,dukou,0,43,4,2,20,0,1,0,1,0,.19999999,0,0,.40000001,.40000001,.40000001,0,0,0,0,.30000001,850
dukou2,dukou,0,46,4,3,40,50,1,0,1,0,0,0,.2,.40000001,.2,.5,1,0,0,1,.30000001,851
dukou2,dukou,0,46,5,2,100,20,1,0,1,1,.19999999,1,.40000001,.80000001,.40000001,.34999999,0,1,1,1,.30000001,852
dukou2,dukou,1,48,4,2,90,20,1,0,0,0,.60000002,1,0,0,0,,0,0,0,0,.30000001,853
dukou31,dukou,0,77,6,0,30,40,1,1,0,0,.60000002,,,,,,,,,,.78947371,854
dukou31,dukou,0,60,6,0,90,20,1,1,1,0,0,0,0,.2,.2,.2,0,0,0,0,.78947371,855
dukou31,dukou,1,57,5,3,100,40,1,1,0,0,0,1,.40000001,1,.60000002,.1,0,1,1,1,.78947371,856
dukou31,dukou,1,64,3,0,100,20,1,1,0,1,1,0,0,0,0,,0,0,0,0,.78947371,857
dukou31,dukou,1,44,5,1,100,30,1,1,0,0,0,1,.40000001,.60000002,.20000002,.40000001,0,1,1,1,.78947371,858
dukou31,dukou,1,44,5,2,100,50,1,1,0,1,1,1,.40000001,.60000002,.20000002,.46666667,0,1,1,1,.78947371,859
dukou31,dukou,1,69,4,1,20,50,1,1,0,1,0,0,.2,.40000001,.2,.5,1,0,0,1,.78947371,860
dukou31,dukou,1,41,4,1,40,50,1,1,0,1,1,1,.60000002,.60000002,0,.66666669,0,0,1,1,.78947371,861
dukou31,dukou,1,63,6,0,50,20,1,1,1,1,0,1,0,0,0,,0,0,0,0,.78947371,862
dukou31,dukou,1,68,10,1,15,50,1,1,1,0,0,1,.2,.40000001,.2,.5,1,0,0,1,.78947371,863
dukou31,dukou,0,31,5,2,60,80,1,1,0,0,0,1,.40000001,.60000002,.20000002,.60000002,0,1,1,1,.78947371,864
dukou31,dukou,1,34,4,1,70,50,1,1,0,1,1,1,.60000002,.60000002,0,.66666669,0,0,1,1,.78947371,865
dukou31,dukou,0,57,5,1,70,40,1,1,1,1,0,1,0,0,0,,0,0,0,0,.78947371,866
dukou31,dukou,1,61,10,0,,30,1,1,0,1,0,1,.60000002,.80000001,.19999999,.55000001,0,0,1,1,.78947371,867
dukou31,dukou,1,40,4,2,15,20,1,1,1,1,0,1,0,.2,.2,.2,0,0,0,0,.78947371,868
dukou31,dukou,0,46,5,1,20,50,1,1,1,1,0,1,0,.2,.2,0,0,0,0,0,.78947371,869
dukou31,dukou,0,46,10,2,90,50,1,1,0,1,0,1,.40000001,.60000002,.20000002,.46666667,0,1,1,1,.78947371,870
dukou31,dukou,0,60,3,1,40,20,0,1,1,1,0,1,.2,.40000001,.2,.40000001,1,0,0,1,.78947371,871
dukou31,dukou,1,61,2,0,90,20,1,1,0,0,1,1,.2,.40000001,.2,.5,1,0,0,1,.78947371,872
dukou31,dukou,1,65,5,0,95,50,1,1,1,0,0,1,.2,.2,0,.80000001,1,0,0,1,.78947371,873
dukou31,dukou,0,59,5,1,70,20,1,1,1,0,0,0,0,.2,.2,0,0,0,0,0,.78947371,874
dukou31,dukou,1,62,3,0,50,50,1,1,0,0,0,1,0,0,0,,0,0,0,0,.78947371,875
dukou31,dukou,1,60,6,0,100,50,1,1,0,0,0,1,0,.60000002,.60000002,.2,0,0,0,0,.78947371,876
dukou31,dukou,0,45,4,2,70,50,1,1,0,1,.40000001,,,,,,,,,,.78947371,877
dukou31,dukou,1,42,4,1,100,10,1,1,0,1,1,0,.40000001,.60000002,.20000002,.60000002,0,1,1,1,.78947371,878
dukou31,dukou,1,37,4,1,70,50,1,1,1,1,0,,.2,.2,0,.80000001,1,0,0,1,.78947371,879
dukou31,dukou,1,41,5,2,30,50,1,1,1,1,0,1,.2,.40000001,.2,.2,1,0,0,1,.78947371,880
dukou31,dukou,1,40,5,2,60,20,1,1,1,1,0,1,0,.2,.2,0,0,0,0,0,.78947371,881
dukou31,dukou,1,39,4,1,80,40,1,1,1,0,0,0,.66666669,.66666669,0,.80000001,0,1,1,1,.78947371,882
dukou31,dukou,0,52,4,1,70,40,1,1,1,1,0,0,0,.2,.2,0,0,0,0,0,.78947371,883
dukou31,dukou,1,35,4,1,100,20,1,1,0,0,1,0,.40000001,.40000001,0,.69999999,0,1,1,1,.78947371,884
dukou31,dukou,0,43,4,0,50,15,1,1,1,1,0,1,.2,.40000001,.2,.5,1,0,0,1,.78947371,885
dukou31,dukou,1,45,4,1,40,50,1,1,1,1,0,0,0,1,1,,0,0,0,0,.78947371,886
dukou31,dukou,1,68,4,2,20,50,1,1,0,1,1,0,0,0,0,,0,0,0,0,.78947371,887
dukou31,dukou,1,48,6,2,35,85,1,1,1,1,0,0,.2,.40000001,.2,.40000001,1,0,0,1,.78947371,888
dukou31,dukou,1,66,8,0,90,20,1,1,1,0,0,0,.40000001,.80000001,.40000001,1,0,1,1,1,.78947371,889
dukou31,dukou,1,48,6,0,50,20,1,1,1,1,0,1,.2,.40000001,.2,.5,1,0,0,1,.78947371,890
dukou31,dukou,1,55,4,2,20,50,1,1,0,1,1,1,.2,.2,0,.80000001,1,0,0,1,.78947371,891
dukou32,dukou,1,54,8,2,40,50,1,1,1,1,1,1,.40000001,.80000001,.40000001,.30000001,0,1,1,1,.2,892
dukou32,dukou,0,47,4,1,19,20,1,1,1,0,0,0,0,.40000001,.40000001,0,0,0,0,0,.2,893
dukou32,dukou,0,55,2,1,100,40,1,1,1,0,0,1,.80000001,.80000001,0,1,0,0,1,1,.2,894
dukou32,dukou,1,43,4,2,20,20,1,1,1,1,1,0,.60000002,.60000002,0,.30000001,0,0,1,1,.2,895
dukou32,dukou,0,51,5,,100,50,1,1,0,0,0,0,0,.40000001,.40000001,.1,0,0,0,0,.2,896
dukou32,dukou,1,83,6,0,10,20,1,1,1,0,.80000001,,,,,,,,,,.2,897
dukou32,dukou,1,67,9,1,20,20,1,1,1,0,0,0,0,0,0,,0,0,0,0,.2,898
dukou32,dukou,1,38,6,0,60,30,1,1,0,0,0,0,.40000001,.40000001,0,.60000002,0,1,1,1,.2,899
dukou32,dukou,0,67,9,1,30,20,1,1,0,0,1,0,0,.33333334,.33333334,.2,0,0,0,0,.2,900
dukou32,dukou,0,65,10,0,40,20,1,1,1,0,0,0,0,0,0,,0,0,0,0,.2,901
dukou32,dukou,0,73,6,0,100,20,1,1,1,0,0,0,0,0,0,,0,0,0,0,.2,902
dukou32,dukou,0,53,2,2,15,30,1,1,1,0,0,0,0,0,0,,0,0,0,0,.2,903
dukou32,dukou,0,47,2,2,70,50,1,1,0,1,.40000001,,,,,,,,,,.2,904
dukou32,dukou,1,37,4,2,90,20,1,1,1,0,0,1,0,0,0,,0,0,0,0,.2,905
dukou32,dukou,0,42,2,2,20,40,1,1,0,0,1,1,.2,.2,0,.80000001,1,0,0,1,.2,906
dukou32,dukou,0,54,5,2,20,50,1,1,1,1,1,0,.2,.40000001,.2,.1,1,0,0,1,.2,907
dukou32,dukou,0,76,9,0,,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,.2,908
dukou32,dukou,0,64,10,0,45,0,1,1,1,0,0,0,.40000001,.60000002,.20000002,.30000001,0,1,1,1,.2,909
dukou32,dukou,1,50,5,2,60,20,1,1,1,0,0,0,0,.2,.2,0,0,0,0,0,.2,910
dukou32,dukou,0,56,9,0,70,30,1,1,1,1,.80000001,1,0,0,0,,0,0,0,0,.2,911
dukou32,dukou,1,67,8,0,40,70,1,1,0,1,.19999999,1,.2,.60000002,.40000004,0,1,0,0,1,.2,912
dukou32,dukou,0,40,4,1,100,30,1,1,1,0,0,1,0,.2,.2,0,0,0,0,0,.2,913
dukou32,dukou,0,43,6,2,70,30,1,1,0,0,0,0,0,.2,.2,0,0,0,0,0,.2,914
dukou32,dukou,0,41,4,1,70,50,1,1,0,0,.40000001,,,,,,,,,,.2,915
dukou32,dukou,0,55,4,2,,50,1,1,1,1,0,1,.2,.40000001,.2,.60000002,1,0,0,1,.2,916
dukou32,dukou,0,52,6,1,40,40,1,1,1,1,0,1,0,.40000001,.40000001,.1,0,0,0,0,.2,917
dukou32,dukou,0,66,7,,100,30,1,1,0,0,0,0,0,0,0,,0,0,0,0,.2,918
dukou32,dukou,0,74,6,0,100,40,1,1,1,0,0,0,0,0,0,,0,0,0,0,.2,919
dukou32,dukou,0,66,2,0,20,50,1,1,0,0,0,1,.2,.60000002,.40000004,.33333334,1,0,0,1,.2,920
dukou32,dukou,1,68,7,0,100,0,1,1,1,1,0,1,0,.2,.2,.2,0,0,0,0,.2,921
dukou32,dukou,0,44,4,1,60,50,1,1,0,1,0,0,.80000001,.80000001,0,.69999999,0,0,1,1,.2,922
dukou32,dukou,0,43,4,1,70,20,1,1,1,0,.39999998,1,0,.2,.2,0,0,0,0,0,.2,923
dukou32,dukou,0,68,7,0,30,50,1,1,0,1,0,0,0,.40000001,.40000001,.2,0,0,0,0,.2,924
dukou32,dukou,0,55,5,0,100,30,1,1,1,1,.39999998,1,0,0,0,,0,0,0,0,.2,925
