userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength
632,664,14,31,1,1,0,10
521,491,10,69,1,1,0,14
468,456,41,12,1,1,0,6
530,597,53,71,1,1,0,8
339,331,48,4,1,1,0,12
377,387,0,33,1,1,0,13
414,496,0,60,1,1,0,10
427,548,72,54,1,1,0,11
536,447,33,79,1,1,0,9
481,555,8,29,1,1,0,11
492,724,0,71,1,1,0,14
257,291,139,19,1,1,2,10
582,658,0,80,1,1,0,11
347,381,6,66,1,1,0,9
298,298,22,25,1,1,0,12
322,411,23,12,1,1,0,11
183,189,6,11,1,1,0,5
324,323,0,114,1,1,0,10
176,256,0,1,1,1,0,12
2572,693,3,8,1,0,0,11
3087,526,132,32,1,0,0,22
4492,2210,130,184,1,0,0,15
2082,2197,94,875,1,0,0,7
1011,262,100,132,1,0,0,17
37,413,49,5,1,0,0,9
521,2397,118,9,1,0,2,17
16,57,26,4,1,1,2,14
222,440,105,5,1,0,3,14
44,3787,0,1,0,0,0,13
2253,5022,0,172,1,0,7,15
444,604,111,3,1,0,4,16
360,2288,0,228,1,0,0,12
142,289,0,7,1,0,0,12
114,248,0,49,1,0,0,14
340,536,0,4,1,0,4,15
280,691,7,8,1,0,0,16
93,139,0,3,1,0,0,12
58,170,12,20,1,0,0,9
247,963,78,30,1,0,0,10
281,1342,60,327,1,0,5,9
1173,1431,15,3,1,0,0,10
158,303,51,2,1,0,2,11
70,808,0,6,1,0,1,9
1266,678,50,1,1,0,0,13
197,131,3,1,0,0,0,12
498,148,12,2,1,0,4,12
1705,578,25,6,1,0,2,14
449,1151,0,84,0,1,0,9
1022,5252,140,2,1,0,3,10
1,15,0,0,1,1,0,10
611,514,94,36,1,0,0,12
23,140,57,0,1,0,0,10
804,2553,0,25,1,0,5,18
291,84,68,5,1,0,1,11
77,42,16,5,1,0,0,16
433,409,31,3,1,0,0,12
199,61,73,1,1,0,0,12
322,257,0,3,1,0,0,12
183,155,0,1,1,0,0,10
152,966,0,6,1,0,0,9
149,822,83,6,1,0,0,13
247,316,108,3,1,0,0,9
694,3255,84,8,1,0,2,15
287,1459,10,8,1,0,4,13
801,4536,82,9,1,0,3,15
21,586,54,3,1,0,0,12
12,202,135,2,1,0,0,12
125,691,15,3,1,0,3,14
25,765,70,2,1,0,0,16
116,1265,75,3,1,0,0,18
140,288,0,5,1,0,0,13
47,61,57,7,1,0,0,15
89,112,0,3,1,1,2,12
12,28,0,1,1,1,4,14
338,435,0,7,1,1,0,10
875,1027,24,2,1,0,0,17
359,586,48,8,1,1,0,12
353,733,32,5,1,1,0,7
49,326,0,7,1,0,0,14
47,124,0,3,1,1,0,13
40,118,3,4,0,0,0,13
282,377,37,9,1,1,0,12
160,304,0,5,1,1,0,10
605,525,54,6,1,0,0,9
816,646,130,9,1,0,1,15
288,365,8,4,1,1,0,14
239,416,27,8,1,1,0,14
153,253,0,8,1,1,0,12
21,63,0,1,1,0,4,14
41,93,0,1,1,1,0,9
32,48,0,4,1,0,0,17
13,73,56,8,1,1,0,12
30,347,149,1,1,0,2,9
443,1821,0,8,1,0,0,14
517,1693,67,6,1,0,4,12
144,651,0,8,1,1,0,11
98,937,0,8,1,0,0,15
177,237,0,9,1,1,2,12
295,378,27,1,1,1,1,13
156,165,0,8,1,0,0,16
5,46,105,7,1,0,0,15
207,258,0,4,1,0,2,12
316,496,105,5,1,0,0,16
22,46,0,1,1,1,0,13
70,160,0,4,1,1,0,5
146,203,7,4,1,1,0,6
261,488,0,3,1,1,0,11
342,465,6,3,1,1,0,7
183,401,0,9,1,1,0,20
250,796,97,9,1,0,0,20
96,134,3,9,1,1,0,20
145,327,139,6,1,0,0,14
146,166,0,4,1,1,4,10
44,361,0,2,0,0,0,15
792,3126,113,6,1,0,0,20
312,2275,110,5,1,0,0,12
283,477,0,5,1,1,2,8
1002,4209,0,9,1,0,2,16
234,658,93,2,1,0,0,14
160,177,0,2,1,0,0,12
207,553,0,9,1,0,2,11
46,22,21,4,1,0,0,18
154,147,22,5,1,0,0,14
60,58,47,6,1,0,0,13
149,123,0,1,1,0,0,15
188,504,0,3,1,1,0,9
401,2117,0,3,1,0,1,10
239,1134,145,9,1,0,0,19
91,149,0,7,1,0,0,18
78,783,28,1,1,0,0,11
135,517,44,4,1,0,4,11
203,823,71,4,1,0,0,12
