"as_of_year","respondent_id","agency_name","agency_abbr","agency_code","loan_type_name","loan_type","loan_purpose_name","loan_purpose","owner_occupancy_name","owner_occupancy","preapproval_name","preapproval","action_taken_name","state_abbr","applicant_ethnicity_name","applicant_ethnicity","co_applicant_ethnicity_name","co_applicant_ethnicity","applicant_race_name_1","applicant_race_1","co_applicant_race_name_1","co_applicant_race_1","applicant_sex_name","applicant_sex","co_applicant_sex_name","co_applicant_sex","applicant_income_000s","population","minority_population","hud_median_family_income","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units"
2017,"0000001644","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","NC","Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"No co-applicant",8,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,66,7462,9.52999973297119,65800,176.960006713867,2475,3427
2017,"0000001682","National Credit Union Administration","NCUA",5,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TN","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,52,4722,9.94999980926514,67500,132.429992675781,1735,2217
2017,"0000001682","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IN","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,65,4677,11.3299999237061,65500,112.720001220703,1527,1859
2017,"0000001718","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","HI","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,118,8599,59.2900009155273,86600,128.210006713867,1464,2749
2017,"0000001895","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MD","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,131,4043,6.15999984741211,91100,110.720001220703,1176,1430
2017,"0000002551","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","PA","Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",6,"Female",2,"Male",1,56,2553,25.2600002288818,57400,138.429992675781,669,849
2017,"0000002644","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","ME","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,78,6976,3.91000008583069,65100,100.330001831055,2225,2984
2017,"0000002734","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","ID","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,42,3747,9.39000034332275,54200,124.440002441406,1185,1557
2017,"0000003025","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,78,6725,3.28999996185303,68000,83.6500015258789,1967,2623
2017,"0000003304","Federal Deposit Insurance Corporation","FDIC",3,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Hispanic or Latino",1,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,31,2417,58.0499992370605,58300,70.7399978637695,571,1015
2017,"0000003601","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","VA","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,92,2246,53.25,107600,95.7699966430664,574,334
2017,"0000004142","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","AZ","Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",6,"Male",1,"Female",2,60,5866,27.75,46000,96.0400009155273,1314,2391
2017,"0000004166","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"Hispanic or Latino",1,"White",5,"White",5,"Male",1,"Female",2,112,8158,17.0799999237061,70900,158.330001831055,2654,2938
2017,"0000004239","Federal Deposit Insurance Corporation","FDIC",3,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,61,7242,30.2999992370605,70900,125.190002441406,2244,2632
2017,"0000004239","Federal Deposit Insurance Corporation","FDIC",3,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","OK","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,41,3812,20.7999992370605,66600,102.519996643066,1092,1583
2017,"0000004239","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,84,5417,55.6399993896484,73400,132.350006103516,1405,1457
2017,"0000004360","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IN","Not Hispanic or Latino",2,"Hispanic or Latino",1,"White",5,"White",5,"Male",1,"Female",2,90,6533,14.0699996948242,60900,118.910003662109,2503,2692
2017,"0000004365","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","IN","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,23,12528,8.28999996185303,68400,180.490005493164,3596,3999
2017,"0000004735","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","NY","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,85,3370,55.8499984741211,110800,91.3399963378906,856,976
2017,"0000004742","Office of the Comptroller of the Currency","OCC",1,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MI","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,65,5899,8.05000019073486,53700,115.75,1544,2067
2017,"0000004742","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","CO","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Female",2,"Male",1,184,5232,27.2399997711182,83900,137.649993896484,1481,1817
2017,"0000004742","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,91,9088,44.2700004577637,73400,120.029998779297,2336,2867
2017,"0000005033","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MI","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,63,4180,8.22999954223633,68300,172.559997558594,1317,1445
2017,"0000005073","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","PA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,120,4699,3.15000009536743,72200,75.4400024414062,1455,2096
2017,"0000005073","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","PA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,47,1643,0.550000011920929,72200,75.3099975585938,609,852
2017,"0000005588","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,119,5396,50.5200004577637,63200,150.380004882812,1400,1966
2017,"0000005635","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","AR","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,57,7289,31.6100006103516,46500,93.1800003051758,1704,2704
2017,"0000005676","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","FL","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,59,6691,8.39999961853027,45000,72.7799987792969,2184,3303
2017,"0000005750","Office of the Comptroller of the Currency","OCC",1,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"Hispanic or Latino",1,"White",5,"White",5,"Male",1,"Female",2,87,9236,37.9799995422363,59200,123.529998779297,2427,2937
2017,"0000005766","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IN","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,36,4505,2.42000007629395,68400,105.139999389648,1528,1938
2017,"0000005854","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","KY","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,37,4504,1.24000000953674,60600,124.290000915527,1172,1966
2017,"0000006775","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TN","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,77,4636,7.6100001335144,61600,78.3499984741211,1141,1982
2017,"0000007064","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","PA","Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,33,7938,7.67000007629395,68900,105.569999694824,2373,2966
2017,"0000007064","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,193,12357,7.6100001335144,61500,153.710006713867,4440,4639
2017,"0000007346","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","IL","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,85,2739,16.3899993896484,77500,137.690002441406,895,768
2017,"0000007468","Federal Deposit Insurance Corporation","FDIC",3,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,75,5465,2.98000001907349,60800,93.5800018310547,1596,2138
2017,"0000007468","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,334,7414,10.2399997711182,73900,200.479995727539,2123,2359
2017,"0000007544","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,61,NA,NA,NA,NA,NA,NA
2017,"0000007688","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IN","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,90,3792,4.6399998664856,63700,131.630004882812,1160,1332
2017,"0000007875","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","PA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,126,4201,12.4700002670288,102600,90.1800003051758,998,1357
2017,"0000008111","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","TX","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,86,7014,60.2099990844727,64300,81.1100006103516,729,1313
2017,"0000008120","Federal Deposit Insurance Corporation","FDIC",3,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","VA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,59,2811,22.5900001525879,53300,120.430000305176,977,1656
2017,"0000008141","Federal Deposit Insurance Corporation","FDIC",3,"FSA/RHS-guaranteed",4,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","LA","Not Hispanic or Latino",2,"No co-applicant",5,"Black or African American",3,"No co-applicant",8,"Male",1,"No co-applicant",5,57,5122,8.97999954223633,54300,110.169998168945,1200,2158
2017,"0000008333","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MD","Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"No co-applicant",8,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,75,3831,18.8199996948242,114200,104.910003662109,1128,1319
2017,"0000008663","Federal Deposit Insurance Corporation","FDIC",3,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","AL","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,73,1766,29.2199993133545,78200,111.370002746582,650,803
2017,"0000008663","Federal Deposit Insurance Corporation","FDIC",3,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","AL","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,91,7793,10.710000038147,78200,82.5199966430664,2497,3204
2017,"0000008663","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"No co-applicant",8,"Male",1,"No co-applicant",5,154,13871,40.4799995422363,81400,131.880004882812,2957,3037
2017,"0000008663","Federal Deposit Insurance Corporation","FDIC",3,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NV","Not Hispanic or Latino",2,"Information not provided by applicant in mail, Internet, or telephone application",3,"White",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"Male",1,"Male",1,143,4853,51.1399993896484,61900,71.4400024414062,582,1137
2017,"0000008663","Federal Deposit Insurance Corporation","FDIC",3,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","GA","Not Hispanic or Latino",2,"No co-applicant",5,"Black or African American",3,"No co-applicant",8,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,48,6761,51.75,56300,84.0599975585938,1050,2081
2017,"0000008663","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","AL","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,89,4354,12.5200004577637,78200,92.0400009155273,1617,2048
2017,"0000008663","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","GA","Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"No co-applicant",8,"Female",2,"No co-applicant",5,100,10161,59.2000007629395,69200,103.639999389648,2134,2641
2017,"0000008745","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IN","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,27,4424,28.9799995422363,58200,110.040000915527,1108,1352
2017,"0000008774","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","KY","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,35,6815,6.73999977111816,47800,106.019996643066,1840,3008
2017,"0000008785","Federal Deposit Insurance Corporation","FDIC",3,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","KY","Not Hispanic or Latino",2,"No co-applicant",5,"American Indian or Alaska Native",1,"No co-applicant",8,"Male",1,"No co-applicant",5,25,4897,17.3799991607666,66600,57.5499992370605,823,1562
2017,"0000008879","Federal Deposit Insurance Corporation","FDIC",3,"FSA/RHS-guaranteed",4,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","FL","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Male",1,68,9785,15.460000038147,67300,123.870002746582,2755,7256
2017,"0000008980","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","OK","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,44,1943,33.810001373291,52800,72.9000015258789,320,994
2017,"0000009007","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","PA","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,125,7571,14.289999961853,72200,215.580001831055,2311,2726
2017,"0000009155","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","SC","Hispanic or Latino",1,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,38,5815,25.1900005340576,57800,135.539993286133,1550,1859
2017,"0000009179","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","OH","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,137,3894,5.3899998664856,63600,119.279998779297,1221,1398
2017,"0000009260","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MI","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,147,4241,24.1700000762939,55700,68.9700012207031,1025,1534
2017,"0000009260","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MI","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,45,2553,30.2800006866455,79600,63.6599998474121,656,918
2017,"0000009366","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MS","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,32,6995,11.0100002288818,45600,93.6999969482422,2197,3302
2017,"0000009388","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MO","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,26,4619,9.60999965667725,64400,77.3199996948242,1209,1783
2017,"0000009420","Federal Deposit Insurance Corporation","FDIC",3,"FSA/RHS-guaranteed",4,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","ND","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,34,3279,3.07999992370605,78800,125.050003051758,1038,1298
2017,"0000009923","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","SC","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Female",2,"Male",1,54,4634,26.4099998474121,53700,102.910003662109,1367,1872
2017,"0000010146","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","KY","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,51,6823,11.6099996566772,65600,105.400001525879,2017,2683
2017,"0000010146","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","KY","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,161,5158,9.1899995803833,54100,127.519996643066,1659,1900
2017,"0000010634","Federal Deposit Insurance Corporation","FDIC",3,"FSA/RHS-guaranteed",4,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NE","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,27,3639,2.67000007629395,62600,92.879997253418,1172,1781
2017,"0000010634","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NE","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Female",2,"Male",1,95,4326,13.8199996948242,62600,125.849998474121,1461,1743
2017,"0000010678","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","PA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,88,4566,1.12000000476837,60500,107.639999389648,1440,2094
2017,"0000010754","National Credit Union Administration","NCUA",5,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","FL","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,90,5574,14.5299997329712,57300,97.8099975585938,1248,2089
2017,"0000011065","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,67,4879,78.8899993896484,64300,81.6800003051758,926,1504
2017,"0000011111","National Credit Union Administration","NCUA",5,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","VA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,87,5128,5.19000005722046,65600,116.959999084473,1675,1961
2017,"0000011112","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","PA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,42,4477,1.64999997615814,72200,82.4800033569336,1562,1880
2017,"0000011307","National Credit Union Administration","NCUA",5,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","VA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Female",2,"Male",1,160,5376,18.7700004577637,107600,129.660003662109,1718,1975
2017,"0000011438","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MS","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,40,4253,31.9300003051758,45600,152.949996948242,1187,1659
2017,"0000011443","Office of the Comptroller of the Currency","OCC",1,"FSA/RHS-guaranteed",4,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IL","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,98,3378,19.5100002288818,60400,104.220001220703,822,1659
2017,"0000011573","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Female",2,"Male",1,49,2768,3.5,56400,114.180000305176,992,1187
2017,"0000011573","Office of the Comptroller of the Currency","OCC",1,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,57,5369,2.1800000667572,57600,124.110000610352,1482,2303
