"","loan","village","religion","roof","rooms","beds","electricity","ownership","leader","degree_z"
"21174",0,"21","hindu","stone",2,0,1,"OWNED",1,-0.696144875909903
"21175",0,"21","hindu","stone",2,1,1,"OWNED",0,-0.303341853282003
"21176",0,"21","hindu","stone",2,1,1,"OWNED",1,4.80309744088069
"21177",0,"21","hindu","stone",3,0,1,"OWNED",0,0.613198532849763
"21178",1,"21","hindu","stone",2,1,1,"OWNED",0,1.52973891898153
"21179",0,"21","hindu","stone",0,0,1,"OWNED",0,-0.696144875909903
"21180",0,"21","hindu","rcc",2,2,1,"OWNED",0,-0.696144875909903
"21181",0,"21","hindu","tile",1,1,1,"OWNED",0,-0.696144875909903
"21182",0,"21","hindu","stone",2,1,1,"OWNED",0,-0.958013557661836
"21183",1,"21","hindu","sheet",2,1,1,"OWNED",0,-0.696144875909903
"21184",0,"21","hindu","sheet",1,0,1,"OWNED",1,-0.958013557661836
"21185",0,"21","hindu","stone",2,0,1,"OWNED",0,-0.04147317153007
"21186",1,"21","hindu","sheet",1,0,1,"RENTED",0,-0.696144875909903
"21187",0,"21","hindu","stone",4,0,1,"OWNED",0,-1.0889478985378
"21188",1,"21","hindu","stone",3,0,1,"OWNED",0,-0.827079216785869
"21189",0,"21","hindu","other",1,0,1,"OWNED",0,-0.696144875909903
"21190",0,"21","hindu","tile",2,1,1,"OWNED",0,-1.0889478985378
"21191",0,"21","hindu","tile",2,0,0,"OWNED",0,-1.21988223941377
"21192",0,"21","hindu","tile",2,0,0,"SHARE_OWNED",0,-1.0889478985378
"21193",0,"21","hindu","rcc",1,0,1,"OWNED",0,-1.0889478985378
"21194",0,"21","hindu","tile",1,0,1,"OWNED",0,-0.827079216785869
"21195",0,"21","hindu","stone",1,0,1,"OWNED",0,-0.958013557661836
"21196",0,"21","hindu","sheet",2,1,0,"OWNED",0,-1.0889478985378
"21197",0,"21","hindu","other",1,0,1,"OWNED",0,-0.827079216785869
"21198",0,"21","hindu","stone",3,4,1,"OWNED",0,-1.21988223941377
"21199",0,"21","hindu","tile",2,1,1,"OWNED",0,-1.21988223941377
"21200",1,"21","hindu","other",1,1,0,"OWNED",0,-0.172407512406037
"21201",0,"21","hindu","tile",2,1,0,"OWNED",0,-1.21988223941377
"21202",0,"21","hindu","tile",2,1,1,"OWNED",0,-1.21988223941377
"23001",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.958013557661836
"23002",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.696144875909903
"23003",1,"23","hindu","stone",2,0,1,"OWNED",0,-0.172407512406037
"23004",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.303341853282003
"23005",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.303341853282003
"23006",0,"23","hindu","stone",0,0,0,"OWNED",0,-0.827079216785869
"23007",0,"23","hindu","sheet",2,0,0,"OWNED",0,-0.303341853282003
"23008",0,"23","hindu","rcc",2,2,1,"OWNED",1,0.220395510221863
"23009",0,"23","hindu","stone",1,0,0,"OWNED",0,-0.827079216785869
"23010",0,"23","hindu","stone",4,0,1,"OWNED",0,1.39880457810556
"23011",1,"23","hindu","stone",2,0,1,"OWNED",1,0.0894611693458965
"23012",0,"23","hindu","stone",1,0,0,"OWNED",0,-0.827079216785869
"23013",0,"23","hindu","other",1,0,1,"OWNED",0,0.875067214601696
"23014",0,"23","hindu","other",0,0,1,"OWNED",0,-0.43427619415797
"23015",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.696144875909903
"23016",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.696144875909903
"23017",0,"23","hindu","stone",2,1,1,"OWNED",0,0.482264191973796
"23018",0,"23","hindu","thatch",0,0,0,"OWNED",0,0.613198532849763
"23019",0,"23","hindu","other",0,0,1,"OWNED",0,-0.04147317153007
"23020",0,"23","hindu","thatch",0,0,0,"OWNED",0,-0.43427619415797
"23021",0,"23","hindu","thatch",1,0,0,"OWNED",0,-1.21988223941377
"23022",1,"23","hindu","stone",2,1,1,"OWNED",0,-0.172407512406037
"23023",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.04147317153007
"23024",0,"23","hindu","other",2,0,1,"OWNED",0,-0.172407512406037
"23025",1,"23","hindu","thatch",1,0,0,"OWNED",0,-1.0889478985378
"23026",1,"23","hindu","thatch",1,0,1,"OWNED",0,-0.04147317153007
"23027",1,"23","hindu","stone",2,1,1,"OWNED",0,-0.958013557661836
"23028",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.827079216785869
"23029",1,"23","hindu","stone",2,0,1,"OWNED",0,0.35132985109783
"23030",1,"23","hindu","stone",2,0,1,"OWNED",0,-1.0889478985378
"23031",1,"23","hindu","stone",2,0,1,"OWNED",0,-0.827079216785869
"23032",0,"23","hindu","thatch",0,0,0,"OWNED",0,-0.958013557661836
"23033",0,"23","hindu","stone",2,0,1,"OWNED",1,0.875067214601696
"23034",1,"23","islam","stone",2,0,1,"OWNED",0,-1.21988223941377
"23035",0,"23","islam","stone",1,0,1,"OWNED",0,-1.21988223941377
"23036",0,"23","hindu","rcc",4,0,1,"OWNED",0,0.744132873725729
"23037",0,"23","hindu","rcc",4,0,1,"OWNED",0,0.482264191973796
"23038",1,"23","hindu","other",0,0,1,"OWNED",0,-0.827079216785869
"23039",1,"23","hindu","stone",7,0,1,"OWNED",0,-0.565210535033936
"23040",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.827079216785869
"23041",1,"23","hindu","rcc",5,1,1,"OWNED",0,0.482264191973796
"23042",0,"23","hindu","stone",1,2,1,"OWNED",0,-0.958013557661836
"23043",1,"23","hindu","stone",0,0,1,"OWNED",0,0.220395510221863
"23044",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.696144875909903
"23045",0,"23","hindu","tile",1,0,1,"OWNED",0,0.0894611693458965
"23046",1,"23","hindu","tile",1,0,1,"OWNED",1,-0.827079216785869
"23047",1,"23","hindu","sheet",1,0,1,"OWNED",0,-0.958013557661836
"23048",0,"23","hindu","stone",0,0,1,"OWNED",0,-0.696144875909903
"23049",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.172407512406037
"23050",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.827079216785869
"23051",0,"23","hindu","rcc",4,1,1,"OWNED",0,0.35132985109783
"23052",0,"23","hindu","stone",3,1,1,"OWNED",0,-0.696144875909903
"23053",0,"23","hindu","other",2,1,1,"OWNED",0,0.744132873725729
"23054",0,"23","hindu","other",1,1,1,"OWNED",0,-0.827079216785869
"23055",0,"23","hindu","stone",2,2,1,"OWNED",0,-0.43427619415797
"23056",0,"23","hindu","sheet",2,0,1,"OWNED",0,-0.172407512406037
"23057",0,"23","hindu","stone",2,0,1,"OWNED",0,-1.0889478985378
"23058",0,"23","hindu","stone",3,1,1,"OWNED",0,-0.958013557661836
"23059",0,"23","hindu","stone",1,0,1,"OWNED",0,0.875067214601696
"23060",0,"23","hindu","sheet",2,1,1,"OWNED",0,0.482264191973796
"23061",0,"23","hindu","stone",0,0,1,"OWNED",0,-0.696144875909903
"23062",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.565210535033936
"23063",0,"23","hindu","stone",1,0,1,"OWNED",0,-1.21988223941377
"23064",1,"23","hindu","rcc",3,0,1,"OWNED",0,0.744132873725729
"23065",0,"23","hindu","stone",4,1,1,"OWNED",0,-1.0889478985378
"23066",0,"23","hindu","tile",2,0,1,"OWNED",0,3.36281969124506
"23067",0,"23","hindu","stone",1,0,1,"OWNED",0,0.875067214601696
"23068",0,"23","hindu","rcc",3,1,1,"OWNED",0,0.744132873725729
"23069",0,"23","hindu","stone",1,0,1,"OWNED",0,1.79160760073346
"23070",1,"23","hindu","tile",1,0,1,"OWNED",0,1.66067325985749
"23071",0,"23","hindu","stone",2,0,1,"OWNED",0,0.220395510221863
"23072",0,"23","hindu","other",1,0,1,"OWNED",0,2.05347628248539
"23073",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.565210535033936
"23074",0,"23","hindu","stone",2,0,1,"OWNED",0,1.2678702372296
"23075",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.565210535033936
"23076",0,"23","hindu","tile",1,0,1,"OWNED",1,0.875067214601696
"23077",0,"23","hindu","stone",1,0,1,"OWNED",0,1.00600155547766
"23078",0,"23","hindu","tile",1,0,1,"OWNED",0,-0.303341853282003
"23079",0,"23","hindu","stone",2,0,1,"OWNED",0,0.482264191973796
"23080",0,"23","hindu","stone",2,1,1,"OWNED",0,0.0894611693458965
"23081",0,"23","hindu","stone",1,0,1,"OWNED",0,0.482264191973796
"23082",0,"23","hindu","stone",1,0,1,"OWNED",0,0.613198532849763
"23083",0,"23","hindu","other",1,0,1,"OWNED",0,-0.303341853282003
"23084",0,"23","hindu","tile",1,0,0,"OWNED",0,-1.21988223941377
"23085",1,"23","hindu","stone",2,2,1,"OWNED",0,2.31534496423733
"23086",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.696144875909903
"23087",0,"23","hindu","stone",2,0,1,"OWNED",0,0.35132985109783
"23088",0,"23","hindu","stone",2,0,1,"OWNED",0,0.220395510221863
"23089",1,"23","hindu","stone",2,0,1,"OWNED",0,1.00600155547766
"23090",0,"23","hindu","tile",1,0,1,"OWNED",0,1.13693589635363
"23091",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.43427619415797
"23092",0,"23","hindu","other",2,0,1,"OWNED",0,0.613198532849763
"23093",0,"23","hindu","thatch",0,0,0,"OWNED",0,-1.0889478985378
"23094",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.827079216785869
"23095",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.43427619415797
"23096",0,"23","islam","stone",2,0,1,"OWNED",1,0.875067214601696
"23097",0,"23","hindu","stone",0,1,1,"OWNED",0,1.2678702372296
"23098",0,"23","hindu","sheet",0,0,1,"OWNED",0,-0.827079216785869
"23099",0,"23","hindu","sheet",0,0,1,"OWNED",0,0.35132985109783
"23100",0,"23","hindu","stone",1,0,1,"OWNED",0,0.35132985109783
"23101",0,"23","hindu","sheet",2,0,1,"OWNED",1,1.39880457810556
"23102",1,"23","hindu","sheet",2,1,1,"OWNED",0,0.0894611693458965
"23103",1,"23","hindu","other",1,0,1,"OWNED",0,2.44627930511329
"23104",0,"23","hindu","sheet",0,0,1,"OWNED",1,0.482264191973796
"23105",0,"23","hindu","stone",1,0,1,"OWNED",0,1.66067325985749
"23106",0,"23","hindu","tile",1,0,1,"OWNED",0,2.44627930511329
"23107",0,"23","hindu","rcc",5,3,1,"OWNED",0,-0.172407512406037
"23108",0,"23","hindu","rcc",2,1,1,"OWNED",0,0.482264191973796
"23109",0,"23","hindu","rcc",2,0,1,"OWNED",0,-0.827079216785869
"23110",1,"23","hindu","stone",2,1,1,"OWNED",1,2.44627930511329
"23111",0,"23","hindu","other",1,1,1,"OWNED",0,-0.43427619415797
"23112",1,"23","hindu","other",2,0,1,"OWNED",0,1.00600155547766
"23113",0,"23","hindu","other",0,0,1,"OWNED",0,-0.43427619415797
"23114",1,"23","hindu","rcc",1,0,1,"OWNED",0,-0.04147317153007
"23115",0,"23","hindu","rcc",1,0,1,"OWNED",1,-0.43427619415797
"23116",0,"23","hindu","other",3,0,1,"OWNED",0,-0.43427619415797
"23117",0,"23","hindu","tile",1,0,1,"OWNED",0,0.875067214601696
"23118",0,"23","hindu","stone",1,0,1,"OWNED",0,0.0894611693458965
"23119",0,"23","hindu","stone",1,0,1,"OWNED",0,0.875067214601696
"23120",1,"23","hindu","other",2,0,1,"OWNED",0,0.220395510221863
"23121",0,"23","hindu","rcc",4,1,1,"OWNED",0,-0.04147317153007
"23122",0,"23","hindu","stone",2,0,1,"OWNED",0,-1.21988223941377
"23123",0,"23","hindu","rcc",3,1,1,"OWNED",0,-0.565210535033936
"23124",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.565210535033936
"23125",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.696144875909903
"23126",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.958013557661836
"23127",0,"23","hindu","stone",2,0,1,"OWNED",0,-1.21988223941377
"23128",0,"23","hindu","rcc",8,2,1,"OWNED",0,1.13693589635363
"23129",0,"23","hindu","stone",3,1,1,"OWNED",0,0.0894611693458965
"23130",1,"23","hindu","rcc",6,2,1,"OWNED",1,-0.04147317153007
"23131",0,"23","hindu","stone",0,0,1,"OWNED",0,-0.827079216785869
"23132",0,"23","hindu","other",0,0,1,"OWNED",0,0.613198532849763
"23133",0,"23","hindu","other",0,1,1,"OWNED",0,-0.827079216785869
"23134",0,"23","hindu","tile",1,0,1,"OWNED",0,-0.43427619415797
"23135",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.172407512406037
"23136",0,"23","hindu","rcc",3,2,1,"OWNED",0,-0.958013557661836
"23137",0,"23","hindu","other",2,0,1,"OWNED",0,-0.958013557661836
"23138",0,"23","hindu","tile",2,0,1,"OWNED",1,0.220395510221863
"23139",0,"23","hindu","stone",2,0,1,"OWNED",1,-0.565210535033936
"23140",0,"23","hindu","stone",2,4,1,"OWNED",0,-0.696144875909903
"23141",0,"23","hindu","stone",6,1,1,"OWNED",1,-0.172407512406037
"23142",0,"23","hindu","stone",1,0,1,"OWNED",0,0.744132873725729
"23143",0,"23","hindu","stone",0,0,1,"OWNED",0,-0.565210535033936
"23144",0,"23","hindu","other",2,0,1,"OWNED",0,0.35132985109783
"23145",0,"23","hindu","rcc",4,2,1,"OWNED",0,-0.04147317153007
"23146",0,"23","hindu","rcc",3,1,1,"OWNED",1,4.27936007737683
"23147",0,"23","hindu","stone",0,2,1,"OWNED",0,0.220395510221863
"23148",1,"23","hindu","sheet",1,0,1,"OWNED",0,-0.696144875909903
"23149",0,"23","hindu","stone",1,1,1,"OWNED",0,-0.172407512406037
"23150",0,"23","hindu","stone",1,0,1,"OWNED",0,0.875067214601696
"23151",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.565210535033936
"23152",0,"23","hindu","stone",2,1,1,"OWNED",0,1.13693589635363
"23153",1,"23","hindu","stone",2,0,1,"OWNED",0,-0.827079216785869
"23154",0,"23","hindu","stone",2,2,1,"OWNED",1,-0.827079216785869
"23155",0,"23","hindu","other",0,0,1,"OWNED",0,-0.827079216785869
"23156",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.43427619415797
"23157",0,"23","hindu","other",0,0,1,"OWNED",0,-0.172407512406037
"23158",0,"23","hindu","stone",1,0,1,"OWNED",1,-0.827079216785869
"23159",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.172407512406037
"23160",0,"23","hindu","tile",2,0,1,"OWNED",0,0.0894611693458965
"23161",0,"23","hindu","tile",2,1,1,"OWNED",0,0.0894611693458965
"23162",0,"23","hindu","sheet",1,1,1,"OWNED",0,0.613198532849763
"23163",0,"23","hindu","sheet",2,0,1,"OWNED",0,0.613198532849763
"23164",0,"23","hindu","tile",2,1,1,"OWNED",0,-0.565210535033936
"23165",0,"23","hindu","tile",2,0,1,"OWNED",0,-0.827079216785869
"23166",0,"23","hindu","stone",0,0,1,"OWNED",0,-1.21988223941377
"23167",0,"23","hindu","other",3,1,1,"OWNED",1,-1.0889478985378
"23168",0,"23","hindu","tile",2,0,1,"OWNED",0,-0.958013557661836
"23169",0,"23","hindu","stone",2,0,1,"OWNED",0,0.482264191973796
"23170",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.565210535033936
"23171",0,"23","hindu","stone",1,0,0,"OWNED",0,-0.827079216785869
"23172",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.565210535033936
"23173",0,"23","hindu","other",2,3,1,"OWNED",0,-0.172407512406037
"23174",0,"23","hindu","other",1,1,1,"OWNED",0,0.744132873725729
"23175",0,"23","hindu","other",1,0,1,"OWNED",0,-0.958013557661836
"23176",0,"23","hindu","rcc",1,0,1,"OWNED",0,-0.827079216785869
"23177",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.565210535033936
"23178",0,"23","hindu","stone",2,1,1,"OWNED",0,-0.172407512406037
"23179",0,"23","hindu","stone",3,2,1,"OWNED",0,0.482264191973796
"23180",0,"23","hindu","stone",2,0,1,"OWNED",0,0.613198532849763
"23181",0,"23","hindu","stone",2,0,1,"OWNED",1,-0.04147317153007
"23182",0,"23","hindu","sheet",1,0,1,"OWNED",0,-1.21988223941377
"23183",0,"23","hindu","rcc",1,1,1,"OWNED",0,0.35132985109783
"23184",0,"23","hindu","rcc",5,4,1,"SHARE_OWNED",0,0.0894611693458965
"23185",0,"23","hindu","sheet",1,1,1,"OWNED",0,0.220395510221863
"23186",0,"23","hindu","stone",1,1,1,"OWNED",0,-0.04147317153007
"23187",0,"23","hindu","tile",1,0,1,"OWNED",0,-0.04147317153007
"23188",0,"23","hindu","stone",3,2,1,"OWNED",1,2.97001666861716
"23189",0,"23","hindu","stone",2,1,1,"OWNED",0,0.744132873725729
"23190",0,"23","hindu","stone",2,1,1,"OWNED",0,0.482264191973796
"23191",0,"23","hindu","rcc",2,1,1,"OWNED",0,-0.04147317153007
"23192",0,"23","hindu","stone",1,1,1,"OWNED",0,-0.696144875909903
"23193",0,"23","hindu","stone",2,0,1,"OWNED",0,0.613198532849763
"23194",0,"23","hindu","stone",2,1,1,"OWNED",0,1.13693589635363
"23195",0,"23","hindu","stone",1,0,0,"OWNED",1,-0.696144875909903
"23196",0,"23","hindu","tile",2,0,1,"SHARE_OWNED",1,0.482264191973796
"23197",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.958013557661836
"23198",0,"23","hindu","stone",4,1,1,"OWNED",0,-0.696144875909903
"23199",0,"23","hindu","tile",1,0,1,"OWNED",0,0.482264191973796
"23200",0,"23","hindu","sheet",2,0,1,"OWNED",0,1.00600155547766
"23201",1,"23","hindu","tile",2,1,1,"OWNED",0,-1.21988223941377
"23202",1,"23","hindu","stone",1,0,1,"OWNED",1,-0.565210535033936
"23203",0,"23","hindu","tile",1,0,1,"OWNED",0,-1.21988223941377
"23204",0,"23","hindu","tile",2,0,1,"OWNED",0,1.52973891898153
"23205",0,"23","hindu","stone",2,2,1,"OWNED",1,1.66067325985749
"23206",0,"23","hindu","stone",1,1,1,"OWNED",0,-0.827079216785869
"23207",0,"23","hindu","rcc",4,2,1,"OWNED",0,-1.21988223941377
"23208",0,"23","hindu","stone",2,1,1,"OWNED",1,-0.04147317153007
"23209",0,"23","hindu","stone",1,1,1,"OWNED",0,-0.43427619415797
"23210",0,"23","hindu","rcc",2,2,1,"OWNED",1,1.92254194160943
"23211",0,"23","hindu","stone",0,1,1,"OWNED",0,-0.696144875909903
"23212",0,"23","hindu","stone",2,10,1,"OWNED",0,-1.21988223941377
"23213",0,"23","hindu","rcc",1,2,1,"OWNED",0,0.482264191973796
"23214",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.958013557661836
"23215",0,"23","hindu","thatch",1,0,0,"GOVERNMENT",0,-1.0889478985378
"23216",1,"23","hindu","sheet",0,0,0,"OWNED",0,1.52973891898153
"23217",0,"23","hindu","sheet",1,1,0,"OWNED",0,1.39880457810556
"23218",1,"23","hindu","rcc",2,0,0,"OWNED",0,-0.172407512406037
"23219",0,"23","hindu","stone",1,0,0,"GOVERNMENT",0,0.35132985109783
"23220",1,"23","hindu","thatch",1,1,0,"OWNED",1,1.13693589635363
"23221",0,"23","hindu","stone",2,3,1,"GOVERNMENT",0,2.97001666861716
"23222",0,"23","hindu","sheet",1,0,0,"OWNED",0,-1.0889478985378
"23223",0,"23","hindu","stone",2,1,1,"OWNED",1,-0.565210535033936
"23224",0,"23","hindu","other",1,0,1,"OWNED",0,-1.0889478985378
"23225",0,"23","hindu","stone",3,2,1,"OWNED",0,-0.958013557661836
"23226",0,"23","hindu","sheet",2,0,0,"OWNED",0,-1.0889478985378
"23227",0,"23","hindu","thatch",2,2,0,"OWNED",0,-1.21988223941377
"23228",0,"23","hindu","sheet",1,0,1,"OWNED",0,-1.0889478985378
"23229",0,"23","hindu","sheet",2,1,1,"OWNED",0,-0.827079216785869
"23230",0,"23","hindu","stone",4,1,1,"OWNED",0,-0.958013557661836
"23231",0,"23","hindu","thatch",2,1,1,"OWNED",0,-0.43427619415797
"23232",0,"23","hindu","other",2,0,1,"OWNED",0,-0.827079216785869
"23233",0,"23","hindu","stone",1,0,1,"OWNED",0,-1.0889478985378
"23234",0,"23","hindu","stone",2,0,1,"OWNED",0,-0.565210535033936
"23235",0,"23","hindu","stone",2,1,1,"OWNED",0,-1.0889478985378
"23236",0,"23","hindu","other",1,0,1,"OWNED",0,-0.172407512406037
"23237",0,"23","hindu","stone",1,0,1,"OWNED",0,-0.565210535033936
"23238",0,"23","hindu","tile",1,0,0,"GOVERNMENT",0,-1.21988223941377
"23239",0,"23","hindu","stone",1,1,1,"OWNED",0,-0.958013557661836
"23240",0,"23","hindu","thatch",1,0,0,"GOVERNMENT",0,-0.958013557661836
"23241",0,"23","hindu","thatch",1,0,0,"OWNED",0,-1.0889478985378
"23242",0,"23","hindu","thatch",1,0,0,"OWNED",0,-1.0889478985378
"23243",0,"23","hindu","thatch",1,0,0,"GOVERNMENT",0,-0.827079216785869
"23244",0,"23","hindu","thatch",1,0,0,"GOVERNMENT",0,-1.0889478985378
"23245",1,"23","hindu","tile",1,0,1,"OWNED",0,-0.958013557661836
"23246",0,"23","hindu","stone",1,1,1,"OWNED",0,-1.0889478985378
"23247",1,"23","islam","stone",1,1,1,"OWNED",0,-0.958013557661836
"23248",0,"23","hindu","sheet",1,1,1,"OWNED",0,-1.0889478985378
"23249",1,"23","hindu","other",1,0,1,"OWNED",0,-1.21988223941377
"23250",1,"23","hindu","thatch",1,0,0,"OWNED",0,-1.0889478985378
"23251",1,"23","hindu","stone",1,1,1,"OWNED",0,-1.21988223941377
"23252",1,"23","hindu","stone",2,1,1,"OWNED",0,-1.0889478985378
"23253",1,"23","hindu","thatch",1,0,0,"OWNED",0,-1.21988223941377
"23254",1,"23","hindu","thatch",1,0,0,"OWNED",0,-1.21988223941377
"24001",0,"24","hindu","rcc",3,5,1,"OWNED",1,2.44627930511329
"24002",0,"24","hindu","stone",2,0,1,"OWNED",1,0.875067214601696
"24003",0,"24","hindu","stone",3,1,1,"OWNED",1,-0.43427619415797
"24004",0,"24","hindu","stone",2,1,0,"OWNED",0,-0.172407512406037
"24005",0,"24","hindu","rcc",6,8,1,"OWNED",0,2.18441062336136
"24006",0,"24","hindu","rcc",3,1,1,"OWNED",0,-0.565210535033936
"24007",1,"24","hindu","stone",1,0,1,"OWNED",0,-0.172407512406037
"24008",0,"24","hindu","stone",3,3,1,"OWNED",0,0.613198532849763
"24009",1,"24","hindu","stone",3,1,1,"OWNED",0,-0.827079216785869
"24010",0,"24","hindu","stone",4,1,0,"OWNED",0,-0.565210535033936
"24011",0,"24","hindu","rcc",5,2,1,"OWNED",0,-0.43427619415797
"24012",1,"24","hindu","sheet",3,0,1,"OWNED",0,-0.958013557661836
"24013",1,"24","hindu","sheet",2,0,1,"OWNED",0,0.35132985109783
"24014",0,"24","hindu","rcc",3,2,1,"OWNED",0,0.744132873725729
"24015",0,"24","hindu","stone",3,1,1,"RENTED",0,0.220395510221863
"24016",0,"24","hindu","rcc",2,1,1,"OWNED",0,-0.827079216785869
"24017",0,"24","hindu","rcc",3,2,1,"OWNED",0,-0.565210535033936
"24018",0,"24","hindu","stone",1,0,1,"OWNED",0,-0.827079216785869
"24019",0,"24","hindu","stone",1,0,1,"OWNED",0,0.220395510221863
"24020",0,"24","hindu","stone",3,1,1,"OWNED",0,-0.303341853282003
"24021",0,"24","hindu","stone",3,2,1,"OWNED",0,0.875067214601696
"24022",0,"24","hindu","stone",3,1,1,"OWNED",0,-0.172407512406037
"24023",0,"24","hindu","stone",1,0,1,"OWNED",0,-0.565210535033936
"24024",0,"24","hindu","stone",1,0,1,"OWNED",0,-1.21988223941377
"24025",0,"24","hindu","stone",2,1,1,"OWNED",0,-0.827079216785869
"24026",0,"24","hindu","rcc",2,2,1,"OWNED",0,-0.172407512406037
"24027",0,"24","hindu","stone",2,2,1,"OWNED",0,-0.04147317153007
"24028",0,"24","hindu","stone",2,3,1,"OWNED",0,-0.303341853282003
"24029",0,"24","hindu","stone",1,0,1,"OWNED",0,0.0894611693458965
"24030",0,"24","hindu","stone",2,0,1,"OWNED",1,0.482264191973796
"24031",1,"24","hindu","stone",2,1,1,"OWNED",0,-0.172407512406037
"24032",0,"24","hindu","rcc",1,1,1,"OWNED",0,-0.303341853282003
"24033",0,"24","hindu","stone",3,1,1,"RENTED",0,-0.827079216785869
"24034",0,"24","hindu","stone",2,0,1,"OWNED",0,-0.43427619415797
"24035",1,"24","hindu","sheet",2,0,1,"OWNED",0,-0.696144875909903
"24036",0,"24","hindu","stone",2,3,1,"OWNED",0,-0.565210535033936
"24037",0,"24","hindu","stone",1,1,0,"OWNED",0,-0.827079216785869
"24038",1,"24","hindu","stone",3,1,1,"OWNED",0,-0.696144875909903
"24039",0,"24","hindu","stone",4,5,1,"OWNED",0,-0.04147317153007
"24040",0,"24","hindu","stone",1,0,1,"OWNED",0,-0.43427619415797
"24041",0,"24","hindu","stone",2,2,1,"OWNED",0,-1.0889478985378
"24042",1,"24","hindu","rcc",2,1,1,"OWNED",0,-0.565210535033936
"24043",0,"24","hindu","rcc",1,1,1,"OWNED",0,-0.04147317153007
"24044",0,"24","hindu","stone",2,0,1,"OWNED",0,-0.303341853282003
"24045",0,"24","hindu","stone",2,0,1,"OWNED",0,0.35132985109783
"24046",0,"24","hindu","stone",1,0,1,"OWNED",0,-0.04147317153007
"24047",0,"24","hindu","stone",2,1,1,"OWNED",0,1.39880457810556
"24048",0,"24","hindu","sheet",1,0,0,"OWNED",0,-0.958013557661836
"24049",1,"24","hindu","tile",3,4,1,"OWNED",0,0.220395510221863
"24050",0,"24","hindu","stone",3,4,1,"OWNED",0,-0.43427619415797
"24051",0,"24","hindu","sheet",1,0,1,"OWNED",0,-0.958013557661836
"24052",0,"24","hindu","stone",3,2,1,"OWNED",0,-0.172407512406037
"24053",0,"24","hindu","stone",2,1,1,"OWNED",0,1.92254194160943
"24054",0,"24","hindu","stone",3,1,1,"OWNED",0,0.220395510221863
"24055",0,"24","hindu","rcc",4,5,1,"OWNED",0,0.613198532849763
"24056",0,"24","hindu","rcc",4,2,1,"OWNED",1,1.66067325985749
"24057",0,"24","hindu","rcc",2,1,1,"OWNED",0,-0.172407512406037
"24058",0,"24","hindu","stone",4,2,1,"OWNED",0,0.220395510221863
"24059",1,"24","hindu","stone",1,0,1,"OWNED",1,0.875067214601696
"24060",1,"24","hindu","rcc",1,0,1,"OWNED",0,-0.172407512406037
"24061",0,"24","hindu","stone",2,2,1,"OWNED",0,1.66067325985749
"24062",0,"24","hindu","rcc",3,2,1,"OWNED",0,0.875067214601696
"24063",1,"24","hindu","stone",6,3,1,"OWNED",1,2.57721364598926
"24064",1,"24","hindu","rcc",7,3,1,"OWNED",1,-0.565210535033936
"24065",0,"24","hindu","rcc",6,0,1,"OWNED",1,1.66067325985749
"24066",0,"24","hindu","stone",4,2,1,"OWNED",0,-0.43427619415797
"24067",0,"24","hindu","rcc",1,1,1,"OWNED",0,-0.43427619415797
"24068",0,"24","hindu","sheet",3,1,1,"OWNED",1,-0.172407512406037
"24069",0,"24","hindu","rcc",2,1,1,"OWNED",0,-0.565210535033936
"24070",1,"24","hindu","stone",3,2,1,"OWNED",0,0.875067214601696
"24071",0,"24","hindu","stone",2,2,1,"OWNED",0,-0.827079216785869
"24072",0,"24","hindu","rcc",7,1,1,"OWNED",0,-0.43427619415797
"24073",0,"24","hindu","stone",2,1,1,"OWNED",1,-0.172407512406037
"24074",0,"24","hindu","stone",5,2,1,"GOVERNMENT",1,1.2678702372296
"24075",0,"24","hindu","stone",2,2,1,"OWNED",0,-0.172407512406037
