"id","water_bill","barrel","yard_size","home_garden","attitude_env","temperature","county","year","post","treat"
143,254.672880007267,0,20645,"No home garden",6,68.2915625,"Guadalupe",2019,1,0
144,230.536291491018,0,11961,"No home garden",4,73.1740625,"Comal",2019,1,0
145,202.574442440854,0,17118,"No home garden",7,71.343125,"Comal",2019,1,0
146,241.385631355137,0,28364,"Home garden",6,68.088125,"Hays",2019,1,0
150,230.865754757795,0,22450,"No home garden",7,65.24,"Guadalupe",2019,1,0
152,276.97299710496,0,27979,"No home garden",2,75.411875,"Guadalupe",2019,1,0
153,184.935453043181,0,6885,"No home garden",7,64.42625,"Guadalupe",2019,1,0
155,235.783781847841,0,18034,"No home garden",5,75.005,"Travis",2019,1,0
157,260.288029929823,0,13369,"No home garden",2,80.70125,"Travis",2019,1,0
160,190.401283106101,0,6049,"No home garden",6,66.05375,"Guadalupe",2019,1,0
161,233.974441042757,0,28028,"No home garden",6,70.7328125,"Hays",2019,1,0
162,179.492826650163,0,24006,"Home garden",8,55.6784375,"Travis",2019,1,0
163,208.971780305823,0,22052,"No home garden",4,54.8646875,"Travis",2019,1,0
164,230.31289598387,0,27177,"No home garden",6,70.93625,"Comal",2019,1,0
167,258.250257482773,0,34602,"No home garden",4,71.5465625,"Comal",2019,1,0
168,254.811927458361,0,24962,"No home garden",5,68.088125,"Hays",2019,1,0
169,183.581938857234,0,7522,"No home garden",9,77.6496875,"Guadalupe",2019,1,0
170,271.076968195086,0,30832,"No home garden",3,66.6640625,"Hays",2019,1,0
171,295.186998136131,0,33357,"Home garden",7,79.6840625,"Travis",2019,1,0
172,279.45480242512,0,28891,"No home garden",4,71.9534375,"Hays",2019,1,0
174,269.071929691787,0,22879,"No home garden",1,75.005,"Travis",2019,1,0
177,253.100561475374,0,38750,"No home garden",4,57.91625,"Travis",2019,1,0
178,227.496315920002,0,10549,"No home garden",6,73.3775,"Hays",2019,1,0
179,257.428243818731,0,16835,"No home garden",2,75.6153125,"Hays",2019,1,0
180,277.706431239809,0,29641,"No home garden",5,59.7471875,"Comal",2019,1,0
181,182.89486959262,0,1950,"No home garden",7,67.68125,"Guadalupe",2019,1,0
184,233.846175966912,0,23409,"No home garden",5,68.2915625,"Hays",2019,1,0
185,305.833860968566,0,36306,"No home garden",3,84.1596875,"Comal",2019,1,0
186,207.295305918905,0,14235,"No home garden",8,75.2084375,"Travis",2019,1,0
188,204.224614541884,0,19659,"No home garden",5,48.558125,"Hays",2019,1,0
192,304.212319308507,0,36826,"Home garden",7,78.666875,"Comal",2019,1,0
193,232.758386875573,0,17097,"No home garden",5,63.4090625,"Comal",2019,1,0
194,234.078264099933,0,14804,"No home garden",5,87.8215625,"Guadalupe",2019,1,0
199,305.137422461067,0,39000,"Home garden",4,80.9046875,"Travis",2019,1,0
202,183.315015943659,0,7235,"No home garden",9,68.2915625,"Travis",2019,1,0
203,243.856131978969,0,19168,"No home garden",6,65.8503125,"Hays",2019,1,0
204,295.759835428337,0,28649,"Home garden",8,85.58375,"Comal",2019,1,0
205,238.579839750997,0,17615,"No home garden",3,78.666875,"Guadalupe",2019,1,0
207,244.203573754962,0,29426,"Home garden",6,61.7815625,"Guadalupe",2019,1,0
208,223.084215432955,0,22186,"No home garden",5,52.8303125,"Guadalupe",2019,1,0
209,271.619839934006,0,24699,"Home garden",8,72.3603125,"Guadalupe",2019,1,0
212,242.105373259694,0,28699,"No home garden",6,57.3059375,"Guadalupe",2019,1,0
213,231.967669955992,0,22377,"No home garden",5,57.7128125,"Comal",2019,1,0
215,217.368758473833,0,17516,"No home garden",7,72.3603125,"Comal",2019,1,0
216,236.31481192651,0,24901,"Home garden",9,71.5465625,"Hays",2019,1,0
223,265.077090612026,0,26493,"No home garden",4,79.07375,"Travis",2019,1,0
226,231.721634220276,0,26145,"No home garden",5,66.2571875,"Guadalupe",2019,1,0
228,281.08485287036,0,28862,"No home garden",4,79.07375,"Travis",2019,1,0
229,259.673724572759,0,28305,"No home garden",4,74.598125,"Comal",2019,1,0
230,219.379301846458,0,22778,"Home garden",7,74.3946875,"Hays",2019,1,0
231,224.736637681088,0,28042,"No home garden",6,46.3203125,"Comal",2019,1,0
232,233.836529179691,0,20065,"No home garden",3,78.8703125,"Guadalupe",2019,1,0
233,204.508323227024,0,8463,"No home garden",6,60.9678125,"Comal",2019,1,0
235,189.240603538829,0,22067,"Home garden",8,52.0165625,"Travis",2019,1,0
236,246.974233352435,0,12730,"No home garden",3,82.5321875,"Guadalupe",2019,1,0
237,258.303442801366,0,23102,"No home garden",5,85.7871875,"Travis",2019,1,0
238,252.646632443996,0,25148,"Home garden",6,69.9190625,"Comal",2019,1,0
239,252.769054132254,0,29420,"No home garden",5,66.8675,"Guadalupe",2019,1,0
241,259.368742188608,0,26237,"No home garden",4,70.529375,"Guadalupe",2019,1,0
242,255.913884673571,0,16245,"No home garden",2,78.0565625,"Guadalupe",2019,1,0
243,248.949959723282,0,20156,"No home garden",4,77.2428125,"Travis",2019,1,0
244,258.719069274215,0,12116,"No home garden",3,90.46625,"Comal",2019,1,0
245,287.202809893242,0,27499,"No home garden",4,90.873125,"Hays",2019,1,0
248,214.581687958368,0,14483,"No home garden",7,66.8675,"Guadalupe",2019,1,0
250,222.245657244317,0,17426,"No home garden",7,50.5925,"Comal",2019,1,0
251,194.291247309513,0,10322,"No home garden",6,58.1196875,"Travis",2019,1,0
252,213.41867907364,0,10334,"No home garden",6,81.3115625,"Guadalupe",2019,1,0
253,284.426946264916,0,31526,"Home garden",5,66.8675,"Hays",2019,1,0
254,235.938925804112,0,14850,"No home garden",5,78.4634375,"Travis",2019,1,0
255,239.332845133465,0,13115,"No home garden",3,69.5121875,"Comal",2019,1,0
257,267.249556118806,0,24220,"No home garden",5,73.9878125,"Travis",2019,1,0
258,226.724323332611,0,17341,"No home garden",4,52.0165625,"Travis",2019,1,0
259,222.042091798892,0,23242,"No home garden",6,60.5609375,"Guadalupe",2019,1,0
260,296.329034259932,0,38900,"Home garden",7,66.05375,"Comal",2019,1,0
261,243.366588589186,0,12636,"No home garden",5,101.85875,"Comal",2019,1,0
262,225.230770440278,0,25900,"Home garden",7,55.881875,"Guadalupe",2019,1,0
263,268.692545646914,0,30876,"Home garden",6,76.8359375,"Comal",2019,1,0
264,287.638072924212,0,38559,"Home garden",6,69.9190625,"Travis",2019,1,0
266,256.218476484652,0,25847,"No home garden",4,77.039375,"Comal",2019,1,0
267,231.687268339966,0,16846,"No home garden",2,61.985,"Comal",2019,1,0
268,246.689417037991,0,21089,"No home garden",5,69.1053125,"Travis",2019,1,0
269,218.362883744656,0,11424,"No home garden",4,66.2571875,"Guadalupe",2019,1,0
271,253.47003682863,0,22464,"Home garden",7,73.1740625,"Guadalupe",2019,1,0
272,247.704798087128,0,11423,"No home garden",3,85.990625,"Travis",2019,1,0
275,270.731344782036,0,30111,"Home garden",6,74.19125,"Hays",2019,1,0
276,177.846672738111,0,7301,"No home garden",9,66.460625,"Comal",2019,1,0
277,264.301185906475,0,19713,"No home garden",2,86.804375,"Comal",2019,1,0
280,257.468478472334,0,36530,"No home garden",3,70.93625,"Comal",2019,1,0
284,235.052987528015,0,19227,"No home garden",5,83.7528125,"Travis",2019,1,0
285,271.773853424563,0,12084,"No home garden",5,91.0765625,"Guadalupe",2019,1,0
286,242.478992648603,0,20179,"No home garden",7,74.19125,"Travis",2019,1,0
287,215.77106660165,0,13680,"No home garden",4,55.881875,"Hays",2019,1,0
289,225.521180570378,0,9402,"No home garden",4,59.54375,"Travis",2019,1,0
291,232.640448177092,0,5772,"No home garden",5,87.21125,"Hays",2019,1,0
292,210.657591250465,0,25044,"Home garden",8,54.254375,"Comal",2019,1,0
294,233.902409891134,0,11746,"No home garden",3,72.3603125,"Travis",2019,1,0
295,277.059857636058,0,36012,"No home garden",4,70.7328125,"Travis",2019,1,0
296,233.243508069706,0,19909,"No home garden",7,79.8875,"Hays",2019,1,0
297,277.836189534663,0,13791,"No home garden",3,88.2284375,"Comal",2019,1,0
298,227.287312306946,0,17166,"Home garden",8,67.8846875,"Guadalupe",2019,1,0
299,259.554916746189,0,32059,"No home garden",3,59.950625,"Guadalupe",2019,1,0
300,185.651626044001,0,15538,"No home garden",8,62.79875,"Comal",2019,1,0
301,235.161008905462,0,24576,"No home garden",6,71.5465625,"Guadalupe",2019,1,0
302,279.835622769704,0,36060,"Home garden",8,85.58375,"Hays",2019,1,0
303,211.497694505562,0,14428,"No home garden",4,75.005,"Guadalupe",2019,1,0
304,212.403923697136,0,16403,"No home garden",6,72.970625,"Hays",2019,1,0
309,189.055801903919,0,26563,"Home garden",8,50.999375,"Travis",2019,1,0
313,220.963001086817,0,19936,"Home garden",8,59.950625,"Hays",2019,1,0
314,232.528805157949,0,30956,"No home garden",4,41.64125,"Travis",2019,1,0
315,215.156470279122,0,9035,"No home garden",5,59.136875,"Comal",2019,1,0
317,230.198212768133,0,21845,"No home garden",7,62.391875,"Travis",2019,1,0
318,245.602192946206,0,18141,"No home garden",6,75.005,"Comal",2019,1,0
320,247.607283016666,0,24703,"Home garden",9,73.784375,"Hays",2019,1,0
322,227.02841055412,0,23680,"Home garden",9,72.7671875,"Guadalupe",2019,1,0
323,251.644381192247,0,32314,"No home garden",4,59.54375,"Comal",2019,1,0
324,216.585309473306,0,26245,"No home garden",6,46.930625,"Comal",2019,1,0
325,225.795190247864,0,21201,"No home garden",6,72.56375,"Hays",2019,1,0
326,275.507128038778,0,31968,"No home garden",2,79.6840625,"Guadalupe",2019,1,0
327,265.667827720052,0,21966,"No home garden",6,77.039375,"Comal",2019,1,0
328,267.704510266416,0,21619,"No home garden",3,74.3946875,"Hays",2019,1,0
329,265.579987710163,0,29348,"No home garden",5,67.4778125,"Travis",2019,1,0
332,251.810194271414,0,23481,"Home garden",8,77.039375,"Comal",2019,1,0
335,284.499649638537,0,18675,"No home garden",2,84.5665625,"Guadalupe",2019,1,0
336,235.007471144703,0,29744,"Home garden",6,60.1540625,"Comal",2019,1,0
337,233.803242008124,0,29141,"Home garden",9,58.5265625,"Guadalupe",2019,1,0
338,240.444828801236,0,18130,"No home garden",6,67.4778125,"Comal",2019,1,0
342,198.322636074803,0,5752,"No home garden",5,69.1053125,"Hays",2019,1,0
343,225.220349027869,0,18593,"No home garden",4,75.2084375,"Comal",2019,1,0
344,285.673170252538,0,31806,"No home garden",4,94.128125,"Travis",2019,1,0
346,221.540240292753,0,27107,"Home garden",7,60.3575,"Hays",2019,1,0
348,216.050839373201,0,11789,"No home garden",7,64.6296875,"Hays",2019,1,0
349,283.564393373263,0,22098,"No home garden",4,85.3803125,"Hays",2019,1,0
350,192.578977995,0,9797,"No home garden",3,66.6640625,"Hays",2019,1,0
357,270.101217668304,0,15740,"No home garden",2,79.480625,"Comal",2019,1,0
361,226.084724754362,0,11705,"No home garden",4,69.5121875,"Guadalupe",2019,1,0
362,295.575077169161,0,36420,"Home garden",6,73.784375,"Travis",2019,1,0
363,273.87422394528,0,37060,"Home garden",8,57.1025,"Comal",2019,1,0
364,215.93796845814,0,20577,"No home garden",3,53.6440625,"Comal",2019,1,0
367,234.24345978997,0,8218,"No home garden",3,66.05375,"Comal",2019,1,0
372,219.525724463096,0,20970,"No home garden",6,75.005,"Comal",2019,1,0
374,248.980962952004,0,17070,"No home garden",3,73.5809375,"Travis",2019,1,0
378,245.581086942266,0,22161,"Home garden",8,68.088125,"Travis",2019,1,0
381,206.292900620355,0,13119,"No home garden",4,60.3575,"Guadalupe",2019,1,0
382,257.078675612926,0,24252,"No home garden",5,72.56375,"Guadalupe",2019,1,0
383,253.480364514644,0,17648,"No home garden",5,79.480625,"Travis",2019,1,0
384,162.413708595924,0,3478,"No home garden",4,55.2715625,"Comal",2019,1,0
385,234.94639746104,0,27011,"No home garden",4,52.626875,"Travis",2019,1,0
386,264.826980592959,0,16246,"No home garden",3,73.9878125,"Hays",2019,1,0
387,223.407459115245,0,13220,"No home garden",2,68.495,"Guadalupe",2019,1,0
388,226.407895356333,0,29814,"Home garden",10,58.1196875,"Guadalupe",2019,1,0
392,201.302903551517,0,16959,"No home garden",3,63.0021875,"Comal",2019,1,0
393,284.004704052521,0,34034,"Home garden",8,75.81875,"Comal",2019,1,0
394,222.680189997271,0,14242,"No home garden",7,77.853125,"Comal",2019,1,0
395,197.612481618555,0,7896,"No home garden",4,70.93625,"Hays",2019,1,0
397,224.974039881433,0,11384,"No home garden",5,70.3259375,"Hays",2019,1,0
398,243.803222928223,0,12423,"No home garden",2,78.26,"Travis",2019,1,0
399,216.693491156797,0,11376,"No home garden",6,72.7671875,"Guadalupe",2019,1,0
404,253.082550377514,0,26771,"Home garden",7,77.44625,"Hays",2019,1,0
405,237.054987745856,0,12474,"No home garden",5,77.853125,"Comal",2019,1,0
406,207.683745825061,0,15037,"Home garden",9,63.8159375,"Guadalupe",2019,1,0
407,246.482040899816,0,21735,"Home garden",7,77.2428125,"Travis",2019,1,0
409,231.512858412608,0,21485,"No home garden",6,60.764375,"Travis",2019,1,0
410,239.349364101867,0,19231,"No home garden",6,63.6125,"Guadalupe",2019,1,0
411,210.124495534602,0,11639,"No home garden",4,58.1196875,"Guadalupe",2019,1,0
414,211.552178482603,0,12768,"No home garden",4,58.9334375,"Comal",2019,1,0
416,236.378428042593,0,23186,"No home garden",5,75.005,"Hays",2019,1,0
417,214.646546065473,0,18246,"No home garden",6,65.0365625,"Travis",2019,1,0
419,271.883693641043,0,30214,"No home garden",5,66.2571875,"Comal",2019,1,0
420,191.246342010515,0,9743,"No home garden",7,65.646875,"Hays",2019,1,0
421,187.868063583978,0,14253,"No home garden",6,59.54375,"Hays",2019,1,0
423,222.200786164216,0,21306,"No home garden",5,53.03375,"Travis",2019,1,0
424,187.014663988814,0,12565,"No home garden",6,75.81875,"Travis",2019,1,0
426,289.828547754516,0,28754,"No home garden",1,78.0565625,"Guadalupe",2019,1,0
428,198.043541887949,0,4514,"No home garden",5,75.005,"Guadalupe",2019,1,0
429,277.689097730164,0,28854,"No home garden",5,72.156875,"Guadalupe",2019,1,0
431,298.047185505119,0,25658,"No home garden",1,72.970625,"Travis",2019,1,0
435,238.042202610879,0,14747,"No home garden",2,65.646875,"Travis",2019,1,0
437,216.565354766366,0,19782,"No home garden",3,67.274375,"Comal",2019,1,0
438,223.393043656128,0,3006,"No home garden",8,84.1596875,"Comal",2019,1,0
439,206.221521811907,0,4741,"No home garden",5,84.9734375,"Comal",2019,1,0
440,171.235055124077,0,6697,"Home garden",10,53.03375,"Travis",2019,1,0
442,258.893655443834,0,16104,"No home garden",7,86.1940625,"Travis",2019,1,0
444,233.405730613693,0,11793,"No home garden",2,62.5953125,"Hays",2019,1,0
445,203.513593120732,0,11378,"No home garden",9,76.4290625,"Guadalupe",2019,1,0
446,209.905135902471,0,14103,"No home garden",2,53.8475,"Hays",2019,1,0
448,258.651671456811,0,20782,"Home garden",7,77.853125,"Travis",2019,1,0
449,251.062044024505,0,31260,"Home garden",9,62.1884375,"Hays",2019,1,0
450,273.762876550707,0,20661,"No home garden",2,83.95625,"Travis",2019,1,0
451,239.214291871041,0,13977,"No home garden",4,65.8503125,"Guadalupe",2019,1,0
454,232.618456288307,0,13677,"No home garden",8,75.81875,"Travis",2019,1,0
455,228.416254453234,0,26645,"No home garden",4,56.0853125,"Guadalupe",2019,1,0
456,234.557838973749,0,11934,"No home garden",4,66.05375,"Comal",2019,1,0
457,266.820536691385,0,21117,"No home garden",5,70.3259375,"Hays",2019,1,0
458,255.547185755299,0,22077,"No home garden",3,60.3575,"Travis",2019,1,0
459,229.377353751355,0,16688,"No home garden",6,72.7671875,"Travis",2019,1,0
461,225.078478224065,0,18839,"No home garden",3,55.068125,"Guadalupe",2019,1,0
463,245.614645351572,0,17226,"No home garden",5,75.6153125,"Comal",2019,1,0
464,211.214485833752,0,3494,"No home garden",5,70.7328125,"Travis",2019,1,0
466,241.888348737418,0,17631,"No home garden",4,67.274375,"Travis",2019,1,0
467,191.482212676342,0,7341,"No home garden",6,69.5121875,"Travis",2019,1,0
468,242.361170966691,0,36758,"Home garden",6,71.75,"Comal",2019,1,0
470,218.465649546578,0,12537,"No home garden",5,69.715625,"Travis",2019,1,0
472,240.472846351698,0,13035,"No home garden",3,65.24,"Hays",2019,1,0
475,285.608876757568,0,33438,"Home garden",5,72.7671875,"Travis",2019,1,0
477,263.19702156424,0,21262,"No home garden",2,60.9678125,"Comal",2019,1,0
480,260.170967736538,0,20398,"No home garden",2,82.32875,"Comal",2019,1,0
481,262.582916593611,0,33642,"Home garden",6,67.0709375,"Travis",2019,1,0
485,267.231897584519,0,19375,"No home garden",2,75.411875,"Guadalupe",2019,1,0
490,240.744222883492,0,8360,"No home garden",4,78.26,"Guadalupe",2019,1,0
491,259.819839641502,0,20315,"No home garden",7,76.4290625,"Hays",2019,1,0
494,297.274295399051,0,21082,"No home garden",2,83.7528125,"Guadalupe",2019,1,0
496,276.123045830737,0,36297,"Home garden",5,63.0021875,"Comal",2019,1,0
499,266.831625004322,0,29073,"No home garden",4,68.6984375,"Comal",2019,1,0
500,231.701995854978,0,16948,"No home garden",4,59.7471875,"Comal",2019,1,0
505,233.032241390514,0,14717,"No home garden",7,77.44625,"Guadalupe",2019,1,0
506,221.480501059837,0,12366,"No home garden",8,78.666875,"Comal",2019,1,0
509,179.900197674537,0,10577,"No home garden",5,46.52375,"Comal",2019,1,0
511,277.057135078915,0,25056,"No home garden",3,73.9878125,"Guadalupe",2019,1,0
512,257.124517971654,0,19805,"No home garden",7,77.853125,"Guadalupe",2019,1,0
513,241.807826036482,0,21849,"Home garden",8,78.8703125,"Travis",2019,1,0
514,217.766335538828,0,18702,"No home garden",4,40.2171875,"Travis",2019,1,0
517,199.963083444465,0,11769,"No home garden",5,53.03375,"Comal",2019,1,0
518,272.731695380214,0,32678,"No home garden",5,66.2571875,"Travis",2019,1,0
519,222.943988134757,0,4896,"No home garden",3,71.343125,"Travis",2019,1,0
520,299.603066309045,0,20312,"No home garden",1,82.5321875,"Guadalupe",2019,1,0
522,282.227465681525,0,15112,"No home garden",5,75.6153125,"Hays",2019,1,0
524,250.533242307701,0,21597,"Home garden",8,87.618125,"Guadalupe",2019,1,0
525,216.543087684055,0,22765,"No home garden",5,47.744375,"Hays",2019,1,0
528,223.08509533328,0,23827,"No home garden",5,64.2228125,"Guadalupe",2019,1,0
529,240.746707061119,0,6480,"No home garden",4,69.30875,"Travis",2019,1,0
530,237.069303409732,0,19272,"No home garden",6,73.3775,"Comal",2019,1,0
533,250.113674801484,0,15135,"No home garden",6,62.391875,"Travis",2019,1,0
535,243.785982264142,0,32483,"Home garden",7,60.764375,"Guadalupe",2019,1,0
536,266.233736600921,0,32054,"Home garden",7,79.6840625,"Travis",2019,1,0
537,211.046794891508,0,20563,"No home garden",6,58.323125,"Travis",2019,1,0
539,209.115877801433,0,13443,"No home garden",7,57.3059375,"Guadalupe",2019,1,0
541,214.50606960198,0,9706,"No home garden",7,71.5465625,"Guadalupe",2019,1,0
545,208.411396936647,0,6954,"No home garden",3,60.5609375,"Hays",2019,1,0
549,265.144653047462,0,14777,"No home garden",8,83.7528125,"Comal",2019,1,0
551,225.447955907872,0,21492,"No home garden",5,71.1396875,"Guadalupe",2019,1,0
552,189.382272284254,0,12530,"No home garden",8,59.950625,"Guadalupe",2019,1,0
554,210.238865488552,0,7354,"No home garden",2,63.6125,"Guadalupe",2019,1,0
558,235.207031339233,0,19455,"No home garden",3,79.2771875,"Hays",2019,1,0
560,241.044438977549,0,14416,"No home garden",8,79.8875,"Comal",2019,1,0
565,225.527052528753,0,30759,"Home garden",7,59.3403125,"Hays",2019,1,0
568,183.873727440791,0,15692,"No home garden",7,60.5609375,"Comal",2019,1,0
569,228.45874315087,0,19092,"No home garden",5,67.68125,"Hays",2019,1,0
573,250.934999607638,0,22427,"No home garden",4,66.460625,"Comal",2019,1,0
574,214.211593680992,0,7057,"No home garden",6,83.549375,"Comal",2019,1,0
576,236.466008169474,0,15252,"No home garden",7,69.715625,"Travis",2019,1,0
577,273.593304895765,0,23436,"No home garden",4,76.4290625,"Travis",2019,1,0
579,257.207801520445,0,13721,"No home garden",2,79.07375,"Guadalupe",2019,1,0
582,250.259857103313,0,24238,"No home garden",4,75.005,"Travis",2019,1,0
583,240.546853416138,0,21808,"Home garden",7,51.813125,"Hays",2019,1,0
584,221.201444910396,0,13758,"No home garden",5,53.03375,"Hays",2019,1,0
585,292.142949055008,0,29175,"No home garden",4,71.1396875,"Guadalupe",2019,1,0
586,244.398553761692,0,17458,"No home garden",8,72.56375,"Guadalupe",2019,1,0
589,307.115901412009,0,33810,"Home garden",6,80.294375,"Hays",2019,1,0
591,293.377614701042,0,22785,"No home garden",1,96.3659375,"Guadalupe",2019,1,0
593,240.008719396269,0,18669,"Home garden",9,69.9190625,"Guadalupe",2019,1,0
596,235.733109844247,0,25845,"No home garden",4,65.0365625,"Hays",2019,1,0
597,238.86012577821,0,24886,"No home garden",1,60.5609375,"Guadalupe",2019,1,0
599,212.439360561411,0,14287,"No home garden",5,59.54375,"Guadalupe",2019,1,0
601,230.272761685297,0,15306,"No home garden",7,75.81875,"Travis",2019,1,0
603,267.4528613956,0,26687,"No home garden",3,79.6840625,"Hays",2019,1,0
604,278.460574721641,0,16737,"No home garden",4,82.735625,"Hays",2019,1,0
605,211.47804328162,0,14883,"No home garden",8,66.6640625,"Hays",2019,1,0
606,286.099885237267,0,29009,"No home garden",3,67.274375,"Hays",2019,1,0
608,193.362228637307,0,9979,"No home garden",6,48.558125,"Travis",2019,1,0
609,245.035405812626,0,26204,"No home garden",2,55.068125,"Comal",2019,1,0
611,249.895411562789,0,17422,"No home garden",2,72.156875,"Hays",2019,1,0
613,262.641274341687,0,10897,"No home garden",2,86.3975,"Travis",2019,1,0
614,265.40438574308,0,24942,"No home garden",3,75.2084375,"Comal",2019,1,0
616,219.301385945696,0,8666,"No home garden",2,61.578125,"Comal",2019,1,0
618,239.655392504586,0,19414,"No home garden",6,65.4434375,"Travis",2019,1,0
619,293.575821983476,0,27133,"Home garden",8,78.26,"Hays",2019,1,0
620,246.657669957921,0,25427,"No home garden",3,53.6440625,"Hays",2019,1,0
621,260.749802038834,0,28180,"Home garden",7,79.480625,"Comal",2019,1,0
622,219.268150893925,0,10410,"No home garden",2,65.8503125,"Guadalupe",2019,1,0
624,248.814277764838,0,20076,"No home garden",6,79.8875,"Hays",2019,1,0
626,272.28436612671,0,32673,"Home garden",7,79.2771875,"Hays",2019,1,0
627,197.045789286361,0,8868,"No home garden",3,74.8015625,"Guadalupe",2019,1,0
630,229.070402206068,0,20334,"No home garden",7,79.480625,"Comal",2019,1,0
632,178.361790809505,0,10404,"No home garden",4,60.1540625,"Guadalupe",2019,1,0
633,246.750685830677,0,16954,"No home garden",2,80.0909375,"Guadalupe",2019,1,0
634,252.251871602719,0,23877,"No home garden",2,72.56375,"Hays",2019,1,0
635,300.69739670597,0,35562,"No home garden",4,80.0909375,"Guadalupe",2019,1,0
637,189.053540173871,0,16845,"No home garden",6,66.8675,"Travis",2019,1,0
639,288.328910549037,0,24383,"No home garden",1,67.274375,"Hays",2019,1,0
640,241.864644318487,0,22018,"No home garden",7,74.19125,"Guadalupe",2019,1,0
641,235.117043124312,0,22657,"No home garden",5,71.343125,"Travis",2019,1,0
642,223.110602365922,0,13490,"No home garden",4,59.136875,"Guadalupe",2019,1,0
643,246.602510993567,0,24820,"No home garden",3,73.3775,"Travis",2019,1,0
646,228.754623616396,0,15381,"No home garden",3,56.28875,"Travis",2019,1,0
647,234.734669291786,0,19733,"No home garden",8,68.2915625,"Guadalupe",2019,1,0
649,230.769173780532,0,24623,"No home garden",6,57.91625,"Hays",2019,1,0
651,265.383013136886,0,36081,"Home garden",5,65.8503125,"Guadalupe",2019,1,0
655,222.813570205735,0,24607,"No home garden",4,56.0853125,"Travis",2019,1,0
656,250.407383909299,0,28485,"No home garden",4,55.068125,"Guadalupe",2019,1,0
657,297.011095437989,0,27098,"Home garden",6,88.431875,"Guadalupe",2019,1,0
658,240.432047674051,0,26220,"No home garden",3,66.6640625,"Travis",2019,1,0
661,271.871545878213,0,27580,"No home garden",4,71.5465625,"Travis",2019,1,0
663,261.324723735802,0,14855,"No home garden",6,82.9390625,"Comal",2019,1,0
665,193.832053353757,0,15415,"No home garden",7,71.5465625,"Hays",2019,1,0
666,231.182405982048,0,22499,"No home garden",4,61.3746875,"Guadalupe",2019,1,0
668,202.337997821588,0,8185,"No home garden",4,61.17125,"Comal",2019,1,0
669,263.01637691002,0,17869,"No home garden",4,66.6640625,"Travis",2019,1,0
671,255.711653528033,0,35925,"Home garden",7,63.6125,"Hays",2019,1,0
673,251.343673142821,0,27383,"No home garden",4,68.6984375,"Travis",2019,1,0
674,268.587621484328,0,31943,"No home garden",2,59.136875,"Guadalupe",2019,1,0
676,235.56936803698,0,25368,"No home garden",6,82.1253125,"Hays",2019,1,0
679,237.538852118815,0,20156,"No home garden",6,75.005,"Guadalupe",2019,1,0
681,249.778157240549,0,18157,"No home garden",6,69.30875,"Travis",2019,1,0
682,275.649065680825,0,21887,"No home garden",5,72.970625,"Guadalupe",2019,1,0
684,218.774508361826,0,15732,"Home garden",8,66.6640625,"Hays",2019,1,0
686,250.136807878128,0,18120,"No home garden",3,68.2915625,"Hays",2019,1,0
689,259.669775383441,0,27438,"No home garden",5,73.5809375,"Hays",2019,1,0
690,220.0910670185,0,22823,"No home garden",5,51.813125,"Comal",2019,1,0
692,191.569732003366,0,549,"No home garden",8,70.7328125,"Comal",2019,1,0
693,205.063589751458,0,15361,"No home garden",5,65.24,"Guadalupe",2019,1,0
694,240.764990342827,0,24124,"No home garden",4,64.833125,"Travis",2019,1,0
695,256.914393529745,0,21801,"No home garden",3,75.411875,"Travis",2019,1,0
697,236.668524051951,0,23658,"No home garden",6,71.5465625,"Hays",2019,1,0
699,241.244834383242,0,28641,"Home garden",7,63.0021875,"Comal",2019,1,0
701,282.105678149444,0,26698,"No home garden",5,58.73,"Hays",2019,1,0
702,205.044940897376,0,16131,"No home garden",5,59.136875,"Comal",2019,1,0
703,258.301762250067,0,8616,"No home garden",4,68.2915625,"Hays",2019,1,0
704,210.097206843298,0,11635,"No home garden",8,73.1740625,"Travis",2019,1,0
705,230.936746097377,0,18597,"No home garden",6,64.019375,"Travis",2019,1,0
707,219.845530799967,0,29860,"No home garden",5,53.6440625,"Guadalupe",2019,1,0
708,228.768977362775,0,12764,"No home garden",2,71.9534375,"Guadalupe",2019,1,0
711,225.936418560493,0,22392,"No home garden",6,62.79875,"Hays",2019,1,0
715,248.879300990248,0,22116,"No home garden",2,73.5809375,"Travis",2019,1,0
716,289.86407689255,0,25170,"No home garden",5,78.0565625,"Hays",2019,1,0
717,261.88655930691,0,14256,"No home garden",3,69.9190625,"Comal",2019,1,0
718,210.137631312025,0,12241,"No home garden",2,60.9678125,"Guadalupe",2019,1,0
720,187.253343888253,0,8628,"No home garden",8,69.5121875,"Guadalupe",2019,1,0
725,200.230176741502,0,6524,"No home garden",7,67.274375,"Travis",2019,1,0
727,198.08432798526,0,10092,"No home garden",7,74.19125,"Comal",2019,1,0
729,250.386924521298,0,20696,"Home garden",9,70.1225,"Hays",2019,1,0
732,234.076387359755,0,23055,"No home garden",6,72.970625,"Travis",2019,1,0
733,227.101825718026,0,15432,"No home garden",5,68.6984375,"Travis",2019,1,0
735,222.422308347878,0,11226,"No home garden",3,76.6325,"Comal",2019,1,0
737,223.948684544173,0,25515,"No home garden",5,67.68125,"Guadalupe",2019,1,0
741,180.267347356323,0,2268,"No home garden",8,64.42625,"Hays",2019,1,0
742,237.392504353191,0,24530,"Home garden",9,56.8990625,"Guadalupe",2019,1,0
