"id","water_bill","barrel","barrel_num","yard_size","home_garden","attitude_env","temperature","county","year"
1191,200.29,"No barrel",0,17968,"No home garden",5,75.411875,"Hays",2018
1192,190.39,"No barrel",0,20285,"No home garden",2,54.66125,"Hays",2018
1194,255.96,"No barrel",0,31885,"Home garden",7,74.19125,"Guadalupe",2018
1196,234.08,"No barrel",0,22185,"No home garden",4,70.7328125,"Travis",2018
1197,224.64,"No barrel",0,14517,"No home garden",2,73.5809375,"Hays",2018
1199,258.38,"No barrel",0,31655,"No home garden",4,65.8503125,"Comal",2018
1200,248.5,"No barrel",0,13989,"No home garden",5,78.26,"Comal",2018
1201,221.24,"No barrel",0,22183,"No home garden",6,60.1540625,"Hays",2018
1202,252.95,"No barrel",0,17451,"No home garden",6,71.1396875,"Comal",2018
1203,222.28,"No barrel",0,23782,"No home garden",2,65.0365625,"Comal",2018
1204,185.68,"No barrel",0,2969,"No home garden",5,73.784375,"Travis",2018
1205,249.85,"No barrel",0,24186,"No home garden",3,78.0565625,"Guadalupe",2018
1207,211.35,"No barrel",0,20995,"No home garden",5,51.40625,"Hays",2018
1208,244.11,"No barrel",0,25062,"Home garden",8,82.32875,"Travis",2018
1209,227.8,"No barrel",0,16219,"No home garden",4,60.764375,"Travis",2018
1210,180.67,"No barrel",0,19122,"Home garden",8,52.22,"Hays",2018
1211,169.63,"No barrel",0,16677,"Home garden",9,66.05375,"Comal",2018
1212,253.36,"No barrel",0,23348,"No home garden",4,80.294375,"Guadalupe",2018
1217,208.4,"No barrel",0,14181,"No home garden",5,71.9534375,"Travis",2018
1218,194.93,"No barrel",0,9817,"No home garden",3,59.950625,"Comal",2018
1220,195.92,"No barrel",0,10522,"No home garden",4,72.970625,"Comal",2018
1221,211.45,"No barrel",0,16007,"No home garden",3,73.784375,"Hays",2018
1223,255.21,"No barrel",0,19859,"No home garden",2,73.784375,"Hays",2018
1224,210.88,"No barrel",0,9177,"No home garden",2,77.039375,"Travis",2018
1225,199.99,"No barrel",0,11933,"No home garden",4,87.21125,"Comal",2018
1226,231.93,"No barrel",0,25745,"No home garden",2,70.93625,"Hays",2018
1227,225.27,"No barrel",0,22408,"No home garden",7,72.56375,"Travis",2018
1228,217.3,"No barrel",0,18781,"No home garden",5,78.8703125,"Travis",2018
1229,270.4,"No barrel",0,35488,"No home garden",5,66.6640625,"Travis",2018
1231,230.57,"No barrel",0,15576,"No home garden",3,67.8846875,"Comal",2018
1232,198.18,"No barrel",0,19180,"No home garden",7,65.8503125,"Comal",2018
1235,261.36,"No barrel",0,35610,"No home garden",1,57.509375,"Travis",2018
1237,208.3,"No barrel",0,13387,"No home garden",4,65.4434375,"Travis",2018
1238,247.53,"No barrel",0,22504,"No home garden",3,77.2428125,"Travis",2018
1240,236.39,"No barrel",0,23959,"No home garden",4,72.156875,"Hays",2018
1241,271.18,"No barrel",0,22785,"No home garden",3,88.2284375,"Comal",2018
2,278.105156843982,"No barrel",0,39479,"Home garden",7,61.7815625,"Comal",2019
4,268.582562349389,"No barrel",0,28259,"No home garden",2,72.970625,"Guadalupe",2019
7,223.927030532295,"No barrel",0,7041,"No home garden",3,64.2228125,"Comal",2019
8,275.03600880066,"No barrel",0,29434,"No home garden",4,74.3946875,"Travis",2019
10,266.66407443894,"No barrel",0,29741,"Home garden",9,68.495,"Guadalupe",2019
17,192.49636180068,"No barrel",0,14641,"No home garden",8,48.7615625,"Hays",2019
19,190.99532091663,"No barrel",0,6782,"No home garden",9,56.695625,"Comal",2019
20,245.218464088819,"No barrel",0,19185,"No home garden",5,63.8159375,"Comal",2019
21,236.308733740951,"No barrel",0,26319,"Home garden",7,71.5465625,"Travis",2019
24,199.783830809503,"No barrel",0,8066,"No home garden",8,73.5809375,"Guadalupe",2019
25,194.791171904452,"No barrel",0,9509,"No home garden",6,72.3603125,"Travis",2019
27,283.694812174423,"No barrel",0,20160,"No home garden",2,77.039375,"Comal",2019
28,279.570758607995,"No barrel",0,28510,"Home garden",7,74.8015625,"Comal",2019
30,237.021380525765,"No barrel",0,11933,"No home garden",4,74.598125,"Travis",2019
31,280.653557677033,"No barrel",0,36989,"Home garden",5,57.509375,"Guadalupe",2019
32,215.447361924541,"No barrel",0,13489,"No home garden",5,78.26,"Comal",2019
33,269.380300123426,"No barrel",0,17570,"No home garden",2,68.901875,"Comal",2019
34,240.240195672215,"No barrel",0,17197,"No home garden",3,77.2428125,"Guadalupe",2019
35,275.890073195588,"No barrel",0,37644,"Home garden",6,64.42625,"Guadalupe",2019
36,274.609625387638,"No barrel",0,33476,"Home garden",7,73.5809375,"Guadalupe",2019
37,248.738332434568,"No barrel",0,24009,"No home garden",1,59.54375,"Guadalupe",2019
39,289.364397824635,"No barrel",0,31316,"Home garden",6,75.005,"Travis",2019
40,276.215464944894,"No barrel",0,34542,"Home garden",5,76.8359375,"Comal",2019
41,246.750719788478,"No barrel",0,14983,"No home garden",4,72.7671875,"Hays",2019
44,203.54430607277,"No barrel",0,15527,"No home garden",2,69.1053125,"Travis",2019
46,289.501657129322,"No barrel",0,28308,"No home garden",2,76.0221875,"Guadalupe",2019
47,238.141335200619,"No barrel",0,26454,"No home garden",5,59.54375,"Guadalupe",2019
48,274.561935648668,"No barrel",0,29906,"No home garden",4,75.81875,"Travis",2019
49,229.231557535051,"No barrel",0,18501,"Home garden",9,70.1225,"Comal",2019
50,263.274511102656,"No barrel",0,26720,"No home garden",5,78.8703125,"Hays",2019
51,283.511356052921,"No barrel",0,35343,"Home garden",6,69.9190625,"Comal",2019
52,228.566466794378,"No barrel",0,12211,"No home garden",6,71.9534375,"Guadalupe",2019
55,225.379263227622,"No barrel",0,12990,"No home garden",4,75.005,"Travis",2019
57,254.196813886267,"No barrel",0,27521,"Home garden",7,65.8503125,"Travis",2019
59,269.524549939985,"No barrel",0,26410,"No home garden",4,70.93625,"Comal",2019
64,203.241032052493,"No barrel",0,13646,"No home garden",6,63.8159375,"Travis",2019
65,235.584932417619,"No barrel",0,20140,"No home garden",3,55.881875,"Travis",2019
67,233.012221778583,"No barrel",0,11316,"No home garden",8,73.9878125,"Travis",2019
68,304.36138853842,"No barrel",0,23572,"No home garden",4,79.480625,"Hays",2019
69,272.089758161453,"No barrel",0,29730,"No home garden",5,70.529375,"Guadalupe",2019
70,221.139434980657,"No barrel",0,12860,"No home garden",6,67.0709375,"Guadalupe",2019
71,230.753144945409,"No barrel",0,13761,"No home garden",5,58.1196875,"Hays",2019
73,241.399161559828,"No barrel",0,31993,"Home garden",5,68.495,"Travis",2019
75,274.380596988441,"No barrel",0,36695,"Home garden",5,61.7815625,"Guadalupe",2019
76,237.937528580867,"No barrel",0,16829,"No home garden",1,55.2715625,"Travis",2019
77,232.645060760679,"No barrel",0,26067,"Home garden",7,63.0021875,"Comal",2019
78,239.059262304894,"No barrel",0,23897,"No home garden",7,70.1225,"Comal",2019
79,251.113052793818,"No barrel",0,34248,"Home garden",7,70.1225,"Hays",2019
80,273.680210076058,"No barrel",0,28608,"Home garden",7,75.81875,"Hays",2019
82,261.033678100801,"No barrel",0,24637,"Home garden",6,67.8846875,"Comal",2019
83,266.025462169894,"No barrel",0,29531,"Home garden",6,64.6296875,"Comal",2019
84,227.49257222806,"No barrel",0,18565,"No home garden",5,66.05375,"Hays",2019
85,233.658863323426,"No barrel",0,19108,"No home garden",1,75.411875,"Guadalupe",2019
86,261.995993753786,"No barrel",0,30574,"Home garden",6,75.6153125,"Guadalupe",2019
87,247.760276896755,"No barrel",0,20286,"No home garden",4,63.0021875,"Hays",2019
88,280.686962657766,"No barrel",0,16218,"No home garden",4,71.1396875,"Guadalupe",2019
89,199.060251476261,"No barrel",0,18107,"No home garden",7,66.6640625,"Hays",2019
90,230.719869468639,"No barrel",0,23129,"Home garden",8,73.9878125,"Travis",2019
93,260.407627139746,"No barrel",0,12219,"No home garden",2,85.990625,"Guadalupe",2019
94,234.955350244072,"No barrel",0,27721,"Home garden",6,53.03375,"Guadalupe",2019
95,254.556805316865,"No barrel",0,18977,"No home garden",4,81.515,"Comal",2019
98,209.989146902612,"No barrel",0,16333,"No home garden",6,63.6125,"Hays",2019
99,284.009603936943,"No barrel",0,26412,"No home garden",6,72.3603125,"Hays",2019
101,235.976706633295,"No barrel",0,22827,"No home garden",3,57.1025,"Hays",2019
102,289.021319903736,"No barrel",0,28279,"No home garden",4,67.274375,"Comal",2019
104,197.423937766155,"No barrel",0,11176,"No home garden",6,55.881875,"Travis",2019
105,189.430499140396,"No barrel",0,10682,"No home garden",6,56.4921875,"Guadalupe",2019
106,262.133790366378,"No barrel",0,25144,"No home garden",4,70.3259375,"Guadalupe",2019
107,250.579906872911,"No barrel",0,22087,"No home garden",5,70.3259375,"Guadalupe",2019
109,239.717995180213,"No barrel",0,26079,"No home garden",5,69.715625,"Hays",2019
110,227.940023259307,"No barrel",0,21691,"No home garden",5,63.8159375,"Hays",2019
113,244.621553501986,"No barrel",0,26331,"Home garden",8,75.6153125,"Comal",2019
114,271.147055496683,"No barrel",0,32150,"No home garden",4,67.8846875,"Travis",2019
119,230.553707682046,"No barrel",0,21556,"No home garden",4,73.1740625,"Comal",2019
124,257.910766572338,"No barrel",0,19757,"No home garden",5,88.2284375,"Guadalupe",2019
125,266.748333012784,"No barrel",0,24519,"No home garden",5,71.75,"Hays",2019
126,211.680746627764,"No barrel",0,27526,"No home garden",6,47.1340625,"Comal",2019
127,240.041421735526,"No barrel",0,22271,"No home garden",6,68.495,"Travis",2019
128,243.240729939494,"No barrel",0,17550,"No home garden",3,74.598125,"Guadalupe",2019
129,234.897264970764,"No barrel",0,22228,"No home garden",3,55.475,"Comal",2019
132,232.759170472098,"No barrel",0,19544,"No home garden",7,56.8990625,"Travis",2019
134,239.973737917469,"No barrel",0,14885,"No home garden",7,69.9190625,"Guadalupe",2019
135,296.303237103888,"No barrel",0,27255,"No home garden",5,96.569375,"Guadalupe",2019
136,250.643116872582,"No barrel",0,22252,"No home garden",5,66.460625,"Guadalupe",2019
138,243.787567629398,"No barrel",0,28339,"No home garden",4,58.323125,"Comal",2019
142,255.45955698204,"No barrel",0,26763,"No home garden",5,84.363125,"Travis",2019
143,254.672880007267,"No barrel",0,20645,"No home garden",6,68.2915625,"Guadalupe",2019
144,230.536291491018,"No barrel",0,11961,"No home garden",4,73.1740625,"Comal",2019
145,202.574442440854,"No barrel",0,17118,"No home garden",7,71.343125,"Comal",2019
146,241.385631355137,"No barrel",0,28364,"Home garden",6,68.088125,"Hays",2019
150,230.865754757795,"No barrel",0,22450,"No home garden",7,65.24,"Guadalupe",2019
152,276.97299710496,"No barrel",0,27979,"No home garden",2,75.411875,"Guadalupe",2019
153,184.935453043181,"No barrel",0,6885,"No home garden",7,64.42625,"Guadalupe",2019
155,235.783781847841,"No barrel",0,18034,"No home garden",5,75.005,"Travis",2019
157,260.288029929823,"No barrel",0,13369,"No home garden",2,80.70125,"Travis",2019
160,190.401283106101,"No barrel",0,6049,"No home garden",6,66.05375,"Guadalupe",2019
161,233.974441042757,"No barrel",0,28028,"No home garden",6,70.7328125,"Hays",2019
162,179.492826650163,"No barrel",0,24006,"Home garden",8,55.6784375,"Travis",2019
163,208.971780305823,"No barrel",0,22052,"No home garden",4,54.8646875,"Travis",2019
164,230.31289598387,"No barrel",0,27177,"No home garden",6,70.93625,"Comal",2019
167,258.250257482773,"No barrel",0,34602,"No home garden",4,71.5465625,"Comal",2019
168,254.811927458361,"No barrel",0,24962,"No home garden",5,68.088125,"Hays",2019
169,183.581938857234,"No barrel",0,7522,"No home garden",9,77.6496875,"Guadalupe",2019
170,271.076968195086,"No barrel",0,30832,"No home garden",3,66.6640625,"Hays",2019
171,295.186998136131,"No barrel",0,33357,"Home garden",7,79.6840625,"Travis",2019
172,279.45480242512,"No barrel",0,28891,"No home garden",4,71.9534375,"Hays",2019
174,269.071929691787,"No barrel",0,22879,"No home garden",1,75.005,"Travis",2019
177,253.100561475374,"No barrel",0,38750,"No home garden",4,57.91625,"Travis",2019
178,227.496315920002,"No barrel",0,10549,"No home garden",6,73.3775,"Hays",2019
179,257.428243818731,"No barrel",0,16835,"No home garden",2,75.6153125,"Hays",2019
180,277.706431239809,"No barrel",0,29641,"No home garden",5,59.7471875,"Comal",2019
181,182.89486959262,"No barrel",0,1950,"No home garden",7,67.68125,"Guadalupe",2019
184,233.846175966912,"No barrel",0,23409,"No home garden",5,68.2915625,"Hays",2019
185,305.833860968566,"No barrel",0,36306,"No home garden",3,84.1596875,"Comal",2019
186,207.295305918905,"No barrel",0,14235,"No home garden",8,75.2084375,"Travis",2019
188,204.224614541884,"No barrel",0,19659,"No home garden",5,48.558125,"Hays",2019
192,304.212319308507,"No barrel",0,36826,"Home garden",7,78.666875,"Comal",2019
193,232.758386875573,"No barrel",0,17097,"No home garden",5,63.4090625,"Comal",2019
194,234.078264099933,"No barrel",0,14804,"No home garden",5,87.8215625,"Guadalupe",2019
199,305.137422461067,"No barrel",0,39000,"Home garden",4,80.9046875,"Travis",2019
202,183.315015943659,"No barrel",0,7235,"No home garden",9,68.2915625,"Travis",2019
203,243.856131978969,"No barrel",0,19168,"No home garden",6,65.8503125,"Hays",2019
204,295.759835428337,"No barrel",0,28649,"Home garden",8,85.58375,"Comal",2019
205,238.579839750997,"No barrel",0,17615,"No home garden",3,78.666875,"Guadalupe",2019
207,244.203573754962,"No barrel",0,29426,"Home garden",6,61.7815625,"Guadalupe",2019
208,223.084215432955,"No barrel",0,22186,"No home garden",5,52.8303125,"Guadalupe",2019
209,271.619839934006,"No barrel",0,24699,"Home garden",8,72.3603125,"Guadalupe",2019
212,242.105373259694,"No barrel",0,28699,"No home garden",6,57.3059375,"Guadalupe",2019
213,231.967669955992,"No barrel",0,22377,"No home garden",5,57.7128125,"Comal",2019
215,217.368758473833,"No barrel",0,17516,"No home garden",7,72.3603125,"Comal",2019
216,236.31481192651,"No barrel",0,24901,"Home garden",9,71.5465625,"Hays",2019
223,265.077090612026,"No barrel",0,26493,"No home garden",4,79.07375,"Travis",2019
226,231.721634220276,"No barrel",0,26145,"No home garden",5,66.2571875,"Guadalupe",2019
228,281.08485287036,"No barrel",0,28862,"No home garden",4,79.07375,"Travis",2019
229,259.673724572759,"No barrel",0,28305,"No home garden",4,74.598125,"Comal",2019
230,219.379301846458,"No barrel",0,22778,"Home garden",7,74.3946875,"Hays",2019
231,224.736637681088,"No barrel",0,28042,"No home garden",6,46.3203125,"Comal",2019
232,233.836529179691,"No barrel",0,20065,"No home garden",3,78.8703125,"Guadalupe",2019
233,204.508323227024,"No barrel",0,8463,"No home garden",6,60.9678125,"Comal",2019
235,189.240603538829,"No barrel",0,22067,"Home garden",8,52.0165625,"Travis",2019
236,246.974233352435,"No barrel",0,12730,"No home garden",3,82.5321875,"Guadalupe",2019
237,258.303442801366,"No barrel",0,23102,"No home garden",5,85.7871875,"Travis",2019
238,252.646632443996,"No barrel",0,25148,"Home garden",6,69.9190625,"Comal",2019
239,252.769054132254,"No barrel",0,29420,"No home garden",5,66.8675,"Guadalupe",2019
241,259.368742188608,"No barrel",0,26237,"No home garden",4,70.529375,"Guadalupe",2019
242,255.913884673571,"No barrel",0,16245,"No home garden",2,78.0565625,"Guadalupe",2019
243,248.949959723282,"No barrel",0,20156,"No home garden",4,77.2428125,"Travis",2019
244,258.719069274215,"No barrel",0,12116,"No home garden",3,90.46625,"Comal",2019
245,287.202809893242,"No barrel",0,27499,"No home garden",4,90.873125,"Hays",2019
248,214.581687958368,"No barrel",0,14483,"No home garden",7,66.8675,"Guadalupe",2019
250,222.245657244317,"No barrel",0,17426,"No home garden",7,50.5925,"Comal",2019
251,194.291247309513,"No barrel",0,10322,"No home garden",6,58.1196875,"Travis",2019
252,213.41867907364,"No barrel",0,10334,"No home garden",6,81.3115625,"Guadalupe",2019
253,284.426946264916,"No barrel",0,31526,"Home garden",5,66.8675,"Hays",2019
254,235.938925804112,"No barrel",0,14850,"No home garden",5,78.4634375,"Travis",2019
255,239.332845133465,"No barrel",0,13115,"No home garden",3,69.5121875,"Comal",2019
257,267.249556118806,"No barrel",0,24220,"No home garden",5,73.9878125,"Travis",2019
258,226.724323332611,"No barrel",0,17341,"No home garden",4,52.0165625,"Travis",2019
259,222.042091798892,"No barrel",0,23242,"No home garden",6,60.5609375,"Guadalupe",2019
260,296.329034259932,"No barrel",0,38900,"Home garden",7,66.05375,"Comal",2019
261,243.366588589186,"No barrel",0,12636,"No home garden",5,101.85875,"Comal",2019
262,225.230770440278,"No barrel",0,25900,"Home garden",7,55.881875,"Guadalupe",2019
263,268.692545646914,"No barrel",0,30876,"Home garden",6,76.8359375,"Comal",2019
264,287.638072924212,"No barrel",0,38559,"Home garden",6,69.9190625,"Travis",2019
266,256.218476484652,"No barrel",0,25847,"No home garden",4,77.039375,"Comal",2019
267,231.687268339966,"No barrel",0,16846,"No home garden",2,61.985,"Comal",2019
268,246.689417037991,"No barrel",0,21089,"No home garden",5,69.1053125,"Travis",2019
269,218.362883744656,"No barrel",0,11424,"No home garden",4,66.2571875,"Guadalupe",2019
271,253.47003682863,"No barrel",0,22464,"Home garden",7,73.1740625,"Guadalupe",2019
272,247.704798087128,"No barrel",0,11423,"No home garden",3,85.990625,"Travis",2019
275,270.731344782036,"No barrel",0,30111,"Home garden",6,74.19125,"Hays",2019
276,177.846672738111,"No barrel",0,7301,"No home garden",9,66.460625,"Comal",2019
277,264.301185906475,"No barrel",0,19713,"No home garden",2,86.804375,"Comal",2019
280,257.468478472334,"No barrel",0,36530,"No home garden",3,70.93625,"Comal",2019
284,235.052987528015,"No barrel",0,19227,"No home garden",5,83.7528125,"Travis",2019
285,271.773853424563,"No barrel",0,12084,"No home garden",5,91.0765625,"Guadalupe",2019
286,242.478992648603,"No barrel",0,20179,"No home garden",7,74.19125,"Travis",2019
287,215.77106660165,"No barrel",0,13680,"No home garden",4,55.881875,"Hays",2019
289,225.521180570378,"No barrel",0,9402,"No home garden",4,59.54375,"Travis",2019
291,232.640448177092,"No barrel",0,5772,"No home garden",5,87.21125,"Hays",2019
292,210.657591250465,"No barrel",0,25044,"Home garden",8,54.254375,"Comal",2019
294,233.902409891134,"No barrel",0,11746,"No home garden",3,72.3603125,"Travis",2019
295,277.059857636058,"No barrel",0,36012,"No home garden",4,70.7328125,"Travis",2019
296,233.243508069706,"No barrel",0,19909,"No home garden",7,79.8875,"Hays",2019
297,277.836189534663,"No barrel",0,13791,"No home garden",3,88.2284375,"Comal",2019
298,227.287312306946,"No barrel",0,17166,"Home garden",8,67.8846875,"Guadalupe",2019
299,259.554916746189,"No barrel",0,32059,"No home garden",3,59.950625,"Guadalupe",2019
300,185.651626044001,"No barrel",0,15538,"No home garden",8,62.79875,"Comal",2019
301,235.161008905462,"No barrel",0,24576,"No home garden",6,71.5465625,"Guadalupe",2019
302,279.835622769704,"No barrel",0,36060,"Home garden",8,85.58375,"Hays",2019
303,211.497694505562,"No barrel",0,14428,"No home garden",4,75.005,"Guadalupe",2019
304,212.403923697136,"No barrel",0,16403,"No home garden",6,72.970625,"Hays",2019
309,189.055801903919,"No barrel",0,26563,"Home garden",8,50.999375,"Travis",2019
313,220.963001086817,"No barrel",0,19936,"Home garden",8,59.950625,"Hays",2019
314,232.528805157949,"No barrel",0,30956,"No home garden",4,41.64125,"Travis",2019
315,215.156470279122,"No barrel",0,9035,"No home garden",5,59.136875,"Comal",2019
317,230.198212768133,"No barrel",0,21845,"No home garden",7,62.391875,"Travis",2019
318,245.602192946206,"No barrel",0,18141,"No home garden",6,75.005,"Comal",2019
320,247.607283016666,"No barrel",0,24703,"Home garden",9,73.784375,"Hays",2019
322,227.02841055412,"No barrel",0,23680,"Home garden",9,72.7671875,"Guadalupe",2019
323,251.644381192247,"No barrel",0,32314,"No home garden",4,59.54375,"Comal",2019
324,216.585309473306,"No barrel",0,26245,"No home garden",6,46.930625,"Comal",2019
325,225.795190247864,"No barrel",0,21201,"No home garden",6,72.56375,"Hays",2019
326,275.507128038778,"No barrel",0,31968,"No home garden",2,79.6840625,"Guadalupe",2019
327,265.667827720052,"No barrel",0,21966,"No home garden",6,77.039375,"Comal",2019
328,267.704510266416,"No barrel",0,21619,"No home garden",3,74.3946875,"Hays",2019
329,265.579987710163,"No barrel",0,29348,"No home garden",5,67.4778125,"Travis",2019
332,251.810194271414,"No barrel",0,23481,"Home garden",8,77.039375,"Comal",2019
335,284.499649638537,"No barrel",0,18675,"No home garden",2,84.5665625,"Guadalupe",2019
336,235.007471144703,"No barrel",0,29744,"Home garden",6,60.1540625,"Comal",2019
337,233.803242008124,"No barrel",0,29141,"Home garden",9,58.5265625,"Guadalupe",2019
338,240.444828801236,"No barrel",0,18130,"No home garden",6,67.4778125,"Comal",2019
342,198.322636074803,"No barrel",0,5752,"No home garden",5,69.1053125,"Hays",2019
343,225.220349027869,"No barrel",0,18593,"No home garden",4,75.2084375,"Comal",2019
344,285.673170252538,"No barrel",0,31806,"No home garden",4,94.128125,"Travis",2019
346,221.540240292753,"No barrel",0,27107,"Home garden",7,60.3575,"Hays",2019
348,216.050839373201,"No barrel",0,11789,"No home garden",7,64.6296875,"Hays",2019
349,283.564393373263,"No barrel",0,22098,"No home garden",4,85.3803125,"Hays",2019
350,192.578977995,"No barrel",0,9797,"No home garden",3,66.6640625,"Hays",2019
357,270.101217668304,"No barrel",0,15740,"No home garden",2,79.480625,"Comal",2019
361,226.084724754362,"No barrel",0,11705,"No home garden",4,69.5121875,"Guadalupe",2019
362,295.575077169161,"No barrel",0,36420,"Home garden",6,73.784375,"Travis",2019
363,273.87422394528,"No barrel",0,37060,"Home garden",8,57.1025,"Comal",2019
364,215.93796845814,"No barrel",0,20577,"No home garden",3,53.6440625,"Comal",2019
367,234.24345978997,"No barrel",0,8218,"No home garden",3,66.05375,"Comal",2019
372,219.525724463096,"No barrel",0,20970,"No home garden",6,75.005,"Comal",2019
374,248.980962952004,"No barrel",0,17070,"No home garden",3,73.5809375,"Travis",2019
378,245.581086942266,"No barrel",0,22161,"Home garden",8,68.088125,"Travis",2019
381,206.292900620355,"No barrel",0,13119,"No home garden",4,60.3575,"Guadalupe",2019
382,257.078675612926,"No barrel",0,24252,"No home garden",5,72.56375,"Guadalupe",2019
383,253.480364514644,"No barrel",0,17648,"No home garden",5,79.480625,"Travis",2019
384,162.413708595924,"No barrel",0,3478,"No home garden",4,55.2715625,"Comal",2019
385,234.94639746104,"No barrel",0,27011,"No home garden",4,52.626875,"Travis",2019
386,264.826980592959,"No barrel",0,16246,"No home garden",3,73.9878125,"Hays",2019
387,223.407459115245,"No barrel",0,13220,"No home garden",2,68.495,"Guadalupe",2019
388,226.407895356333,"No barrel",0,29814,"Home garden",10,58.1196875,"Guadalupe",2019
392,201.302903551517,"No barrel",0,16959,"No home garden",3,63.0021875,"Comal",2019
393,284.004704052521,"No barrel",0,34034,"Home garden",8,75.81875,"Comal",2019
394,222.680189997271,"No barrel",0,14242,"No home garden",7,77.853125,"Comal",2019
395,197.612481618555,"No barrel",0,7896,"No home garden",4,70.93625,"Hays",2019
397,224.974039881433,"No barrel",0,11384,"No home garden",5,70.3259375,"Hays",2019
398,243.803222928223,"No barrel",0,12423,"No home garden",2,78.26,"Travis",2019
399,216.693491156797,"No barrel",0,11376,"No home garden",6,72.7671875,"Guadalupe",2019
404,253.082550377514,"No barrel",0,26771,"Home garden",7,77.44625,"Hays",2019
405,237.054987745856,"No barrel",0,12474,"No home garden",5,77.853125,"Comal",2019
406,207.683745825061,"No barrel",0,15037,"Home garden",9,63.8159375,"Guadalupe",2019
407,246.482040899816,"No barrel",0,21735,"Home garden",7,77.2428125,"Travis",2019
409,231.512858412608,"No barrel",0,21485,"No home garden",6,60.764375,"Travis",2019
410,239.349364101867,"No barrel",0,19231,"No home garden",6,63.6125,"Guadalupe",2019
411,210.124495534602,"No barrel",0,11639,"No home garden",4,58.1196875,"Guadalupe",2019
414,211.552178482603,"No barrel",0,12768,"No home garden",4,58.9334375,"Comal",2019
416,236.378428042593,"No barrel",0,23186,"No home garden",5,75.005,"Hays",2019
417,214.646546065473,"No barrel",0,18246,"No home garden",6,65.0365625,"Travis",2019
419,271.883693641043,"No barrel",0,30214,"No home garden",5,66.2571875,"Comal",2019
420,191.246342010515,"No barrel",0,9743,"No home garden",7,65.646875,"Hays",2019
421,187.868063583978,"No barrel",0,14253,"No home garden",6,59.54375,"Hays",2019
423,222.200786164216,"No barrel",0,21306,"No home garden",5,53.03375,"Travis",2019
424,187.014663988814,"No barrel",0,12565,"No home garden",6,75.81875,"Travis",2019
426,289.828547754516,"No barrel",0,28754,"No home garden",1,78.0565625,"Guadalupe",2019
428,198.043541887949,"No barrel",0,4514,"No home garden",5,75.005,"Guadalupe",2019
429,277.689097730164,"No barrel",0,28854,"No home garden",5,72.156875,"Guadalupe",2019
431,298.047185505119,"No barrel",0,25658,"No home garden",1,72.970625,"Travis",2019
435,238.042202610879,"No barrel",0,14747,"No home garden",2,65.646875,"Travis",2019
437,216.565354766366,"No barrel",0,19782,"No home garden",3,67.274375,"Comal",2019
438,223.393043656128,"No barrel",0,3006,"No home garden",8,84.1596875,"Comal",2019
439,206.221521811907,"No barrel",0,4741,"No home garden",5,84.9734375,"Comal",2019
440,171.235055124077,"No barrel",0,6697,"Home garden",10,53.03375,"Travis",2019
442,258.893655443834,"No barrel",0,16104,"No home garden",7,86.1940625,"Travis",2019
444,233.405730613693,"No barrel",0,11793,"No home garden",2,62.5953125,"Hays",2019
445,203.513593120732,"No barrel",0,11378,"No home garden",9,76.4290625,"Guadalupe",2019
446,209.905135902471,"No barrel",0,14103,"No home garden",2,53.8475,"Hays",2019
448,258.651671456811,"No barrel",0,20782,"Home garden",7,77.853125,"Travis",2019
449,251.062044024505,"No barrel",0,31260,"Home garden",9,62.1884375,"Hays",2019
450,273.762876550707,"No barrel",0,20661,"No home garden",2,83.95625,"Travis",2019
451,239.214291871041,"No barrel",0,13977,"No home garden",4,65.8503125,"Guadalupe",2019
454,232.618456288307,"No barrel",0,13677,"No home garden",8,75.81875,"Travis",2019
455,228.416254453234,"No barrel",0,26645,"No home garden",4,56.0853125,"Guadalupe",2019
456,234.557838973749,"No barrel",0,11934,"No home garden",4,66.05375,"Comal",2019
457,266.820536691385,"No barrel",0,21117,"No home garden",5,70.3259375,"Hays",2019
458,255.547185755299,"No barrel",0,22077,"No home garden",3,60.3575,"Travis",2019
459,229.377353751355,"No barrel",0,16688,"No home garden",6,72.7671875,"Travis",2019
461,225.078478224065,"No barrel",0,18839,"No home garden",3,55.068125,"Guadalupe",2019
463,245.614645351572,"No barrel",0,17226,"No home garden",5,75.6153125,"Comal",2019
464,211.214485833752,"No barrel",0,3494,"No home garden",5,70.7328125,"Travis",2019
466,241.888348737418,"No barrel",0,17631,"No home garden",4,67.274375,"Travis",2019
467,191.482212676342,"No barrel",0,7341,"No home garden",6,69.5121875,"Travis",2019
468,242.361170966691,"No barrel",0,36758,"Home garden",6,71.75,"Comal",2019
470,218.465649546578,"No barrel",0,12537,"No home garden",5,69.715625,"Travis",2019
472,240.472846351698,"No barrel",0,13035,"No home garden",3,65.24,"Hays",2019
475,285.608876757568,"No barrel",0,33438,"Home garden",5,72.7671875,"Travis",2019
477,263.19702156424,"No barrel",0,21262,"No home garden",2,60.9678125,"Comal",2019
480,260.170967736538,"No barrel",0,20398,"No home garden",2,82.32875,"Comal",2019
481,262.582916593611,"No barrel",0,33642,"Home garden",6,67.0709375,"Travis",2019
485,267.231897584519,"No barrel",0,19375,"No home garden",2,75.411875,"Guadalupe",2019
490,240.744222883492,"No barrel",0,8360,"No home garden",4,78.26,"Guadalupe",2019
491,259.819839641502,"No barrel",0,20315,"No home garden",7,76.4290625,"Hays",2019
