"id","age","female","performance","retreat","sales"
609,51,0,84.12,FALSE,2156584.52031308
610,43,1,68.43,TRUE,1931675.82898221
611,47,1,59.76,TRUE,1780900.37648763
612,40,0,91.29,FALSE,2313072.65335589
613,42,1,82.71,FALSE,1961060.19782156
614,36,1,72.45,TRUE,1876756.87609736
615,41,0,81.57,FALSE,1956401.3435116
616,54,1,91.69,FALSE,2217217.20507096
617,58,0,99.15,FALSE,2221784.33423192
618,53,0,75.66,TRUE,2102488.8763906
619,40,0,75.83,TRUE,1951314.13901443
620,32,0,29.23,TRUE,1368403.83135827
621,41,0,97.04,FALSE,2249932.79356121
622,54,1,85.67,FALSE,2154296.48926037
623,47,1,54.19,TRUE,1617892.75063804
624,50,1,68.1,TRUE,1787043.23164087
625,45,0,72.82,TRUE,1924497.39854292
626,46,0,85.12,FALSE,1973873.74057817
627,57,0,71.19,TRUE,1937613.19514373
628,43,1,79.37,TRUE,2120101.83606428
629,45,1,72.98,TRUE,1910508.96144606
630,49,0,84.54,FALSE,2095110.88167179
631,31,0,39.73,TRUE,1482932.41554826
632,51,1,81.47,FALSE,1996026.42582054
633,41,0,80.49,FALSE,1992398.04316552
634,40,0,81.21,FALSE,2040507.68467078
635,36,0,80.41,FALSE,2071015.50083751
636,46,1,73.3,TRUE,1958308.12896259
637,46,0,67.21,TRUE,1848299.46433732
638,45,1,59.83,TRUE,1873226.82119307
639,53,0,79.9,TRUE,2035314.89818532
640,44,1,88.86,FALSE,2197191.06662229
641,48,1,93.55,FALSE,2173085.26339308
642,47,1,74.38,TRUE,2010582.98853181
643,52,1,74.18,TRUE,2040273.19851784
644,47,0,73.06,TRUE,1843113.16555705
645,60,1,77.01,TRUE,2034792.87290127
646,54,1,73.18,TRUE,2168900.98883473
647,42,0,73.38,TRUE,1948278.29317717
648,48,1,86.81,FALSE,2028700.733057
649,41,0,66.9,TRUE,1843547.52796043
650,39,1,90.59,FALSE,2174057.05374304
651,49,1,93.79,FALSE,2255221.84967253
652,46,1,77.43,TRUE,2147466.31315348
653,51,0,90.68,FALSE,2171789.87109165
654,46,1,62.37,TRUE,1698674.1999689
655,49,1,77.86,TRUE,2159886.79276606
656,45,0,86.98,FALSE,2149802.22312879
657,52,1,77.21,TRUE,1909233.76363511
658,32,0,36.85,TRUE,1463828.83898986
659,57,0,77.27,TRUE,2071604.15631373
660,59,1,80.88,FALSE,1922489.29261264
661,45,0,67.39,TRUE,1846905.04407933
662,40,0,49.68,TRUE,1653280.63007389
663,43,1,90.01,FALSE,2162301.03904004
664,46,0,78.49,TRUE,1981525.45165952
665,39,0,48.19,TRUE,1564490.64882177
666,46,1,68.12,TRUE,1948889.28149275
667,59,1,78.56,TRUE,2088816.63043715
668,50,1,92.54,FALSE,2219907.10038367
669,32,0,80.07,FALSE,2045109.04077933
670,51,0,78.51,TRUE,2048517.59026755
671,46,0,76.7,TRUE,2061997.83197586
672,31,0,30.27,TRUE,1417651.23757977
673,54,0,82.9,FALSE,2181614.71029796
674,47,1,94.65,FALSE,2306670.63113961
675,49,0,64.48,TRUE,1782207.54389886
676,42,0,77.24,TRUE,2011113.29130768
677,48,1,78.84,TRUE,2154398.89871005
678,47,0,60.96,TRUE,1807103.39241231
679,57,1,99.56,FALSE,2341923.98217686
680,49,1,84.21,FALSE,2066016.59215291
681,57,0,77.97,TRUE,2093825.99863284
682,37,1,61.74,TRUE,1719774.38242838
683,43,0,79.79,TRUE,2054881.28801113
684,50,0,89.7,FALSE,2131907.34755329
685,46,0,67.41,TRUE,1794299.79384738
686,48,0,74.82,TRUE,1981388.19572007
687,53,0,73.04,TRUE,1983018.50436278
688,37,1,45.68,TRUE,1529698.12011373
689,46,1,84.05,FALSE,1981019.57896695
690,59,1,92.07,FALSE,2157482.02644965
691,41,1,92.34,FALSE,2212504.74612845
692,67,0,89.9,FALSE,2065385.84203815
693,47,1,93.24,FALSE,2247773.90005118
694,45,1,76.11,TRUE,2025616.54753409
695,50,0,77.02,TRUE,2035611.6428782
696,51,1,57.12,TRUE,1610372.85388284
697,50,1,90.7,FALSE,2201406.37735094
698,45,1,79.13,TRUE,2101394.74515816
699,41,0,62.74,TRUE,1856376.3198126
700,42,1,81.29,FALSE,2082603.74505406
701,45,1,56.9,TRUE,1708810.14284362
702,41,1,59.4,TRUE,1834701.11359737
703,49,1,85.28,FALSE,2096727.59370332
704,43,1,87.05,FALSE,2106117.81230933
705,43,1,78.64,TRUE,1955370.45400136
706,35,1,75.07,TRUE,2204240.18154016
707,47,1,76.21,TRUE,2153718.10348783
708,56,1,84.41,FALSE,2133012.5943316
709,54,0,88.86,FALSE,2168925.61173784
710,57,0,91.02,FALSE,2191772.07164981
711,52,0,53.19,TRUE,1648201.55756632
712,57,1,89.5,FALSE,2165765.45114218
713,44,0,37.36,TRUE,1478815.42809968
714,54,0,77.72,TRUE,2008203.12749335
715,48,1,84.01,FALSE,2038789.75242273
716,49,1,90.46,FALSE,2199005.19704514
717,44,1,75.54,TRUE,1953524.03316005
718,38,0,79.32,TRUE,2242208.70742088
719,33,0,72.11,TRUE,1852006.4759093
720,41,1,84.9,FALSE,2083922.24936508
721,46,1,61.13,TRUE,1716247.75072042
722,48,1,58.86,TRUE,1721714.76573967
723,35,1,48.25,TRUE,1579881.98271406
724,53,1,71.25,TRUE,1961415.15881574
725,43,1,84.51,FALSE,1879026.14514543
726,52,0,76.62,TRUE,1869208.93726982
727,53,1,94.99,FALSE,2221782.97541106
728,49,1,72.65,TRUE,1892779.04105481
729,46,0,82.36,FALSE,2018900.07987513
730,44,0,66.64,TRUE,1900871.60831568
731,47,1,79.91,TRUE,2144009.90984124
732,53,1,93.19,FALSE,2247619.28589691
733,33,1,74.49,TRUE,1977110.29470251
734,44,1,92.96,FALSE,2252577.78580061
735,32,1,53.69,TRUE,1689894.15065328
736,59,0,96.2,FALSE,2315438.48039763
737,45,1,77.77,TRUE,2179352.78572602
738,55,1,65.41,TRUE,1717791.49120519
739,51,1,94.25,FALSE,2193496.00374273
740,48,1,88.39,FALSE,2213421.62554316
741,52,0,83.54,FALSE,2041788.38299507
742,46,1,71.97,TRUE,1850395.76521522
743,62,0,81.01,FALSE,1912391.75284581
744,42,1,90.02,FALSE,2192007.90925595
745,36,1,66.56,TRUE,1971673.25646662
746,56,1,83.8,FALSE,2078746.22635775
747,42,0,64.23,TRUE,1812592.99017943
748,40,1,83.52,FALSE,2066193.57793352
749,48,1,89.19,FALSE,2186391.42076815
750,55,1,76.93,TRUE,1963595.4077748
751,52,0,60.59,TRUE,1745198.88163969
752,34,0,70.31,TRUE,1824992.55909118
753,50,1,76.29,TRUE,2025709.48599939
754,46,1,96.81,FALSE,2244198.76590735
755,49,0,75.94,TRUE,1996557.44621865
756,40,0,88.15,FALSE,2183079.95525884
757,49,1,78.8,TRUE,2203689.64390967
758,44,0,69.9,TRUE,2014444.20419494
759,58,1,94.24,FALSE,2278306.49968873
760,43,0,58.77,TRUE,1650474.46382277
761,51,1,70.21,TRUE,1892941.57252665
762,38,1,51.03,TRUE,1621111.01837692
763,55,1,83.99,FALSE,2069440.20960937
764,52,0,83.31,FALSE,1928294.24848197
765,44,1,89.6,FALSE,2111009.6301153
766,43,0,81.39,FALSE,2093472.42954977
767,46,0,52.29,TRUE,1554518.45821075
768,40,1,52.76,TRUE,1622983.60618363
769,49,1,96.21,FALSE,2312687.01120269
770,53,1,55.86,TRUE,1591529.78208751
771,42,0,49.49,TRUE,1645181.17570312
772,41,0,61.43,TRUE,1796976.51990109
773,36,1,88.04,FALSE,2154415.86223864
774,27,0,48.61,TRUE,1623984.07833035
775,36,1,58.44,TRUE,1690619.78895628
776,40,0,60.24,TRUE,1751742.14405873
777,44,0,81.69,FALSE,1947736.54614022
778,37,1,55.18,TRUE,1696607.85555794
779,53,1,73.02,TRUE,2042598.08688958
780,51,1,76.45,TRUE,2093114.80656321
781,37,1,34.6,TRUE,1464422.70621281
782,33,1,57.68,TRUE,1750115.8686703
783,50,1,82.38,FALSE,1929515.13754621
784,52,1,94.01,FALSE,2184893.73650353
785,42,0,62.17,TRUE,1740950.1442281
786,45,1,82.62,FALSE,2002398.49894807
787,25,0,53.56,TRUE,1644881.45366092
788,50,1,65.17,TRUE,1758624.69642382
789,42,1,74.77,TRUE,2056903.66627153
790,28,1,76.76,TRUE,1960216.76731976
791,52,1,81.38,FALSE,2046113.41257128
792,46,0,71.22,TRUE,1842972.71879074
793,61,1,90.75,FALSE,2263413.30546822
794,43,0,59.97,TRUE,1728914.52445259
795,55,1,81.89,FALSE,1954205.87484984
796,49,1,86.71,FALSE,2065781.30442136
797,47,1,80.83,FALSE,2032324.96953921
798,59,1,95.8,FALSE,2223466.20587285
799,50,1,81.19,FALSE,1957329.64754582
800,52,0,73.12,TRUE,1932321.82486541
801,42,1,83.98,FALSE,2074893.68963902
802,52,1,82.15,FALSE,2028337.41436778
803,42,1,67.19,TRUE,1846905.53575718
804,44,1,70.73,TRUE,1922987.35393111
805,49,1,85.82,FALSE,2195118.3677507
806,54,0,62.71,TRUE,1804004.21268565
807,46,1,71.63,TRUE,1935961.71417198
808,41,0,59.61,TRUE,1686394.15640095
809,60,0,92.75,FALSE,2162567.27262685
810,45,1,78.65,TRUE,2104987.77609274
811,45,0,83.86,FALSE,2106590.93094301
812,49,0,89.99,FALSE,2224127.1503318
813,35,0,57.28,TRUE,1774670.53838372
814,45,0,65.23,TRUE,1692002.05835377
815,58,1,91.86,FALSE,2170603.96387342
816,54,0,93.25,FALSE,2187391.20794925
817,52,1,95.63,FALSE,2277885.11514733
818,50,0,73.21,TRUE,1946214.83815287
819,37,1,91.07,FALSE,2119909.50473928
820,46,1,81.63,FALSE,1959404.86512493
821,52,1,81.19,FALSE,1881305.29512403
822,48,0,68.54,TRUE,1937432.86697067
823,47,0,90.91,FALSE,2190819.74023152
824,51,1,76.95,TRUE,2102193.06188827
825,43,0,86.74,FALSE,2153997.04068103
826,45,1,70.98,TRUE,2017494.51578493
827,57,1,87.97,FALSE,2153424.64802559
828,42,0,74.64,TRUE,2185191.85013084
829,48,0,61.79,TRUE,1778878.16729598
830,57,0,89.59,FALSE,2199511.71451179
831,47,0,78.96,TRUE,2125619.42234495
832,42,1,68.06,TRUE,1899513.67446418
833,43,1,76.84,TRUE,2031220.91074662
834,43,1,96.89,FALSE,2206503.28677926
835,42,0,57.71,TRUE,1728465.25358839
836,43,1,74.92,TRUE,2017607.19065473
837,52,1,77.01,TRUE,2002622.08162179
838,49,1,66.3,TRUE,1860514.3016771
839,45,1,79.08,TRUE,2000286.34211245
840,47,1,89.54,FALSE,2166415.84151682
841,49,1,85.59,FALSE,2138426.45145977
842,52,1,74.12,TRUE,1972640.11044062
843,45,0,71.45,TRUE,2022625.71023289
844,55,1,89.43,FALSE,2090102.3411485
845,45,1,82.55,FALSE,2010718.69931662
846,54,0,87.75,FALSE,2145426.66031689
847,48,1,92.05,FALSE,2181819.63068284
848,58,1,85.82,FALSE,2135813.12302327
849,40,1,72.31,TRUE,1864820.13917946
850,37,1,69.42,TRUE,1881267.78340526
851,42,1,62.15,TRUE,1731594.88213379
852,43,0,70.87,TRUE,1864138.16350652
853,43,1,72.14,TRUE,1965114.03099899
854,39,0,52,TRUE,1562086.28609526
855,55,0,78.19,TRUE,2211793.24744826
856,51,1,70.03,TRUE,1980279.5721674
857,45,1,88.53,FALSE,2024433.01257488
858,49,1,96.11,FALSE,2287664.96206299
859,54,1,79.05,TRUE,2104336.06985512
860,41,1,63.15,TRUE,1653072.0468247
861,40,0,64.81,TRUE,1785330.49358496
862,52,1,57.58,TRUE,1686144.89915297
863,52,1,82.66,FALSE,2153408.99453606
864,53,0,91.68,FALSE,2240402.96228061
865,46,1,69.02,TRUE,1961293.85047393
866,50,1,94.39,FALSE,2262627.51627035
867,27,0,60.96,TRUE,1711131.04564341
868,54,1,59.16,TRUE,1776399.16638962
869,37,1,52.45,TRUE,1634480.02073161
870,47,1,79.18,TRUE,2217323.47838382
871,44,0,85.82,FALSE,2158502.58758845
872,42,1,65.7,TRUE,1857498.39000924
873,43,1,31.91,TRUE,1421004.89987112
874,50,1,91.63,FALSE,2185090.65448705
875,48,1,82.54,FALSE,2033200.99547472
876,42,0,72.32,TRUE,1934961.84499706
877,46,0,73.92,TRUE,1973420.03570452
878,61,0,82.65,FALSE,2205890.68521041
879,47,0,98.36,FALSE,2347110.01496134
880,51,1,80.07,FALSE,2030177.3210059
881,52,0,91.46,FALSE,2157474.05603511
882,45,0,74.56,TRUE,2068682.17077176
883,52,0,87.84,FALSE,1969486.84864544
884,49,1,77.34,TRUE,1976794.63114842
885,56,1,86.68,FALSE,2119863.4105016
886,46,0,82.1,FALSE,1933004.56760486
887,54,1,81.64,FALSE,1978913.99059448
888,36,0,40.02,TRUE,1506925.73372622
889,43,1,58.8,TRUE,1727972.84787798
890,54,1,79.31,TRUE,2057501.32962768
891,52,1,91.87,FALSE,2203011.24311989
892,48,1,49.14,TRUE,1647703.60798146
893,55,1,93.63,FALSE,2260562.31579519
894,64,1,91.46,FALSE,2195746.85317061
895,51,1,87.11,FALSE,2173816.24755402
896,50,0,89.35,FALSE,2234899.29731447
897,51,1,88.6,FALSE,2151182.26261607
898,43,0,41.4,TRUE,1453409.38046393
899,39,0,77.14,TRUE,1956934.01748067
900,45,1,86.36,FALSE,2150433.42573239
901,45,0,60,TRUE,1688903.54998513
902,50,0,71.26,TRUE,1887089.92549159
903,53,1,91.81,FALSE,2257102.10062082
904,39,1,84.31,FALSE,1991176.41692658
905,45,1,63.56,TRUE,1782016.73795037
906,36,1,55.41,TRUE,1712205.22352393
907,55,1,75.44,TRUE,2038480.38183668
908,48,1,95.61,FALSE,2164844.65352578
909,63,0,86.55,FALSE,2092688.29606713
910,44,0,79.03,TRUE,2018681.8701586
911,47,0,64.63,TRUE,1843482.07128117
912,43,1,74.05,TRUE,2055089.42160945
913,55,0,74.07,TRUE,2001905.18388487
914,39,0,67.07,TRUE,1844595.59381549
915,36,1,80.1,FALSE,2026030.80845049
916,41,1,82.41,FALSE,2104275.09500705
917,42,1,73.34,TRUE,2016925.07124113
918,47,1,87.55,FALSE,2192895.13341354
919,58,0,80.22,FALSE,1896187.54519396
920,56,0,83.86,FALSE,2100779.71660127
921,46,1,88.25,FALSE,2221698.96169831
922,39,0,52.54,TRUE,1554782.04577905
923,54,0,92.32,FALSE,2336081.38252401
924,46,1,83,FALSE,1990625.03531784
925,50,0,68.77,TRUE,1809335.99926779
926,42,1,77.18,TRUE,2059387.43191391
927,36,0,70.12,TRUE,1771896.17423754
928,49,1,92.65,FALSE,2214375.14382562
929,49,1,82.43,FALSE,2153096.12545722
930,46,1,95.48,FALSE,2261908.58954701
931,42,1,87.89,FALSE,2220002.86857452
932,41,0,45.95,TRUE,1551094.90109467
933,44,1,70.08,TRUE,1906185.58972334
934,42,1,73.54,TRUE,1952702.91016723
935,51,1,88.93,FALSE,2164061.43364585
936,48,1,84.25,FALSE,2135284.27062425
937,54,0,89.82,FALSE,2157815.80427109
938,44,1,74.17,TRUE,1936385.09993333
939,39,1,57.46,TRUE,1694249.94776801
940,46,1,69.07,TRUE,1868868.79081895
941,50,0,85.08,FALSE,2155630.53759268
942,44,1,63.08,TRUE,1732037.31776109
943,49,0,67.06,TRUE,1917863.51106365
944,46,1,55.25,TRUE,1622711.28048884
945,57,1,82.59,FALSE,2170592.76764434
946,46,1,91.43,FALSE,2181988.31384083
947,46,1,76.75,TRUE,2127212.18019842
948,42,0,68.99,TRUE,1829910.55579656
949,44,1,76.48,TRUE,2087393.10232305
950,41,1,66.14,TRUE,1868986.51561503
951,53,0,76.73,TRUE,2050493.97102523
952,44,0,79.31,TRUE,2198688.64956301
953,40,1,77.52,TRUE,2075069.74396815
954,54,1,75.6,TRUE,2060623.74644065
955,49,0,72.99,TRUE,1957574.48288745
956,49,1,84.37,FALSE,2046486.50149156
957,42,1,73.63,TRUE,2171791.55442799
958,51,1,86.1,FALSE,2149574.8606877
959,45,1,90.63,FALSE,2291684.02243541
960,43,0,56.36,TRUE,1679222.75406525
961,46,0,60.4,TRUE,1749014.73052662
962,57,1,84.41,FALSE,2181631.70483333
963,40,0,41.88,TRUE,1449822.05676267
964,31,1,78.64,TRUE,2091480.34816475
965,49,0,80.16,FALSE,1872916.65060242
966,45,1,89.15,FALSE,2145568.61663
967,46,1,75.65,TRUE,2088426.35362975
968,50,1,77.68,TRUE,2140430.6830131
969,46,1,73.89,TRUE,2215899.51735711
970,44,0,65.71,TRUE,1842487.8069626
971,49,0,53.41,TRUE,1622102.2327219
972,44,1,68.44,TRUE,1837207.65362788
973,46,0,50.83,TRUE,1625380.98560607
974,47,0,48.58,TRUE,1599025.75093468
975,47,1,81.41,FALSE,1989117.16113851
976,42,1,62.65,TRUE,1782119.65450724
977,42,1,90.86,FALSE,2251493.69261897
978,45,1,89.23,FALSE,2208100.64922583
979,53,1,69.63,TRUE,1920115.82073611
980,46,1,82.6,FALSE,1942606.78993262
981,44,1,95.64,FALSE,2313218.89209354
982,41,1,53.43,TRUE,1617511.37585509
983,37,1,87.88,FALSE,2182805.16833585
984,49,1,67.1,TRUE,1861495.43859682
985,37,0,66.49,TRUE,1813806.20779025
986,36,1,33.42,TRUE,1435967.84242454
987,46,1,71.28,TRUE,1926582.05179506
988,44,1,60.16,TRUE,1666617.11391254
989,45,0,82.07,FALSE,2069760.75874862
990,42,1,95.17,FALSE,2153918.9744193
991,51,1,72.39,TRUE,2059502.08107993
992,46,1,93.39,FALSE,2236379.11485437
993,45,0,76.31,TRUE,2017414.19040181
994,47,0,73.26,TRUE,2056203.50586653
995,44,1,81.2,FALSE,1919078.83060559
996,34,1,36.76,TRUE,1490286.38692706
997,36,1,31.71,TRUE,1423879.706461
998,51,0,89.3,FALSE,2250046.73230508
999,48,0,57.62,TRUE,1603776.57099948
1000,46,1,81.61,FALSE,2004457.17144681
1001,51,0,89.47,FALSE,2067821.95300285
1002,35,1,75.53,TRUE,1987223.62073001
1003,42,0,56.72,TRUE,1698911.75021361
1004,42,0,49.47,TRUE,1541421.52345156
1005,57,0,86.1,FALSE,2200422.73305802
1006,44,0,72.45,TRUE,1971615.20585322
1007,31,1,45.11,TRUE,1472602.94284797
1008,43,1,94.71,FALSE,2226721.32906783
1009,43,1,81.06,FALSE,2004691.51729983
1010,48,1,85.18,FALSE,2049592.49937446
1011,56,1,80.61,FALSE,2094278.97080165
1012,43,0,59.55,TRUE,1759874.23233087
1013,54,0,72.47,TRUE,1999110.46088724
1014,44,1,76.54,TRUE,1992698.37901941
1015,48,0,78.81,TRUE,2075978.50639056
1016,46,0,90.48,FALSE,2271308.58885855
1017,48,0,70.14,TRUE,1922196.02977364
1018,41,1,49.94,TRUE,1564385.67230185
1019,41,1,48.69,TRUE,1513693.9293825
1020,45,1,66.38,TRUE,1847794.75216184
1021,50,1,91.27,FALSE,2194900.78250364
1022,43,1,87.64,FALSE,2166101.25170628
1023,51,0,86.42,FALSE,2214611.12621981
1024,40,1,93.68,FALSE,2283897.6551724
1025,46,1,74.43,TRUE,2009888.56040997
1026,45,1,43.52,TRUE,1536405.46963391
1027,52,1,98.65,FALSE,2204383.25600515
1028,46,0,57.65,TRUE,1863496.7319646
1029,51,0,78.82,TRUE,2109010.5783779
1030,49,1,87.02,FALSE,2147289.93048457
1031,45,0,57.32,TRUE,1706124.55169746
1032,43,0,73.33,TRUE,1942984.05874708
1033,52,0,88.78,FALSE,2180003.62808803
1034,43,1,86.22,FALSE,2168882.60418372
1035,54,0,94.92,FALSE,2183572.29252507
1036,36,0,21.07,TRUE,1350089.74789514
1037,38,0,78.01,TRUE,2084922.41913598
1038,47,1,86.84,FALSE,2097796.91242667
1039,56,1,82.42,FALSE,1991092.8500442
1040,50,0,84.14,FALSE,2045524.72966394
1041,38,1,93.36,FALSE,2205315.07019027
1042,54,0,94.36,FALSE,2279618.41187856
1043,51,0,62.14,TRUE,1712613.43148904
1044,47,0,66.8,TRUE,1869906.71350079
1045,45,1,72.35,TRUE,1858593.09432384
1046,42,1,89.99,FALSE,2152508.53104323
1047,53,0,85.5,FALSE,1990475.4783546
1048,47,0,89.67,FALSE,2196299.23456543
1049,57,1,78.19,TRUE,2040508.14698113
1050,53,0,72.31,TRUE,2164108.59074247
1051,38,0,61.82,TRUE,1734199.27269539
1052,44,1,63.67,TRUE,1817270.17637318
1053,35,1,61.95,TRUE,1783106.70943742
1054,36,0,42.42,TRUE,1514816.67030855
1055,47,0,47.57,TRUE,1590627.44948215
1056,43,0,84.69,FALSE,2025474.93753588
1057,38,0,57.84,TRUE,1645700.42715359
1058,46,0,65.51,TRUE,1857506.20555795
1059,36,1,72.87,TRUE,1927014.4686456
1060,50,1,88.59,FALSE,2181299.31773359
1061,43,0,62.19,TRUE,1729603.36807706
1062,41,0,73.97,TRUE,1858009.14760935
1063,49,1,81.28,FALSE,1915804.26382126
1064,51,1,52.94,TRUE,1632740.0747361
1065,44,1,50.84,TRUE,1667699.18654907
1066,47,1,54.38,TRUE,1697205.58778565
1067,48,0,88.53,FALSE,2193718.42262879
1068,36,0,52.5,TRUE,1562483.30215531
1069,45,0,86.73,FALSE,2205522.62904496
1070,52,0,66.58,TRUE,1799981.02455835
1071,47,1,71.56,TRUE,1979127.83001885
1072,51,0,86.29,FALSE,2000194.09704333
1073,33,1,76.27,TRUE,2125010.12130372
1074,41,1,68.04,TRUE,1849558.12880476
1075,35,0,41.88,TRUE,1490900.63768111
1076,46,0,78.38,TRUE,2175982.89533097
1077,44,1,69.26,TRUE,1935515.08423041
1078,53,1,92.88,FALSE,2155320.78587943
1079,38,1,61.02,TRUE,1779548.31540232
1080,43,1,71.06,TRUE,1850229.91086936
1081,48,1,60.86,TRUE,1676084.72624142
1082,51,1,82.14,FALSE,2108806.06863804
1083,48,1,77.73,TRUE,2174008.67519776
1084,53,1,72.83,TRUE,1962399.58358948
1085,42,1,77.13,TRUE,2064070.16507166
1086,44,1,55.17,TRUE,1718652.8987807
1087,47,0,87.01,FALSE,2149112.92654522
1088,48,0,71.18,TRUE,1948008.2722155
1089,37,0,62.53,TRUE,1760617.12693161
1090,48,0,92.04,FALSE,2186069.52809865
1091,33,1,70.62,TRUE,1848399.8878563
1092,54,0,84.76,FALSE,2099673.66084181
1093,41,0,59.11,TRUE,1707399.82745657
1094,41,1,95.61,FALSE,2203799.38355238
1095,41,1,70.83,TRUE,1957666.32317608
1096,53,1,84.31,FALSE,2118613.27443243
1097,34,0,81.3,FALSE,1980966.97112996
1098,57,0,92.27,FALSE,2163510.6940867
1099,38,1,67.1,TRUE,1880104.28310625
1100,53,0,95.06,FALSE,2247713.74925645
1101,46,0,77.74,TRUE,2042803.66508903
1102,53,0,65.48,TRUE,1769471.65209688
1103,42,1,73.58,TRUE,2022215.09474639
1104,47,1,54.79,TRUE,1592517.77697344
1105,41,1,74.22,TRUE,1987686.1214561
1106,38,1,88.09,FALSE,2192962.80040108
1107,54,1,94.91,FALSE,2187706.92622823
1108,62,1,90.45,FALSE,2171949.35353579
1109,51,1,88.57,FALSE,2167906.67394699
1110,56,1,94.26,FALSE,2196380.37984936
1111,36,1,49.57,TRUE,1607150.82261077
1112,36,1,38.57,TRUE,1466253.80187751
1113,44,1,84.96,FALSE,2108221.94270045
1114,40,0,73.54,TRUE,2000406.14301502
1115,46,1,48.73,TRUE,1519576.11896506
1116,47,1,62.89,TRUE,1818924.19630324
1117,46,1,72.08,TRUE,1914828.16580076
1118,59,0,91.29,FALSE,2247418.71069643
1119,46,0,68.83,TRUE,1761310.48751869
1120,44,1,78.4,TRUE,1986883.75782391
1121,48,1,85.57,FALSE,2045779.67412687
1122,46,1,86.17,FALSE,2221670.36692662
1123,42,1,70.3,TRUE,1920629.24515299
1124,38,0,63.99,TRUE,1848429.44659334
1125,42,1,67.53,TRUE,1889020.32145778
1126,53,0,65.71,TRUE,1830774.21940349
1127,49,1,83.29,FALSE,1982389.21600225
1128,41,1,73.2,TRUE,1898090.25241303
1129,48,1,60.07,TRUE,1677776.82127632
1130,54,0,97.84,FALSE,2273306.29732689
1131,47,0,76.95,TRUE,2022306.1907422
1132,56,0,74.4,TRUE,1986781.40490557
1133,40,1,79.42,TRUE,2081379.2049973
1134,52,0,74.21,TRUE,1979391.2377362
1135,49,0,97.02,FALSE,2277303.7589509
1136,39,1,68.01,TRUE,1776560.67806004
1137,47,0,75.13,TRUE,2050281.78923186
1138,53,1,83.34,FALSE,1994982.11792122
1139,49,1,99.5,FALSE,2177368.980115
1140,50,1,82.15,FALSE,2000197.79627859
1141,50,1,72.89,TRUE,1914103.12430084
1142,53,0,76.51,TRUE,2062294.37448168
1143,41,1,68.57,TRUE,1975775.52156664
1144,42,0,59.26,TRUE,1725993.33198963
1145,33,1,55.75,TRUE,1657400.0378874
1146,45,0,51.89,TRUE,1599177.40760251
1147,37,1,56.52,TRUE,1688694.7070213
1148,53,1,81.24,FALSE,2039509.25926077
1149,39,0,75.66,TRUE,2005902.76629713
1150,44,1,42.79,TRUE,1454790.77801491
1151,46,1,61.6,TRUE,1812486.7493042
1152,43,0,68,TRUE,1853895.19984862
1153,30,1,41.66,TRUE,1509891.48589612
1154,61,1,85.2,FALSE,2183197.15346302
1155,52,0,74.71,TRUE,2056379.23098538
1156,58,1,79.6,TRUE,2193110.9027125
1157,48,0,72.55,TRUE,2025698.61834779
1158,54,0,77.85,TRUE,2067627.41691959
1159,45,0,43.16,TRUE,1502554.94836339
1160,43,1,72.54,TRUE,1981892.08820993
1161,45,1,73.9,TRUE,2016499.09636049
1162,41,1,85.92,FALSE,2097004.6278193
1163,48,1,82.26,FALSE,1935218.64969577
1164,55,1,94.6,FALSE,2255283.79205051
1165,38,0,66.55,TRUE,1811693.59879886
1166,41,1,55.12,TRUE,1620913.98878361
1167,50,1,92.83,FALSE,2230896.43188191
1168,41,0,66.75,TRUE,1810479.80651445
1169,43,0,68.4,TRUE,1949513.64144388
1170,49,1,71.3,TRUE,1918813.80964632
1171,51,1,73.82,TRUE,2039529.20095407
1172,49,1,68.31,TRUE,1755596.9729937
1173,36,1,37.53,TRUE,1438678.61720831
1174,43,1,65.57,TRUE,1842215.58124016
1175,38,1,64.7,TRUE,1840709.45019817
1176,51,0,84.01,FALSE,2040184.34731096
1177,40,0,76.3,TRUE,2041902.73113451
1178,54,1,83.41,FALSE,2204807.9952466
1179,50,1,67.19,TRUE,1851191.55845069
1180,44,1,66.56,TRUE,1818137.31595193
1181,42,0,58.6,TRUE,1695111.03483897
1182,42,0,88.72,FALSE,2252093.27826478
1183,53,1,77.69,TRUE,1968606.04358942
1184,54,1,83.2,FALSE,2173881.96143104
1185,55,1,81.3,FALSE,2056615.30119966
1186,44,1,61.61,TRUE,1716915.74625558
1187,38,0,84.92,FALSE,2121828.83706296
1188,45,1,46.39,TRUE,1485100.38193049
1189,48,1,66.25,TRUE,1819420.90837541
1190,39,1,73.46,TRUE,2013292.52693228
1191,50,0,94.75,FALSE,2301587.13902281
1192,50,0,81.16,FALSE,1987684.22410989
1193,52,0,80.19,FALSE,1919400.54987779
1194,41,0,60.46,TRUE,1721893.87328306
1195,51,0,94.75,FALSE,2157420.83638033
1196,45,1,58.99,TRUE,1744691.66388746
1197,36,1,35.9,TRUE,1457000.37430954
1198,41,1,94.42,FALSE,2274099.53747169
1199,38,0,55.17,TRUE,1687492.20593112
1200,49,0,68.36,TRUE,1897162.62012313
