address,addressCity,addressState,addressStreet,addressZipcode,area,availabilityDate,badgeInfo,baths,beds,brokerName,countryCurrency,detailUrl,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,id,imgSrc,info2String,info3String,isFeaturedListing,isHomeRec,isSaved,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,latLong,list,pgapt,price,providerListingId,relaxed,sgapt,shouldShowZestimateAsPrice,statusText,statusType,unformattedPrice,variableData,zestimate,zpid,builderName,hasOpenHouse,openHouseDescription,openHouseEndDate,openHouseStartDate,info6String,lotAreaString,streetViewMetadataURL,streetViewURL,best_deal
"185 Mountain Laurel Way, Austin, TX 78737",Austin,TX,185 Mountain Laurel Way,78737,2524,,,2.0,3,RE/MAX GATEWAY,$,https://www.zillow.com/homedetails/185-Mountain-Laurel-Way-Austin-TX-78737/80075102_zpid/,0.0,1.0,1.0,0.0,80075102,https://photos.zillowstatic.com/fp/2a2c1cca75d1f90485c89f41fa9bb274-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.172613, 'longitude': -97.996185}",1.0,ForSale,"$599,900",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,599900.0,"{'type': 'PRICE_REDUCTION', 'text': '$90 (Sep 14)'}",591600,80075102,,,,,,,,,,8300.0
"11525 Tickford Dr, Del Valle, TX 78617",Del Valle,TX,11525 Tickford Dr,78617,1311,,,2.0,3,"Opendoor Brokerage, LLC",$,https://www.zillow.com/homedetails/11525-Tickford-Dr-Del-Valle-TX-78617/29470244_zpid/,0.0,1.0,1.0,0.0,29470244,https://photos.zillowstatic.com/fp/58557fa8052efe0ac738431a7127c5fc-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.159681, 'longitude': -97.64777}",1.0,ForSale,"$331,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,331000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",322505,29470244,,1.0,Open House - 9:00 AM - 7:00 PM,2022-09-15T19:00:00,2022-09-15T09:00:00,,,,,8495.0
"1003 Fauntleroy Trl, Austin, TX 78758",Austin,TX,1003 Fauntleroy Trl,78758,1190,,,2.0,4,eXp Realty LLC,$,https://www.zillow.com/homedetails/1003-Fauntleroy-Trl-Austin-TX-78758/29432493_zpid/,0.0,1.0,1.0,0.0,29432493,https://photos.zillowstatic.com/fp/4983ae9cb227b7c5ca27adf4c4490606-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.37691, 'longitude': -97.69419}",1.0,ForSale,"$325,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,325000.0,"{'type': 'DAYS_ON', 'text': '69 days on Zillow'}",316200,29432493,,,,,,,,,,8800.0
"1131 Berger St #D, Austin, TX 78721",Austin,TX,1131 Berger St #D,78721,1524,,,2.0,3,Team Price Real Estate,$,https://www.zillow.com/homedetails/1131-Berger-St-D-Austin-TX-78721/29388064_zpid/,0.0,1.0,1.0,0.0,29388064,https://photos.zillowstatic.com/fp/ddabfc54ab6a9253e73694719a8cceaf-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.270697, 'longitude': -97.68707}",1.0,ForSale,"$465,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,465000.0,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Sep 9)'}",456100,29388064,,,,,,,,,,8900.0
"13101 Lamplight Village Ave, Austin, TX 78727",Austin,TX,13101 Lamplight Village Ave,78727,1371,,,2.0,3,ListingSpark,$,https://www.zillow.com/homedetails/13101-Lamplight-Village-Ave-Austin-TX-78727/29442999_zpid/,0.0,1.0,1.0,0.0,29442999,https://photos.zillowstatic.com/fp/0304e77b6435943eaa0c74377acdeebc-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.42402, 'longitude': -97.69137}",1.0,ForSale,"$499,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,499000.0,"{'type': 'DAYS_ON', 'text': '6 days on Zillow'}",490000,29442999,,,,,,,,,,9000.0
"9201 Wampton Way, Austin, TX 78749",Austin,TX,9201 Wampton Way,78749,2392,,,3.0,4,JBGoodwin REALTORS WL,$,https://www.zillow.com/homedetails/9201-Wampton-Way-Austin-TX-78749/29496676_zpid/,0.0,1.0,1.0,0.0,29496676,https://photos.zillowstatic.com/fp/c0113dffa3a50b2e7258200165378a5c-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.205643, 'longitude': -97.87645}",1.0,ForSale,"$665,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,665000.0,"{'type': 'PRICE_REDUCTION', 'text': '$35,000 (Aug 22)'}",656000,29496676,,,,,,,,,,9000.0
"8405 Palace Pkwy, Austin, TX 78748",Austin,TX,8405 Palace Pkwy,78748,1393,,,3.0,4,"Homelister, Inc.",$,https://www.zillow.com/homedetails/8405-Palace-Pkwy-Austin-TX-78748/29503632_zpid/,0.0,1.0,1.0,0.0,29503632,https://photos.zillowstatic.com/fp/4aaea233b55ccce8305bb853974c15de-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.182585, 'longitude': -97.80214}",1.0,ForSale,"$499,900",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,499900.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sun. 3-5pm'}",490700,29503632,,1.0,Open House - 3:00 - 5:00 PM,2022-09-18T17:00:00,2022-09-18T15:00:00,,,,,9200.0
"310 Delmar Ave #A, Austin, TX 78752",Austin,TX,310 Delmar Ave #A,78752,1522,,,3.0,3,"Listing Results, LLC",$,https://www.zillow.com/homedetails/310-Delmar-Ave-A-Austin-TX-78752/251030137_zpid/,1.0,1.0,1.0,0.0,251030137,https://photos.zillowstatic.com/fp/5dc9957b2c11079c043c76d24bea8560-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.338634, 'longitude': -97.70687}",1.0,ForSale,"$499,999",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,499999.0,"{'type': '3D_HOME', 'text': '3D Tour'}",490700,251030137,,,,,,,,,,9299.0
"13505 Bolivia Dr, Austin, TX 78729",Austin,TX,13505 Bolivia Dr,78729,2028.0,,,3.0,4.0,"Opendoor Brokerage, LLC",$,https://www.zillow.com/homedetails/13505-Bolivia-Dr-Austin-TX-78729/29598591_zpid/,0.0,1.0,1.0,0.0,29598591,https://photos.zillowstatic.com/fp/77a0a8a4668adcac9717502d26f60b9b-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.458412, 'longitude': -97.75579}",1.0,ForSale,"$471,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,471000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",461580,29598591,,1.0,Open House - 9:00 AM - 7:00 PM,2022-09-15T19:00:00,2022-09-15T09:00:00,,,,,9420.0
"7701 Rialto Blvd APT 121, Austin, TX 78735",Austin,TX,7701 Rialto Blvd APT 121,78735,1456,,,2.0,2,Campus & Central Properties,$,https://www.zillow.com/homedetails/7701-Rialto-Blvd-APT-121-Austin-TX-78735/63834250_zpid/,0.0,1.0,1.0,0.0,63834250,https://photos.zillowstatic.com/fp/42e7e951f587b063fceab4bfa049801f-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.252535, 'longitude': -97.87131}",1.0,ForSale,"$420,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,420000.0,"{'type': 'PRICE_REDUCTION', 'text': '$30,000 (Aug 21)'}",410548,63834250,,,,,,,,,,9452.0
"2216 San Gabriel St APT 301, Austin, TX 78705",Austin,TX,2216 San Gabriel St APT 301,78705,834,,,2.0,3,Tower Realty Austin,$,https://www.zillow.com/homedetails/2216-San-Gabriel-St-APT-301-Austin-TX-78705/29331848_zpid/,0.0,1.0,1.0,0.0,29331848,https://photos.zillowstatic.com/fp/ba9d9bcd5df482da5d4e4e7bcddce1ef-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.28642, 'longitude': -97.748146}",1.0,ForSale,"$364,900",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,364900.0,"{'type': 'DAYS_ON', 'text': '112 days on Zillow'}",355400,29331848,,,,,,,,,,9500.0
"2601 Golden Gate Park, Austin, TX 78732",Austin,TX,2601 Golden Gate Park,78732,2628,,,2.0,3,"Opendoor Brokerage, LLC",$,https://www.zillow.com/homedetails/2601-Golden-Gate-Park-Austin-TX-78732/83829673_zpid/,0.0,1.0,1.0,0.0,83829673,https://photos.zillowstatic.com/fp/a4edba60838b412f07cbca338e3b454e-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.3651, 'longitude': -97.89728}",1.0,ForSale,"$604,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,604000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",594336,83829673,,1.0,Open House - 9:00 AM - 7:00 PM,2022-09-15T19:00:00,2022-09-15T09:00:00,,,,,9664.0
"10400 Steinbeck Dr, Austin, TX 78747",Austin,TX,10400 Steinbeck Dr,78747,2031,,,2.0,4,HomesUSA.com,$,https://www.zillow.com/homedetails/10400-Steinbeck-Dr-Austin-TX-78747/305434337_zpid/,0.0,1.0,1.0,0.0,305434337,https://photos.zillowstatic.com/fp/87b697ff18265889f109de16dccd2797-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.141474, 'longitude': -97.772766}",1.0,ForSale,"$536,840",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,536840.0,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Jul 7)'}",526800,305434337,,,,,,,,,,10040.0
"6401 Clubway Ln, Austin, TX 78745",Austin,TX,6401 Clubway Ln,78745,1359.0,,,2.0,2.0,Austin Rock City Realty,$,https://www.zillow.com/homedetails/6401-Clubway-Ln-Austin-TX-78745/29493188_zpid/,1.0,1.0,1.0,0.0,29493188,https://photos.zillowstatic.com/fp/56beb9659f77f12c86704b41b41004e2-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.204847, 'longitude': -97.797615}",1.0,ForSale,"$375,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,375000.0,"{'type': '3D_HOME', 'text': '3D Tour'}",364900,29493188,,,,,,,,,,10100.0
"8210 Bent Tree Rd APT 116, Austin, TX 78759",Austin,TX,8210 Bent Tree Rd APT 116,78759,805,,,1.0,2,Keller Williams Realty,$,https://www.zillow.com/homedetails/8210-Bent-Tree-Rd-APT-116-Austin-TX-78759/29430861_zpid/,0.0,1.0,1.0,0.0,29430861,https://photos.zillowstatic.com/fp/e8451447fb7d8631df17b92d62239f5a-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.369493, 'longitude': -97.7446}",1.0,ForSale,"$314,500",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,314500.0,"{'type': 'DAYS_ON', 'text': '6 days on Zillow'}",304200,29430861,,,,,,,,,,10300.0
"12004 Thompkins Dr, Austin, TX 78753",Austin,TX,12004 Thompkins Dr,78753,1304,,,2.0,3,Berkshire Hathaway TX Realty,$,https://www.zillow.com/homedetails/12004-Thompkins-Dr-Austin-TX-78753/29434901_zpid/,0.0,1.0,1.0,0.0,29434901,https://photos.zillowstatic.com/fp/439c9a97f46861ab66f3b7e2f90c30dc-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.38383, 'longitude': -97.66288}",1.0,ForSale,"$375,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,375000.0,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Sep 8)'}",364700,29434901,,,,,,,,,,10300.0
"9401 Singing Quail Dr, Austin, TX 78758",Austin,TX,9401 Singing Quail Dr,78758,1291,,,2.0,2,Orchard Brokerage,$,https://www.zillow.com/homedetails/9401-Singing-Quail-Dr-Austin-TX-78758/29430034_zpid/,1.0,1.0,1.0,0.0,29430034,https://photos.zillowstatic.com/fp/e03b9d170d7936f44b6e88140a778601-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.371277, 'longitude': -97.71239}",1.0,ForSale,"$375,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,375000.0,"{'type': '3D_HOME', 'text': '3D Tour'}",364600,29430034,,,,,,,,,,10400.0
"13449 Dulles Ave, Austin, TX 78729",Austin,TX,13449 Dulles Ave,78729,1632,,,2.0,3,Turn Key Property Group,$,https://www.zillow.com/homedetails/13449-Dulles-Ave-Austin-TX-78729/29613776_zpid/,0.0,1.0,1.0,0.0,29613776,https://photos.zillowstatic.com/fp/d622b0d3f80b8648196ccc41e51001f2-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.459497, 'longitude': -97.75918}",1.0,ForSale,"$510,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,510000.0,"{'type': 'PRICE_REDUCTION', 'text': '$15,000 (Sep 11)'}",499389,29613776,,,,,,,,,,10611.0
"2416 Village Walk, Austin, TX 78744",Austin,TX,2416 Village Walk,78744,1215,,,2.0,4,The Davis Company,$,https://www.zillow.com/homedetails/2416-Village-Walk-Austin-TX-78744/29466313_zpid/,0.0,1.0,1.0,0.0,29466313,https://photos.zillowstatic.com/fp/f54e02f8369eb47940a22fda1be78e93-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.196629, 'longitude': -97.74735}",1.0,ForSale,"$399,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,399000.0,"{'type': 'PRICE_REDUCTION', 'text': '$20,000 (Sep 12)'}",388360,29466313,,,,,,,,,,10640.0
"9807 Cottle Dr, Austin, TX 78753",Austin,TX,9807 Cottle Dr,78753,1514,,,2.0,4,ListingSpark,$,https://www.zillow.com/homedetails/9807-Cottle-Dr-Austin-TX-78753/29424076_zpid/,0.0,1.0,1.0,0.0,29424076,https://photos.zillowstatic.com/fp/e45e72868b8daffb6b1ce2f7064c3e73-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.359665, 'longitude': -97.67871}",1.0,ForSale,"$564,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,564000.0,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",553300,29424076,,,,,,,,,,10700.0
"15400 Montoya Cv, Austin, TX 78717",Austin,TX,15400 Montoya Cv,78717,3211,,,3.0,4,Keller Williams Realty-RR WC,$,https://www.zillow.com/homedetails/15400-Montoya-Cv-Austin-TX-78717/29596682_zpid/,0.0,1.0,1.0,0.0,29596682,https://photos.zillowstatic.com/fp/60d3e525ccf19740e13e9dc947d9992d-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.48543, 'longitude': -97.740486}",1.0,ForSale,"$525,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,525000.0,"{'type': 'PRICE_REDUCTION', 'text': '$25,000 (Aug 28)'}",514300,29596682,,,,,,,,,,10700.0
"507 Sabine St APT 603, Austin, TX 78701",Austin,TX,507 Sabine St APT 603,78701,693,,,1.0,1,Keller Williams Realty,$,https://www.zillow.com/homedetails/507-Sabine-St-APT-603-Austin-TX-78701/83812977_zpid/,0.0,1.0,1.0,0.0,83812977,https://photos.zillowstatic.com/fp/9953fbb710ef26a2464c2c002bd00318-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.265406, 'longitude': -97.736305}",1.0,ForSale,"$460,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,460000.0,"{'type': 'PRICE_REDUCTION', 'text': '$15,000 (Sep 9)'}",449100,83812977,,,,,,,,,,10900.0
"1016 Cripple Creek Dr, Austin, TX 78758",Austin,TX,1016 Cripple Creek Dr,78758,1446,,,2.0,3,JP Real Estate Corporation,$,https://www.zillow.com/homedetails/1016-Cripple-Creek-Dr-Austin-TX-78758/29431463_zpid/,0.0,1.0,1.0,0.0,29431463,https://photos.zillowstatic.com/fp/85b1bb988a3e29cfb86c3da8e28d32f5-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.373941, 'longitude': -97.69813}",1.0,ForSale,"$575,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,575000.0,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Sep 8)'}",564047,29431463,,,,,,,,,,10953.0
"120 Lexington Dr, Austin, TX 78737",Austin,TX,120 Lexington Dr,78737,2066,,,2.0,4,Luisa Mauro Real Estate,$,https://www.zillow.com/homedetails/120-Lexington-Dr-Austin-TX-78737/67388541_zpid/,0.0,1.0,1.0,0.0,67388541,https://photos.zillowstatic.com/fp/10284b8e1c4375ae08bce10c3d45ee45-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.198488, 'longitude': -97.984634}",1.0,ForSale,"$575,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,575000.0,"{'type': 'PRICE_REDUCTION', 'text': '$50,000 (Aug 12)'}",564000,67388541,,,,,,,,,,11000.0
"15313 Oconto Dr, Austin, TX 78717",Austin,TX,15313 Oconto Dr,78717,3699.0,,,3.0,5.0,Orchard Brokerage,$,https://www.zillow.com/homedetails/15313-Oconto-Dr-Austin-TX-78717/29596718_zpid/,1.0,1.0,1.0,0.0,29596718,https://photos.zillowstatic.com/fp/7fa454ce115f4345217dee8590ac48c8-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.485262, 'longitude': -97.74272}",1.0,ForSale,"$699,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,699000.0,"{'type': '3D_HOME', 'text': '3D Tour'}",687900,29596718,,,,,,,,,,11100.0
"2425 E Stassney Ln, Austin, TX 78744",Austin,TX,2425 E Stassney Ln,78744,1170,,,2.0,3,Keeping It Realty,$,https://www.zillow.com/homedetails/2425-E-Stassney-Ln-Austin-TX-78744/29466836_zpid/,0.0,1.0,1.0,0.0,29466836,https://photos.zillowstatic.com/fp/4d88f4fcd5cb6e96efb0e48b9cef91bd-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.193266, 'longitude': -97.75092}",1.0,ForSale,"$399,900",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,399900.0,"{'type': 'DAYS_ON', 'text': '12 days on Zillow'}",388800,29466836,,,,,,,,,,11100.0
"909 Audrey Dr, Austin, TX 78704",Austin,TX,909 Audrey Dr,78704,2266,,,3.0,3,Keller Williams Realty,$,https://www.zillow.com/homedetails/909-Audrey-Dr-Austin-TX-78704/29478543_zpid/,0.0,1.0,1.0,0.0,29478543,https://photos.zillowstatic.com/fp/a39fa7f5152e64cd0da0e80791056bb3-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.232172, 'longitude': -97.7715}",1.0,ForSale,"$1,750,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,1750000.0,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",1738900,29478543,,,,,,,,,,11100.0
"10211 Fulton Ave, Austin, TX 78754",Austin,TX,10211 Fulton Ave,78754,1401,,,2.0,3,Sprout Realty,$,https://www.zillow.com/homedetails/10211-Fulton-Ave-Austin-TX-78754/249890728_zpid/,0.0,1.0,1.0,0.0,249890728,https://photos.zillowstatic.com/fp/e4dfda6f1807c36c1c2869d6ab7e9a14-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.356018, 'longitude': -97.66112}",1.0,ForSale,"$414,990",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,414990.0,"{'type': 'PRICE_REDUCTION', 'text': '$10,010 (Sep 9)'}",403500,249890728,,,,,,,,,,11490.0
"6900 Lewiston Way, Austin, TX 78724",Austin,TX,6900 Lewiston Way,78724,2440,,,3.0,4,Austin Real Estate Experts,$,https://www.zillow.com/homedetails/6900-Lewiston-Way-Austin-TX-78724/331626440_zpid/,0.0,1.0,1.0,0.0,331626440,https://photos.zillowstatic.com/fp/4260d09a603797ab99fbdb256cd247b1-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.310429, 'longitude': -97.70337}",1.0,ForSale,"$646,075",29495943,0.0,New Construction,0.0,Active,FOR_SALE,646075.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: M:10AM-6PM;Tu:10A...'}",634400,331626440,Pulte Homes,,,,,,,,,11675.0
"1203 Lily Ter, Austin, TX 78741",Austin,TX,1203 Lily Ter,78741,1135,,,2.0,3,Realty Solutions,$,https://www.zillow.com/homedetails/1203-Lily-Ter-Austin-TX-78741/29461842_zpid/,0.0,1.0,1.0,0.0,29461842,https://photos.zillowstatic.com/fp/94f075e615b862716a98636f405b60a6-p_e.jpg,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.23335, 'longitude': -97.70236}",1.0,ForSale,"$520,000",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,520000.0,"{'type': 'PRICE_REDUCTION', 'text': '$75,250 (Sep 9)'}",508300,29461842,,,,,,,,,,11700.0
"321 Banin Malone Ln, Austin, TX 78748",Austin,TX,321 Banin Malone Ln,78748,3255,,,4.0,4,Encore Fine Properties,$,https://www.zillow.com/homedetails/321-Banin-Malone-Ln-Austin-TX-78748/119620827_zpid/,0.0,1.0,1.0,0.0,119620827,https://photos.zillowstatic.com/fp/dbcddf1ca56b14fa85dbda801204e0c3-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.16706, 'longitude': -97.79584}",1.0,ForSale,"$690,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,690000.0,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",678200,119620827,,,,,,,,,,11800.0
"8308 Bradford Edward Cv #A, Austin, TX 78759",Austin,TX,8308 Bradford Edward Cv #A,78759,1396,,,3.0,2,Tribe Realty Austin,$,https://www.zillow.com/homedetails/8308-Bradford-Edward-Cv-A-Austin-TX-78759/70348857_zpid/,0.0,1.0,1.0,0.0,70348857,https://photos.zillowstatic.com/fp/d20e2d2a5c51c9d043e4f3926a75406f-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.37491, 'longitude': -97.74955}",1.0,ForSale,"$499,999",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,499999.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 12-2pm'}",488188,70348857,,1.0,Open House - 0:00 - 2:00 PM,2022-09-17T14:00:00,2022-09-17T12:00:00,,,,,11811.0
"2813 Goldbridge Dr, Austin, TX 78745",Austin,TX,2813 Goldbridge Dr,78745,1584,,,2.0,3,Austin Home Seekers,$,https://www.zillow.com/homedetails/2813-Goldbridge-Dr-Austin-TX-78745/29495236_zpid/,1.0,1.0,1.0,0.0,29495236,https://photos.zillowstatic.com/fp/4c289c15996b3f9f2e478ad4515e12a6-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.20033, 'longitude': -97.82429}",1.0,ForSale,"$699,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,699000.0,"{'type': '3D_HOME', 'text': '3D Tour'}",687000,29495236,,,,,,,,,,12000.0
